1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 223935.38),(2 826846.7),(3 1819557.1),(4 3230793.3),(5 5226466.5),(6 7588488),(7 10431929),(8 13894713),(9 17365918),(10 21480370),(11 25900976),(12 30881510),(13 36395230),(14 42400548),(15 48920108),(16 55726416),(17 63166770),(18 71109016),(19 79339320),(20 87991864),(21 96827400),(22 106034080),(23 116707130),(24 126748610),(25 137490770),(26 148689220),(27 160337230),(28 172040020),(29 184701380),(30 198165890),(31 211299180),(32 225320830),(33 238896270),(34 252365330),(35 265821420),(36 279061150),(37 291983970),(38 305934900),(39 318829540),(40 332409180),(41 346350620),(42 360974880),(43 375977820),(44 390317570),(45 405527520),(46 420683040),(47 436915300),(48 453909500),(49 471137630),(50 488303780),(51 505547000),(52 522220580),(53 539869500),(54 556714050),(55 573155260),(56 590579200),(57 607438000),(58 624176100),(59 641075140),(60 658034940),(61 673992200),(62 690759740),(63 706772030),(64 722474800),(65 737812740),(66 752075200),(67 766714940),(68 780795700),(69 793548350),(70 804275000),(71 815139140),(72 825366300),(73 833914050),(74 842682100),(75 851054900),(76 858426300),(77 865547700),(78 872201700),(79 878257100),
(1 65025.84),(2 172809.52),(3 246174.92),(4 278051.9),(5 294930.2),(6 310175.28),(7 319504.53),(8 318140.94),(9 301686.22),(10 291823.13),(11 300286.56),(12 312224.2),(13 319655.56),(14 326154.25),(15 336346.44),(16 349280.03),(17 356632.47),(18 367279.22),(19 375285.94),(20 379966.72),(21 381560.1),(22 383421.4),(23 395400.53),(24 405041.25),(25 412638.78),(26 413437.63),(27 414698.63),(28 418359.97),(29 429876.34),(30 449409.16),(31 461177),(32 462141),(33 464603.28),(34 467054.97),(35 476340.6),(36 485114.97),(37 487812.56),(38 492953.56),(39 502631.2),(40 506140.9),(41 506829.5),(42 506917.4),(43 512141.47),(44 520322.78),(45 532606.94),(46 535338.44),(47 538921.5),(48 537154.94),(49 538676.56),(50 544439.2),(51 543136),(52 553094.7),(53 559525.56),(54 563660.6),(55 569318.6),(56 581134.7),(57 595755.94),(58 602943),(59 600529.75),(60 596169.3),(61 602650.1),(62 614761.4),(63 617774.4),(64 619587.9),(65 626475.4),(66 636835.25),(67 655132.9),(68 660996.9),(69 654703.3),(70 639070.8),(71 627495.06),(72 613482.1),(73 605199.5),(74 606304),(75 611071.1),(76 606350.7),(77 598434.7),(78 595570.25),(79 601128.75),
(1 63047.336),(2 162186.95),(3 224177.89),(4 251433.52),(5 272064.84),(6 286943.97),(7 294537.7),(8 292292.06),(9 280818.13),(10 280099.7),(11 294246),(12 305344.47),(13 308292.63),(14 307773.1),(15 312291.34),(16 318496.25),(17 325504.97),(18 340210.22),(19 354203.8),(20 364340.1),(21 364356.56),(22 356769.4),(23 355436.66),(24 363657.1),(25 376053.8),(26 382796.97),(27 387441.9),(28 393264.22),(29 397867.03),(30 406290.47),(31 409593.13),(32 410876.4),(33 421084.9),(34 435525.56),(35 450541.66),(36 456285.9),(37 453133.66),(38 458998.6),(39 477249.47),(40 485320.7),(41 482739.1),(42 480529.44),(43 485001.3),(44 494305.03),(45 500507.4),(46 497596.53),(47 497135.2),(48 505758.44),(49 515866.75),(50 524611.94),(51 533558.2),(52 543486),(53 538239.3),(54 528940.56),(55 532130.8),(56 546953.4),(57 573981.4),(58 591738.75),(59 594860.06),(60 601667.56),(61 603216),(62 595781.75),(63 587125.6),(64 598154.9),(65 624918.2),(66 635275.3),(67 639018.75),(68 633924.6),(69 624632.06),(70 611020.94),(71 602639.5),(72 603494),(73 601087.4),(74 605056.94),(75 605545.94),(76 594986.44),(77 586014.06),(78 585346.8),(79 590964.2),
(1 65190.953),(2 168720.6),(3 227910.4),(4 250040.28),(5 271023.5),(6 292324.75),(7 296026.88),(8 281593.94),(9 272080.72),(10 283140.16),(11 302287.25),(12 312224.8),(13 313795.44),(14 324421.13),(15 340434.3),(16 354456),(17 359426.8),(18 363639.78),(19 361861.72),(20 363256.5),(21 357079.63),(22 350432.16),(23 353456.56),(24 368806.53),(25 387591.13),(26 400665.94),(27 408550.4),(28 408548.1),(29 411057.84),(30 411387.53),(31 402645.2),(32 397775.13),(33 410359.66),(34 432597.06),(35 447003.3),(36 446142.56),(37 445246.4),(38 452875.88),(39 456098.94),(40 458884.63),(41 467812.63),(42 478265.72),(43 486608.8),(44 491168.5),(45 488680),(46 488508.28),(47 490234.3),(48 494225.9),(49 507071.25),(50 522580.88),(51 537798.1),(52 548657.2),(53 548023.1),(54 544019.7),(55 544305),(56 548669.9),(57 551514.1),(58 550994.5),(59 559695.2),(60 567610.1),(61 570523.44),(62 570918.3),(63 578980.56),(64 592593.1),(65 604966.06),(66 606305.6),(67 596025.94),(68 592876.2),(69 596004.56),(70 588744.3),(71 581835.56),(72 587127.44),(73 593881.8),(74 594352.9),(75 589656.3),(76 583001),(77 583876.3),(78 581648.94),(79 578146.75),
(1 57950.395),(2 148761.34),(3 203064.08),(4 227656.72),(5 249796.73),(6 269673.94),(7 276268.53),(8 271089.22),(9 266043.75),(10 268400.13),(11 273050.8),(12 274362.3),(13 281725),(14 296053.06),(15 317027.75),(16 331779),(17 340581.53),(18 340852.47),(19 341096),(20 338987.72),(21 341991.84),(22 343443.5),(23 351026.84),(24 354909),(25 354894.2),(26 358709),(27 369439.25),(28 376277.66),(29 382624.47),(30 380753.16),(31 375075.84),(32 377942.3),(33 380706.3),(34 386246.56),(35 393024.63),(36 399468.6),(37 408215.22),(38 411125.66),(39 419700.84),(40 424853.3),(41 432865.22),(42 445067.5),(43 453257.2),(44 453765.28),(45 461825.78),(46 467888.25),(47 470294.72),(48 467768.5),(49 467482.94),(50 478975.16),(51 492874.97),(52 499034.13),(53 507245.1),(54 517100.34),(55 527420.2),(56 531376.4),(57 532888.2),(58 531309),(59 535108.94),(60 543610.94),(61 539266.7),(62 538620.6),(63 542460.9),(64 540311.94),(65 535616.1),(66 532197.7),(67 536330.06),(68 546542.25),(69 541760.5),(70 533682.6),(71 531957.56),(72 537610.4),(73 536120.5),(74 525980.06),(75 520179),(76 525544.6),(77 531022.9),(78 525196.7),(79 511261.3),
(1 58214.113),(2 148939.52),(3 200218.94),(4 221695.94),(5 241121.67),(6 256264.45),(7 261364.2),(8 263868.9),(9 264828.34),(10 266127.7),(11 269678.3),(12 276748.3),(13 290856.22),(14 304966.7),(15 312820.22),(16 311063.9),(17 309105.1),(18 308181.44),(19 308026.25),(20 316121.06),(21 329122.5),(22 351428.03),(23 370685.47),(24 376787.03),(25 383800.1),(26 386344.38),(27 385237.63),(28 387675.7),(29 389558.97),(30 391302.44),(31 394205.34),(32 406617.72),(33 412299.5),(34 415064.53),(35 422870.13),(36 430509.6),(37 436233.88),(38 442273.63),(39 442521.63),(40 444043.7),(41 444738.5),(42 448475.06),(43 454239.2),(44 450616.16),(45 450804.38),(46 450834.8),(47 447677.78),(48 440759.7),(49 433420.28),(50 438244.1),(51 452783.84),(52 466633.6),(53 471703.97),(54 476414.75),(55 481769.72),(56 489592.44),(57 494089.97),(58 494071.5),(59 495579.38),(60 494478.4),(61 498708.5),(62 511278),(63 520255.84),(64 521573.47),(65 516614.75),(66 503332.28),(67 501163.7),(68 503546.7),(69 502877.44),(70 499624.66),(71 496956.1),(72 494278.78),(73 489507.22),(74 485589.5),(75 484579.03),(76 487759.25),(77 491975.47),(78 492021.97),(79 481209.44),
(1 58317.84),(2 148198.67),(3 195885.66),(4 213488.53),(5 230779.16),(6 243299.7),(7 242724.3),(8 241119.11),(9 243769.94),(10 249092.92),(11 250263.94),(12 252076.13),(13 263280.7),(14 278194.5),(15 286699.06),(16 294277.7),(17 299678.16),(18 297052.56),(19 299199.34),(20 309287.7),(21 322913.9),(22 336196.28),(23 336106.16),(24 336350.44),(25 336788.16),(26 339371.4),(27 342578.53),(28 348072.88),(29 355511.84),(30 362158.75),(31 373301.4),(32 381472.4),(33 387216.97),(34 391366.2),(35 400064.8),(36 409258.78),(37 414438.5),(38 413605.53),(39 415246.47),(40 413799.4),(41 412375.72),(42 411796.97),(43 410639.2),(44 409048.53),(45 410785.1),(46 415604.8),(47 422320.78),(48 425160.72),(49 432535.7),(50 445435.2),(51 442177.38),(52 435242.03),(53 432331.28),(54 439156.97),(55 451358.34),(56 459554.72),(57 462256.6),(58 465312.3),(59 467773.06),(60 468715.2),(61 476615.7),(62 493216.4),(63 504691.22),(64 503775.34),(65 499914.75),(66 507877.4),(67 519316.84),(68 520108.7),(69 520325.8),(70 512124.7),(71 508568.25),(72 508088.88),(73 507367.28),(74 503123.8),(75 500404.44),(76 496620.6),(77 490512.13),(78 495200.97),(79 490050.5),
(1 59272.02),(2 151468.39),(3 209072.02),(4 231375.48),(5 244123.13),(6 243733.58),(7 235926.9),(8 230897.7),(9 236631.88),(10 244345.48),(11 249025.83),(12 250899.94),(13 257538.73),(14 260558.73),(15 270675.1),(16 281346.66),(17 287339.66),(18 289058.2),(19 288775.22),(20 293297.44),(21 302376.22),(22 303656.06),(23 306748.2),(24 316104.47),(25 320889.28),(26 326075.25),(27 328229.34),(28 332317.53),(29 339854.22),(30 348535.25),(31 360451.3),(32 371808.72),(33 383153.1),(34 390961.22),(35 393084.16),(36 390322.4),(37 388898.8),(38 395575.28),(39 407049.38),(40 414674.25),(41 417240.9),(42 418880.78),(43 412563.22),(44 405891.56),(45 405997.2),(46 412912.72),(47 426622.66),(48 437939.7),(49 443830.38),(50 447959.16),(51 438057.44),(52 429606.2),(53 428563.84),(54 431191.88),(55 441778.78),(56 449003.56),(57 453077.34),(58 455829.28),(59 454953.75),(60 454579.66),(61 454841.28),(62 464744.3),(63 477501.3),(64 484398.66),(65 484612.56),(66 480029.16),(67 478264.47),(68 477565.97),(69 479928.56),(70 483920.75),(71 481458.5),(72 481553.6),(73 477402.25),(74 470963.25),(75 466589.2),(76 464217.34),(77 458315.56),(78 450142.72),(79 445827.88),
(1 57969.77),(2 145619.1),(3 194186.3),(4 209616.97),(5 215839.08),(6 216483.9),(7 213775.38),(8 214604),(9 216770.02),(10 222951.73),(11 233855.67),(12 245579),(13 252962.48),(14 256612.64),(15 264884.06),(16 276386.13),(17 277971.6),(18 272809.34),(19 267043.6),(20 271956.34),(21 281017.06),(22 294472.22),(23 302730.44),(24 308134.1),(25 315062.4),(26 315195.16),(27 314161.66),(28 318092.97),(29 331171.03),(30 354164.38),(31 374442.88),(32 379892),(33 378786),(34 378109.4),(35 377659.1),(36 376704.5),(37 383205.5),(38 387828.2),(39 395127.13),(40 401022.72),(41 405803.1),(42 410896.88),(43 415725.6),(44 419469.22),(45 426007.97),(46 431036.3),(47 437801.28),(48 436167.7),(49 432348.7),(50 434206.38),(51 437555.8),(52 441952.7),(53 449909.25),(54 460896.2),(55 467746.94),(56 466894),(57 464590.84),(58 463050.44),(59 472266.88),(60 472461.84),(61 476696.9),(62 484907.78),(63 484855.03),(64 474445.97),(65 471048.78),(66 476524.2),(67 477802.38),(68 478972.4),(69 485120.03),(70 484327.78),(71 481513.78),(72 475370.78),(73 471398.5),(74 469892.56),(75 469548.03),(76 472749.3),(77 469819.97),(78 466492.13),(79 467585.5),
(1 59634.484),(2 149826.33),(3 191331.45),(4 200691.81),(5 211397.86),(6 215041.02),(7 211339.16),(8 207824.28),(9 207894.06),(10 213881.39),(11 224389.75),(12 234589.47),(13 242456.77),(14 245584.84),(15 251501.47),(16 255428.25),(17 260308.13),(18 260929.06),(19 260299.77),(20 266663.44),(21 274238.22),(22 278098.6),(23 280956.25),(24 290532.88),(25 301126.28),(26 309260.34),(27 309786.44),(28 307531.66),(29 311637.5),(30 322209.06),(31 332153.2),(32 340048.38),(33 344962.53),(34 344748.34),(35 343407),(36 338690.9),(37 336832.9),(38 343598.66),(39 354838.3),(40 361338.88),(41 365371.53),(42 370428.28),(43 380750.97),(44 386091.16),(45 385151),(46 389231.8),(47 395375.56),(48 397272.8),(49 403741.56),(50 408877.53),(51 411016),(52 421158.16),(53 435654.28),(54 440367.13),(55 442115.4),(56 437278.47),(57 430594.25),(58 426800.34),(59 429194.13),(60 442879.2),(61 450828.2),(62 453739.2),(63 450090.78),(64 446992.4),(65 447236.38),(66 442997.97),(67 434320.13),(68 434749.75),(69 438366.6),(70 432789.94),(71 427346.9),(72 424426.28),(73 416484.47),(74 412396.5),(75 417861.97),(76 423817.66),(77 429387.16),(78 427364.6),(79 413286.97),
(1 59886.023),(2 143202.67),(3 179639.13),(4 193044.69),(5 206001.27),(6 210795.75),(7 207024.39),(8 198652.55),(9 193802),(10 195657.23),(11 204441.17),(12 215342.1),(13 227702.55),(14 239763.83),(15 242994.81),(16 241504.8),(17 246002.42),(18 248970.67),(19 254033.33),(20 260335.63),(21 266006.97),(22 271147.6),(23 280536.5),(24 285582.56),(25 287382.38),(26 293059.16),(27 296481.97),(28 298030.47),(29 295803.75),(30 296027.56),(31 301863),(32 314187.5),(33 329237.38),(34 339516.28),(35 344762.3),(36 343119.9),(37 340766.2),(38 343429.6),(39 353788.75),(40 357540.63),(41 352894.34),(42 357820.25),(43 374051.88),(44 380671.22),(45 378705.75),(46 374950.66),(47 376863.25),(48 377634.63),(49 375305.53),(50 382388.75),(51 388396.72),(52 398714.22),(53 402693.9),(54 401755.72),(55 394944.94),(56 388664.47),(57 384313.75),(58 382137.66),(59 389017.9),(60 393440.2),(61 398481.66),(62 406604.3),(63 411412.94),(64 412458.56),(65 412305.03),(66 408945.7),(67 405120.7),(68 406932.5),(69 406276.9),(70 408473.5),(71 401782.97),(72 395911.38),(73 395923.4),(74 400277.88),(75 404300.75),(76 400392.1),(77 391786.22),(78 389351.13),(79 392812.9),
(1 54973.66),(2 132362.06),(3 166030.78),(4 179265.23),(5 190386.19),(6 195129.94),(7 194359.23),(8 194342.1),(9 195629.14),(10 195212.08),(11 197388.03),(12 207357.08),(13 220298.86),(14 233301.14),(15 243150.9),(16 243139.8),(17 243593.39),(18 246814.94),(19 247774.2),(20 251139.13),(21 255682.67),(22 264995.94),(23 274171.66),(24 275327.75),(25 280375.88),(26 286084.16),(27 287722.53),(28 285491.53),(29 291885.88),(30 300058.06),(31 311233.47),(32 314556.38),(33 319646.03),(34 329691.3),(35 336060.25),(36 340177.34),(37 342568.06),(38 345536.5),(39 348519.2),(40 352929.22),(41 362559.53),(42 374450.44),(43 378747.13),(44 376466.7),(45 376166.1),(46 382349.06),(47 385318.78),(48 376762.28),(49 372786.88),(50 379273.84),(51 385874.03),(52 393119.4),(53 398840.13),(54 399275.97),(55 398539),(56 396326.56),(57 397013.56),(58 398818.8),(59 404143.53),(60 411344.72),(61 416426.97),(62 416140.4),(63 412142.16),(64 413451.72),(65 413530.75),(66 409345.9),(67 406442.5),(68 407904.06),(69 411938.88),(70 410796.84),(71 405838.78),(72 403696.2),(73 398392.72),(74 390453.28),(75 387671.84),(76 390628.8),(77 390193.28),(78 391692.13),(79 396218.03),
(1 51564.07),(2 121323.7),(3 151593.95),(4 158816.23),(5 166431.63),(6 172225.97),(7 176598.73),(8 182216.44),(9 185228.6),(10 185154.83),(11 188920.81),(12 199617.95),(13 209767.27),(14 215225.19),(15 215789.53),(16 215929.13),(17 219348.25),(18 219890.73),(19 222473.7),(20 229791.1),(21 238513.55),(22 246799.45),(23 247997.06),(24 252589.38),(25 259495.13),(26 266286.63),(27 269113.8),(28 267744.13),(29 268753.88),(30 278155.47),(31 285202.47),(32 286914.94),(33 287403.97),(34 290688.56),(35 296796.7),(36 304149.16),(37 309896.97),(38 313611.88),(39 322211.2),(40 333357.22),(41 338178.22),(42 338622.66),(43 346320.06),(44 351169.8),(45 351501.7),(46 351539.53),(47 353982.03),(48 354524.1),(49 359331.7),(50 362219.1),(51 356967.7),(52 352768.63),(53 354755.88),(54 358797.75),(55 362401.22),(56 368093.2),(57 376392.63),(58 382465.75),(59 381805.38),(60 377777.25),(61 379722.8),(62 380699.7),(63 379406.38),(64 377456.28),(65 378258.28),(66 374919.06),(67 371934.38),(68 371008.3),(69 373150.7),(70 371132.75),(71 364070.63),(72 360938.78),(73 356458.4),(74 348953.22),(75 340892.25),(76 335605.53),(77 334095.16),(78 336419.03),(79 339645.8),
(1 53261.4),(2 127693.15),(3 163254.2),(4 174294.61),(5 181097.84),(6 183076.25),(7 180158.64),(8 180446.78),(9 184791.52),(10 189668.31),(11 196352.02),(12 207471.78),(13 216826.16),(14 216531.2),(15 211809.98),(16 209320.92),(17 215837.2),(18 222892.86),(19 226809.83),(20 233693.72),(21 234931.44),(22 235642.27),(23 237216.61),(24 240681.13),(25 247268.66),(26 256054.48),(27 266688.78),(28 275210.72),(29 280305.6),(30 282978.94),(31 289085.28),(32 291239),(33 290040.34),(34 291352.13),(35 301607.3),(36 310062.72),(37 321186.88),(38 320129.22),(39 317629.84),(40 312909.9),(41 314912.97),(42 326596.2),(43 336416.13),(44 333581.5),(45 334052.06),(46 337768.72),(47 345056.2),(48 343791.66),(49 342472.94),(50 343783.47),(51 343429.34),(52 343949.28),(53 347387.66),(54 357720.5),(55 372031.06),(56 378893.53),(57 386758.16),(58 390263.56),(59 395220.03),(60 397105.56),(61 404435.44),(62 402938.3),(63 397619.28),(64 392866.22),(65 390210.8),(66 395520.16),(67 397277.38),(68 394190.34),(69 383894.8),(70 375125.5),(71 367961.03),(72 362583.47),(73 365353),(74 366413.38),(75 357614.7),(76 348331.8),(77 347923.84),(78 355447),(79 354497.78),
(1 47749.363),(2 112773.27),(3 143397.58),(4 155036.8),(5 165538.8),(6 167841.63),(7 165697.03),(8 165808.8),(9 170794.13),(10 176142.64),(11 185424.78),(12 197401.06),(13 202615.78),(14 197018.52),(15 188981.78),(16 186287.84),(17 192760.17),(18 203122.88),(19 217120.02),(20 228857.2),(21 233214.8),(22 229654.45),(23 227431.1),(24 229383.05),(25 230913.58),(26 235242.27),(27 243679.05),(28 254340.92),(29 265084.5),(30 268118.66),(31 263360.53),(32 262990.6),(33 259860.5),(34 262297.78),(35 270855.97),(36 280254.13),(37 285831.1),(38 284996.16),(39 282567.72),(40 284433.25),(41 286410.1),(42 287595.94),(43 291011.38),(44 291108.78),(45 294809.75),(46 302063.72),(47 305584.88),(48 303713.63),(49 300197.63),(50 298907.03),(51 301439.97),(52 309546.5),(53 315523.7),(54 316903.2),(55 316867.03),(56 320153.63),(57 326133.3),(58 329895.16),(59 332918.6),(60 336899.1),(61 339492.22),(62 335269.06),(63 333183.38),(64 331667.22),(65 337053.44),(66 338090.75),(67 337560.72),(68 331388.22),(69 329328.84),(70 326219.7),(71 320062.66),(72 316752.2),(73 315799.9),(74 317349.7),(75 311516.7),(76 308505.22),(77 312271.78),(78 317275.25),(79 315109.88),
(1 45797.758),(2 105194.53),(3 133019.38),(4 147723.61),(5 158198.19),(6 158975.5),(7 156154.14),(8 155183.77),(9 157784.56),(10 162971.47),(11 173789.92),(12 183116.78),(13 187228.86),(14 185788.44),(15 183022.1),(16 186984.48),(17 192659.92),(18 197336.4),(19 206608.31),(20 216082.9),(21 219420),(22 219562.8),(23 221044.03),(24 220341.44),(25 220276.14),(26 219723.14),(27 228527.23),(28 237456.86),(29 242044.92),(30 243911.22),(31 245140.98),(32 247775.86),(33 250108.27),(34 253960.69),(35 259358.03),(36 265348.97),(37 268286.47),(38 267484.7),(39 268176.06),(40 266627.13),(41 267892.78),(42 271866.3),(43 280714.88),(44 290608.16),(45 293807.78),(46 293263.97),(47 298654.03),(48 300759.56),(49 300265.6),(50 301260.97),(51 302038.66),(52 306186.16),(53 312605.34),(54 314050.4),(55 316414.28),(56 319762.8),(57 323129),(58 324160.66),(59 328684.66),(60 333156.25),(61 334783.72),(62 335549.13),(63 334988.8),(64 336643),(65 335924.75),(66 333970.13),(67 329406.25),(68 323744.88),(69 320915.56),(70 317012.34),(71 316561.72),(72 315501.84),(73 310637.94),(74 307326.28),(75 308382.63),(76 307053.4),(77 306912),(78 309419.63),(79 314962.16),
(1 46202.523),(2 107505.97),(3 133977.25),(4 149972),(5 162392.48),(6 165704.22),(7 162340.92),(8 158411.63),(9 157484.63),(10 161783.61),(11 171051.33),(12 178635.58),(13 183028.38),(14 185947.77),(15 187019.39),(16 187763.78),(17 188488.47),(18 189148.34),(19 194449.95),(20 204664.19),(21 209738.4),(22 215293.3),(23 216469.69),(24 215455.36),(25 215467.27),(26 221877.83),(27 229680.8),(28 236193.28),(29 240987.05),(30 239692.14),(31 240477.25),(32 243122.16),(33 244518.61),(34 250330.64),(35 258353.19),(36 264552.3),(37 266457.53),(38 267184.75),(39 268617),(40 264849.2),(41 262536.3),(42 261337.5),(43 265960.88),(44 266865.2),(45 270990.06),(46 274050.66),(47 279120.44),(48 282816),(49 281811.34),(50 279864.1),(51 279654.34),(52 278488.34),(53 281951.13),(54 283196.44),(55 284332.84),(56 285103.72),(57 282463.72),(58 279748.28),(59 283020.44),(60 287727.5),(61 291471),(62 293886.06),(63 295092.94),(64 296699.44),(65 297324.2),(66 296991.06),(67 294325.9),(68 288655.13),(69 282628.88),(70 276246.63),(71 275217.8),(72 275522.56),(73 273514.9),(74 273081.34),(75 271151.75),(76 276887.03),(77 277101.22),(78 274519.88),(79 273804.8),
(1 43717.176),(2 98794.94),(3 121099.07),(4 129842.414),(5 139581.6),(6 144774.63),(7 146083.19),(8 145330.84),(9 148921.42),(10 155806.03),(11 161711.38),(12 163349.84),(13 164871.45),(14 171067.13),(15 181490.83),(16 187078.22),(17 182617.97),(18 179202.83),(19 183896.4),(20 193498.72),(21 198362.53),(22 204012),(23 210232.66),(24 209254.22),(25 210724.7),(26 212281.95),(27 220696.48),(28 232789.63),(29 238425.69),(30 239039.02),(31 238460.66),(32 238648.42),(33 245414.44),(34 251468.47),(35 252865.23),(36 251639.56),(37 251028.44),(38 253835.52),(39 258501.05),(40 259776.72),(41 258495.77),(42 257086.42),(43 263622.06),(44 268079.94),(45 271181),(46 273932.9),(47 276390.9),(48 275646.25),(49 278986.16),(50 280281.22),(51 279470.84),(52 280780.13),(53 283792.44),(54 281700.2),(55 284545.66),(56 286473.34),(57 286259.97),(58 287781.66),(59 294241.34),(60 298735.44),(61 303276.25),(62 305356.44),(63 306741.53),(64 309434.63),(65 307869.38),(66 304543.6),(67 299885.53),(68 291925.63),(69 288140.06),(70 286489.78),(71 286827.16),(72 285218.97),(73 282773.9),(74 285975.16),(75 289391.94),(76 291611.7),(77 293308.5),(78 294400.94),(79 293022.7),
(1 42380.74),(2 94732.45),(3 117540),(4 127892.01),(5 133964.73),(6 136995.63),(7 139138.17),(8 141835.39),(9 147052.39),(10 154922.47),(11 160406.53),(12 163792.6),(13 169576.58),(14 176009.02),(15 180215.77),(16 180978.16),(17 177102.28),(18 177693.98),(19 187175.61),(20 192109.67),(21 193792.78),(22 199370.7),(23 200405.22),(24 201906),(25 204799.73),(26 211840.28),(27 220710.67),(28 223086.56),(29 223055.7),(30 219423.95),(31 220847.05),(32 226601.63),(33 231942.81),(34 234389.19),(35 238217.11),(36 236951.2),(37 236117.81),(38 243912.9),(39 250256),(40 251387.23),(41 247454.55),(42 249307.75),(43 256750.64),(44 261391.9),(45 264987.2),(46 268909.75),(47 272973.34),(48 269320.53),(49 268283.63),(50 271917.97),(51 274052.34),(52 272579.38),(53 274169.78),(54 272367.63),(55 274306.38),(56 274430.16),(57 273954.75),(58 279923),(59 281781.72),(60 284459.34),(61 283086.03),(62 287398.3),(63 292812.5),(64 292887.38),(65 289971),(66 286846.5),(67 286298.53),(68 285888.72),(69 284561.25),(70 285480.2),(71 285686.3),(72 284050.13),(73 282641.94),(74 284015.5),(75 287568.3),(76 290281.72),(77 284377.94),(78 284751.3),(79 289228),
