1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98056.914),(2 323530.03),(3 610292.3),(4 854123.7),(5 1002939.2),(6 1070057.9),(7 1134065.5),(8 1186649.1),(9 1220423.4),(10 1249954.4),(11 1283589.5),(12 1315481.3),(13 1352231.1),(14 1379774),(15 1414648.6),(16 1438849.4),(17 1474313.4),(18 1506143.4),(19 1551018.5),(20 1603260.6),(21 1650251),(22 1666631.4),(23 1689059.9),(24 1718068.6),(25 1753065.6),(26 1799937),(27 1849451),(28 1886246.4),(29 1925324.6),(30 1955866.5),(31 1987278),(32 2006006.6),(33 2022189.5),(34 2031945),(35 2056109.4),(36 2074607.5),(37 2079557.9),(38 2069828),(39 2078795.6),(40 2087610.4),(41 2111053.3),(42 2120401),(43 2117172.5),(44 2110780.8),(45 2082666.4),(46 2060897.1),(47 2055558.5),(48 2059112.5),(49 2049713.6),(50 2011317.6),(51 1979815.6),(52 1952579.6),(53 1943070.6),(54 1954302.4),(55 1967828.6),(56 1998167),(57 2013881.4),(58 2012931.4),(59 1997388.6),(60 1968945.4),(61 1940936),(62 1911295.1),(63 1899197.4),(64 1884789.4),(65 1874194.4),(66 1846166.9),(67 1825708.6),(68 1818082.6),(69 1842196.4),(70 1884610.5),(71 1917628.1),(72 1956754.1),(73 2002031.5),(74 2038720.4),(75 2070034.5),(76 2083335.5),(77 2094060),(78 2083134.6),(79 2080429.4),
(1 355.4244),(2 481.79434),(3 549.26965),(4 581.64636),(5 600.194),(6 609.9351),(7 628.47754),(8 644.871),(9 659.19086),(10 663.7612),(11 679.147),(12 679.12354),(13 686.1011),(14 686.1086),(15 690.5926),(16 696.5033),(17 696.36896),(18 697.583),(19 694.76294),(20 712.91064),(21 719.4409),(22 723.9186),(23 723.6221),(24 720.78656),(25 719.5346),(26 727.11456),(27 734.29645),(28 738.3574),(29 732.5748),(30 737.2971),(31 736.0476),(32 739.1829),(33 740.9243),(34 737.56),(35 742.5879),(36 738.6993),(37 743.9131),(38 739.00214),(39 747.20703),(40 755.8784),(41 754.3258),(42 752.7012),(43 755.4126),(44 749.1253),(45 746.5286),(46 749.42694),(47 753.7226),(48 754.03143),(49 743.8035),(50 743.07306),(51 750.16156),(52 753.5242),(53 747.9149),(54 744.8803),(55 753.13684),(56 748.53613),(57 747.693),(58 745.45306),(59 745.73517),(60 740.67786),(61 741.02075),(62 731.5762),(63 747.4001),(64 747.3207),(65 744.0228),(66 762.3523),(67 761.0332),(68 760.181),(69 753.0895),(70 756.23083),(71 756.1567),(72 752.4271),(73 758.072),(74 757.18207),(75 765.53595),(76 771.78314),(77 764.12787),(78 768.83923),(79 764.2918),
(1 346.5116),(2 468.72348),(3 536.1617),(4 569.3415),(5 594.22345),(6 613.36176),(7 621.34753),(8 641.81964),(9 647.4709),(10 652.38116),(11 654.539),(12 659.9897),(13 659.8642),(14 654.82355),(15 665.70886),(16 665.9966),(17 659.3408),(18 664.726),(19 665.7488),(20 681.4141),(21 670.9773),(22 674.86304),(23 678.7131),(24 680.0437),(25 677.66064),(26 683.82623),(27 704.5843),(28 712.92694),(29 700.8023),(30 701.21985),(31 697.45685),(32 697.73737),(33 703.67224),(34 699.9437),(35 700.44104),(36 695.84314),(37 704.6651),(38 709.7168),(39 722.8754),(40 727.1011),(41 724.8383),(42 726.03613),(43 710.2863),(44 715.2994),(45 710.69604),(46 711.258),(47 720.23517),(48 721.2291),(49 716.5405),(50 719.0959),(51 736.0408),(52 739.412),(53 736.27997),(54 738.90735),(55 733.9043),(56 729.3888),(57 732.1673),(58 737.52325),(59 741.52826),(60 738.58826),(61 734.78046),(62 726.6583),(63 743.8163),(64 749.64154),(65 734.2087),(66 744.52844),(67 738.65125),(68 739.94165),(69 733.6885),(70 731.023),(71 744.97864),(72 744.3752),(73 740.4864),(74 743.5143),(75 745.9539),(76 748.2017),(77 740.4575),(78 746.0639),(79 740.2563),
(1 339.92218),(2 449.99954),(3 514.96967),(4 545.01904),(5 566.7436),(6 590.6674),(7 600.68225),(8 617.83984),(9 628.0853),(10 635.97736),(11 643.7761),(12 638.6948),(13 642.1581),(14 644.3861),(15 649.50775),(16 654.5008),(17 657.242),(18 663.6309),(19 668.88116),(20 678.88855),(21 670.4276),(22 670.8411),(23 673.9278),(24 665.194),(25 671.6825),(26 672.43854),(27 683.8928),(28 690.1455),(29 682.44525),(30 694.2332),(31 697.6923),(32 697.0387),(33 698.0954),(34 704.2622),(35 699.94055),(36 694.4565),(37 690.31366),(38 690.7459),(39 706.3089),(40 717.156),(41 708.881),(42 712.29425),(43 697.1211),(44 708.379),(45 711.5256),(46 708.63165),(47 712.3906),(48 712.0143),(49 709.1981),(50 717.5026),(51 722.59283),(52 721.75714),(53 717.17834),(54 725.47327),(55 736.7498),(56 729.80115),(57 734.4992),(58 735.0793),(59 732.9848),(60 726.1384),(61 727.7206),(62 724.46765),(63 744.02435),(64 744.04956),(65 729.91705),(66 729.2638),(67 722.3889),(68 717.84924),(69 710.6543),(70 715.25073),(71 721.2962),(72 720.59344),(73 730.95483),(74 726.2782),(75 731.7935),(76 734.00793),(77 720.56714),(78 722.9356),(79 725.34247),
(1 330.10327),(2 445.32043),(3 507.92905),(4 540.7956),(5 561.6454),(6 577.65295),(7 582.15515),(8 592.22577),(9 599.8802),(10 608.14606),(11 610.3715),(12 609.7062),(13 621.469),(14 612.9458),(15 621.27716),(16 626.1093),(17 633.0846),(18 632.03186),(19 645.5574),(20 647.04614),(21 642.4349),(22 645.2413),(23 653.21375),(24 644.9093),(25 650.4138),(26 650.2254),(27 659.96313),(28 673.3747),(29 669.77356),(30 674.0938),(31 672.4811),(32 671.0046),(33 673.8053),(34 676.51215),(35 677.1606),(36 675.591),(37 677.87134),(38 680.6187),(39 701.27325),(40 710.4656),(41 702.0578),(42 698.8787),(43 697.64746),(44 704.80505),(45 706.0804),(46 709.86536),(47 709.4541),(48 690.9643),(49 695.919),(50 697.3105),(51 701.8564),(52 704.9903),(53 705.04926),(54 702.7879),(55 707.1195),(56 714.4161),(57 707.0747),(58 702.6841),(59 696.0471),(60 691.14795),(61 688.83954),(62 686.46234),(63 698.6253),(64 696.0903),(65 693.0841),(66 698.46735),(67 697.44025),(68 694.38434),(69 688.29205),(70 685.4616),(71 687.4045),(72 684.3424),(73 689.9139),(74 681.3289),(75 701.52716),(76 710.3948),(77 691.877),(78 696.4984),(79 696.6284),
(1 324.26517),(2 435.0616),(3 496.04974),(4 526.0294),(5 543.7602),(6 561.186),(7 573.1256),(8 588.3763),(9 597.21924),(10 600.3544),(11 604.53326),(12 610.17255),(13 612.1369),(14 612.889),(15 621.5173),(16 631.07416),(17 630.85956),(18 628.6981),(19 633.0005),(20 640.7717),(21 641.3924),(22 644.16156),(23 637.88873),(24 632.03925),(25 633.22),(26 633.7317),(27 642.563),(28 656.69025),(29 651.5968),(30 659.25073),(31 658.5046),(32 656.6558),(33 656.1472),(34 657.8333),(35 661.3067),(36 653.5874),(37 660.92),(38 651.4328),(39 667.56537),(40 673.97125),(41 663.71954),(42 668.2881),(43 662.38043),(44 672.32947),(45 668.8045),(46 665.8403),(47 666.18976),(48 656.35834),(49 663.1092),(50 664.19696),(51 684.53406),(52 687.32947),(53 675.61066),(54 679.31),(55 684.03094),(56 675.5771),(57 679.31116),(58 673.74695),(59 672.9677),(60 668.39465),(61 664.1655),(62 661.52594),(63 672.35187),(64 681.73505),(65 675.9264),(66 678.48474),(67 676.4849),(68 679.1573),(69 679.5353),(70 681.6793),(71 674.7668),(72 674.86743),(73 675.00226),(74 671.7093),(75 681.9438),(76 683.4764),(77 682.2589),(78 678.763),(79 679.4476),
(1 319.21454),(2 430.24677),(3 485.4414),(4 510.93753),(5 529.3521),(6 545.3057),(7 557.2732),(8 567.75195),(9 569.82733),(10 573.7149),(11 591.7244),(12 595.3399),(13 599.4242),(14 606.1553),(15 622.6845),(16 624.4233),(17 612.19965),(18 611.9702),(19 621.5667),(20 619.57574),(21 623.01764),(22 626.1537),(23 621.6026),(24 623.8631),(25 627.1668),(26 623.30597),(27 633.3385),(28 638.80835),(29 632.74146),(30 631.3251),(31 639.2984),(32 639.72424),(33 642.51483),(34 644.96405),(35 646.2055),(36 646.2381),(37 641.26117),(38 638.6412),(39 649.87054),(40 652.9183),(41 644.2634),(42 655.4506),(43 651.40015),(44 651.7758),(45 655.0756),(46 655.8926),(47 658.2061),(48 645.35455),(49 650.48083),(50 653.33405),(51 663.7237),(52 670.6391),(53 662.7369),(54 662.4277),(55 667.613),(56 665.0241),(57 663.3495),(58 662.47797),(59 660.1439),(60 657.5617),(61 656.91284),(62 653.61993),(63 663.9101),(64 662.91516),(65 652.8303),(66 653.04645),(67 647.1541),(68 652.26385),(69 653.49567),(70 651.44434),(71 654.4179),(72 648.1523),(73 644.30054),(74 642.1177),(75 658.6888),(76 656.70233),(77 652.67053),(78 662.06525),(79 659.6601),
(1 318.26),(2 421.14246),(3 479.37155),(4 502.0513),(5 521.65045),(6 537.36566),(7 551.6454),(8 556.99347),(9 564.16455),(10 565.48236),(11 574.4887),(12 584.9054),(13 586.3133),(14 579.11316),(15 593.0898),(16 600.1792),(17 596.7782),(18 607.82104),(19 611.6789),(20 613.82196),(21 608.3589),(22 612.04254),(23 611.47455),(24 612.29956),(25 616.2006),(26 618.31445),(27 624.35376),(28 630.8487),(29 620.78784),(30 626.21735),(31 632.46497),(32 632.87897),(33 637.12317),(34 638.5893),(35 639.04987),(36 631.0428),(37 642.9342),(38 638.81024),(39 646.18774),(40 642.05023),(41 639.80145),(42 646.5695),(43 650.0063),(44 641.46326),(45 642.8551),(46 640.14404),(47 639.38806),(48 631.48114),(49 633.22504),(50 638.1362),(51 642.08167),(52 648.0779),(53 645.25806),(54 647.1188),(55 644.5463),(56 643.34674),(57 639.76917),(58 641.54987),(59 636.69183),(60 632.27203),(61 629.0008),(62 633.44995),(63 646.6486),(64 645.0086),(65 642.29047),(66 645.47125),(67 642.6401),(68 645.533),(69 646.4427),(70 646.1795),(71 649.8449),(72 651.19055),(73 654.7214),(74 651.6919),(75 659.6345),(76 664.9442),(77 658.8729),(78 657.8182),(79 660.00586),
(1 311.7484),(2 409.62396),(3 463.05762),(4 484.13742),(5 502.43478),(6 519.08215),(7 528.98096),(8 538.8904),(9 545.9546),(10 550.61273),(11 555.03784),(12 557.90155),(13 559.8924),(14 565.5236),(15 573.1788),(16 572.4683),(17 564.87396),(18 574.7071),(19 580.94257),(20 579.473),(21 583.9079),(22 585.8319),(23 592.12787),(24 595.5469),(25 600.34576),(26 601.5609),(27 614.3415),(28 611.1374),(29 606.5732),(30 608.1259),(31 616.0686),(32 623.35205),(33 618.24005),(34 614.4836),(35 624.99133),(36 621.4253),(37 623.761),(38 618.73566),(39 633.1029),(40 632.07306),(41 634.23376),(42 634.0711),(43 630.2919),(44 636.5986),(45 632.1284),(46 630.0225),(47 626.8941),(48 620.3235),(49 620.07874),(50 622.17706),(51 628.55054),(52 636.4397),(53 637.82263),(54 638.7638),(55 630.3581),(56 627.001),(57 620.699),(58 624.8148),(59 634.6042),(60 633.9385),(61 631.5547),(62 627.69727),(63 634.8379),(64 637.1824),(65 631.7596),(66 630.4371),(67 622.9002),(68 624.06085),(69 625.6959),(70 622.4395),(71 627.8714),(72 626.0633),(73 628.6207),(74 622.40936),(75 631.11694),(76 628.0747),(77 624.8817),(78 633.80426),(79 624.1298),
(1 312.50296),(2 408.61722),(3 454.14334),(4 490.26352),(5 505.4849),(6 521.93744),(7 525.50854),(8 538.21185),(9 549.5505),(10 554.76056),(11 555.4914),(12 556.0142),(13 560.202),(14 564.86694),(15 577.57166),(16 575.67737),(17 571.156),(18 572.97473),(19 569.98413),(20 577.17633),(21 568.376),(22 567.4784),(23 571.06366),(24 574.866),(25 576.6008),(26 574.0662),(27 598.1845),(28 604.91),(29 590.774),(30 595.0194),(31 595.6693),(32 601.6397),(33 604.2476),(34 606.3778),(35 610.6454),(36 604.2013),(37 609.8586),(38 607.034),(39 618.46924),(40 623.1471),(41 619.1426),(42 615.5272),(43 619.2321),(44 624.28394),(45 617.25214),(46 616.8221),(47 613.48706),(48 617.55817),(49 616.6365),(50 621.26776),(51 633.1746),(52 637.90814),(53 634.68945),(54 636.18005),(55 628.77167),(56 625.74396),(57 622.73224),(58 622.8136),(59 623.41345),(60 616.03394),(61 622.0689),(62 616.5649),(63 627.61426),(64 626.35126),(65 613.9219),(66 619.93677),(67 618.39594),(68 620.63416),(69 626.8347),(70 629.51544),(71 627.71924),(72 619.8044),(73 620.48065),(74 618.0447),(75 623.12616),(76 624.3716),(77 624.5727),(78 633.37476),(79 630.34686),
(1 289.93015),(2 382.27246),(3 437.70657),(4 469.73038),(5 481.1345),(6 503.27054),(7 515.4868),(8 523.8928),(9 534.64276),(10 539.07153),(11 545.3109),(12 544.7937),(13 549.36774),(14 551.1891),(15 559.4624),(16 560.1139),(17 557.21466),(18 561.11127),(19 560.25836),(20 569.4631),(21 564.27673),(22 558.1077),(23 563.60614),(24 564.5562),(25 569.77826),(26 561.9052),(27 574.68005),(28 577.53314),(29 572.36505),(30 580.43256),(31 580.7911),(32 588.9288),(33 590.77203),(34 589.40765),(35 593.8867),(36 588.7132),(37 591.1439),(38 580.8103),(39 592.2029),(40 595.94824),(41 592.73505),(42 589.39374),(43 592.0018),(44 589.3894),(45 587.7978),(46 586.66614),(47 587.31274),(48 585.4215),(49 588.038),(50 591.719),(51 598.21716),(52 607.2864),(53 601.8925),(54 604.62994),(55 602.106),(56 608.20734),(57 605.95294),(58 605.34125),(59 605.7288),(60 601.1981),(61 594.78174),(62 595.62537),(63 609.1914),(64 609.5376),(65 603.14264),(66 600.1693),(67 597.84906),(68 599.94934),(69 604.5268),(70 608.0378),(71 615.51764),(72 606.10864),(73 605.4407),(74 602.4591),(75 610.74603),(76 615.87085),(77 611.4619),(78 623.74084),(79 614.5326),
(1 289.8734),(2 383.07205),(3 436.17953),(4 465.34573),(5 482.21298),(6 497.1227),(7 503.73114),(8 514.83575),(9 524.8428),(10 530.3902),(11 533.1546),(12 529.2452),(13 541.36163),(14 536.2402),(15 545.93335),(16 549.62885),(17 547.5264),(18 557.1109),(19 553.38776),(20 557.6161),(21 554.8235),(22 551.8901),(23 553.87384),(24 553.682),(25 558.452),(26 556.12396),(27 564.4284),(28 567.15216),(29 562.33093),(30 568.59357),(31 570.1229),(32 568.63055),(33 571.71826),(34 580.2867),(35 583.07404),(36 582.79877),(37 581.79193),(38 580.858),(39 592.7462),(40 599.19507),(41 593.9993),(42 587.4909),(43 587.5919),(44 586.43634),(45 588.3701),(46 583.55994),(47 583.4506),(48 577.50214),(49 587.5469),(50 580.5337),(51 586.2309),(52 587.0471),(53 576.3758),(54 589.14636),(55 587.19946),(56 587.4711),(57 584.7207),(58 584.40955),(59 582.14386),(60 578.32874),(61 577.99347),(62 577.8102),(63 587.5019),(64 590.8875),(65 582.3393),(66 585.07495),(67 586.7202),(68 594.09985),(69 598.21185),(70 603.4818),(71 607.7855),(72 593.4797),(73 595.8123),(74 598.29877),(75 605.31116),(76 606.38635),(77 599.0884),(78 608.62134),(79 610.0303),
(1 286.59515),(2 382.45743),(3 434.26804),(4 458.6894),(5 476.3887),(6 492.26645),(7 500.00565),(8 505.2094),(9 511.56946),(10 517.668),(11 529.4751),(12 531.03064),(13 533.29315),(14 534.41364),(15 543.8279),(16 547.9463),(17 545.7548),(18 541.03503),(19 537.9123),(20 539.7642),(21 540.44446),(22 541.76935),(23 545.7242),(24 547.47363),(25 552.03467),(26 550.9866),(27 563.1357),(28 566.6111),(29 564.69275),(30 564.70483),(31 570.04333),(32 569.98676),(33 568.05695),(34 570.57587),(35 572.91766),(36 577.7944),(37 575.9455),(38 574.62134),(39 577.9024),(40 584.27216),(41 583.62494),(42 584.9658),(43 582.6449),(44 581.8127),(45 577.2441),(46 578.3987),(47 585.52057),(48 578.2673),(49 578.73364),(50 573.7436),(51 578.63885),(52 578.4891),(53 582.1933),(54 584.0958),(55 576.6416),(56 575.0812),(57 575.78986),(58 574.1586),(59 577.3862),(60 577.92975),(61 579.4122),(62 580.6216),(63 587.4101),(64 590.2002),(65 587.5065),(66 586.3724),(67 589.65515),(68 592.6018),(69 593.5207),(70 595.6128),(71 600.0011),(72 596.6689),(73 596.29254),(74 595.9604),(75 602.7661),(76 604.2018),(77 598.5438),(78 608.9623),(79 608.2711),
(1 274.91925),(2 362.3085),(3 412.14172),(4 438.79684),(5 454.59015),(6 465.53546),(7 474.15112),(8 481.62567),(9 487.8572),(10 494.49014),(11 506.54504),(12 511.05722),(13 505.07394),(14 506.26093),(15 513.48236),(16 522.9443),(17 516.6657),(18 514.25507),(19 514.7625),(20 518.9546),(21 522.5657),(22 522.06067),(23 520.6092),(24 520.8165),(25 529.9205),(26 525.7704),(27 531.47577),(28 534.72864),(29 538.87244),(30 536.2111),(31 542.0029),(32 543.51337),(33 545.53925),(34 547.50775),(35 552.0683),(36 547.37555),(37 545.2944),(38 549.683),(39 553.1579),(40 561.8677),(41 558.7956),(42 555.47107),(43 554.7862),(44 555.2689),(45 554.7358),(46 553.8374),(47 553.5444),(48 549.0893),(49 552.85974),(50 555.31134),(51 564.7808),(52 567.86536),(53 563.293),(54 564.8258),(55 553.24835),(56 553.5533),(57 551.798),(58 551.85834),(59 552.4353),(60 550.1598),(61 549.1079),(62 551.72144),(63 552.7783),(64 555.9701),(65 549.85297),(66 554.65607),(67 551.28754),(68 553.0731),(69 559.8252),(70 558.3422),(71 564.93286),(72 563.52795),(73 559.5069),(74 555.21),(75 558.6139),(76 561.4537),(77 564.5389),(78 564.4182),(79 569.9457),
(1 275.90134),(2 365.76068),(3 405.9292),(4 433.20416),(5 449.5755),(6 460.67804),(7 469.6484),(8 483.86008),(9 480.4341),(10 489.09882),(11 505.26816),(12 509.3071),(13 510.18506),(14 507.24802),(15 516.5356),(16 522.07336),(17 520.5313),(18 520.3094),(19 522.2222),(20 521.1666),(21 521.0994),(22 521.40173),(23 520.0308),(24 523.0299),(25 521.327),(26 522.12634),(27 531.55524),(28 536.31396),(29 535.154),(30 535.22284),(31 534.3172),(32 539.34186),(33 537.9086),(34 541.4297),(35 546.5749),(36 544.29834),(37 545.4329),(38 548.79126),(39 552.5996),(40 550.4613),(41 554.7822),(42 554.4173),(43 550.6236),(44 545.4983),(45 551.2773),(46 548.6471),(47 551.0835),(48 549.60266),(49 553.37103),(50 552.42596),(51 560.1757),(52 561.4391),(53 552.88965),(54 563.4613),(55 558.9502),(56 554.6477),(57 556.5998),(58 556.5254),(59 556.5275),(60 553.81793),(61 555.9762),(62 552.77655),(63 556.4633),(64 554.5857),(65 552.639),(66 550.0024),(67 550.8968),(68 550.2909),(69 556.447),(70 552.0842),(71 559.103),(72 551.6909),(73 557.8021),(74 555.34625),(75 562.9013),(76 565.89197),(77 563.61005),(78 566.087),(79 562.5969),
(1 268.06003),(2 359.6304),(3 400.6421),(4 420.8022),(5 439.78583),(6 451.4576),(7 458.0175),(8 470.27695),(9 474.01764),(10 475.9902),(11 490.6356),(12 495.38867),(13 503.0414),(14 494.63425),(15 512.5875),(16 515.36505),(17 513.63904),(18 517.5014),(19 521.5509),(20 519.22327),(21 520.31586),(22 517.4018),(23 515.08),(24 514.181),(25 518.4005),(26 519.87177),(27 529.7579),(28 536.3459),(29 536.7259),(30 540.906),(31 540.03955),(32 542.2139),(33 547.1097),(34 545.5108),(35 544.6128),(36 535.44586),(37 537.371),(38 539.7111),(39 546.35254),(40 543.527),(41 542.9855),(42 546.8994),(43 537.4392),(44 538.36835),(45 541.6506),(46 540.3075),(47 542.31903),(48 542.6887),(49 545.9048),(50 544.76746),(51 554.86536),(52 558.75555),(53 559.99316),(54 556.17377),(55 558.4802),(56 557.7044),(57 558.69934),(58 561.08575),(59 561.59235),(60 558.55896),(61 551.3004),(62 550.6409),(63 551.60944),(64 552.47955),(65 544.087),(66 546.9417),(67 539.2174),(68 547.4717),(69 548.03296),(70 541.6983),(71 552.14044),(72 546.1599),(73 546.5371),(74 542.6882),(75 554.2605),(76 552.4206),(77 547.8018),(78 553.8346),(79 549.8978),
(1 268.8194),(2 355.3394),(3 395.5501),(4 415.88727),(5 428.50266),(6 447.64313),(7 455.46658),(8 470.9571),(9 472.1233),(10 471.5341),(11 484.58072),(12 482.7109),(13 489.5929),(14 492.36334),(15 493.9133),(16 496.00842),(17 497.45074),(18 508.6816),(19 504.98605),(20 503.27997),(21 504.99936),(22 506.3001),(23 510.11514),(24 509.44135),(25 510.2983),(26 512.09204),(27 515.6479),(28 518.2296),(29 510.87122),(30 510.5284),(31 510.39777),(32 518.63794),(33 521.51215),(34 522.83795),(35 526.28094),(36 527.38464),(37 528.2293),(38 527.0897),(39 536.1521),(40 542.0564),(41 536.83856),(42 540.93097),(43 530.1647),(44 530.00543),(45 532.47363),(46 531.894),(47 531.0533),(48 524.44604),(49 525.7686),(50 527.6275),(51 536.0365),(52 535.9942),(53 535.21765),(54 533.2873),(55 530.0522),(56 526.8136),(57 529.1996),(58 533.01465),(59 534.51636),(60 533.7678),(61 522.97595),(62 521.5871),(63 529.40436),(64 535.1394),(65 527.2584),(66 532.5305),(67 531.4113),(68 533.5887),(69 528.97284),(70 528.922),(71 534.8177),(72 534.4639),(73 535.99664),(74 533.6621),(75 541.34814),(76 542.7588),(77 537.9291),(78 540.8894),(79 541.4448),
(1 258.53143),(2 341.30554),(3 382.19327),(4 401.1191),(5 414.2746),(6 426.39297),(7 434.86914),(8 449.1259),(9 458.0489),(10 461.64395),(11 468.59814),(12 469.4905),(13 471.2102),(14 472.4204),(15 486.8811),(16 484.08698),(17 477.77448),(18 483.66226),(19 481.93997),(20 486.31088),(21 487.1284),(22 487.28888),(23 492.57687),(24 495.9453),(25 489.30215),(26 491.35422),(27 492.65283),(28 498.0273),(29 491.56686),(30 494.75983),(31 493.5354),(32 494.47882),(33 498.40765),(34 500.6126),(35 503.6264),(36 496.20706),(37 503.32928),(38 500.79782),(39 507.08463),(40 505.0716),(41 503.2359),(42 509.544),(43 503.66888),(44 502.35822),(45 499.94113),(46 502.13422),(47 503.0224),(48 502.34857),(49 510.3936),(50 509.86868),(51 516.07263),(52 522.07214),(53 515.6822),(54 513.3216),(55 511.618),(56 513.0589),(57 512.58234),(58 517.35803),(59 516.18414),(60 514.4812),(61 512.6001),(62 517.8181),(63 522.3847),(64 520.28815),(65 512.9984),(66 515.32764),(67 511.98447),(68 516.8185),(69 517.319),(70 513.73),(71 511.17615),(72 506.58978),(73 505.7364),(74 509.17017),(75 521.47974),(76 518.7413),(77 509.7938),(78 514.68176),(79 518.1914),
