1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7576.91),(2 21768.705),(3 45630.387),(4 70960.73),(5 101285.48),(6 136511.03),(7 175540.95),(8 225951.8),(9 283540.72),(10 340751.16),(11 406329.5),(12 473646.75),(13 564699.3),(14 656580.44),(15 763811),(16 865850.56),(17 975373.8),(18 1082824),(19 1205350.1),(20 1322107.9),(21 1444901),(22 1558679.9),(23 1671198.5),(24 1774918.9),(25 1886094),(26 1995419.9),(27 2123185),(28 2246086.8),(29 2354830.8),(30 2455114.8),(31 2521281.8),(32 2576751),(33 2657502.3),(34 2730145.3),(35 2812722),(36 2890453.8),(37 2971611.3),(38 3042280.8),(39 3128059),(40 3197452.8),(41 3285604.8),(42 3362763),(43 3464036.8),(44 3580076.3),(45 3699278.8),(46 3825633.3),(47 3978969.3),(48 4150686.8),(49 4361102),(50 4546998),(51 4787552),(52 4995018.5),(53 5295973.5),(54 5562700.5),(55 5843246.5),(56 6115394.5),(57 6396952.5),(58 6689878),(59 6991916),(60 7298752),(61 7667769.5),(62 8066513.5),(63 8469143),(64 8839437),(65 9209713),(66 9549711),(67 9873103),(68 10157612),(69 10467191),(70 10796734),(71 11149065),(72 11486380),(73 11827972),(74 12150493),(75 12474912),(76 12736947),(77 12977875),(78 13210663),(79 13426781),
(1 5919.539),(2 9490.84),(3 11696.408),(4 12457.049),(5 12680.449),(6 13005.069),(7 13376.816),(8 14194.248),(9 15399.871),(10 16017.765),(11 16350.438),(12 16595.674),(13 16773.977),(14 17025.54),(15 17747.734),(16 18300.05),(17 18951.965),(18 19304.334),(19 19952.102),(20 20837.01),(21 21615.115),(22 22349.492),(23 22787.734),(24 23399.404),(25 24092.264),(26 24421.498),(27 24928.691),(28 25416.08),(29 25979.537),(30 26480.66),(31 27023.975),(32 27307.287),(33 27825.44),(34 28308.205),(35 29013.125),(36 29329.717),(37 29690.664),(38 30118.701),(39 30583.912),(40 31127.23),(41 31488.021),(42 31729.242),(43 31815.299),(44 32201.695),(45 32660.549),(46 32797.242),(47 33165.746),(48 32982.32),(49 33371.62),(50 33604.86),(51 33791.777),(52 34361.68),(53 35067.87),(54 34950.363),(55 35056.207),(56 35666.438),(57 35422.16),(58 35398.63),(59 35781.402),(60 35618.723),(61 35519.863),(62 35725.492),(63 36152.637),(64 36391.16),(65 36248.17),(66 36470.492),(67 36668.684),(68 36854.51),(69 36941.047),(70 36901.695),(71 36870.254),(72 37142.777),(73 37290.668),(74 37266.16),(75 37451.96),(76 37308.26),(77 37227.176),(78 37176.633),(79 36987.42),
(1 6259.222),(2 9713.273),(3 11462.221),(4 12347.159),(5 12790.885),(6 13173.547),(7 13197.151),(8 14069.555),(9 15280.751),(10 15621.059),(11 16021.328),(12 16049.99),(13 16829.43),(14 17219.887),(15 18286.857),(16 19010.53),(17 19633),(18 20267.682),(19 20842.04),(20 21609.898),(21 22664.762),(22 23096.605),(23 24065.732),(24 24415.822),(25 25176.773),(26 25943.121),(27 26533.408),(28 27112.518),(29 27513.93),(30 27782.803),(31 28306.86),(32 28596.77),(33 28890.025),(34 29264.203),(35 29934.193),(36 29817.096),(37 30131.828),(38 30405.123),(39 30553.434),(40 30768.492),(41 30814.207),(42 31096.643),(43 31402.852),(44 31359.102),(45 31900.111),(46 32065.846),(47 32080.668),(48 31870.078),(49 32285.924),(50 32296.354),(51 32185.867),(52 32838.31),(53 33282.207),(54 33156.984),(55 33132.184),(56 33280.598),(57 33231.246),(58 33560.086),(59 33425.22),(60 33569.668),(61 33689.11),(62 33915.625),(63 34039.465),(64 34386.633),(65 34322.074),(66 34321.28),(67 34547.1),(68 34822.875),(69 34799.08),(70 34685.18),(71 34787),(72 34870.266),(73 34685.402),(74 34475.414),(75 34490.39),(76 34576.453),(77 34088.79),(78 34053.28),(79 33965.324),
(1 6017.268),(2 9403.582),(3 11033.97),(4 11905.191),(5 12311.292),(6 12806.511),(7 12833.92),(8 13468.576),(9 14758.802),(10 14960.004),(11 15570.4),(12 16184.51),(13 16820.598),(14 16992.357),(15 17744.281),(16 18309.572),(17 18890.373),(18 19393.816),(19 20280.684),(20 20911.602),(21 21860.746),(22 22685.307),(23 23132.686),(24 23459.742),(25 24373.633),(26 25315.037),(27 26205.602),(28 27057.854),(29 27687.475),(30 28060.615),(31 28425.537),(32 29094.68),(33 29428.277),(34 29829.918),(35 30470.111),(36 31174.664),(37 31205.152),(38 31449.18),(39 31613.178),(40 31844.14),(41 32115.346),(42 32102.338),(43 32395.396),(44 32742.719),(45 32792.29),(46 32885.258),(47 33504.184),(48 33615.098),(49 33951.902),(50 34200.477),(51 33979.934),(52 34441.355),(53 34641.285),(54 34554.68),(55 34433.758),(56 34620.934),(57 34468.207),(58 34535.29),(59 34340.918),(60 34726.016),(61 34933.496),(62 35015.09),(63 34947.03),(64 35064.348),(65 34900.77),(66 34931.785),(67 35327.402),(68 35100.434),(69 35269.523),(70 35077.93),(71 35047.184),(72 34968.684),(73 34988.582),(74 34949.426),(75 35119.844),(76 35096.67),(77 34874.234),(78 35120.703),(79 35201.59),
(1 5767.6567),(2 8958.534),(3 10506.6455),(4 11229.401),(5 11736.727),(6 12328.579),(7 12754.995),(8 13447.434),(9 14513.778),(10 14536.039),(11 14926.034),(12 15560.355),(13 16433.482),(14 17115.652),(15 17946.17),(16 18567.21),(17 19155.188),(18 19606.613),(19 20235.96),(20 21191.3),(21 21863.557),(22 22557.64),(23 23261.193),(24 23824.424),(25 24581.164),(26 25048.254),(27 25436.805),(28 25988.568),(29 26606.021),(30 27139.443),(31 27369.441),(32 27802.443),(33 28298.479),(34 28925.074),(35 29345.957),(36 29654.66),(37 29841.459),(38 29905.92),(39 30333.938),(40 30666.762),(41 30835.4),(42 30766.357),(43 30850.04),(44 31063.947),(45 31300.496),(46 31655.342),(47 31938.623),(48 32094.549),(49 31976.97),(50 32284.068),(51 32501.574),(52 32813.297),(53 32937.36),(54 32874.492),(55 33026.49),(56 33126.98),(57 33337.344),(58 33470.996),(59 33284.414),(60 33369.09),(61 33642.42),(62 33523.652),(63 33672.047),(64 33714.14),(65 33706.805),(66 33867.516),(67 33848.855),(68 33537.62),(69 33671.887),(70 33711.164),(71 33741.504),(72 33698.234),(73 33711.348),(74 33551.63),(75 33571.6),(76 33699.742),(77 33781.66),(78 33897.434),(79 33902.96),
(1 5402.564),(2 8658.452),(3 10417.224),(4 11008.157),(5 11493.253),(6 11911.359),(7 12334.128),(8 12908.477),(9 14023.591),(10 14377.237),(11 14662.52),(12 14912.195),(13 15246.828),(14 15959.867),(15 16797.238),(16 17430.484),(17 18060.555),(18 18658.459),(19 19172.3),(20 19951.158),(21 20516.676),(22 21032.332),(23 21692.248),(24 22330.824),(25 23053.031),(26 23628.803),(27 24117.297),(28 24890.932),(29 25466.385),(30 25972.104),(31 26625.813),(32 27051.406),(33 27468.863),(34 27754.633),(35 28085.598),(36 28544.42),(37 28691),(38 28795.088),(39 29225.146),(40 29659.438),(41 29841.342),(42 29848.346),(43 30018.96),(44 30331.566),(45 30719.232),(46 30809.313),(47 31021.305),(48 30963.178),(49 31049.012),(50 31115.66),(51 31368.043),(52 31360.742),(53 31523.016),(54 31738.502),(55 31988.686),(56 32248.643),(57 32129.188),(58 32083.709),(59 32384.896),(60 32293.832),(61 32082.338),(62 32053.59),(63 32028.44),(64 32222.066),(65 32100.39),(66 31648.74),(67 31637.836),(68 31450.426),(69 31680.842),(70 31775.643),(71 31688.908),(72 31473.48),(73 31682.219),(74 31705.148),(75 31724.773),(76 31848.629),(77 31656.488),(78 31435.28),(79 31502.83),
(1 5617.491),(2 8769.141),(3 10221.275),(4 11009.372),(5 11181.658),(6 11808.28),(7 12324.982),(8 13053.344),(9 13960.86),(10 14289.255),(11 15052.353),(12 15485.517),(13 15941.958),(14 16398.664),(15 17274.824),(16 17989.863),(17 18670.34),(18 19033.082),(19 19489.787),(20 20246.518),(21 20815.268),(22 21533.143),(23 22371.865),(24 23391.354),(25 24103.412),(26 24360.518),(27 24860.566),(28 25672.854),(29 26349.588),(30 26769.748),(31 27198.344),(32 27792.906),(33 28028.38),(34 28229.266),(35 28466.738),(36 28691.916),(37 29162.188),(38 29076.928),(39 29060.434),(40 29618),(41 29624.357),(42 29551.713),(43 29564.148),(44 29972.525),(45 30349.197),(46 30437.156),(47 30685.436),(48 30888.988),(49 31078.844),(50 31170.498),(51 31435.977),(52 31590.633),(53 31789.164),(54 31878.742),(55 32051.918),(56 32348.75),(57 32135.639),(58 32128.021),(59 32208.254),(60 32282.924),(61 32486.617),(62 32507.656),(63 32418.602),(64 32480.195),(65 32360.795),(66 32088.066),(67 31850.12),(68 31772.46),(69 31991.727),(70 32034.492),(71 32037.186),(72 32306.307),(73 32505.182),(74 32333.516),(75 32197.22),(76 32251.2),(77 32291.584),(78 32177.805),(79 32108.746),
(1 5742.0044),(2 8654.707),(3 10109.596),(4 10906.956),(5 11380.129),(6 11857.151),(7 12306.4375),(8 12957.76),(9 14111.528),(10 14450.181),(11 14974.363),(12 15268.974),(13 15516.681),(14 15820.99),(15 16396.195),(16 17092.258),(17 17530.139),(18 18189.908),(19 19029.287),(20 19760.6),(21 20500.064),(22 21180.135),(23 22126.318),(24 23259.664),(25 23910.246),(26 24423.473),(27 25256.252),(28 26162.615),(29 26752.186),(30 27172.094),(31 27648.7),(32 28037.664),(33 28447.527),(34 28859.596),(35 28991.465),(36 29339.527),(37 29562.988),(38 29704.787),(39 29872.832),(40 29827.32),(41 30072.266),(42 30282.342),(43 30274.416),(44 30290.178),(45 30821.238),(46 31095.953),(47 30841.52),(48 30951.848),(49 30992.377),(50 31142.213),(51 31717.025),(52 31650.2),(53 31641.168),(54 31728.191),(55 31702.934),(56 31754.186),(57 31666.666),(58 31691.332),(59 31950.004),(60 31872.727),(61 31915.066),(62 31861.027),(63 31760.795),(64 31768.28),(65 31562.756),(66 31141.957),(67 30805.637),(68 30768.3),(69 30707.895),(70 30471.041),(71 30443.658),(72 30372.264),(73 30349.234),(74 30347.783),(75 30473.725),(76 30399.305),(77 30382.012),(78 30184.787),(79 30072.982),
(1 5397.7095),(2 8311.812),(3 9861.66),(4 10814.981),(5 11179.459),(6 11723.504),(7 12043.555),(8 12943.251),(9 13581.036),(10 13834.075),(11 14250.036),(12 14858.13),(13 15296.156),(14 15630.257),(15 16128.057),(16 16470.645),(17 16984.086),(18 17558.918),(19 18393.637),(20 19098.773),(21 19577.672),(22 20132.303),(23 20806.26),(24 21701.098),(25 22374.703),(26 22871.666),(27 23670.398),(28 24426.988),(29 25065.303),(30 25543.912),(31 25829.287),(32 26176.006),(33 26677.928),(34 26910.086),(35 27145.256),(36 27288.771),(37 27732.5),(38 28058.787),(39 28249.1),(40 28634.1),(41 28650.32),(42 28609.871),(43 28890.256),(44 29268.287),(45 29308.486),(46 29480.596),(47 29680.781),(48 29711.621),(49 29814.113),(50 29770.635),(51 29772.697),(52 29950.945),(53 29923.723),(54 29944.39),(55 30060.367),(56 30353.62),(57 30300.635),(58 30585.955),(59 30856.04),(60 30870.895),(61 30874.785),(62 31085.277),(63 31021.701),(64 30639.275),(65 30568.19),(66 30434.418),(67 30560.365),(68 30574.775),(69 30886.705),(70 30779.996),(71 30737.33),(72 30684.42),(73 30671.514),(74 30715.467),(75 30868.504),(76 30643.766),(77 30622.31),(78 30634.652),(79 30352.28),
(1 5442.139),(2 8376.111),(3 9781.03),(4 10497.155),(5 10819.801),(6 11365.885),(7 11859.06),(8 12549.678),(9 13283.832),(10 13675.518),(11 14050.219),(12 14416.889),(13 14999.08),(14 15604.064),(15 16195.553),(16 16401.238),(17 16779.748),(18 17588.857),(19 18365.86),(20 19002.941),(21 19512.703),(22 19916.443),(23 20667.79),(24 21620.77),(25 22298.813),(26 22938.957),(27 23537.553),(28 24445.637),(29 24892.047),(30 25169.154),(31 25927.621),(32 26622.113),(33 27043.24),(34 27125.77),(35 27609.424),(36 27757.314),(37 28201.924),(38 28500.72),(39 28633.705),(40 28782.049),(41 28720.525),(42 28619.496),(43 28772.219),(44 29193.156),(45 28986.418),(46 28609.95),(47 28730.947),(48 28637.184),(49 28726.518),(50 28793.19),(51 28870.37),(52 28675.996),(53 28421.475),(54 28504.877),(55 28682.766),(56 28790.586),(57 28745.102),(58 28841.39),(59 29280.031),(60 29495.656),(61 29527.068),(62 29737.44),(63 29554.98),(64 29342.678),(65 29367.285),(66 29263.29),(67 29492.492),(68 29588.723),(69 29687.973),(70 29751.596),(71 29826.178),(72 29782.111),(73 29706.885),(74 29807.117),(75 30107.156),(76 29841.389),(77 29846.293),(78 29817.064),(79 29582.67),
(1 5238.6147),(2 8111.8306),(3 9697.888),(4 10332.849),(5 10750.169),(6 11323.774),(7 11746.579),(8 12346.624),(9 12787.694),(10 13092.515),(11 13584.68),(12 13843.412),(13 14189.003),(14 14852.291),(15 15608.517),(16 16310.176),(17 16682.49),(18 17314.55),(19 17860.682),(20 18329.684),(21 18906.82),(22 19573.03),(23 20025.65),(24 20811.846),(25 21233.303),(26 21401.484),(27 22012.588),(28 22738.53),(29 23363.797),(30 23669.363),(31 24187.814),(32 24438.2),(33 24951.025),(34 25112.902),(35 25219.232),(36 25657.963),(37 25782.828),(38 26132.652),(39 26322.555),(40 26413.682),(41 26724.545),(42 27022.666),(43 27134.15),(44 27456.53),(45 27366.451),(46 27627.018),(47 27859.033),(48 28243.969),(49 28700.928),(50 28769.209),(51 28790.705),(52 29009.334),(53 29197.4),(54 29181.652),(55 29304.742),(56 29577.768),(57 29753.98),(58 29977.334),(59 30426.342),(60 30641.443),(61 30839.6),(62 31007.957),(63 31206.016),(64 31013.121),(65 31276.664),(66 31413.252),(67 31644.756),(68 31802.232),(69 31701.047),(70 31667.133),(71 31735.428),(72 31783.059),(73 31661.314),(74 31804.064),(75 31817.795),(76 31609.48),(77 31683.822),(78 31797.477),(79 31711.674),
(1 5229.809),(2 7987.8564),(3 9654.568),(4 10226.237),(5 10456.995),(6 10912.681),(7 11403.08),(8 12052.525),(9 12832.973),(10 13027.037),(11 13096.443),(12 13489.666),(13 13690.229),(14 14355.252),(15 15017.266),(16 15588.691),(17 15789.806),(18 16380.37),(19 17129.15),(20 17610.795),(21 18145.086),(22 18924.03),(23 19648.602),(24 20585.693),(25 21031.04),(26 21375.037),(27 22172.564),(28 22913.379),(29 23564.1),(30 23780.564),(31 24144.39),(32 24593.854),(33 25058.832),(34 25323.723),(35 25627.193),(36 25983.96),(37 26285.67),(38 26258.03),(39 26204.053),(40 26170.268),(41 26418.639),(42 26740.717),(43 26676.822),(44 27010.578),(45 27006.832),(46 27052.123),(47 27019.346),(48 27007.574),(49 27091.793),(50 27093.133),(51 27178.176),(52 27493.541),(53 27427.064),(54 27532.627),(55 27621.156),(56 27839.008),(57 27685.178),(58 27878.998),(59 27988.371),(60 28093.69),(61 28079.518),(62 28217.041),(63 28474.994),(64 28444.41),(65 28195.418),(66 28098.14),(67 28098.725),(68 28215.33),(69 28185.229),(70 28177.57),(71 28171.959),(72 28051.96),(73 27673.87),(74 27820.148),(75 27849.125),(76 27467.1),(77 27298.053),(78 27318.988),(79 27258.377),
(1 5003.0557),(2 7648.496),(3 9083.023),(4 9722.089),(5 9797.64),(6 10416.135),(7 10902.743),(8 11702.283),(9 12370.407),(10 12582.914),(11 12772.059),(12 13211.445),(13 13586.017),(14 14562.149),(15 15310.433),(16 15751.335),(17 16043.315),(18 16666.486),(19 17178.068),(20 17558.879),(21 18075.842),(22 18853.91),(23 19427.604),(24 19996.855),(25 20215.936),(26 21104.469),(27 22037.896),(28 22861.596),(29 23513.012),(30 23844.02),(31 24221.818),(32 24504.117),(33 24942.549),(34 25150.879),(35 25545.316),(36 25753.426),(37 25998.709),(38 26134.443),(39 26400.39),(40 26517.744),(41 26657.004),(42 26634.432),(43 26476.281),(44 26537.203),(45 26584.898),(46 26544.709),(47 27000.908),(48 27188.545),(49 27230.941),(50 27470.465),(51 27689.744),(52 27771.928),(53 27786.203),(54 27799.68),(55 27899.793),(56 28073.904),(57 28208.799),(58 28340.412),(59 28285.365),(60 28509.482),(61 28619.182),(62 28492.898),(63 28734.33),(64 28930.912),(65 29075.516),(66 29030.68),(67 29074.855),(68 29137.684),(69 29173.568),(70 29165.943),(71 29137.693),(72 29175.063),(73 29107.285),(74 29061.34),(75 29131.102),(76 29202.576),(77 29021.941),(78 29121.7),(79 29148.598),
(1 4939.5547),(2 7617.1245),(3 8984.727),(4 9623.224),(5 9905.568),(6 10514.776),(7 10831.811),(8 11500.1),(9 11936.428),(10 12205.539),(11 12351.347),(12 12635.816),(13 12916.521),(14 13858.658),(15 14583.641),(16 14901.012),(17 15343.052),(18 16088.056),(19 16805.023),(20 17288.832),(21 17732.633),(22 18496.527),(23 19203.877),(24 19754.852),(25 20095.557),(26 20641.322),(27 21552.156),(28 22249.102),(29 22508.648),(30 22881.926),(31 22944.467),(32 23305.473),(33 23350.512),(34 23666.46),(35 24037.63),(36 23962.543),(37 24249.732),(38 24688.537),(39 24841.033),(40 24937.172),(41 25027.951),(42 25264.133),(43 25395.443),(44 25589.965),(45 25721.676),(46 25870.004),(47 26330.19),(48 26468.34),(49 26571.367),(50 26717.664),(51 26764.598),(52 26860.602),(53 26978.215),(54 26815.863),(55 26904.791),(56 27228.742),(57 27189.813),(58 27310.938),(59 27307.314),(60 27432.475),(61 27464.98),(62 27502.95),(63 27504.91),(64 27687.916),(65 27817.805),(66 27742.252),(67 27851.104),(68 27809.48),(69 27758.303),(70 27973.52),(71 28085.504),(72 28079.22),(73 28122.578),(74 27980.527),(75 27907.104),(76 28090.92),(77 28219.133),(78 28128.371),(79 27997.465),
(1 4922.817),(2 7595.609),(3 8926.647),(4 9576.938),(5 9701.116),(6 10179.045),(7 10552.647),(8 11185.958),(9 11558.213),(10 11646.534),(11 12081.832),(12 12507.467),(13 12831.089),(14 13444.596),(15 13928.86),(16 14403.156),(17 14690.62),(18 15221.051),(19 15748.943),(20 16346.7),(21 16708.121),(22 17394.49),(23 17848.383),(24 18409.078),(25 18866.748),(26 19507.04),(27 20206.143),(28 20718.12),(29 21142.238),(30 21167.877),(31 21462.951),(32 21730.4),(33 22072.22),(34 22486.695),(35 22419.244),(36 22370.258),(37 22848.58),(38 23158.766),(39 23224.83),(40 23544.049),(41 23648.14),(42 23744.875),(43 23848.549),(44 24032.602),(45 24273.13),(46 24688.354),(47 24863.373),(48 25110.984),(49 25260.385),(50 25331.156),(51 25695.191),(52 26175.291),(53 26223.965),(54 26313.9),(55 26648.414),(56 26929.316),(57 27092.572),(58 27417.1),(59 27508.82),(60 27838.697),(61 28249.482),(62 28277.145),(63 28296.355),(64 28321.113),(65 28347.283),(66 28329.031),(67 28331.605),(68 28254.777),(69 28012.822),(70 28214.688),(71 28497.121),(72 28690.914),(73 28555.855),(74 28671.654),(75 28701.31),(76 28951.465),(77 29065.887),(78 29046.93),(79 28876.475),
(1 4693.945),(2 7034.8213),(3 8385.805),(4 9066.393),(5 9289.892),(6 9759.672),(7 10086.66),(8 10613.41),(9 10888.862),(10 11219.141),(11 11571.613),(12 12167.369),(13 12506.071),(14 13181.728),(15 13676.681),(16 14131.418),(17 14449.199),(18 14977.177),(19 15680.065),(20 16356.492),(21 16857.904),(22 17292.055),(23 17994.643),(24 18530.514),(25 19003.988),(26 19459.74),(27 19884.19),(28 20256.215),(29 20703.87),(30 21167.105),(31 21517.572),(32 21849.217),(33 22036.275),(34 22550.783),(35 22803.281),(36 23107.932),(37 23181.883),(38 23407.746),(39 23498.91),(40 23811.395),(41 23933.592),(42 23929.088),(43 23965.133),(44 24258.89),(45 24368.299),(46 24504.76),(47 24807.14),(48 25079.738),(49 25295.92),(50 25500.387),(51 25710.307),(52 25634.63),(53 25845.018),(54 26027.256),(55 26334.383),(56 26579.207),(57 26549.275),(58 26606.959),(59 26596.475),(60 26859.871),(61 26955.861),(62 26833.191),(63 27055.809),(64 27062.83),(65 26938.244),(66 26835.266),(67 26781.139),(68 26818.768),(69 26576.992),(70 26728.332),(71 26703.988),(72 26765.516),(73 26700.973),(74 26656.541),(75 26778.643),(76 26709.232),(77 26694.54),(78 26532.018),(79 26416.39),
(1 4512.8857),(2 6864.624),(3 7946.8936),(4 8812.731),(5 9002.26),(6 9432.839),(7 9802.573),(8 10471.4),(9 11015.633),(10 11189.984),(11 11538.973),(12 12075.169),(13 12351.932),(14 12882.831),(15 13343.049),(16 14027.897),(17 14522.056),(18 15404.931),(19 15965.842),(20 16504.283),(21 17153.076),(22 17644.672),(23 18661.873),(24 19277.988),(25 20028.166),(26 20759.152),(27 21222.965),(28 21671.342),(29 22205.932),(30 22634.266),(31 23043.85),(32 23506.951),(33 23828.123),(34 24052.15),(35 24428.705),(36 24897.252),(37 25072.576),(38 25106.887),(39 25070.697),(40 25056.592),(41 25223.766),(42 25401.475),(43 25571.123),(44 25907.602),(45 26021.148),(46 26023.127),(47 25855.445),(48 26127.855),(49 26400.908),(50 26385.38),(51 26532.354),(52 26589.314),(53 26655.412),(54 27011.625),(55 27264.734),(56 27445.268),(57 27790.668),(58 27948.197),(59 28190.246),(60 28300.1),(61 28573.453),(62 28842.521),(63 28992.1),(64 28902.742),(65 28931.098),(66 29125.863),(67 29223.541),(68 29325.22),(69 29449.705),(70 29586.299),(71 29587.611),(72 29667.785),(73 29612.6),(74 29691.678),(75 29704.475),(76 29728.133),(77 29732.594),(78 29525.508),(79 29379.35),
(1 4631.583),(2 6955.0903),(3 7988.4717),(4 8659.903),(5 8982.163),(6 9679.927),(7 9910.411),(8 10626.359),(9 10951.502),(10 11350.187),(11 11461.643),(12 12004.925),(13 12418.918),(14 12849.153),(15 13603.503),(16 14131.412),(17 14474.41),(18 15292.907),(19 15867.958),(20 16690.486),(21 17230.084),(22 17889.334),(23 18758.06),(24 19088.625),(25 19601.156),(26 20063.541),(27 20719.861),(28 21245.8),(29 21545.17),(30 21720.164),(31 22104.25),(32 22180.848),(33 22758.611),(34 23030.607),(35 23329.113),(36 23710.195),(37 23990.332),(38 24165.814),(39 24426.516),(40 24630.732),(41 24819.012),(42 24883.086),(43 25082.006),(44 25137.516),(45 25338.492),(46 25713.305),(47 25703.82),(48 26002.328),(49 26141.42),(50 26377.566),(51 26747.25),(52 26916.197),(53 26949.135),(54 27219.742),(55 27373.473),(56 27487.594),(57 27670.072),(58 27971.45),(59 28297.736),(60 28426.156),(61 28421.594),(62 28510.627),(63 28394.781),(64 28415.64),(65 28509.604),(66 28759.188),(67 29000.533),(68 29020.844),(69 28925.848),(70 29038.543),(71 29246.025),(72 29288.547),(73 29185.633),(74 29234.357),(75 29380.77),(76 29454.12),(77 29343.248),(78 29400.031),(79 29472.537),
