1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 241143.3),(2 797311.7),(3 1565499.1),(4 2482456.8),(5 3547232.8),(6 4565589),(7 5519220.5),(8 6338905.5),(9 6974606.5),(10 7430843.5),(11 7863196.5),(12 8208728),(13 8455673),(14 8348529.5),(15 8032759.5),(16 7968920),(17 8159429.5),(18 7907617.5),(19 7399996.5),(20 7130688.5),(21 7088966.5),(22 7278935.5),(23 7601120),(24 7868096),(25 8400692),(26 8808971),(27 9072301),(28 9424925),(29 9639621),(30 9632455),(31 9598157),(32 9536704),(33 9465681),(34 9526344),(35 9575504),(36 9346929),(37 9292525),(38 9462811),(39 9719731),(40 9719693),(41 9844804),(42 10212411),(43 10596291),(44 11027269),(45 11429881),(46 11672509),(47 11851204),(48 11941477),(49 12036479),(50 12051923),(51 11844893),(52 11444304),(53 10948449),(54 10431696),(55 9846453),(56 9166908),(57 8584295),(58 8101682.5),(59 7953189.5),(60 7922650.5),(61 8033942.5),(62 8117508),(63 7989794.5),(64 8001716),(65 8309319.5),(66 8610626),(67 8825893),(68 8861380),(69 9035886),(70 9073899),(71 8958543),(72 8989535),(73 9206873),(74 9506874),(75 9657632),(76 9600233),(77 9480003),(78 9260565),(79 9158085),
(1 66819.195),(2 150504.3),(3 173133.52),(4 174486.9),(5 188854.94),(6 204032.95),(7 221398.78),(8 222382.8),(9 221074.48),(10 222372.47),(11 226027.28),(12 230305.53),(13 233900.52),(14 228433.48),(15 230788.83),(16 228089.06),(17 216463.33),(18 212085.86),(19 212741.86),(20 211426.92),(21 208908.08),(22 206622.17),(23 209750.48),(24 212135.38),(25 218234.9),(26 219710.52),(27 218659.7),(28 216446.67),(29 225945.4),(30 233750.25),(31 238892.16),(32 234597.78),(33 230220.75),(34 225427.77),(35 231412.13),(36 229697.72),(37 228754.55),(38 218261.22),(39 210130.95),(40 215571.64),(41 229578.36),(42 231922.78),(43 232947.56),(44 237467.13),(45 238168.67),(46 230313.33),(47 227315.17),(48 218323.22),(49 217936.45),(50 220654.08),(51 216853.23),(52 210355.16),(53 221629.06),(54 231127.95),(55 241214.86),(56 237905.53),(57 231672.3),(58 231525.72),(59 238900.7),(60 236127.69),(61 235274.28),(62 230165.77),(63 223207.77),(64 219982.63),(65 224301.69),(66 226121.56),(67 229431.3),(68 228343.33),(69 226767.53),(70 227829.86),(71 230310.98),(72 227180.2),(73 232244.2),(74 241261.55),(75 251119.77),(76 250468.92),(77 246211.33),(78 242236.6),(79 244134.56),
(1 68179.76),(2 149937.39),(3 168559.3),(4 177129.83),(5 196441.38),(6 206119.58),(7 216341.89),(8 216758.92),(9 211621),(10 212716.67),(11 214835.7),(12 220349.94),(13 223576.13),(14 216123.58),(15 215612.45),(16 215394.06),(17 208586.77),(18 206157.39),(19 210978.75),(20 212046.05),(21 202245.38),(22 199887.89),(23 205515.45),(24 210874.58),(25 216447.45),(26 214238.11),(27 208445.05),(28 207638.42),(29 219836.25),(30 223620.31),(31 224152.3),(32 224362.92),(33 225265.36),(34 223189.61),(35 225020.7),(36 222512.3),(37 215122.95),(38 202942.39),(39 194430.77),(40 196046.69),(41 210656.7),(42 216549.77),(43 215565.45),(44 218728.39),(45 219729.55),(46 213929.44),(47 212733.42),(48 204679.02),(49 206324.61),(50 210589.88),(51 206596.48),(52 202856.56),(53 213491.64),(54 223660.55),(55 232466.52),(56 228925.63),(57 217920.81),(58 214643.92),(59 218468.73),(60 211921.8),(61 214448.25),(62 221900.89),(63 219786.19),(64 220622.33),(65 228626.2),(66 231361.63),(67 232874.56),(68 223101.25),(69 215566.08),(70 218432.92),(71 215362.7),(72 204571.31),(73 207945.17),(74 217560.5),(75 224850.36),(76 227293.05),(77 224811.38),(78 223833.3),(79 233177.33),
(1 62565.473),(2 136283.06),(3 150958.94),(4 154637.42),(5 168273.13),(6 183123.19),(7 193385.27),(8 188403.75),(9 184125.28),(10 184668.2),(11 184800.2),(12 187249.63),(13 193976.66),(14 193343.61),(15 197039.64),(16 197174.7),(17 192911.06),(18 190844.36),(19 191660.17),(20 186741.81),(21 176029.48),(22 172441.61),(23 185967.17),(24 195094.94),(25 197950.56),(26 198060.17),(27 197393.34),(28 196105.1),(29 196280.8),(30 196463.72),(31 203599.73),(32 201864.33),(33 201006.38),(34 202588.89),(35 210224.3),(36 209538.08),(37 201319.47),(38 190107.45),(39 184426.64),(40 187141.84),(41 196225.25),(42 200186.61),(43 195901.94),(44 191955.42),(45 192953.58),(46 189717.67),(47 188335.92),(48 183032.45),(49 189091.53),(50 197050.8),(51 198192.47),(52 196329.08),(53 197374.73),(54 195634.8),(55 203901.33),(56 208224.56),(57 202008.94),(58 192277.83),(59 190634.25),(60 196533.75),(61 204077.13),(62 206204.19),(63 205544.02),(64 205084.7),(65 203011.17),(66 199761.47),(67 205647.88),(68 201902.81),(69 188977.1),(70 187624.19),(71 189580.53),(72 185360.47),(73 188554.3),(74 192120.58),(75 197677.17),(76 201577.81),(77 198643.13),(78 192405.84),(79 198580.8),
(1 59683.926),(2 129460.27),(3 144514.02),(4 146755.52),(5 159406.64),(6 170792.56),(7 178569.69),(8 172553.75),(9 170157.16),(10 176027.94),(11 180214.56),(12 183384.33),(13 189028.06),(14 190175.2),(15 190288.48),(16 190961.23),(17 187557),(18 184638.23),(19 184011.7),(20 180533.25),(21 176998.16),(22 178351.17),(23 189068.94),(24 191839.53),(25 189944.13),(26 187644.84),(27 189586.72),(28 187563.88),(29 187263.1),(30 183323.02),(31 190793.75),(32 198564.53),(33 203361.84),(34 203396.47),(35 204707.3),(36 199079.48),(37 191208.9),(38 184626.36),(39 184389.69),(40 180081.14),(41 181371.1),(42 183692.28),(43 176452.9),(44 170424.52),(45 174425.47),(46 178660.55),(47 181391.53),(48 180620.45),(49 185531.44),(50 190270.52),(51 188755.84),(52 182813.1),(53 185827.02),(54 188980.98),(55 193422.63),(56 191047.75),(57 190169.16),(58 190806.84),(59 190587.56),(60 189723.7),(61 191262.1),(62 197492.84),(63 203318.63),(64 200619.06),(65 194709.78),(66 194085.44),(67 203552.98),(68 203659.8),(69 196517.36),(70 192230.13),(71 188733.44),(72 181609.23),(73 180925.61),(74 178890.98),(75 183396.39),(76 187612.67),(77 185076.3),(78 179663.33),(79 182947.7),
(1 53761.406),(2 114834.88),(3 125556.51),(4 122151.31),(5 134926.95),(6 149063.92),(7 154581.66),(8 146883.03),(9 143245.66),(10 146078.86),(11 151719.44),(12 158316.58),(13 165232.38),(14 168127.13),(15 172222.64),(16 171783.38),(17 175514.73),(18 176454.19),(19 174592.42),(20 169813.1),(21 166725.14),(22 162602.9),(23 163776.45),(24 166931.7),(25 172071.16),(26 171214.7),(27 174254.58),(28 176366.44),(29 176933.66),(30 172143.64),(31 174609.67),(32 179005.89),(33 184270.36),(34 184179.45),(35 180500.11),(36 172637.1),(37 166967.89),(38 160580.34),(39 162898.9),(40 167322.63),(41 175807.31),(42 177877.84),(43 171636.38),(44 164219.75),(45 164795.81),(46 162724.27),(47 161811.2),(48 162674.52),(49 165685.69),(50 165718.05),(51 168856),(52 169188.11),(53 171298.11),(54 167178.05),(55 165151.86),(56 165092.67),(57 164212),(58 157816.05),(59 157725.03),(60 161899.02),(61 164488.38),(62 167380.52),(63 173047.36),(64 170746.23),(65 164698.16),(66 165075.16),(67 169150.25),(68 166841.9),(69 160373.56),(70 158068.11),(71 160708.66),(72 162883.23),(73 165025.33),(74 160128.05),(75 157699.9),(76 162992.58),(77 166305.58),(78 164102.64),(79 167926.84),
(1 50908.324),(2 107778.35),(3 114333.51),(4 109677.97),(5 123043.625),(6 138190.4),(7 147768.77),(8 143415.4),(9 135688.34),(10 133966.63),(11 141505.39),(12 145946.97),(13 152671.97),(14 154871.69),(15 156173.7),(16 158686.08),(17 162300.9),(18 161170.05),(19 159282.89),(20 157782.77),(21 156217.7),(22 154127.27),(23 158413.98),(24 163717.77),(25 167343.11),(26 160091.98),(27 156915.78),(28 161483.84),(29 165373.69),(30 160141.47),(31 156891.77),(32 155786.1),(33 155457.97),(34 154075.2),(35 152545.53),(36 149263.52),(37 147586.03),(38 150009.94),(39 152635.44),(40 156025.89),(41 163152.81),(42 163794.08),(43 156424.61),(44 150972.75),(45 152499.03),(46 147635.2),(47 146770.47),(48 151206.69),(49 154503.8),(50 150540.48),(51 153208.45),(52 159887.61),(53 160882.58),(54 150040.22),(55 142904.05),(56 146188.98),(57 153251.81),(58 147573.02),(59 146236.83),(60 150009.94),(61 154499.33),(62 157895.3),(63 159598.78),(64 154976.19),(65 149304.73),(66 149949.17),(67 154748.48),(68 151901.47),(69 147629.8),(70 147780.48),(71 151983.47),(72 154305.4),(73 155963.06),(74 154156.48),(75 154070),(76 151779.95),(77 153235.97),(78 157382),(79 162445.8),
(1 50173.996),(2 106938.79),(3 114757.984),(4 113174.32),(5 121547.31),(6 135306.22),(7 145020.66),(8 139200.25),(9 129248.04),(10 127298.47),(11 133671.06),(12 135359.94),(13 138807.78),(14 135079.34),(15 133938.58),(16 139386.94),(17 142083.47),(18 138742.02),(19 137219.19),(20 137806.6),(21 137617.1),(22 136352),(23 142084.13),(24 146020.63),(25 149805.73),(26 145026.75),(27 141488.08),(28 147159.2),(29 150210.94),(30 145332.56),(31 144146.22),(32 143732.9),(33 144856.42),(34 143360.66),(35 146160.19),(36 145619.44),(37 143864.25),(38 144151.94),(39 145698.02),(40 146409.02),(41 145699.8),(42 139104.03),(43 132145.13),(44 132091.36),(45 134620.69),(46 132528.53),(47 134622.67),(48 140494.25),(49 144506.33),(50 138789.16),(51 137311.14),(52 144260.97),(53 145641.78),(54 135193.73),(55 131170.58),(56 136763.02),(57 139857.02),(58 130980.61),(59 125955.11),(60 127492.11),(61 132135.06),(62 136106.11),(63 143464.92),(64 145523.7),(65 145298.92),(66 146897.03),(67 147758.38),(68 146265.17),(69 146757.02),(70 144060.64),(71 144313.02),(72 145177.9),(73 147234.63),(74 146731.02),(75 148476.25),(76 149207.39),(77 149658.34),(78 149175.22),(79 149976.52),
(1 46963.395),(2 99816.35),(3 107988.61),(4 107684.984),(5 122738.234),(6 138357.4),(7 143687.78),(8 136442.69),(9 126021.71),(10 123017.42),(11 127568.94),(12 129621.016),(13 128359.234),(14 125919.46),(15 129991.79),(16 134768.84),(17 133576.11),(18 130509.56),(19 132551.34),(20 132869.44),(21 130366.09),(22 124308.97),(23 126159.57),(24 130583.76),(25 131396.27),(26 123925.43),(27 126334.29),(28 134312.22),(29 138414.86),(30 133555.56),(31 132282.39),(32 131006.06),(33 129686.02),(34 129948.27),(35 132578.16),(36 129584.76),(37 126884.62),(38 126741.3),(39 128456.91),(40 126498.4),(41 125613.445),(42 123951.5),(43 124202.64),(44 129721.42),(45 130018.555),(46 124699.27),(47 125396.99),(48 130480.49),(49 132289.42),(50 127084.59),(51 131371.25),(52 140223.45),(53 142313.45),(54 132440.27),(55 131110.81),(56 135532.64),(57 135143),(58 124599.51),(59 124455.195),(60 129273.47),(61 131376.61),(62 131082.38),(63 136482.86),(64 138966.75),(65 139418.03),(66 138683.36),(67 138926.03),(68 139387.47),(69 141187.84),(70 138908.13),(71 142051.2),(72 146098.67),(73 144583.48),(74 138077.14),(75 133267.53),(76 129554.59),(77 130404.016),(78 130923),(79 130092.734),
(1 42617.406),(2 90059.41),(3 99402.34),(4 99412.48),(5 109598.27),(6 121447.97),(7 125958.086),(8 119311.266),(9 113094.7),(10 111549.98),(11 115783.984),(12 115992.555),(13 115612.91),(14 115401.6),(15 118956.4),(16 124986.91),(17 125103.22),(18 119994.88),(19 120582.24),(20 121445.82),(21 120254.945),(22 116171.89),(23 116027.91),(24 121686.84),(25 124181.58),(26 118013.984),(27 118370.5),(28 122840.97),(29 126086.16),(30 122018.805),(31 120670.3),(32 122188.93),(33 126927.44),(34 128429.33),(35 127742.14),(36 121908.57),(37 118648.64),(38 117013.305),(39 116151.48),(40 112701.28),(41 113448.914),(42 115599.65),(43 119564.53),(44 123982.43),(45 125002.16),(46 117535.84),(47 115874.36),(48 122059.555),(49 124275.45),(50 117703.93),(51 122508.12),(52 131612.66),(53 136108.8),(54 130732.27),(55 127399.81),(56 128676.31),(57 127028.17),(58 120462.87),(59 121980.66),(60 127293.66),(61 127350.33),(62 122886.9),(63 127947.4),(64 129570.586),(65 130485.88),(66 133126.95),(67 135485.39),(68 133326.89),(69 130081.586),(70 127027.7),(71 131294.98),(72 133951.47),(73 134561),(74 128457.98),(75 124013.23),(76 122017.6),(77 123263.05),(78 123856.72),(79 121325.43),
(1 40825.84),(2 86545.2),(3 98402.9),(4 99275.05),(5 107908.195),(6 118463.64),(7 122681.016),(8 116351.45),(9 111779.5),(10 111410.914),(11 113759.08),(12 111196.33),(13 108930.96),(14 106553.51),(15 109386.54),(16 112335.53),(17 113759.82),(18 111084.81),(19 112315.125),(20 114658.195),(21 114690.44),(22 111313.13),(23 111243.04),(24 112500.41),(25 113332.445),(26 110551.195),(27 110777.836),(28 112328.12),(29 117852.82),(30 117258.58),(31 116247.234),(32 116836.25),(33 120141.445),(34 120275.836),(35 122368.18),(36 119726.64),(37 115893.43),(38 112830.6),(39 111698.58),(40 107214.11),(41 106764.13),(42 109569.85),(43 112529.27),(44 116166.67),(45 120866.586),(46 118105.13),(47 116200.95),(48 118163.9),(49 118183.06),(50 112590.625),(51 114889.24),(52 120808.14),(53 124513.97),(54 119717.305),(55 117389.59),(56 119633.05),(57 117835.86),(58 113646.1),(59 116385.08),(60 119726.39),(61 119664.95),(62 115186.41),(63 117794.17),(64 117586.05),(65 118918.08),(66 119086.91),(67 119187.77),(68 119480.555),(69 121180.58),(70 117703.75),(71 117873.7),(72 118242.12),(73 119633.15),(74 116981.32),(75 115806.24),(76 116177.36),(77 117994.945),(78 119403.914),(79 118506.91),
(1 35164.79),(2 74448.875),(3 84817.1),(4 84086.16),(5 88812.51),(6 97690.4),(7 103032.02),(8 99247.95),(9 93656.08),(10 93895.77),(11 96396.31),(12 93333.64),(13 92560.94),(14 94635.375),(15 98666.695),(16 101832.28),(17 100835.05),(18 97136.8),(19 98921.4),(20 102325),(21 102995.805),(22 98700.984),(23 99930.44),(24 103484.95),(25 102320.234),(26 98869.56),(27 100173.97),(28 103024.914),(29 109372.27),(30 109393.516),(31 108960.89),(32 108211.52),(33 111630.766),(34 114102.86),(35 113777.65),(36 109532.95),(37 107076.14),(38 105607.4),(39 105640.65),(40 102242.37),(41 101068.16),(42 100955.71),(43 100451.84),(44 100215.914),(45 103569.74),(46 102190.08),(47 103150.15),(48 107134.5),(49 107376.94),(50 100961.95),(51 101779.266),(52 107159.62),(53 109569.09),(54 107236.46),(55 107182),(56 105674.37),(57 102428.21),(58 99242.32),(59 101136.86),(60 104119.39),(61 103487.31),(62 101098.56),(63 103696.79),(64 101957.54),(65 102975.64),(66 105479.38),(67 108898.25),(68 109878.22),(69 108479.16),(70 105533.51),(71 105228.81),(72 105916.33),(73 106252.27),(74 106796.11),(75 109733.016),(76 110541.69),(77 112422.14),(78 114564.42),(79 117291.63),
(1 30344.336),(2 62637.527),(3 72463.664),(4 72867.086),(5 75589.42),(6 82908.61),(7 87740.695),(8 85945.36),(9 82895.93),(10 82205.22),(11 83810.086),(12 81545.695),(13 81880.305),(14 84505.84),(15 84882.03),(16 85433.586),(17 88180.15),(18 86984.62),(19 88836.98),(20 89948.45),(21 90286.79),(22 87017.18),(23 87868.76),(24 88008.72),(25 85282.06),(26 84727.13),(27 91005.56),(28 91743.44),(29 93669.234),(30 95329.25),(31 97209.92),(32 96847.836),(33 96169.49),(34 96206.97),(35 95806.38),(36 93746.81),(37 92866.87),(38 91739.29),(39 91442.26),(40 88188.93),(41 88093.21),(42 89955.055),(43 92221.62),(44 91914.17),(45 93963.305),(46 91100.47),(47 90614),(48 93601.47),(49 92761.836),(50 87046.18),(51 87093.24),(52 90413.82),(53 91339.12),(54 89646.13),(55 90571.34),(56 88663.89),(57 86988.28),(58 86811.555),(59 90160.16),(60 93417.13),(61 93621.21),(62 92187.37),(63 93937.73),(64 92067.07),(65 91106.586),(66 92406.9),(67 94626.22),(68 92518.37),(69 90739.18),(70 90915.71),(71 92091.91),(72 91341.5),(73 91163.53),(74 92647.2),(75 94476.64),(76 91611.99),(77 91368.86),(78 90995.52),(79 94421.086),
(1 29291.592),(2 61798.08),(3 73739.945),(4 74619.766),(5 76407.71),(6 81383.86),(7 84304.016),(8 82006),(9 80192.1),(10 78665.02),(11 78328.45),(12 76912.2),(13 79646.79),(14 81527.57),(15 79223.82),(16 77241.06),(17 79408.445),(18 80063.17),(19 82183.61),(20 81217.41),(21 79718.88),(22 79711.195),(23 81421.16),(24 81444.03),(25 78455.37),(26 77187.6),(27 81390.73),(28 82822.83),(29 85959.12),(30 88027.91),(31 89185.98),(32 88314.22),(33 88088.78),(34 88682.89),(35 88414.445),(36 86129.305),(37 83796.84),(38 81968.16),(39 81694.32),(40 78319.305),(41 80937.95),(42 85689.51),(43 87162.58),(44 88592.69),(45 91075.35),(46 87819.36),(47 88936.46),(48 90007.38),(49 87141.414),(50 82637.05),(51 83618.88),(52 85652.695),(53 86206.25),(54 85303.336),(55 87479.9),(56 86319.5),(57 84217.51),(58 83615.33),(59 85545.73),(60 89516.4),(61 92444.3),(62 91200.14),(63 91513.99),(64 89925.22),(65 88207.055),(66 86028.984),(67 87533.91),(68 88268.914),(69 86355.91),(70 85915.1),(71 87709.34),(72 87970.08),(73 88731.74),(74 90245.17),(75 91247.81),(76 88740.77),(77 86158.85),(78 83618.98),(79 84190.92),
(1 28157.771),(2 60264.89),(3 70129.7),(4 72251.375),(5 75125.63),(6 77615.16),(7 79789.64),(8 76638.14),(9 74707.23),(10 74029.914),(11 72300.81),(12 73804.74),(13 77700.1),(14 77770.46),(15 77692.42),(16 77466.57),(17 78123.51),(18 78649.83),(19 79556.15),(20 76005.72),(21 75033.65),(22 78613.266),(23 82949.16),(24 81189.62),(25 76297.71),(26 72892.74),(27 75093.18),(28 77404.86),(29 80601.43),(30 80622.79),(31 80371.65),(32 80278.94),(33 80641.21),(34 79432.414),(35 77475.72),(36 73901.89),(37 74008.37),(38 74383.984),(39 75630.49),(40 75059.766),(41 80029.625),(42 81686.31),(43 81569.44),(44 79914.64),(45 78000.4),(46 76833.37),(47 80944.48),(48 83336.266),(49 82347.94),(50 79256.42),(51 80520.34),(52 83157.3),(53 85252.77),(54 83543.266),(55 81971.914),(56 82045.23),(57 83278.48),(58 82050.695),(59 82516.12),(60 84864.14),(61 88568.2),(62 87715.56),(63 87081.97),(64 87705.24),(65 89466.055),(66 89278.75),(67 89824.51),(68 89541.086),(69 86189.65),(70 83504.7),(71 85931.01),(72 87331.74),(73 88607.18),(74 88417.3),(75 88551.41),(76 87625.38),(77 85083.71),(78 81426.64),(79 82418.76),
(1 26273.496),(2 56290.152),(3 67329.95),(4 70363.82),(5 71902.42),(6 74769.75),(7 76851.78),(8 73028.43),(9 70587.695),(10 71892.34),(11 73009.18),(12 71920.63),(13 73543.15),(14 73360.47),(15 72622.46),(16 71877.47),(17 73175.45),(18 72587.12),(19 72949.32),(20 71523.34),(21 71220.96),(22 74403.55),(23 77053.97),(24 74492.72),(25 71788.49),(26 70827.984),(27 70647.086),(28 71730.97),(29 75103.25),(30 74637.97),(31 75546.63),(32 75094.914),(33 75599.36),(34 74320.52),(35 71441.75),(36 68627.23),(37 71549.086),(38 73089.9),(39 72762.18),(40 72521.586),(41 76822.51),(42 78537.21),(43 77828.03),(44 75579.74),(45 74863.11),(46 73656.64),(47 76737.414),(48 78593.71),(49 77680.83),(50 74934.305),(51 75581.59),(52 78179.195),(53 79271.29),(54 76479.52),(55 76712.83),(56 75972.3),(57 74761.43),(58 74251.06),(59 77589.73),(60 81074.69),(61 80812.74),(62 75590.55),(63 74857.99),(64 76796.62),(65 79210.52),(66 80035.086),(67 80975.2),(68 81921.58),(69 81959.586),(70 79719.93),(71 80987.66),(72 80647.15),(73 81431.84),(74 81137.414),(75 82583.88),(76 82248.37),(77 79197.72),(78 75766.94),(79 76281.63),
(1 23458.71),(2 49257.2),(3 57719.918),(4 61030.332),(5 64311.125),(6 68539.234),(7 71221.375),(8 68221.72),(9 67450.695),(10 68580.5),(11 69486.16),(12 68645.09),(13 68852.74),(14 67264.54),(15 65779.97),(16 63799.266),(17 63879.89),(18 62985.555),(19 64691.242),(20 65038.715),(21 65566.914),(22 67821.484),(23 70304.47),(24 69980.56),(25 68424.12),(26 66746.43),(27 65415.883),(28 65773.625),(29 67961.28),(30 67403.16),(31 68587.586),(32 69678.69),(33 71009.75),(34 68937.48),(35 63903.527),(36 60831.188),(37 62381.18),(38 63234.938),(39 64525.86),(40 65777.41),(41 67774.52),(42 68923.36),(43 71629.836),(44 71912.125),(45 72412.29),(46 70007.94),(47 68626.86),(48 68870.38),(49 67781.984),(50 63849.383),(51 65693.91),(52 69458.15),(53 69402.484),(54 67883.03),(55 70279.78),(56 69711.516),(57 66768.87),(58 66162.53),(59 70378.05),(60 71571.83),(61 70571.766),(62 68657.42),(63 69960.62),(64 71348.14),(65 72055.24),(66 70171.336),(67 69424.16),(68 70315.44),(69 70492.336),(70 69486.65),(71 69774.91),(72 68444.91),(73 68793.94),(74 69310.54),(75 69974.91),(76 68371.086),(77 67157.695),(78 67777.39),(79 68652.19),
(1 21849.24),(2 44880.137),(3 52227.082),(4 55968.375),(5 58406.043),(6 61205.637),(7 63280.78),(8 60883.68),(9 59613.51),(10 59149.625),(11 60171.6),(12 59849.31),(13 60528.3),(14 60986.535),(15 60298.094),(16 58380.465),(17 57743.043),(18 56698.94),(19 57199.105),(20 58768.574),(21 58781.273),(22 58966.063),(23 60382.043),(24 60780.773),(25 62020.637),(26 60848.668),(27 60416.18),(28 62078.754),(29 63629.535),(30 63043.29),(31 64993.375),(32 65518.883),(33 65967.41),(34 62384.652),(35 59926.492),(36 58639.188),(37 57650.05),(38 58354.426),(39 60969.973),(40 61641.855),(41 64457.27),(42 66144.7),(43 66435.68),(44 65053.11),(45 66955.73),(46 65086.926),(47 63486.434),(48 64342.1),(49 63764.84),(50 60413.9),(51 61687.625),(52 63662.1),(53 62585.58),(54 60546.313),(55 63181.32),(56 62871.95),(57 60961.586),(58 61968.305),(59 66359.73),(60 67499.86),(61 67490.305),(62 63168.29),(63 63104.086),(64 65080.523),(65 66380.63),(66 65419.63),(67 65060.26),(68 64563.58),(69 63765.473),(70 62825.652),(71 64567.457),(72 62672.477),(73 62333.797),(74 63619.957),(75 64776.168),(76 63723.305),(77 63247.926),(78 63567.465),(79 63023.44),
(1 20814.053),(2 43015.81),(3 50806.65),(4 54271.875),(5 56362.414),(6 57146.94),(7 58433.234),(8 56209.613),(9 55669.54),(10 55180.38),(11 55717.55),(12 56376.15),(13 58403.793),(14 58717.445),(15 56929.527),(16 54034.71),(17 52911.2),(18 51418.22),(19 52647.707),(20 54077.348),(21 54357.152),(22 53881.79),(23 55677.355),(24 57037.492),(25 58041.273),(26 57559.81),(27 57911.32),(28 57840.56),(29 58472.105),(30 59849.12),(31 63390.707),(32 63955.72),(33 62759.08),(34 59848.58),(35 57047.4),(36 55509.355),(37 55655.9),(38 56109.473),(39 58319.387),(40 58909),(41 61557.773),(42 60845.492),(43 59481.613),(44 59057.207),(45 59787.453),(46 58745.434),(47 59404.16),(48 60153.375),(49 59535.074),(50 57118.48),(51 59241.44),(52 60589.574),(53 59913.793),(54 58858.734),(55 59562.273),(56 58074.926),(57 56628.332),(58 56824.035),(59 59580.08),(60 60446.12),(61 60635.12),(62 56236.12),(63 55367.633),(64 58287.555),(65 61526.49),(66 59341.44),(67 57886.74),(68 59441.445),(69 59787.965),(70 59521.74),(71 61454.273),(72 60340.926),(73 58565.625),(74 57885.535),(75 59222.16),(76 58267.395),(77 59393.465),(78 60024.313),(79 60263.254),
