1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59603.02),(2 220218.45),(3 482524.53),(4 810589.94),(5 1223395.8),(6 1710098.1),(7 2232981.8),(8 2780338.5),(9 3345013.3),(10 3957160.8),(11 4539964.5),(12 5121852),(13 5791865.5),(14 6552245.5),(15 7515230.5),(16 8751377),(17 10304687),(18 12244029),(19 14605285),(20 17382228),(21 20641464),(22 24442336),(23 28694118),(24 33406538),(25 38512784),(26 43820510),(27 49092436),(28 54078188),(29 59290636),(30 64828384),(31 70811830),(32 77003640),(33 83278344),(34 88723300),(35 93428470),(36 97508904),(37 101108220),(38 104493270),(39 107308136),(40 109608060),(41 111476740),(42 112928090),(43 113846970),(44 114120810),(45 113923260),(46 112810470),(47 111214184),(48 109220760),(49 106928220),(50 104427750),(51 101631160),(52 98683736),(53 95427680),(54 91731370),(55 88633896),(56 85490470),(57 82615200),(58 79976360),(59 77582620),(60 75445064),(61 73653050),(62 72545350),(63 71405896),(64 70319320),(65 69583110),(66 69047880),(67 68811970),(68 69166140),(69 69705620),(70 70720890),(71 72174320),(72 73879940),(73 75704370),(74 77410650),(75 79227576),(76 80962470),(77 82461690),(78 83953850),(79 85475384),
(1 2805.612),(2 3999.949),(3 4310.5444),(4 4450.1904),(5 4438.688),(6 4693.3633),(7 4842.4507),(8 5045.1553),(9 5320.1606),(10 5224.617),(11 5259.816),(12 5287.4624),(13 5290.6885),(14 5370.522),(15 5586.463),(16 5680.8887),(17 5783.508),(18 5778.409),(19 5688.8364),(20 5881.659),(21 6108.3906),(22 6225.338),(23 6282.474),(24 6411.188),(25 6580.6196),(26 6648.574),(27 6967.732),(28 7033.395),(29 7163.227),(30 7318.532),(31 7459.1094),(32 7717.4097),(33 7872.009),(34 7867.235),(35 8057.02),(36 8172.022),(37 8390.323),(38 8541.927),(39 8504.79),(40 8704.232),(41 8760.327),(42 8792.674),(43 9070.58),(44 9186.531),(45 9216.346),(46 9284.871),(47 9495.966),(48 9648.179),(49 9586.277),(50 9701.513),(51 9748.746),(52 9810.733),(53 9878.691),(54 9901.222),(55 9994.759),(56 10076.866),(57 10090.583),(58 10148.046),(59 10296.316),(60 10332.432),(61 10378.333),(62 10397.978),(63 10599.554),(64 10630.377),(65 10661.015),(66 10600.739),(67 10728.977),(68 10694.15),(69 10765.624),(70 10933.998),(71 10985.719),(72 11044.13),(73 11206.256),(74 11366.295),(75 11337.875),(76 11327.571),(77 11301.707),(78 11381.687),(79 11503.763),
(1 2807.184),(2 3966.1338),(3 4286.217),(4 4487.808),(5 4485.9204),(6 4751.0815),(7 4948.7344),(8 5161.877),(9 5307.893),(10 5355.928),(11 5380.3345),(12 5490.2417),(13 5351.058),(14 5370.817),(15 5631.2773),(16 5779.1353),(17 5817.746),(18 5790.0103),(19 5782.5254),(20 5959.022),(21 6203.2886),(22 6345.7505),(23 6317.36),(24 6381.443),(25 6536.224),(26 6573.71),(27 6787.4585),(28 6903.275),(29 6880.652),(30 6932.1885),(31 7162.4985),(32 7343.9146),(33 7465.3105),(34 7488.607),(35 7618.524),(36 7751.0703),(37 7825.6724),(38 7970.593),(39 8042.068),(40 8063.4634),(41 8174.701),(42 8203.922),(43 8372.044),(44 8523.34),(45 8533.56),(46 8661.654),(47 8769.736),(48 8955.88),(49 9035.418),(50 8989.616),(51 8975.629),(52 9001.612),(53 9113.296),(54 9131.813),(55 9206.211),(56 9250.444),(57 9265.051),(58 9324.298),(59 9384.029),(60 9300.537),(61 9342.225),(62 9427.553),(63 9618.747),(64 9676.825),(65 9672.857),(66 9711.873),(67 9774.274),(68 9769.87),(69 9780.672),(70 9792.761),(71 9961.495),(72 10061.637),(73 10154.717),(74 10220.477),(75 10347.472),(76 10176.908),(77 10221.554),(78 10228.363),(79 10282.695),
(1 2684.903),(2 3775.1477),(3 4070.3176),(4 4277.1987),(5 4342.347),(6 4550.8643),(7 4795.959),(8 4988.492),(9 5108.3315),(10 5121.354),(11 5162.035),(12 5187.01),(13 5071.929),(14 5144.9956),(15 5385.826),(16 5486.939),(17 5565.968),(18 5496.62),(19 5617.778),(20 5685.254),(21 5864.0317),(22 6037.16),(23 6118.488),(24 6115.4014),(25 6367.081),(26 6434.773),(27 6597.81),(28 6825.448),(29 6801.325),(30 6901.693),(31 7121.52),(32 7223.027),(33 7399.465),(34 7408.195),(35 7443.684),(36 7514.027),(37 7608.573),(38 7786.477),(39 7858.4663),(40 7901.886),(41 7896.2383),(42 7995.4736),(43 8196.752),(44 8174.52),(45 8291.854),(46 8378.324),(47 8425.181),(48 8582.506),(49 8613.234),(50 8697.24),(51 8738.381),(52 8659.775),(53 8832.003),(54 8817.075),(55 8909.671),(56 8921.994),(57 9054.828),(58 9116.593),(59 9204.479),(60 9196.797),(61 9214.917),(62 9311.639),(63 9469.172),(64 9549.235),(65 9500.724),(66 9536.945),(67 9651.87),(68 9619.839),(69 9790.144),(70 9687.913),(71 9756.998),(72 9948.465),(73 10043.216),(74 10062.104),(75 10065.475),(76 9989.894),(77 10081.106),(78 10133.708),(79 10220.179),
(1 2627.4094),(2 3722.8782),(3 3977.317),(4 4135.2495),(5 4231.2734),(6 4436.1104),(7 4672.505),(8 4859.037),(9 5020.0996),(10 5026.0566),(11 5146.8853),(12 5178.836),(13 5061.6978),(14 5140.8735),(15 5363.744),(16 5490.5757),(17 5540.671),(18 5509.6885),(19 5630.685),(20 5733.03),(21 5887.0024),(22 6047.616),(23 6232.3413),(24 6245.0835),(25 6422.2466),(26 6469.83),(27 6575.9707),(28 6827.864),(29 6840.1074),(30 6916.6216),(31 7151.7715),(32 7338.52),(33 7352.6235),(34 7383.834),(35 7447.5884),(36 7539.0674),(37 7768.101),(38 7848.8623),(39 7924.8823),(40 8017.113),(41 8052.3335),(42 8145.174),(43 8292.432),(44 8390.22),(45 8399.614),(46 8443.938),(47 8486.523),(48 8569.694),(49 8694.445),(50 8753.317),(51 8754.048),(52 8700.553),(53 8841.62),(54 8933.88),(55 9008.503),(56 9215.626),(57 9268.29),(58 9251.9795),(59 9300.098),(60 9291.377),(61 9307.908),(62 9372.489),(63 9471.145),(64 9620.596),(65 9615.268),(66 9673.234),(67 9630.627),(68 9618.63),(69 9684.714),(70 9790.359),(71 9778.253),(72 9894.489),(73 9970.144),(74 10134.59),(75 10296.577),(76 10108.862),(77 10052.163),(78 10109.186),(79 10073.629),
(1 2560.737),(2 3645.6538),(3 3946.254),(4 4038.278),(5 4115.8213),(6 4349.7744),(7 4584.4487),(8 4776.8447),(9 4807.4507),(10 4861.752),(11 4985.471),(12 4963.2793),(13 4866.336),(14 4950.621),(15 5171.6216),(16 5279.5474),(17 5309.262),(18 5262.425),(19 5328.942),(20 5436.481),(21 5540.707),(22 5709.757),(23 5853.0024),(24 5836.422),(25 5996.071),(26 6177.9937),(27 6339.549),(28 6507.2603),(29 6494.3994),(30 6501.8364),(31 6706.0137),(32 6943.6504),(33 6948.3354),(34 7059.382),(35 7159.115),(36 7319.8994),(37 7485.0337),(38 7526.7954),(39 7599.4106),(40 7713.7964),(41 7757.094),(42 7802.9336),(43 7955.271),(44 7964.762),(45 8072.374),(46 8141.4614),(47 8165.3916),(48 8249.688),(49 8284.822),(50 8455.722),(51 8529.966),(52 8524.147),(53 8472.678),(54 8607.321),(55 8759.484),(56 8863.158),(57 8830.489),(58 8820.657),(59 8889.526),(60 8873.463),(61 8912.827),(62 9084.09),(63 9148.743),(64 9221.643),(65 9235.701),(66 9239.056),(67 9361.885),(68 9269.123),(69 9282.234),(70 9326.226),(71 9368.627),(72 9408.142),(73 9572.618),(74 9635.533),(75 9699.402),(76 9663.278),(77 9668.022),(78 9761.043),(79 9806.468),
(1 2497.2078),(2 3452.1997),(3 3780.3557),(4 3806.69),(5 3930.0566),(6 4194.5435),(7 4363.77),(8 4523.132),(9 4567.7363),(10 4641.8296),(11 4784.82),(12 4801.156),(13 4652.034),(14 4706.6606),(15 4872.3867),(16 5072.3037),(17 5078.9688),(18 5083.5933),(19 5139.3965),(20 5276.6636),(21 5425.7983),(22 5564.972),(23 5718.0654),(24 5781.8945),(25 5912.995),(26 5959.625),(27 6190.5894),(28 6394.051),(29 6430.559),(30 6521.521),(31 6668.953),(32 6801.585),(33 6852.133),(34 6864.8203),(35 7009.346),(36 7147.1074),(37 7379.1157),(38 7418.7207),(39 7509.765),(40 7505.846),(41 7577.5127),(42 7676.314),(43 7859.0464),(44 7832.52),(45 7807.3306),(46 7976.3457),(47 8003.2104),(48 8044.809),(49 8083.623),(50 8134.0117),(51 8175.159),(52 8213.952),(53 8220.671),(54 8315.968),(55 8370.942),(56 8486.88),(57 8550.909),(58 8514.861),(59 8522.258),(60 8495.068),(61 8553.975),(62 8625.859),(63 8771.305),(64 8892.5205),(65 8831.077),(66 8921.318),(67 8913.247),(68 8938.25),(69 8971.55),(70 8980.227),(71 9065.38),(72 9058.737),(73 9087.77),(74 9279.533),(75 9301.654),(76 9262.781),(77 9276.531),(78 9301.948),(79 9390.997),
(1 2482.433),(2 3392.2756),(3 3708.002),(4 3822.4644),(5 3917.2634),(6 4218.208),(7 4420.7104),(8 4577.3613),(9 4619.029),(10 4685.448),(11 4868.2026),(12 4854.0874),(13 4750.445),(14 4794.508),(15 4979.2085),(16 5114.1997),(17 5143.0835),(18 5094.435),(19 5205.108),(20 5333.7188),(21 5509.5205),(22 5688.6963),(23 5767.6567),(24 5816.937),(25 5996.7407),(26 6013.001),(27 6060.238),(28 6316.516),(29 6315.556),(30 6405.686),(31 6610.3867),(32 6638.965),(33 6728.7363),(34 6879.138),(35 6923.3174),(36 7033.546),(37 7246.5117),(38 7293.5386),(39 7408.688),(40 7453.293),(41 7487.9624),(42 7512.6743),(43 7692.0347),(44 7763.9385),(45 7754.0283),(46 7884.065),(47 7876.5225),(48 7919.82),(49 7881.648),(50 7994.6953),(51 8088.3276),(52 8015.4946),(53 8108.2876),(54 8193.354),(55 8260.444),(56 8381.516),(57 8431.194),(58 8444.905),(59 8520.343),(60 8441.715),(61 8449.808),(62 8503.141),(63 8652.638),(64 8743.36),(65 8789.818),(66 8710.743),(67 8762.73),(68 8767.235),(69 8844.435),(70 8849.691),(71 8906.633),(72 9031.73),(73 9027.3),(74 9095.095),(75 9155.144),(76 9160.704),(77 9262.628),(78 9310.731),(79 9278.688),
(1 2396.9695),(2 3289.3054),(3 3558.8813),(4 3666.9055),(5 3682.6877),(6 3986.4116),(7 4157.04),(8 4329.5317),(9 4313.616),(10 4360.945),(11 4500.7397),(12 4538.1406),(13 4458.384),(14 4486.53),(15 4655.796),(16 4761.8926),(17 4832.8936),(18 4805.1963),(19 4854.1074),(20 4919.7075),(21 5055.7524),(22 5295.6777),(23 5258.4155),(24 5300.9116),(25 5493.606),(26 5651.1274),(27 5717.738),(28 5793.4326),(29 5879.491),(30 5979.8623),(31 6111.977),(32 6207.2764),(33 6311.7666),(34 6324.7144),(35 6400.985),(36 6486.3716),(37 6659.1406),(38 6720.4395),(39 6756.2993),(40 6865.3345),(41 6941.182),(42 7057.401),(43 7089.7593),(44 7199.9478),(45 7188.0977),(46 7332.1743),(47 7320.186),(48 7329.287),(49 7404.906),(50 7451.01),(51 7613.669),(52 7585.573),(53 7557.108),(54 7637.3677),(55 7674.685),(56 7800.1206),(57 7838.4185),(58 7859.919),(59 7900.001),(60 7880.287),(61 7926.4736),(62 7932.4956),(63 8047.5596),(64 8103.8413),(65 8159.54),(66 8174.475),(67 8223.736),(68 8238.36),(69 8179.2656),(70 8260.479),(71 8285.845),(72 8284.174),(73 8417.949),(74 8555.525),(75 8504.493),(76 8476.57),(77 8485.548),(78 8514.696),(79 8622.292),
(1 2384.0684),(2 3287.8206),(3 3542.1936),(4 3643.2905),(5 3652.2031),(6 3956.39),(7 4172.0874),(8 4294.584),(9 4297.38),(10 4350.577),(11 4491.1157),(12 4565.0317),(13 4535.136),(14 4508.739),(15 4726.6045),(16 4824.4487),(17 4886.09),(18 4921.8306),(19 4889.9443),(20 4990.1426),(21 5127.259),(22 5326.544),(23 5299.2637),(24 5325.8955),(25 5445.5146),(26 5548.6177),(27 5590.6816),(28 5580.846),(29 5681.183),(30 5802.9653),(31 5905.777),(32 5963.1074),(33 6086.3535),(34 6058.1504),(35 6082.544),(36 6310.599),(37 6346.719),(38 6431.261),(39 6497.4272),(40 6472.7485),(41 6523.2437),(42 6657.376),(43 6733.9707),(44 6794.654),(45 6823.6797),(46 6878.0806),(47 6897.4805),(48 6925.804),(49 7077.6973),(50 7064.3115),(51 7077.829),(52 7112.54),(53 7209.9614),(54 7199.4063),(55 7371.1074),(56 7405.499),(57 7376.596),(58 7466.9272),(59 7472.862),(60 7438.8755),(61 7477.528),(62 7558.1616),(63 7662.635),(64 7769.201),(65 7740.118),(66 7818.374),(67 7788.581),(68 7734.1323),(69 7749.404),(70 7678.7026),(71 7872.786),(72 7879.8604),(73 7927.964),(74 7980.3154),(75 7940.7563),(76 7906.7383),(77 7944.8604),(78 7933.792),(79 8027.9976),
(1 2277.7249),(2 3115.2144),(3 3378.0942),(4 3494.8403),(5 3458.0103),(6 3773.3005),(7 3981.4868),(8 4162.967),(9 4178.031),(10 4228.47),(11 4377.6377),(12 4354.0137),(13 4314.318),(14 4321.0474),(15 4545.65),(16 4599.893),(17 4566.9624),(18 4595.6934),(19 4584.96),(20 4665.773),(21 4740.165),(22 4919.424),(23 4963.104),(24 4946.873),(25 5136.1685),(26 5181.335),(27 5329.1294),(28 5353.7065),(29 5389.025),(30 5496.289),(31 5562.051),(32 5650.8022),(33 5792.858),(34 5800.199),(35 5780.8384),(36 5956.4253),(37 6070.6567),(38 6109.078),(39 6193.746),(40 6212.2773),(41 6263.9854),(42 6387.6807),(43 6501.6514),(44 6470.348),(45 6543.9478),(46 6586.411),(47 6695.9097),(48 6642.8345),(49 6721.6133),(50 6787.7773),(51 6818.79),(52 6895.111),(53 6949.359),(54 6929.459),(55 7022.8433),(56 7184.2886),(57 7179.373),(58 7208.26),(59 7151.8823),(60 7201.348),(61 7191.22),(62 7296.2744),(63 7470.4043),(64 7568.3413),(65 7563.78),(66 7609.7266),(67 7571.138),(68 7534.9575),(69 7577.743),(70 7486.687),(71 7546.2964),(72 7634.111),(73 7716.288),(74 7817.389),(75 7738.2695),(76 7723.6475),(77 7796.93),(78 7973.5166),(79 8020.8677),
(1 2270.248),(2 3042.0684),(3 3317.439),(4 3414.6917),(5 3378.075),(6 3664.3713),(7 3885.3079),(8 4056.9758),(9 4059.9966),(10 4092.325),(11 4216.573),(12 4255.4966),(13 4255.626),(14 4251.5337),(15 4421.145),(16 4431.1357),(17 4408.467),(18 4480.104),(19 4545.102),(20 4560.13),(21 4666.815),(22 4807.7646),(23 4906.388),(24 4927.252),(25 5034.4478),(26 5058.736),(27 5191.5254),(28 5310.0547),(29 5330.036),(30 5422.527),(31 5479.158),(32 5524.7856),(33 5690.5767),(34 5712.979),(35 5777.483),(36 5835.371),(37 5979.6343),(38 5972.494),(39 6131.847),(40 6115.242),(41 6202.193),(42 6288.7183),(43 6364.6416),(44 6323.44),(45 6421.065),(46 6489.8735),(47 6525.5684),(48 6556.697),(49 6592.683),(50 6667.654),(51 6636.621),(52 6608.4004),(53 6707.524),(54 6715.325),(55 6778.033),(56 6901.5815),(57 6898.4653),(58 6955.2124),(59 6939.631),(60 6888.7163),(61 6916.8447),(62 6962.321),(63 7035.058),(64 7122.3115),(65 7054.7456),(66 7081.287),(67 7119.0273),(68 7127.032),(69 7167.0166),(70 7155.7515),(71 7103.1914),(72 7165.031),(73 7204.8003),(74 7259.494),(75 7267.386),(76 7244.512),(77 7271.499),(78 7376.3516),(79 7429.932),
(1 2244.4053),(2 2970.1914),(3 3202.0732),(4 3348.5771),(5 3324.5544),(6 3579.5476),(7 3832.1099),(8 3955.0603),(9 3941.631),(10 3969.6912),(11 4103.3647),(12 4155.019),(13 4153.352),(14 4105.321),(15 4292.758),(16 4277.092),(17 4349.9995),(18 4470.6177),(19 4487.6167),(20 4484.9927),(21 4603.259),(22 4803.3726),(23 4839.077),(24 4897.318),(25 5020.7964),(26 5049.447),(27 5129.7354),(28 5218.2383),(29 5277.231),(30 5316.1323),(31 5398.2056),(32 5518.7173),(33 5603.3345),(34 5598.215),(35 5615.277),(36 5685.8325),(37 5726.0933),(38 5780.3794),(39 5871.684),(40 5888.435),(41 5978.0884),(42 6082.2935),(43 6103.8896),(44 6101.835),(45 6191.972),(46 6260.0796),(47 6336.138),(48 6374.5615),(49 6406.5547),(50 6407.8047),(51 6450.7075),(52 6444.653),(53 6473.9287),(54 6537.8745),(55 6623.105),(56 6730.645),(57 6725.9546),(58 6797.624),(59 6802.535),(60 6792.534),(61 6768.4307),(62 6814.443),(63 6968.5693),(64 7049.1616),(65 7005.247),(66 6971.4507),(67 6946.138),(68 6984.037),(69 6907.0728),(70 6907.784),(71 6934.316),(72 6979.631),(73 6993.6914),(74 7051.232),(75 7174.5576),(76 7155.713),(77 7166.4287),(78 7230.892),(79 7285.494),
(1 2189.826),(2 2921.4573),(3 3097.4568),(4 3247.5654),(5 3256.9556),(6 3505.062),(7 3721.5984),(8 3859.9692),(9 3864.3215),(10 3914.69),(11 3985.9004),(12 3947.6353),(13 4003.5005),(14 4026.886),(15 4156.01),(16 4186.469),(17 4232.366),(18 4354.458),(19 4348.0454),(20 4390.041),(21 4460.0254),(22 4684.3916),(23 4710.846),(24 4769.3027),(25 4928.915),(26 5001.87),(27 5090.83),(28 5151.581),(29 5205.5376),(30 5200.8247),(31 5281.3022),(32 5464.999),(33 5614.017),(34 5623.441),(35 5717.5127),(36 5774.1978),(37 5884.2495),(38 6000.6914),(39 6021.4824),(40 6066.9087),(41 6202.623),(42 6247.5),(43 6262.655),(44 6301.029),(45 6387.734),(46 6466.234),(47 6496.4536),(48 6583.2803),(49 6647.0874),(50 6623.559),(51 6682.273),(52 6722.0996),(53 6799.1924),(54 6802.7236),(55 6845.488),(56 6961.46),(57 6984.127),(58 6978.3896),(59 6973.5874),(60 7021.884),(61 7063.0396),(62 7076.224),(63 7159.934),(64 7305.04),(65 7285.025),(66 7288.626),(67 7271.018),(68 7283.643),(69 7330.8335),(70 7299.3936),(71 7340.6377),(72 7313.485),(73 7346.0835),(74 7395.8677),(75 7473.4907),(76 7428.503),(77 7382.145),(78 7431.465),(79 7497.9634),
(1 2151.6892),(2 2826.9294),(3 3020.9841),(4 3184.904),(5 3211.13),(6 3443.6584),(7 3629.8706),(8 3742.9595),(9 3713.9834),(10 3797.277),(11 3910.2754),(12 3884.998),(13 3951.7354),(14 4010.3801),(15 4089.0183),(16 4146.3677),(17 4245.7373),(18 4322.9946),(19 4381.924),(20 4352.953),(21 4391.7813),(22 4542.5215),(23 4638.749),(24 4707.8013),(25 4790.9507),(26 4800.568),(27 4927.054),(28 4961.8574),(29 5082.9824),(30 5107.8906),(31 5164.6436),(32 5293.767),(33 5375.267),(34 5360.76),(35 5480.5254),(36 5567.6973),(37 5561.1885),(38 5632.993),(39 5723.418),(40 5751.997),(41 5886.8345),(42 5938.9023),(43 5930.5215),(44 5933.895),(45 5990.275),(46 6062.7373),(47 6089.3237),(48 6092.1333),(49 6209.7046),(50 6222.8516),(51 6231.384),(52 6256.328),(53 6272.1685),(54 6305.398),(55 6412.3237),(56 6456.731),(57 6512.3765),(58 6526.1963),(59 6461.7324),(60 6441.965),(61 6463.175),(62 6518.416),(63 6575.0786),(64 6651.068),(65 6623.4287),(66 6604.4287),(67 6641.05),(68 6614.029),(69 6622.3164),(70 6591.675),(71 6605.3853),(72 6585.6704),(73 6645.8057),(74 6675.342),(75 6662.519),(76 6765.83),(77 6766.911),(78 6790.058),(79 6851.272),
(1 2104.1555),(2 2787.1262),(3 2962.1252),(4 3123.4346),(5 3155.7466),(6 3359.6985),(7 3569.425),(8 3682.8604),(9 3607.112),(10 3709.3645),(11 3821.851),(12 3801.5989),(13 3861.75),(14 3938.1895),(15 4063.7),(16 4069.887),(17 4068.3496),(18 4161.0493),(19 4232.0845),(20 4240.2705),(21 4336.0024),(22 4479.8086),(23 4578.8047),(24 4630.367),(25 4695.296),(26 4681.3496),(27 4809.999),(28 4842.4893),(29 4951.062),(30 5002.6494),(31 5059.348),(32 5092.527),(33 5230.553),(34 5237.3223),(35 5323.5454),(36 5464.9717),(37 5389.5713),(38 5481.2173),(39 5562.3423),(40 5652.5005),(41 5734.5),(42 5811.141),(43 5843.4355),(44 5782.634),(45 5855.126),(46 5902.8975),(47 6028.916),(48 6065.8735),(49 6085.844),(50 6088.3315),(51 6104.609),(52 6134.212),(53 6154.3926),(54 6183.3804),(55 6233.362),(56 6330.355),(57 6326.0103),(58 6402.3154),(59 6377.042),(60 6383.4883),(61 6383.901),(62 6487.2524),(63 6547.7),(64 6601.182),(65 6576.849),(66 6579.1),(67 6604.5596),(68 6602.023),(69 6577.148),(70 6620.6157),(71 6685.514),(72 6654.5454),(73 6730.0015),(74 6757.5596),(75 6771.862),(76 6809.586),(77 6828.1455),(78 6793.705),(79 6885.1484),
(1 2015.2231),(2 2657.8071),(3 2902.3242),(4 3057.7908),(5 3091.693),(6 3295.685),(7 3477.6643),(8 3594.6208),(9 3485.5435),(10 3605.198),(11 3716.1301),(12 3729.6138),(13 3767.0615),(14 3773.0728),(15 3956.013),(16 3900.4558),(17 3902.1555),(18 4036.237),(19 4052.8787),(20 4046.7463),(21 4175.4575),(22 4261.608),(23 4317.8203),(24 4480.444),(25 4576.89),(26 4530.9995),(27 4632.322),(28 4707.561),(29 4813.161),(30 4857.8994),(31 4887.91),(32 4985.1),(33 5155.994),(34 5269.286),(35 5220.6743),(36 5341.4004),(37 5376.2915),(38 5359.68),(39 5494.868),(40 5547.836),(41 5652.814),(42 5708.3955),(43 5732.073),(44 5765.9717),(45 5777.044),(46 5829.3047),(47 5890.7393),(48 5916.0415),(49 5965.1094),(50 6007.4375),(51 6016.7246),(52 6046.41),(53 6090.5283),(54 6205.089),(55 6210.965),(56 6258.4785),(57 6302.7188),(58 6277.9326),(59 6300.477),(60 6318.6504),(61 6314.0913),(62 6346.106),(63 6462.8833),(64 6511.944),(65 6549.084),(66 6523.7046),(67 6491.9673),(68 6464.02),(69 6472.5845),(70 6503.376),(71 6501.016),(72 6554.074),(73 6563.549),(74 6567.7515),(75 6616.4497),(76 6559.324),(77 6593.02),(78 6619.402),(79 6640.49),
(1 1955.9274),(2 2580.4163),(3 2807.179),(4 2975.1382),(5 3017.8926),(6 3213.651),(7 3363.7278),(8 3451.847),(9 3345.8604),(10 3489.102),(11 3652.847),(12 3615.2415),(13 3735.6436),(14 3729.151),(15 3834.736),(16 3844.719),(17 3833.0999),(18 4025.2927),(19 4073.1062),(20 4067.6243),(21 4186.4663),(22 4318.4194),(23 4324.1094),(24 4406.338),(25 4607.561),(26 4539.634),(27 4649.819),(28 4702.5547),(29 4810.889),(30 4840.666),(31 4847.4272),(32 4931.541),(33 5063.7837),(34 5095.31),(35 5095.008),(36 5193.194),(37 5232.252),(38 5278.18),(39 5323.076),(40 5401.8276),(41 5446.588),(42 5510.5874),(43 5542.855),(44 5541.773),(45 5646.5986),(46 5704.007),(47 5821.346),(48 5841.606),(49 5865.924),(50 5908.7383),(51 5927.177),(52 5994.0273),(53 5938.4165),(54 5973.892),(55 6066.9346),(56 6086.63),(57 6242.494),(58 6173.139),(59 6233.3193),(60 6175.533),(61 6237.793),(62 6274.5522),(63 6370.471),(64 6401.2817),(65 6432.421),(66 6395.397),(67 6402.5244),(68 6439.644),(69 6359.341),(70 6395.4204),(71 6378.905),(72 6431.111),(73 6513.2227),(74 6524.251),(75 6530.4277),(76 6542.8384),(77 6531.257),(78 6562.486),(79 6576.025),
