1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13912.488),(2 38476.418),(3 80534.33),(4 131528.73),(5 190333.75),(6 251524.05),(7 321239.72),(8 390023.97),(9 458951.63),(10 512203.9),(11 565689),(12 605275.56),(13 655740.75),(14 699691.56),(15 739067.25),(16 776095.25),(17 806072.2),(18 836497.3),(19 876425.5),(20 904392.8),(21 955757),(22 1008479.2),(23 1071150.8),(24 1129289),(25 1201192.5),(26 1283074.9),(27 1361233.1),(28 1454137.6),(29 1541096.5),(30 1626212),(31 1698804.1),(32 1777019.9),(33 1857691.4),(34 1909824.1),(35 1948071),(36 1982477),(37 2018528.9),(38 2070049),(39 2119930),(40 2189180.8),(41 2265143.3),(42 2355994.3),(43 2458635.3),(44 2556811.3),(45 2672496),(46 2778777.5),(47 2887075.3),(48 3004463.8),(49 3110384),(50 3209592.3),(51 3322729.3),(52 3454767.8),(53 3571553.3),(54 3678128.8),(55 3797792),(56 3938688),(57 4107888.3),(58 4262921.5),(59 4421085.5),(60 4565127.5),(61 4694815),(62 4814382.5),(63 4927547),(64 5048199.5),(65 5152193.5),(66 5278110.5),(67 5397560.5),(68 5506882.5),(69 5629526.5),(70 5736057.5),(71 5857501.5),(72 5954063.5),(73 6053629.5),(74 6160818.5),(75 6263424.5),(76 6416907.5),(77 6559513.5),(78 6702068),(79 6874746.5),
(1 117.79143),(2 136.3153),(3 145.83394),(4 150.21925),(5 157.0224),(6 157.08864),(7 158.31186),(8 161.70793),(9 165.36572),(10 164.31416),(11 165.44308),(12 168.02663),(13 166.84993),(14 168.04774),(15 171.92337),(16 169.59535),(17 171.65813),(18 172.03653),(19 171.42535),(20 172.65895),(21 173.4799),(22 173.94275),(23 173.87328),(24 173.07755),(25 171.1397),(26 172.05579),(27 174.1967),(28 176.02556),(29 176.27301),(30 175.42323),(31 177.20006),(32 178.04358),(33 179.93169),(34 178.31609),(35 178.69595),(36 179.55437),(37 179.55931),(38 182.76822),(39 182.43169),(40 182.3548),(41 183.48111),(42 184.63452),(43 181.70691),(44 182.48811),(45 180.46288),(46 182.2923),(47 182.15094),(48 181.13518),(49 181.41711),(50 181.71364),(51 183.40193),(52 183.01582),(53 183.57199),(54 185.91417),(55 183.89844),(56 182.12236),(57 186.20528),(58 183.67863),(59 182.76984),(60 182.81462),(61 182.70715),(62 182.76233),(63 183.24792),(64 184.71669),(65 184.16524),(66 188.45076),(67 186.87738),(68 183.4977),(69 184.82846),(70 187.5967),(71 186.93524),(72 187.07692),(73 187.0362),(74 187.0576),(75 184.94986),(76 187.78082),(77 188.55936),(78 188.00128),(79 188.526),
(1 116.70729),(2 135.41254),(3 147.31006),(4 152.79488),(5 157.22923),(6 159.50453),(7 162.3823),(8 163.57684),(9 162.45584),(10 163.37738),(11 164.67372),(12 168.39458),(13 171.10916),(14 169.72826),(15 171.70601),(16 171.71455),(17 173.94073),(18 172.50429),(19 172.77689),(20 173.23006),(21 172.56912),(22 172.85696),(23 173.11862),(24 171.56071),(25 172.39502),(26 173.7928),(27 174.20273),(28 174.64525),(29 174.48679),(30 181.11754),(31 177.54816),(32 177.42804),(33 179.94931),(34 180.70248),(35 180.75128),(36 181.328),(37 181.33981),(38 181.22124),(39 182.4897),(40 179.09937),(41 180.65965),(42 184.66562),(43 184.83954),(44 181.46953),(45 183.14061),(46 184.11908),(47 183.45181),(48 184.44876),(49 185.17033),(50 184.62929),(51 184.67455),(52 187.5848),(53 185.30383),(54 184.43372),(55 184.19212),(56 184.12585),(57 184.56464),(58 183.88435),(59 184.57126),(60 181.48772),(61 182.78096),(62 179.9444),(63 184.01541),(64 184.21861),(65 182.34125),(66 182.63809),(67 182.25781),(68 183.43251),(69 182.84935),(70 184.56248),(71 183.30318),(72 185.5506),(73 187.71031),(74 186.70709),(75 187.90254),(76 188.95079),(77 189.83792),(78 188.24925),(79 187.95187),
(1 114.328545),(2 134.99211),(3 144.71895),(4 147.94194),(5 150.12769),(6 153.16351),(7 155.79668),(8 155.62653),(9 157.6903),(10 158.62474),(11 158.90744),(12 161.60251),(13 163.22165),(14 164.62354),(15 166.24419),(16 165.39938),(17 167.43456),(18 166.65556),(19 168.33412),(20 166.55843),(21 168.00185),(22 167.73027),(23 169.78624),(24 169.63965),(25 168.39235),(26 169.73329),(27 171.06294),(28 171.8355),(29 172.14029),(30 171.50531),(31 171.54749),(32 171.3167),(33 170.19406),(34 172.58652),(35 171.96284),(36 172.00458),(37 173.55144),(38 175.93658),(39 177.00665),(40 174.62761),(41 174.58191),(42 175.80707),(43 174.42863),(44 176.32396),(45 176.06976),(46 177.6726),(47 177.37627),(48 178.17776),(49 176.73294),(50 178.00114),(51 178.47319),(52 177.62375),(53 175.5997),(54 177.12984),(55 177.4798),(56 176.41942),(57 176.50848),(58 178.20792),(59 176.34045),(60 175.65181),(61 175.27582),(62 175.87384),(63 177.8193),(64 177.86938),(65 177.78952),(66 178.0065),(67 177.6386),(68 176.92197),(69 178.44621),(70 181.0428),(71 179.97472),(72 180.30226),(73 179.26749),(74 181.49174),(75 181.7152),(76 181.80252),(77 179.92572),(78 181.31697),(79 181.1813),
(1 114.669044),(2 134.99852),(3 142.79329),(4 148.65622),(5 152.41553),(6 157.54045),(7 155.76619),(8 159.53947),(9 159.97781),(10 160.96246),(11 161.88445),(12 164.7486),(13 166.6247),(14 166.91772),(15 168.805),(16 166.5013),(17 167.24063),(18 168.77092),(19 167.26178),(20 166.60454),(21 167.30585),(22 166.351),(23 170.38646),(24 171.42752),(25 168.8),(26 168.36691),(27 168.7728),(28 170.1358),(29 173.61491),(30 173.7983),(31 173.8518),(32 173.93515),(33 173.68787),(34 173.85022),(35 172.69354),(36 174.89217),(37 175.66232),(38 176.713),(39 177.26117),(40 174.76671),(41 174.90714),(42 178.40718),(43 177.15955),(44 177.53204),(45 175.41408),(46 178.65523),(47 178.83792),(48 179.88838),(49 180.13751),(50 179.5987),(51 179.28091),(52 180.52211),(53 179.90216),(54 179.2122),(55 177.45029),(56 177.34904),(57 177.5628),(58 177.47194),(59 177.19783),(60 178.7049),(61 176.90982),(62 176.40417),(63 175.02205),(64 177.00961),(65 177.05573),(66 178.0013),(67 177.2779),(68 178.1852),(69 178.35968),(70 179.07123),(71 179.02567),(72 178.45258),(73 178.8108),(74 179.22955),(75 182.13744),(76 180.42189),(77 177.25998),(78 176.68729),(79 179.12114),
(1 112.720085),(2 132.00212),(3 139.23259),(4 143.6993),(5 148.40797),(6 149.81412),(7 150.4879),(8 153.43684),(9 152.64993),(10 157.50853),(11 158.76909),(12 158.78308),(13 159.70981),(14 159.94931),(15 161.64778),(16 161.44815),(17 163.55656),(18 162.0661),(19 161.39964),(20 161.38272),(21 162.7668),(22 163.23328),(23 164.50652),(24 164.59114),(25 162.05438),(26 164.03171),(27 163.49498),(28 161.95041),(29 166.47313),(30 162.1897),(31 164.97778),(32 163.62938),(33 166.23407),(34 166.4365),(35 167.19417),(36 168.62434),(37 169.43639),(38 169.89473),(39 171.75784),(40 167.82625),(41 168.51547),(42 170.52248),(43 170.83923),(44 171.94595),(45 169.66074),(46 173.18968),(47 171.95569),(48 172.64226),(49 173.58049),(50 173.78653),(51 173.50705),(52 174.19139),(53 172.59038),(54 174.46928),(55 172.3592),(56 173.36264),(57 172.05316),(58 170.40323),(59 173.46182),(60 172.33197),(61 171.78358),(62 174.41559),(63 172.1424),(64 172.61429),(65 173.89584),(66 172.35161),(67 175.0876),(68 175.82326),(69 173.36761),(70 175.36908),(71 174.5996),(72 177.87648),(73 178.06517),(74 179.23792),(75 178.18092),(76 177.26984),(77 176.84048),(78 179.87662),(79 181.20912),
(1 112.803474),(2 130.69255),(3 139.81706),(4 143.12265),(5 149.26138),(6 148.68163),(7 151.46391),(8 151.70262),(9 154.22737),(10 153.89496),(11 155.60095),(12 154.64145),(13 155.93808),(14 157.98927),(15 160.09198),(16 159.6039),(17 162.27783),(18 162.71649),(19 162.51976),(20 162.77808),(21 161.03827),(22 162.43686),(23 161.69534),(24 162.85219),(25 162.9562),(26 163.56088),(27 161.73096),(28 161.14043),(29 164.22554),(30 164.31244),(31 164.0424),(32 166.33754),(33 164.62202),(34 165.68411),(35 164.00862),(36 164.72734),(37 162.15862),(38 164.27478),(39 164.978),(40 164.8344),(41 165.73401),(42 167.49611),(43 167.44313),(44 169.24329),(45 168.47853),(46 170.67853),(47 167.82541),(48 167.02847),(49 169.67487),(50 168.15935),(51 168.42488),(52 168.90067),(53 167.7497),(54 169.57251),(55 169.17229),(56 169.24318),(57 169.86455),(58 168.7814),(59 168.45503),(60 169.7084),(61 168.23485),(62 169.0349),(63 167.75255),(64 167.55559),(65 167.11258),(66 170.38869),(67 168.56363),(68 167.59213),(69 167.93546),(70 170.46463),(71 172.13585),(72 172.87086),(73 173.99005),(74 173.22513),(75 171.84146),(76 171.8576),(77 173.39145),(78 174.08975),(79 173.61717),
(1 108.50309),(2 126.043),(3 135.90378),(4 141.39091),(5 145.74963),(6 146.7962),(7 149.2238),(8 147.847),(9 149.69093),(10 150.34007),(11 152.1978),(12 154.51505),(13 154.84569),(14 155.69302),(15 157.62558),(16 156.0099),(17 156.26749),(18 157.39964),(19 158.90654),(20 155.77533),(21 157.11853),(22 159.86255),(23 158.00739),(24 159.38911),(25 159.6361),(26 160.82639),(27 158.4901),(28 159.91377),(29 162.94594),(30 161.44638),(31 161.74992),(32 160.6246),(33 162.55998),(34 162.63106),(35 163.23694),(36 162.06537),(37 162.96036),(38 163.9485),(39 162.58107),(40 163.18568),(41 164.46297),(42 165.97781),(43 163.48183),(44 166.19626),(45 166.33899),(46 167.54594),(47 165.68431),(48 167.05663),(49 168.20596),(50 169.1843),(51 167.1326),(52 169.0679),(53 168.21666),(54 170.9976),(55 168.27223),(56 167.94675),(57 168.42993),(58 167.1393),(59 167.50215),(60 167.40172),(61 169.59494),(62 170.34451),(63 170.02278),(64 171.57881),(65 167.09247),(66 171.57697),(67 170.94943),(68 169.53712),(69 168.29488),(70 170.90793),(71 169.78659),(72 169.43652),(73 169.43341),(74 170.29994),(75 172.24066),(76 172.53369),(77 172.81992),(78 172.42715),(79 171.17613),
(1 107.563385),(2 125.27766),(3 131.02232),(4 135.91898),(5 139.475),(6 140.49385),(7 143.44402),(8 146.3507),(9 147.30011),(10 146.08305),(11 149.00189),(12 151.444),(13 152.77058),(14 151.65213),(15 152.28871),(16 151.44763),(17 153.47292),(18 153.40404),(19 152.79202),(20 153.28577),(21 152.6092),(22 154.69905),(23 155.44661),(24 155.23746),(25 154.17972),(26 153.11134),(27 154.74365),(28 159.18321),(29 158.82588),(30 157.163),(31 156.48645),(32 157.82295),(33 157.91692),(34 157.39955),(35 156.95384),(36 154.53108),(37 156.14758),(38 157.25038),(39 158.39978),(40 155.00525),(41 157.4102),(42 156.6153),(43 158.18793),(44 157.08612),(45 158.27582),(46 160.3735),(47 159.082),(48 159.83992),(49 159.07225),(50 158.7663),(51 161.5295),(52 161.4142),(53 160.57048),(54 163.45065),(55 161.22256),(56 160.71637),(57 160.66254),(58 160.34882),(59 160.49217),(60 158.92677),(61 160.80998),(62 162.09134),(63 159.30583),(64 161.28033),(65 161.9731),(66 158.92738),(67 160.84535),(68 161.05159),(69 161.21947),(70 161.5618),(71 162.31877),(72 161.80669),(73 163.78847),(74 164.78444),(75 164.08131),(76 165.05368),(77 164.43124),(78 163.90845),(79 163.73398),
(1 106.76913),(2 123.55706),(3 131.47552),(4 136.94614),(5 139.04224),(6 141.99109),(7 142.90494),(8 144.43372),(9 145.19427),(10 146.68498),(11 147.53798),(12 149.84938),(13 151.55336),(14 149.957),(15 151.75786),(16 149.76971),(17 152.90144),(18 154.09059),(19 153.62172),(20 155.26773),(21 156.43745),(22 155.47646),(23 155.36354),(24 155.00073),(25 155.10545),(26 155.02731),(27 154.65166),(28 157.59286),(29 158.09874),(30 157.38785),(31 158.70049),(32 158.44185),(33 157.21452),(34 157.08699),(35 157.15297),(36 156.94467),(37 158.28099),(38 159.5326),(39 160.66048),(40 158.49539),(41 159.59631),(42 158.74388),(43 158.23999),(44 159.498),(45 160.70004),(46 163.72935),(47 161.8898),(48 160.80759),(49 162.52092),(50 162.70065),(51 162.6612),(52 162.93953),(53 161.64978),(54 162.0143),(55 160.958),(56 160.73335),(57 161.39047),(58 161.9742),(59 160.708),(60 162.55663),(61 162.25604),(62 162.62985),(63 161.8751),(64 161.36537),(65 164.71584),(66 163.84715),(67 165.22147),(68 165.04094),(69 165.29646),(70 164.62917),(71 164.63805),(72 165.0702),(73 164.91737),(74 166.56117),(75 166.05447),(76 167.5843),(77 167.64209),(78 166.84663),(79 167.0503),
(1 104.4221),(2 120.543396),(3 128.97891),(4 131.2978),(5 136.19298),(6 138.72617),(7 139.08693),(8 141.82861),(9 145.37617),(10 144.99968),(11 147.08789),(12 149.27428),(13 149.35439),(14 149.8169),(15 151.88153),(16 149.74945),(17 150.67213),(18 152.47888),(19 150.68341),(20 150.96141),(21 151.83899),(22 153.92506),(23 152.86815),(24 153.75774),(25 154.29881),(26 154.42743),(27 154.17342),(28 155.05795),(29 153.34335),(30 154.09914),(31 156.66922),(32 156.81635),(33 155.7936),(34 156.47049),(35 156.03372),(36 157.71475),(37 156.951),(38 159.1226),(39 157.19992),(40 156.60893),(41 157.65973),(42 158.59378),(43 159.87166),(44 159.3989),(45 159.4317),(46 160.04353),(47 160.30275),(48 158.63765),(49 158.3368),(50 159.45387),(51 158.04932),(52 158.93489),(53 161.09464),(54 160.3108),(55 159.41866),(56 159.02342),(57 158.57002),(58 158.87312),(59 159.39418),(60 156.57024),(61 158.28578),(62 158.6879),(63 157.68073),(64 159.58159),(65 159.42537),(66 159.74562),(67 161.01263),(68 161.78065),(69 161.61942),(70 161.82904),(71 161.47734),(72 163.09789),(73 163.5035),(74 162.6376),(75 161.25676),(76 161.1887),(77 163.1667),(78 163.76083),(79 163.76854),
(1 100.92566),(2 117.95177),(3 126.70287),(4 130.25922),(5 134.95917),(6 137.52539),(7 138.8346),(8 140.89708),(9 142.47597),(10 144.31236),(11 144.76546),(12 147.00276),(13 146.3128),(14 146.5586),(15 147.00195),(16 147.88756),(17 147.72229),(18 149.51125),(19 149.02098),(20 150.40385),(21 150.25742),(22 151.6151),(23 151.22995),(24 151.26706),(25 150.7244),(26 152.82253),(27 152.98817),(28 151.4189),(29 154.45844),(30 152.40506),(31 151.76231),(32 153.06058),(33 153.927),(34 154.61526),(35 153.3709),(36 153.53902),(37 152.83887),(38 154.3035),(39 153.957),(40 154.56786),(41 153.83969),(42 155.37457),(43 154.16615),(44 159.05095),(45 157.53876),(46 159.82962),(47 157.87773),(48 159.63873),(49 159.17046),(50 159.30989),(51 158.58557),(52 159.232),(53 161.10867),(54 159.1837),(55 159.22246),(56 160.04202),(57 158.25415),(58 158.6897),(59 158.68927),(60 158.67282),(61 158.0406),(62 159.10028),(63 158.69647),(64 159.7739),(65 159.89722),(66 159.4808),(67 158.0769),(68 158.1816),(69 158.86218),(70 160.44763),(71 159.16446),(72 158.50691),(73 158.95274),(74 158.8695),(75 157.07611),(76 159.4779),(77 158.81456),(78 159.43268),(79 159.95653),
(1 103.1284),(2 117.0124),(3 125.91155),(4 129.06297),(5 136.66101),(6 138.5515),(7 139.81865),(8 140.44493),(9 141.19357),(10 143.49973),(11 143.9052),(12 145.01503),(13 148.80971),(14 149.45735),(15 148.28065),(16 147.9643),(17 149.12672),(18 148.13321),(19 150.76514),(20 149.85812),(21 148.78203),(22 149.29915),(23 150.70584),(24 150.5688),(25 149.06558),(26 150.24774),(27 150.2994),(28 150.44214),(29 150.23796),(30 150.08763),(31 150.64096),(32 150.54358),(33 151.35284),(34 151.41623),(35 150.98386),(36 152.52489),(37 151.49371),(38 154.8912),(39 154.01363),(40 154.13628),(41 153.3887),(42 152.86917),(43 154.53119),(44 155.14114),(45 155.69662),(46 155.76729),(47 155.2392),(48 156.52388),(49 155.63867),(50 155.00401),(51 154.51494),(52 154.59276),(53 156.55644),(54 155.44447),(55 155.47481),(56 155.23596),(57 156.9944),(58 156.69312),(59 156.7751),(60 156.61604),(61 155.32526),(62 157.88841),(63 154.13406),(64 154.60104),(65 153.98006),(66 155.32164),(67 156.1944),(68 158.16809),(69 156.53185),(70 156.8261),(71 156.44728),(72 160.19737),(73 157.0151),(74 158.09102),(75 156.32808),(76 160.133),(77 158.98149),(78 158.20996),(79 157.86856),
(1 97.86829),(2 114.32168),(3 121.75094),(4 126.023705),(5 130.25764),(6 132.84782),(7 134.25049),(8 135.45741),(9 136.88792),(10 138.57968),(11 139.09595),(12 140.55032),(13 141.30252),(14 144.37701),(15 144.21387),(16 144.30179),(17 145.3128),(18 145.30267),(19 142.9926),(20 145.08374),(21 146.19577),(22 146.05841),(23 146.64548),(24 145.4468),(25 145.497),(26 145.25789),(27 145.5577),(28 146.12257),(29 144.36324),(30 144.4945),(31 145.40187),(32 147.26198),(33 147.63318),(34 147.05383),(35 146.50525),(36 147.60207),(37 148.72865),(38 149.29315),(39 148.0063),(40 148.65723),(41 147.72578),(42 148.60228),(43 149.17563),(44 149.2892),(45 149.18968),(46 149.48236),(47 149.35168),(48 151.54915),(49 150.34607),(50 151.55392),(51 151.15756),(52 151.7431),(53 151.30966),(54 151.67807),(55 150.99579),(56 151.86818),(57 151.53844),(58 152.30524),(59 152.28622),(60 150.55653),(61 151.01508),(62 152.18468),(63 150.63838),(64 152.09818),(65 152.68205),(66 151.22354),(67 153.53981),(68 152.63713),(69 153.1069),(70 153.59814),(71 152.75604),(72 154.33214),(73 153.89813),(74 154.72491),(75 153.93108),(76 155.10925),(77 154.6918),(78 155.80833),(79 155.07841),
(1 96.97944),(2 113.37865),(3 119.84784),(4 123.010155),(5 127.74335),(6 130.07474),(7 130.60626),(8 132.48912),(9 133.8843),(10 136.05399),(11 136.7432),(12 137.4421),(13 138.01141),(14 140.36652),(15 140.44006),(16 139.29826),(17 140.6375),(18 140.88803),(19 140.59949),(20 140.08234),(21 140.67212),(22 141.23608),(23 139.036),(24 140.86557),(25 142.5576),(26 142.89957),(27 143.87283),(28 144.07016),(29 144.44328),(30 144.7173),(31 144.31793),(32 143.10448),(33 144.77467),(34 144.25307),(35 145.79564),(36 145.59679),(37 145.90128),(38 145.63248),(39 145.90433),(40 145.43158),(41 147.60143),(42 148.7514),(43 149.03343),(44 150.69281),(45 149.29115),(46 148.66963),(47 149.5241),(48 151.86047),(49 150.65788),(50 151.27507),(51 150.6448),(52 150.8569),(53 150.1616),(54 149.58662),(55 151.08006),(56 151.86987),(57 151.55225),(58 151.21861),(59 150.55342),(60 150.4957),(61 151.87975),(62 150.63086),(63 149.48474),(64 150.55553),(65 150.18658),(66 148.93044),(67 148.20293),(68 149.6249),(69 147.0627),(70 147.40851),(71 146.5787),(72 148.695),(73 151.11215),(74 150.71727),(75 151.00784),(76 150.16379),(77 149.47424),(78 149.98686),(79 148.90335),
(1 97.317345),(2 112.75341),(3 121.36386),(4 126.15863),(5 129.97372),(6 132.31534),(7 132.78638),(8 133.6266),(9 135.85844),(10 136.1571),(11 138.3612),(12 137.76367),(13 140.00185),(14 141.92068),(15 142.19862),(16 141.83612),(17 142.99956),(18 141.07729),(19 141.3735),(20 140.61505),(21 141.00462),(22 142.99025),(23 144.80936),(24 144.12022),(25 142.11537),(26 140.67393),(27 142.821),(28 144.99419),(29 144.7617),(30 145.6006),(31 145.27289),(32 144.30957),(33 145.54132),(34 144.8163),(35 148.32971),(36 146.33235),(37 145.44748),(38 145.61748),(39 145.81296),(40 143.84454),(41 146.09125),(42 147.0445),(43 145.75685),(44 145.03284),(45 145.07053),(46 145.64935),(47 147.75867),(48 147.40416),(49 147.71964),(50 149.23013),(51 148.28682),(52 148.80736),(53 148.77754),(54 148.66823),(55 146.77393),(56 147.11644),(57 149.26239),(58 147.6158),(59 148.27559),(60 148.12822),(61 147.46208),(62 149.51196),(63 148.53323),(64 149.99976),(65 148.49191),(66 149.54715),(67 147.38174),(68 148.95172),(69 150.1016),(70 150.93846),(71 153.03197),(72 151.7944),(73 150.72029),(74 150.69081),(75 150.0795),(76 149.4066),(77 151.21584),(78 152.51695),(79 150.80122),
(1 96.39065),(2 109.043594),(3 116.33203),(4 119.5546),(5 123.838974),(6 126.05794),(7 127.967834),(8 129.2124),(9 130.08162),(10 132.42592),(11 132.50066),(12 132.87178),(13 133.94623),(14 135.76328),(15 134.25179),(16 135.5832),(17 136.75209),(18 136.04527),(19 134.4035),(20 134.50128),(21 135.09505),(22 134.48375),(23 135.01431),(24 134.56718),(25 134.66502),(26 134.9989),(27 135.49142),(28 138.84413),(29 138.38158),(30 137.40356),(31 138.49266),(32 137.67287),(33 138.03717),(34 139.23521),(35 138.07858),(36 142.7002),(37 141.97037),(38 142.72043),(39 141.01746),(40 141.91075),(41 144.01727),(42 144.44537),(43 144.66963),(44 144.39359),(45 145.00911),(46 145.55759),(47 146.61209),(48 146.72063),(49 146.38435),(50 146.13293),(51 146.8351),(52 146.4329),(53 147.05331),(54 147.60057),(55 145.84795),(56 145.7034),(57 147.51793),(58 145.51926),(59 145.93323),(60 146.63925),(61 146.81273),(62 147.37393),(63 144.68518),(64 144.61115),(65 145.27855),(66 145.94188),(67 146.32484),(68 145.18216),(69 146.20294),(70 148.23059),(71 148.93068),(72 146.65517),(73 146.24551),(74 148.21846),(75 145.62793),(76 149.56407),(77 148.07344),(78 148.55312),(79 148.66548),
(1 94.21428),(2 109.24157),(3 116.17916),(4 122.10495),(5 124.85806),(6 125.25869),(7 127.63203),(8 129.08746),(9 131.52785),(10 131.0215),(11 132.44391),(12 132.71309),(13 134.2527),(14 135.31267),(15 134.84929),(16 135.22318),(17 136.0002),(18 135.9296),(19 134.39987),(20 136.13792),(21 134.39354),(22 137.04451),(23 138.02116),(24 136.40492),(25 136.38768),(26 135.82672),(27 136.41965),(28 135.7749),(29 138.71791),(30 139.10753),(31 138.47679),(32 138.35556),(33 140.68724),(34 140.17276),(35 140.39645),(36 141.02754),(37 141.74527),(38 141.86047),(39 141.25284),(40 143.05171),(41 142.61128),(42 143.35074),(43 143.58801),(44 143.76375),(45 144.3955),(46 144.43756),(47 145.22859),(48 145.48486),(49 147.23798),(50 147.00432),(51 145.34229),(52 145.96437),(53 146.26501),(54 146.57289),(55 147.5154),(56 146.4753),(57 144.86266),(58 143.5435),(59 145.77382),(60 145.55379),(61 146.06895),(62 146.30821),(63 146.68173),(64 147.37967),(65 147.14546),(66 146.52914),(67 149.12207),(68 147.76692),(69 148.34337),(70 150.96028),(71 149.65335),(72 149.93457),(73 150.71382),(74 149.42137),(75 147.53989),(76 147.66255),(77 147.854),(78 151.39142),(79 148.85844),
