1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 688492.75),(2 2322457),(3 4744998.5),(4 7871810.5),(5 11900239),(6 16652667),(7 21872144),(8 27006618),(9 32492214),(10 37692940),(11 42669196),(12 47563548),(13 52210224),(14 57099372),(15 62871012),(16 68491944),(17 74867480),(18 82594370),(19 90009410),(20 97468776),(21 105793340),(22 113452670),(23 122147960),(24 131576760),(25 139673870),(26 148933810),(27 159410160),(28 169228000),(29 180570500),(30 192227120),(31 202580910),(32 216274190),(33 231478400),(34 247377300),(35 266880720),(36 285754080),(37 307838620),(38 329065860),(39 354379940),(40 376887400),(41 402609800),(42 425157920),(43 446194660),(44 465846940),(45 488358370),(46 507879400),(47 527862530),(48 551171600),(49 573633600),(50 594573250),(51 616816960),(52 635465660),(53 653125570),(54 667211200),(55 682421500),(56 692784830),(57 700445630),(58 704744450),(59 705383000),(60 702490240),(61 695802700),(62 685281400),(63 671821100),(64 660455500),(65 649461060),(66 635205440),(67 617187260),(68 601275300),(69 582269400),(70 562093400),(71 541497150),(72 520569600),(73 500826020),(74 481589660),(75 463562600),(76 446459260),(77 431001000),(78 416696420),(79 404182940),
(1 14490.496),(2 15245.991),(3 14637.112),(4 15875.508),(5 17006.242),(6 16785.982),(7 17320.871),(8 18131.066),(9 17978.594),(10 18939.176),(11 19062.799),(12 19276.877),(13 18592.898),(14 18957.705),(15 18904.03),(16 19069.428),(17 19303.725),(18 19087.941),(19 19072.266),(20 18873.254),(21 18938.36),(22 19221.16),(23 19415.818),(24 19418.355),(25 19802.445),(26 19558.41),(27 19844.9),(28 20505.848),(29 20139.691),(30 20357.885),(31 20871.557),(32 21212.695),(33 21151.197),(34 21333.537),(35 21606.729),(36 21579.55),(37 21948.252),(38 22148.074),(39 21684.096),(40 21920.19),(41 22140.047),(42 22191.668),(43 21762.625),(44 21636.66),(45 21171.049),(46 21153.389),(47 21929.145),(48 21566.934),(49 21686.527),(50 21424.564),(51 21591.902),(52 21669.17),(53 21764.979),(54 22072.63),(55 22103.063),(56 21960.69),(57 22238.367),(58 22130.574),(59 22048.672),(60 22019.207),(61 21486.197),(62 21509.309),(63 21823.676),(64 21120.45),(65 21429.953),(66 21751.686),(67 20822.12),(68 20800.563),(69 21261.557),(70 21514.664),(71 20038.81),(72 21232.324),(73 20442.746),(74 19622.123),(75 20660.479),(76 20251.38),(77 19664.938),(78 20569.975),(79 19994.902),
(1 14164.773),(2 14838.07),(3 14120.415),(4 15565.094),(5 16383.43),(6 16558.395),(7 16891.77),(8 17569.912),(9 17372.117),(10 18099.957),(11 18788.643),(12 18541.375),(13 18280.223),(14 18476.543),(15 18129.602),(16 18388.645),(17 18638.537),(18 18343.686),(19 18583.436),(20 18521.936),(21 18499.586),(22 18636.51),(23 18756.824),(24 18471.61),(25 18746.178),(26 18577.527),(27 18942.709),(28 19331.418),(29 19046.318),(30 19672.344),(31 19750.338),(32 19939.37),(33 19883.063),(34 20402.334),(35 20380.992),(36 20637.395),(37 20948.074),(38 20840.748),(39 20869.041),(40 21109.336),(41 21179.707),(42 20770.277),(43 20728.406),(44 20857.428),(45 20555.094),(46 20659.906),(47 20956.615),(48 20660.406),(49 20390.873),(50 20200.14),(51 20463.871),(52 20550.36),(53 20607.982),(54 20675.723),(55 20391.67),(56 20491.855),(57 20655.527),(58 20234.318),(59 20397.77),(60 20179.727),(61 19455.223),(62 19827.213),(63 19784.152),(64 19175.127),(65 19670.28),(66 19791.766),(67 18881.512),(68 19040.87),(69 19559.945),(70 19878.77),(71 18519.719),(72 19462.512),(73 19025.58),(74 18244.396),(75 19093.592),(76 18588.973),(77 18266.758),(78 19221.678),(79 18433.99),
(1 13712.482),(2 14349.88),(3 13747.518),(4 15074.154),(5 15826.187),(6 15951.069),(7 16239.972),(8 16934.365),(9 16394.566),(10 17436.752),(11 17860.213),(12 17722.76),(13 17317.822),(14 17611.139),(15 17401.273),(16 17525.355),(17 18040.264),(18 17830.553),(19 18019.322),(20 17896.434),(21 17784.127),(22 18040.047),(23 18257.314),(24 18515.746),(25 18571.506),(26 18137.902),(27 18675.02),(28 19039.314),(29 19112.172),(30 19430.02),(31 19728.77),(32 19896.592),(33 20029.246),(34 20280.748),(35 20596.51),(36 20633.951),(37 20849.443),(38 20975.068),(39 20424.902),(40 20791.502),(41 20781.766),(42 20630.113),(43 20610.69),(44 20510.523),(45 20373.36),(46 19982.174),(47 20308.238),(48 20247.135),(49 20121.08),(50 19984.428),(51 20105.977),(52 20098.746),(53 20099.285),(54 20191.387),(55 20336.078),(56 20178.988),(57 20052.023),(58 20206.201),(59 20306.418),(60 20201.125),(61 19641.979),(62 19782.7),(63 19964.182),(64 19139.988),(65 19416.793),(66 19879.764),(67 18967.818),(68 19063.514),(69 19325.066),(70 19727.053),(71 18385.9),(72 19200.59),(73 19137.469),(74 18223.678),(75 19019.48),(76 18843.162),(77 17881.322),(78 19391.326),(79 18404.96),
(1 13599.495),(2 14399.571),(3 13901.831),(4 15114.862),(5 15663.24),(6 16134.227),(7 16228.586),(8 17069.91),(9 16621.502),(10 17208.969),(11 17707.834),(12 17535.838),(13 17047.242),(14 17112.637),(15 16772.268),(16 16896.844),(17 17531.232),(18 17407.227),(19 17403.916),(20 17220.592),(21 17254.693),(22 17396.516),(23 17705.574),(24 17526.867),(25 17917.205),(26 17822.994),(27 18014.994),(28 18444.959),(29 18280.914),(30 18469.04),(31 18888.908),(32 18996.059),(33 19033.008),(34 19249.074),(35 19485.285),(36 19763.885),(37 20115.498),(38 20127.113),(39 19853.426),(40 19803.238),(41 20005.434),(42 19997.89),(43 19785.973),(44 19739.25),(45 19372.256),(46 19587.836),(47 20062.908),(48 19868.893),(49 19933.709),(50 19729.848),(51 19934.518),(52 20143.098),(53 20433.385),(54 20339.152),(55 20057.258),(56 20383.941),(57 20176.748),(58 20081.049),(59 20319.527),(60 19924.531),(61 19290.766),(62 19702.361),(63 19859.758),(64 19372.371),(65 19355.871),(66 19619.125),(67 18816.68),(68 18841.615),(69 19043.719),(70 19522.408),(71 18176.094),(72 18735.805),(73 18729.328),(74 17854.586),(75 18368.422),(76 18505.824),(77 17543.707),(78 18941.965),(79 18221.33),
(1 12872.302),(2 13392.818),(3 13057.698),(4 14254.834),(5 14665.285),(6 14978.013),(7 15105.306),(8 15868.199),(9 15507.729),(10 16291.104),(11 16424.473),(12 16522.02),(13 16021.402),(14 16141.884),(15 16170.538),(16 16543.576),(17 16701.438),(18 16544.543),(19 16651.814),(20 16750.12),(21 16600.072),(22 16718.367),(23 17100.8),(24 16949.363),(25 17067.484),(26 17124.395),(27 17304.252),(28 17842.34),(29 17716.406),(30 17696.354),(31 17718.791),(32 18173.459),(33 18291.633),(34 18370.494),(35 18586.94),(36 18670.139),(37 18993.207),(38 18916.531),(39 18849.121),(40 19170.908),(41 19210.707),(42 19014.148),(43 19214.26),(44 19009.484),(45 18822.309),(46 18886.506),(47 19505.666),(48 19237.303),(49 19116.56),(50 19003.617),(51 18836.828),(52 19092.361),(53 19172.969),(54 19204.969),(55 19063.76),(56 19106.094),(57 18958.22),(58 19243.666),(59 19379.668),(60 19145.574),(61 18521.434),(62 18794.936),(63 18520.5),(64 17818.121),(65 18227.19),(66 18687.572),(67 17918.701),(68 17661.822),(69 17820.434),(70 18332.502),(71 17135.938),(72 17812.285),(73 17845.072),(74 17293.197),(75 17237.498),(76 17503.428),(77 16542.943),(78 17467.434),(79 17178.002),
(1 12579.6),(2 13233.831),(3 13128.333),(4 14111.97),(5 14450.625),(6 15206.624),(7 15276.348),(8 16070.898),(9 15890.775),(10 16246.819),(11 16807.676),(12 16657.053),(13 16226.548),(14 16252.995),(15 16170.942),(16 16433.006),(17 16507.914),(18 16513.242),(19 16639.633),(20 16520.578),(21 16615.307),(22 16554.715),(23 16941.588),(24 16664.232),(25 16992.15),(26 16946.434),(27 17209.398),(28 17543.188),(29 17489.71),(30 17526.215),(31 17620.092),(32 18144.025),(33 18157.361),(34 18281.107),(35 18339.63),(36 18764.654),(37 18897.986),(38 18967.42),(39 18763.578),(40 18460.992),(41 18646.021),(42 18520.307),(43 18533.633),(44 18275.033),(45 18366.545),(46 18430.754),(47 18591.03),(48 18371.984),(49 18423.164),(50 18291.922),(51 18371.512),(52 18411.158),(53 18273.596),(54 18544.111),(55 18157.81),(56 18694.598),(57 18262.158),(58 18096.39),(59 18320.137),(60 18066.797),(61 17619.129),(62 17869.139),(63 17788.873),(64 17526.824),(65 17627.135),(66 17737.066),(67 17082.625),(68 16905.65),(69 17004.209),(70 17466.152),(71 16496.053),(72 16664.377),(73 16910.969),(74 16452.906),(75 16685.43),(76 16764.662),(77 16190.561),(78 17093.783),(79 16826.049),
(1 12204.683),(2 12869.095),(3 12661.891),(4 13707.333),(5 13916.674),(6 14521.577),(7 14577.506),(8 15415.613),(9 15188.113),(10 15531.509),(11 15783.068),(12 15535.448),(13 15333.793),(14 15183.317),(15 15120.487),(16 15620.739),(17 15823.721),(18 15876.466),(19 16004.725),(20 15845.136),(21 15966.019),(22 16010.326),(23 16266.593),(24 16215.734),(25 16563.033),(26 16410.975),(27 16390.266),(28 16630.115),(29 16654.89),(30 16777.365),(31 16958.76),(32 17206.092),(33 17422.125),(34 17858.113),(35 17995.516),(36 17999.143),(37 18374.838),(38 18168.023),(39 18173.799),(40 18552.828),(41 18318.271),(42 18491.086),(43 18477.96),(44 18251.207),(45 18050.256),(46 18082.092),(47 18188.705),(48 18423.104),(49 18545.727),(50 18502.516),(51 18336.152),(52 18377.508),(53 18579.236),(54 18499.922),(55 18448.004),(56 18490.602),(57 18197.186),(58 18350.375),(59 18673.348),(60 18257.504),(61 17503.771),(62 17731.443),(63 17787.549),(64 17137.395),(65 17324.748),(66 17359.7),(67 16696.707),(68 16592.621),(69 16396.225),(70 16893.459),(71 15795.144),(72 16244.499),(73 16370.862),(74 15795.87),(75 16158.879),(76 16163.967),(77 15386.36),(78 16043.682),(79 15862.06),
(1 11978.582),(2 12402.917),(3 12389.824),(4 13317.159),(5 13652.8125),(6 14362.652),(7 14312.853),(8 14868.201),(9 14804.158),(10 15014.778),(11 15196.86),(12 15006.321),(13 14827.716),(14 14910.321),(15 14933.009),(16 15343.239),(17 15339.501),(18 15314.344),(19 15103.775),(20 15293.946),(21 15301.425),(22 15608.2),(23 15806.7705),(24 15871.846),(25 16208.262),(26 16104.519),(27 16208.372),(28 16748.201),(29 16579.953),(30 16792.658),(31 16953.04),(32 17190.928),(33 17300.99),(34 17368.852),(35 17542.41),(36 17511.346),(37 17771.666),(38 17674.717),(39 17911.623),(40 17888.154),(41 17697.412),(42 17884.17),(43 17603.17),(44 17700.213),(45 17968.697),(46 18067.928),(47 18151.684),(48 17828.74),(49 17980.912),(50 17655.783),(51 17345.96),(52 17607.584),(53 17477.143),(54 17434.97),(55 17765.23),(56 17561.97),(57 17360.922),(58 17431.758),(59 17431.578),(60 17242.139),(61 16680.908),(62 16993.863),(63 16929.127),(64 16405.268),(65 16699.785),(66 16829.402),(67 16157.834),(68 16147.4375),(69 15725.872),(70 16353.2),(71 15555.092),(72 15837.233),(73 16174.693),(74 15672.649),(75 15745.5625),(76 15852.369),(77 15153.652),(78 15701.017),(79 15871.861),
(1 11838.518),(2 12203.683),(3 12128.267),(4 13112.71),(5 13412.732),(6 14173.71),(7 13915.001),(8 14593.127),(9 14332.168),(10 14688.748),(11 14867.375),(12 14584.593),(13 14559.213),(14 14490.695),(15 14692.761),(16 15041.639),(17 14783.139),(18 14833.208),(19 14886.406),(20 15133.363),(21 15178.289),(22 15177.092),(23 15656.433),(24 15617.384),(25 15809.355),(26 15818.318),(27 15796.283),(28 16095.1045),(29 15975.207),(30 16153.473),(31 16089.582),(32 16552.64),(33 16679.322),(34 16906.928),(35 17159.654),(36 17156.768),(37 17143.709),(38 17149.17),(39 17148.064),(40 16887.842),(41 16888.27),(42 16918.348),(43 17008.31),(44 16853.832),(45 16931.217),(46 16857.166),(47 16749.018),(48 17092.486),(49 16871.16),(50 16811.932),(51 16962.498),(52 16835.97),(53 16868.178),(54 16880.773),(55 17139.934),(56 16851.016),(57 16652.373),(58 16678.064),(59 16823.547),(60 16670.871),(61 16126.46),(62 16248.498),(63 16440.195),(64 16105.346),(65 15975.687),(66 16101.531),(67 15467.335),(68 15820.914),(69 15549.031),(70 16065.324),(71 15468.813),(72 15586.694),(73 15804.712),(74 15329.924),(75 15485.2295),(76 15638.134),(77 15280.114),(78 15449.873),(79 15623.775),
(1 11076.018),(2 11345.951),(3 11493.362),(4 12288.758),(5 12453.935),(6 13378.337),(7 13215.945),(8 13379.987),(9 13518.905),(10 13640.882),(11 13898.768),(12 13467.043),(13 13564.715),(14 13600.416),(15 13676.945),(16 14031.346),(17 13869.306),(18 13858.104),(19 14046.788),(20 14120.428),(21 14187.482),(22 14127.048),(23 14571.352),(24 14804.799),(25 14869.185),(26 14802.19),(27 14744.781),(28 15170.808),(29 15197.839),(30 15427.281),(31 15584.706),(32 15835.798),(33 15927.906),(34 16186.493),(35 16219.983),(36 16106.77),(37 16541.844),(38 16604.652),(39 16581.498),(40 16664.11),(41 16566.111),(42 16548.51),(43 16676.918),(44 16491.857),(45 16844.943),(46 16791.922),(47 16799.691),(48 16951.078),(49 16655.867),(50 16466.1),(51 16341.861),(52 16515.71),(53 16482.178),(54 16364.881),(55 16399.27),(56 16430.586),(57 16210.932),(58 16314.39),(59 16118.242),(60 16133.303),(61 15710.967),(62 15873.214),(63 15722.735),(64 15481.799),(65 15527.286),(66 15641.397),(67 15178.485),(68 15415.806),(69 14759.769),(70 15263.046),(71 14983.6045),(72 14819.228),(73 15181.237),(74 14691.6045),(75 14781.766),(76 14801.37),(77 14726.676),(78 15035.237),(79 15155.006),
(1 11176.266),(2 11482.443),(3 11463.461),(4 12608.655),(5 12745.6875),(6 13531.417),(7 13366.231),(8 13740.168),(9 13849.847),(10 13930.35),(11 14077.931),(12 13860.796),(13 13916.419),(14 14001.606),(15 14078.754),(16 14424.546),(17 13987.239),(18 14092.309),(19 14279.086),(20 14060.693),(21 14178.536),(22 14258.683),(23 14724.968),(24 14608.993),(25 14937.495),(26 14716.754),(27 14823.919),(28 15127.304),(29 15143.626),(30 15145.851),(31 15398.016),(32 15735.08),(33 16008.063),(34 16096.323),(35 16183.677),(36 16477.8),(37 16650.012),(38 16638.262),(39 16594.713),(40 16501.006),(41 16647.514),(42 16584.578),(43 16689.967),(44 16792.523),(45 17205.701),(46 16911.29),(47 16932.098),(48 16954.92),(49 16935.875),(50 16711.846),(51 16902.953),(52 16953.625),(53 16869.377),(54 16828.16),(55 16789.45),(56 16799.086),(57 16469.877),(58 16556.125),(59 16420.629),(60 16437.703),(61 15861.754),(62 16005.71),(63 15991.9795),(64 15571.88),(65 15443.761),(66 15674.894),(67 15115.795),(68 15387.076),(69 15096.924),(70 15669.899),(71 15578.651),(72 15164.403),(73 15510.653),(74 15085.648),(75 15391.339),(76 15240.354),(77 15104.559),(78 15159.852),(79 15412.518),
(1 10530.196),(2 10893.543),(3 10898.984),(4 11907.041),(5 11947.474),(6 12692.007),(7 12599.017),(8 12788.549),(9 12976.738),(10 12998.257),(11 13331.257),(12 13261.597),(13 13205.221),(14 13287.723),(15 13211.438),(16 13752.628),(17 13453.703),(18 13673.563),(19 13707.96),(20 13564.874),(21 13750.031),(22 13883.41),(23 14210.865),(24 14202),(25 14242.3955),(26 14331.788),(27 14483.349),(28 14739.165),(29 14746.072),(30 14814.085),(31 15237.101),(32 15498.009),(33 15323.265),(34 15621.096),(35 15683.183),(36 15635.732),(37 15740.815),(38 15645.903),(39 15685.034),(40 15840.129),(41 15694.376),(42 15598.886),(43 15697.312),(44 15788.424),(45 15969.265),(46 15754.218),(47 15738.491),(48 15849.379),(49 15491.976),(50 15552.231),(51 15561.464),(52 15437.817),(53 15377.174),(54 15249.747),(55 15313.834),(56 15297.324),(57 15083.201),(58 14945.104),(59 15015.981),(60 15026.975),(61 14634.414),(62 14660.807),(63 14399.9795),(64 14216.155),(65 14313.412),(66 14284.456),(67 14004.833),(68 14362.822),(69 13956.612),(70 14275.217),(71 14276.6455),(72 13870.68),(73 14336.715),(74 13856.601),(75 14251.009),(76 13935.703),(77 14086.454),(78 14150.076),(79 14617.208),
(1 10475.69),(2 10839.566),(3 10856.812),(4 11837.492),(5 11826.695),(6 12319.682),(7 12572.163),(8 12676.133),(9 12960.035),(10 12792.141),(11 13089.106),(12 12836.14),(13 12972.343),(14 13172.961),(15 12889.41),(16 13535.993),(17 13058.778),(18 13261.025),(19 13505.506),(20 13397.692),(21 13601.714),(22 13701.732),(23 13815.376),(24 14124.045),(25 14214.021),(26 14275.901),(27 14338.085),(28 14590.918),(29 14708.035),(30 14748.443),(31 14932.79),(32 15120.543),(33 15391.163),(34 15389.514),(35 15402.153),(36 15520.583),(37 15804.425),(38 15681.303),(39 15738.964),(40 15775.141),(41 15639.538),(42 15645.499),(43 16044.25),(44 15985.717),(45 16111.489),(46 16206.133),(47 16218.653),(48 16066.002),(49 15916.317),(50 15744.033),(51 15815.473),(52 15732.05),(53 16110.334),(54 15776.87),(55 15841.801),(56 15890.324),(57 15744.372),(58 15579.515),(59 15535.367),(60 15634.241),(61 15202.356),(62 15356.913),(63 15471.499),(64 15087.415),(65 15122.008),(66 15283.107),(67 14728.542),(68 15108.633),(69 14750.812),(70 14728.707),(71 15031.047),(72 14505.934),(73 14858.11),(74 14364.772),(75 14709.009),(76 14391.53),(77 14789.074),(78 14659.78),(79 14952.528),
(1 10242.012),(2 10598.287),(3 10801.897),(4 11761.222),(5 11599.313),(6 12185.6045),(7 12298.476),(8 12546.047),(9 12864.404),(10 12640.513),(11 13070.987),(12 12817.429),(13 12877.766),(14 13039.274),(15 12560.457),(16 13094.284),(17 12916.32),(18 13138.937),(19 13167.603),(20 12898.005),(21 13137.608),(22 13188.2295),(23 13365.943),(24 13575.337),(25 13476.522),(26 13437.6875),(27 13600.879),(28 13788.829),(29 13849.383),(30 13995.544),(31 14172.107),(32 14310.376),(33 14529.782),(34 14621.529),(35 14790.622),(36 15078.166),(37 15132.756),(38 14927.737),(39 14999.35),(40 14998.373),(41 14731.635),(42 14820.784),(43 14899.311),(44 15098.377),(45 15264.093),(46 15034.457),(47 15190.355),(48 15156.005),(49 14896.009),(50 15107.6455),(51 15077.715),(52 15053.96),(53 15043.852),(54 14908.905),(55 15009.6455),(56 14803.252),(57 14878.266),(58 14943.353),(59 14888.464),(60 14799.194),(61 14361.577),(62 14499.879),(63 14570.103),(64 14293.607),(65 14382.269),(66 14427.496),(67 14221.871),(68 14444.744),(69 14220.001),(70 14123.696),(71 14304.179),(72 13607.598),(73 14081.406),(74 13564.973),(75 14171.241),(76 13693.947),(77 13996.248),(78 13861.695),(79 14090.135),
(1 10090.299),(2 10447.634),(3 10549.098),(4 11134.092),(5 11215.771),(6 11689.668),(7 11741.8955),(8 11868.902),(9 12417.238),(10 12177.477),(11 12643.679),(12 12459.88),(13 12324.147),(14 12559.236),(15 12231.392),(16 12807.506),(17 12591.363),(18 12709.419),(19 12906.41),(20 12485.974),(21 12758.403),(22 12820.838),(23 12993.019),(24 13214.776),(25 13343.833),(26 13248.91),(27 13167.879),(28 13549.036),(29 13614.405),(30 13863.154),(31 14042.764),(32 14189.909),(33 14201.941),(34 14482.471),(35 14405.68),(36 14575.991),(37 14716.996),(38 14731.139),(39 14833.983),(40 14801.854),(41 14539.143),(42 14654.595),(43 14598.931),(44 14976.785),(45 14974.78),(46 14718.631),(47 14818.534),(48 14735.807),(49 14558.082),(50 14664.47),(51 14627.173),(52 14759.654),(53 14798.144),(54 14601.904),(55 14683.268),(56 14458.587),(57 14208.091),(58 14424.883),(59 14346.333),(60 14302.295),(61 13974.869),(62 14376.064),(63 14310.386),(64 13945.871),(65 14081.324),(66 13946.758),(67 13748.15),(68 13992.469),(69 13784.318),(70 13587.594),(71 14023.417),(72 13154.725),(73 13886.311),(74 13197.758),(75 13892.552),(76 13474.868),(77 13872.871),(78 13799.0625),(79 13967.054),
(1 10124.864),(2 10193.974),(3 10502.488),(4 11089.602),(5 11101.831),(6 11525.59),(7 11854.357),(8 11815.309),(9 12395.621),(10 12137.036),(11 12652.726),(12 12381.276),(13 12262.438),(14 12460.427),(15 12218.263),(16 12517.797),(17 12268.324),(18 12480.018),(19 12719.862),(20 12356.962),(21 12822.327),(22 12872.211),(23 12749.057),(24 12796.455),(25 13024.338),(26 13099.286),(27 13111.506),(28 13354.527),(29 13429.57),(30 13593.338),(31 13781.037),(32 13914.891),(33 13799.776),(34 14023.128),(35 14130.873),(36 14263.342),(37 14400.259),(38 14354.965),(39 14546.459),(40 14305.543),(41 14276.211),(42 14412.773),(43 14625.346),(44 14763.142),(45 14915.958),(46 14615.538),(47 14673.527),(48 14545.695),(49 14405.727),(50 14738.444),(51 14485.6455),(52 14647.805),(53 14642.259),(54 14575.9795),(55 14466.039),(56 14622.634),(57 14575.061),(58 14584.293),(59 14575.805),(60 14294.901),(61 14144.793),(62 14389.92),(63 14528.48),(64 14098.485),(65 14180.711),(66 14208.959),(67 13971.727),(68 14161.922),(69 14019.964),(70 13726.518),(71 14388.487),(72 13113.065),(73 13937.762),(74 13216.689),(75 14071.41),(76 13513.008),(77 13641.768),(78 13640.778),(79 13521.547),
(1 9718.469),(2 9829.021),(3 10087.894),(4 10376.451),(5 10558.346),(6 10887.522),(7 11051.652),(8 11057.188),(9 11620.186),(10 11344.594),(11 11832.139),(12 11663.029),(13 11780.7),(14 12020.45),(15 11689.371),(16 12095.843),(17 11978.999),(18 12070.641),(19 12332.433),(20 11924.044),(21 12371.449),(22 12310.95),(23 12311.002),(24 12630.816),(25 12664.209),(26 12690.672),(27 12810.778),(28 12798.834),(29 13026.123),(30 13108.156),(31 13162.446),(32 13482.271),(33 13613.834),(34 13649.043),(35 13770.302),(36 14055.132),(37 14048.736),(38 13974.863),(39 13928.622),(40 13924.74),(41 13958.609),(42 13966.95),(43 13967.907),(44 14160.587),(45 14058.661),(46 13842.107),(47 13996.34),(48 13877.126),(49 13781.123),(50 13862.407),(51 13692.991),(52 13707.717),(53 13798.653),(54 13629.951),(55 13670.149),(56 13361.833),(57 13207.726),(58 13430.734),(59 13317.96),(60 13417.364),(61 13219.611),(62 13431.633),(63 13517.679),(64 13098.3955),(65 13254.558),(66 13326.117),(67 13020.477),(68 13286.917),(69 13366.804),(70 12908.149),(71 13685.843),(72 12487.999),(73 13274.029),(74 12661.114),(75 13647.818),(76 13001.133),(77 13157.123),(78 13119.967),(79 13166.461),
(1 9496.135),(2 9667.036),(3 9803.38),(4 10220.062),(5 10459.768),(6 10824.909),(7 10895.25),(8 10859.929),(9 11571.298),(10 11107.801),(11 11583.969),(12 11443.736),(13 11318.813),(14 11333.616),(15 11023.428),(16 11461.69),(17 11493.112),(18 11430.569),(19 11704.284),(20 11373.796),(21 11601.943),(22 11685.155),(23 11737.994),(24 12063.703),(25 12177.422),(26 11980.845),(27 12037.943),(28 12344.5205),(29 12495.172),(30 12628.436),(31 12664.662),(32 12661.724),(33 12891.423),(34 12970.449),(35 13109.979),(36 13280.535),(37 13480.107),(38 13379.93),(39 13263.27),(40 13282.777),(41 13268.747),(42 13393.424),(43 13471.132),(44 13556.535),(45 13621.687),(46 13271.872),(47 13475.756),(48 13119.482),(49 13020.331),(50 13060.973),(51 13054.394),(52 13125.6875),(53 12970.317),(54 12982.318),(55 12992.989),(56 12840.83),(57 12787.434),(58 12774.286),(59 12776.385),(60 12813.378),(61 12538.315),(62 12644.985),(63 12794.61),(64 12577.758),(65 12613.656),(66 12602.655),(67 12624.068),(68 12486.418),(69 12772.061),(70 12165.511),(71 12849.953),(72 11777.334),(73 12705.159),(74 11976.182),(75 13031.984),(76 12382.6455),(77 12560.796),(78 12585.603),(79 12539.419),
