1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 804108),(2 2892562),(3 6133662.5),(4 10046876),(5 14117093),(6 18094128),(7 21990826),(8 25542960),(9 28313320),(10 30673066),(11 33013278),(12 35473940),(13 38249610),(14 41123020),(15 44353764),(16 48406720),(17 53351440),(18 59329040),(19 66023628),(20 73757740),(21 80886090),(22 88410320),(23 97156540),(24 105422940),(25 114157770),(26 123730456),(27 133150710),(28 142803060),(29 152946740),(30 162443920),(31 171832300),(32 181821940),(33 191080690),(34 200745340),(35 211291310),(36 221594940),(37 231903020),(38 242151680),(39 252250800),(40 263303300),(41 273194460),(42 283043840),(43 293087000),(44 302560670),(45 311903360),(46 320959460),(47 329783580),(48 338242620),(49 346423460),(50 354178430),(51 361809300),(52 368758370),(53 376030300),(54 383257600),(55 390236770),(56 397532900),(57 405235500),(58 413850880),(59 423216900),(60 433607260),(61 444843520),(62 455737250),(63 466978530),(64 478323170),(65 490807200),(66 503275260),(67 514690800),(68 526736500),(69 539343400),(70 551147260),(71 560338240),(72 569314900),(73 576660540),(74 582574140),(75 587249300),(76 590135040),(77 591917100),(78 592153000),(79 590582460),
(1 48285.277),(2 82202.02),(3 101939.65),(4 94484.1),(5 90417.52),(6 97046.586),(7 103715.28),(8 104038.46),(9 102613.734),(10 106260.17),(11 110413.81),(12 118428.54),(13 123124.22),(14 120307.586),(15 114408.17),(16 120878.41),(17 128699.2),(18 128633.13),(19 130054.88),(20 134711.3),(21 138597.25),(22 142155.27),(23 147819.4),(24 151506.28),(25 153161.66),(26 154973.5),(27 158300.22),(28 161795.2),(29 164816.02),(30 165426.42),(31 167876.75),(32 166594.2),(33 170412.36),(34 172179.75),(35 173884.66),(36 177221.44),(37 179584.38),(38 180324.36),(39 185219.28),(40 187784.88),(41 189820.67),(42 186788.47),(43 184776.98),(44 187083.02),(45 192395.7),(46 196617.92),(47 197924.22),(48 198107.47),(49 197150.94),(50 203596.7),(51 205722.31),(52 209429.67),(53 206328.38),(54 208673.44),(55 209607.6),(56 213860.39),(57 215869.27),(58 219871.63),(59 220190.28),(60 223640.03),(61 222960.6),(62 225698.27),(63 225192.08),(64 226639.4),(65 226516.81),(66 228881.73),(67 229812.22),(68 232732.05),(69 232268.6),(70 237024.52),(71 239715.4),(72 241933.78),(73 240485.61),(74 236348.4),(75 237512.34),(76 240118.02),(77 238724.2),(78 238498.17),(79 235846.34),
(1 46176.457),(2 79845.5),(3 97805.875),(4 91095.375),(5 85995.02),(6 92495.95),(7 98067.93),(8 98740.57),(9 97863.36),(10 100189),(11 103906.234),(12 112549.664),(13 115610.695),(14 113373.95),(15 111211.99),(16 116633.1),(17 120180.016),(18 120782.46),(19 124882.7),(20 128708.61),(21 131676.47),(22 133538.84),(23 137343.7),(24 140430.14),(25 142660.03),(26 145333.88),(27 147991.63),(28 151046.05),(29 153406.73),(30 155281.1),(31 156471.92),(32 157965.16),(33 160827),(34 161355.3),(35 165306.92),(36 167421.56),(37 166775.44),(38 169114.89),(39 171524.39),(40 173549.2),(41 173498.83),(42 171254.28),(43 171968.28),(44 174281.4),(45 179058.4),(46 185462.72),(47 184778.48),(48 186773.17),(49 187116.39),(50 191062.17),(51 191491.02),(52 196559.95),(53 195567.97),(54 196050.56),(55 198326.08),(56 203141.14),(57 207541.47),(58 208138.2),(59 208733.67),(60 211122.75),(61 210671.16),(62 213761.73),(63 214031.81),(64 219314.45),(65 220335.2),(66 219899.95),(67 220964.14),(68 222777.2),(69 223032.86),(70 223337.89),(71 225639.19),(72 228984.22),(73 227574.61),(74 225252.98),(75 225676.67),(76 225899.67),(77 227526.31),(78 228338.44),(79 226986.7),
(1 46210.39),(2 83105.02),(3 99925.88),(4 90962.555),(5 84569.77),(6 91914.45),(7 98476.56),(8 100020.88),(9 99820.8),(10 102263.77),(11 106579.195),(12 114799.77),(13 118153.36),(14 116060.72),(15 114408.914),(16 117781.164),(17 121529.234),(18 123074.02),(19 126407.33),(20 131192.17),(21 132079.92),(22 132699.58),(23 136667.2),(24 139599.22),(25 143098.14),(26 145655.77),(27 149530.86),(28 151466.42),(29 154575.67),(30 157407.36),(31 158113.88),(32 160503.69),(33 163070.75),(34 163839.36),(35 168990.23),(36 167919.9),(37 168892.78),(38 171547.1),(39 174697.94),(40 176388.48),(41 177197.72),(42 176814),(43 178195.11),(44 179944.16),(45 184319.97),(46 187778.02),(47 190392.89),(48 191128.77),(49 189635.47),(50 193397.05),(51 198455),(52 199594.78),(53 200081.81),(54 201576.13),(55 202047.61),(56 203865.69),(57 209894.25),(58 212552.63),(59 209914.88),(60 210496.97),(61 213160.83),(62 216606.02),(63 215710.34),(64 219296.25),(65 219729),(66 217642.53),(67 218748.44),(68 222474.22),(69 221349.03),(70 223494.97),(71 226670.63),(72 227319.94),(73 226132.66),(74 224123.47),(75 222299.94),(76 222774.53),(77 223076.56),(78 224550.72),(79 223493.56),
(1 43373.703),(2 77976.125),(3 92237.5),(4 83202.5),(5 78386.33),(6 86720.96),(7 92024.445),(8 94125.95),(9 94411.1),(10 95841.664),(11 100977.57),(12 108842.02),(13 111710.34),(14 110954.016),(15 109351.914),(16 111345.41),(17 115034.03),(18 116709.64),(19 120660.516),(20 122827.21),(21 122939.24),(22 126736.36),(23 128855.51),(24 130654.625),(25 134242.83),(26 136151.58),(27 139168.86),(28 142755.47),(29 146699.2),(30 147381.94),(31 149450.78),(32 152252.47),(33 152720.88),(34 156627.56),(35 158183.38),(36 158731.67),(37 158986.53),(38 159309.8),(39 162176.39),(40 163330.47),(41 167809.86),(42 169523.11),(43 172607.53),(44 172373.34),(45 177498.3),(46 178182.58),(47 183284.3),(48 184577.22),(49 184343.02),(50 185543.52),(51 186854.45),(52 192128.66),(53 191237.42),(54 191032.97),(55 191853.39),(56 196646.81),(57 201111.19),(58 203871.97),(59 202240.95),(60 203015.66),(61 203151.58),(62 206133.47),(63 206826.8),(64 208531.83),(65 205935.48),(66 203661.61),(67 206498.66),(68 207670.61),(69 205353.02),(70 207120.98),(71 210651.06),(72 210355.4),(73 209871.47),(74 207371.55),(75 207077.83),(76 207975.25),(77 208328.8),(78 208520.05),(79 208694.45),
(1 44098.195),(2 79647.39),(3 93119.08),(4 84201.59),(5 79258.28),(6 86716.164),(7 92521.33),(8 94853.87),(9 95812.68),(10 98494.16),(11 102745.35),(12 109741.65),(13 114247.26),(14 112358.65),(15 108973.29),(16 111599.695),(17 114380.6),(18 117078.25),(19 120317.3),(20 120053.766),(21 122031.96),(22 125579.36),(23 127630.75),(24 130671.67),(25 133488.31),(26 137702.23),(27 139973.97),(28 144667.9),(29 145413.44),(30 145495.94),(31 149653.53),(32 151119.95),(33 153343.02),(34 155651.48),(35 157105.47),(36 158463.6),(37 160453.69),(38 161053.52),(39 162914),(40 165749.3),(41 169373.78),(42 170005.7),(43 173249.05),(44 173881.27),(45 177477.53),(46 180674.02),(47 183690.61),(48 184189.27),(49 179081.72),(50 184399.17),(51 186379.7),(52 191368.72),(53 190973.61),(54 189182.83),(55 190676.78),(56 194540.31),(57 196574.19),(58 196877.63),(59 195213.34),(60 198751.11),(61 198311.3),(62 197982.58),(63 199433.34),(64 202268.63),(65 199017.75),(66 199830.36),(67 199974.16),(68 202527.19),(69 202414.9),(70 203459.3),(71 205093.4),(72 206085.94),(73 205555.16),(74 202357.63),(75 201015.6),(76 202069.4),(77 202108.55),(78 204874.55),(79 203693.19),
(1 41245.75),(2 73561.56),(3 85440.71),(4 77450.56),(5 73535.9),(6 79879.414),(7 84894.98),(8 89987.02),(9 92115.04),(10 92032.55),(11 94886.766),(12 102264.48),(13 107220.37),(14 106539.086),(15 104663.41),(16 106314.734),(17 108234.77),(18 109640.164),(19 111374.8),(20 112926.99),(21 115102.78),(22 115794.5),(23 118779.26),(24 122590.016),(25 125460.016),(26 126386.14),(27 129480.39),(28 131114.16),(29 131235.55),(30 135001.78),(31 137032.2),(32 139961.97),(33 140100.16),(34 142327.67),(35 143262.4),(36 147586.56),(37 146484.3),(38 147190.64),(39 150383.84),(40 150575.69),(41 152519.36),(42 157463.45),(43 157975.53),(44 161604.94),(45 161951.95),(46 165139.28),(47 165893.67),(48 167579.98),(49 165791.16),(50 167865.63),(51 167693.81),(52 170139.84),(53 171375.22),(54 171987.97),(55 172691.25),(56 176075.05),(57 179435.17),(58 180737.17),(59 181168.11),(60 181472.58),(61 180200.61),(62 180626.78),(63 182112.45),(64 184481.16),(65 180974.23),(66 180422.77),(67 180901.58),(68 181767.03),(69 182160.75),(70 183923.67),(71 186599.34),(72 188845.95),(73 187910.55),(74 185931.86),(75 183982.25),(76 186319),(77 190064.08),(78 191216.45),(79 191351.61),
(1 41142.875),(2 74587.75),(3 86669.11),(4 78225.945),(5 73829.28),(6 79666.93),(7 85728.69),(8 91595.55),(9 93216.164),(10 92630.2),(11 94466.766),(12 102786.8),(13 108531.805),(14 108840.734),(15 107139.164),(16 106427.234),(17 107384.64),(18 110147.945),(19 116068.55),(20 118975.445),(21 118290.586),(22 119280.25),(23 122971.27),(24 128361.05),(25 130362.375),(26 131571.94),(27 134792.86),(28 135991.9),(29 137469.28),(30 140255.1),(31 143382.53),(32 145711.13),(33 146375.1),(34 149237.83),(35 153271.17),(36 156290.19),(37 156976.13),(38 159277.88),(39 161551.83),(40 162808.89),(41 166887.5),(42 171835.89),(43 174261),(44 175035.8),(45 174601.67),(46 178543.08),(47 181221.25),(48 183627.86),(49 182557.13),(50 182366.22),(51 183279.77),(52 189798.38),(53 188018.47),(54 188792.73),(55 189084.11),(56 188487.7),(57 191451.14),(58 193665.7),(59 195329.06),(60 195077.7),(61 194728.61),(62 194041.42),(63 193740.45),(64 194374.64),(65 190986.5),(66 190270.19),(67 189210.23),(68 192237.39),(69 192694.42),(70 194441.02),(71 196381.53),(72 197979.42),(73 196834.58),(74 193054.2),(75 193273.31),(76 194930.98),(77 196727.55),(78 198297.6),(79 197742.5),
(1 39515.703),(2 71061.53),(3 82530.23),(4 73217.805),(5 69963.74),(6 78016.53),(7 84914.75),(8 89792.95),(9 89487.695),(10 89024.46),(11 90969.06),(12 97672.305),(13 102323.74),(14 103039.86),(15 101092.234),(16 100566.18),(17 100864.12),(18 104513.81),(19 109842.75),(20 110222.805),(21 110678.59),(22 112148.3),(23 115974.38),(24 119754.5),(25 120113.914),(26 121242.59),(27 123925.97),(28 124377.266),(29 126173.06),(30 129910.1),(31 133108.47),(32 133946.03),(33 136855.64),(34 140108.92),(35 144124.17),(36 147835.19),(37 148621.13),(38 150902.02),(39 154074.6),(40 154694.39),(41 161069.38),(42 163296.77),(43 165765.77),(44 166095.3),(45 168584.5),(46 169654.3),(47 173640.81),(48 174978.48),(49 171808.28),(50 174418.52),(51 175688.47),(52 180658.1),(53 180087.4),(54 178114.47),(55 178561.13),(56 179738.97),(57 181753.27),(58 182771.02),(59 183916.73),(60 184860.28),(61 184101.05),(62 182874.1),(63 184943.47),(64 184569.22),(65 182330.31),(66 181192.31),(67 182428.61),(68 182164.64),(69 181025.06),(70 182900.11),(71 184515.55),(72 186785.16),(73 185603.69),(74 182266.45),(75 182459.13),(76 183031.61),(77 185128.08),(78 185249.88),(79 187245.48),
(1 37515.316),(2 68270.49),(3 78475.71),(4 69745.41),(5 67077.74),(6 74288.195),(7 80860.78),(8 86483.86),(9 85665.28),(10 82602.305),(11 83854.4),(12 90942.95),(13 96101.14),(14 97086.17),(15 96173.18),(16 95490.484),(17 95756.13),(18 98683.36),(19 102971.55),(20 104581.45),(21 105410.86),(22 108224.414),(23 112000.33),(24 114360.12),(25 115342.34),(26 117653.484),(27 119958.09),(28 120535.32),(29 123185.38),(30 126813.5),(31 128410.36),(32 132078.7),(33 133577.77),(34 138390.67),(35 141706.55),(36 144266.31),(37 144963.84),(38 148764.72),(39 151431.23),(40 155580.11),(41 160162.14),(42 161331.45),(43 162010.61),(44 163720.03),(45 166401.2),(46 168550.86),(47 170655.48),(48 170999.44),(49 170189.19),(50 172209.08),(51 174071.73),(52 175048.78),(53 175656.19),(54 175719.94),(55 175606.45),(56 173908.95),(57 175936.1),(58 176765),(59 178069.2),(60 179283.1),(61 177335.6),(62 175577.69),(63 176006.3),(64 174992.03),(65 172192.39),(66 172514.63),(67 172474.66),(68 171463.14),(69 171498.45),(70 173145.95),(71 174668.53),(72 176083.28),(73 177932.45),(74 173939.52),(75 172331.28),(76 173753.53),(77 174578.78),(78 175921.16),(79 178911.02),
(1 37828.06),(2 70686.09),(3 80291.766),(4 70074.24),(5 67070.74),(6 75185.086),(7 84081.85),(8 88185.66),(9 85896.78),(10 82291.43),(11 84046.08),(12 90851.805),(13 95819.22),(14 96963.08),(15 97605.44),(16 98325.94),(17 97020.13),(18 98847.43),(19 103331.45),(20 105562.9),(21 105818.62),(22 107826.08),(23 110666.26),(24 112166.6),(25 113230.836),(26 115360.06),(27 115610.33),(28 116273.914),(29 120921.65),(30 121355.164),(31 124550.65),(32 128399.05),(33 128439.41),(34 132326.27),(35 134436.89),(36 134776.56),(37 136558.56),(38 140181.81),(39 145036.6),(40 146472.95),(41 148267.88),(42 147780.5),(43 151171.14),(44 151494.44),(45 154410.06),(46 155558.28),(47 156856.06),(48 158899.7),(49 158027.3),(50 159781.72),(51 160312.69),(52 161801.22),(53 162638.83),(54 162819.7),(55 162515.83),(56 162689.64),(57 164436.4),(58 166667.17),(59 166302.25),(60 166587.94),(61 164259.52),(62 161154.27),(63 161035.42),(64 161577.92),(65 160435.31),(66 160432.86),(67 159773.48),(68 158556.39),(69 158811.53),(70 160706.08),(71 162802.1),(72 165525.6),(73 164557.08),(74 161341.67),(75 161628.33),(76 161624.67),(77 162263.2),(78 164381.67),(79 165398.31),
(1 35118.11),(2 65131.863),(3 73134.836),(4 63170.707),(5 61061.26),(6 69176.69),(7 77104.234),(8 79901.35),(9 78324.97),(10 75310.71),(11 77726.66),(12 83747.18),(13 86997.41),(14 88924.28),(15 90989.96),(16 89416.164),(17 86701.64),(18 90619.13),(19 95284.62),(20 97426.01),(21 97179),(22 97763.266),(23 102175.22),(24 103077.87),(25 105377.66),(26 107302.17),(27 107497.2),(28 109757.1),(29 113591.96),(30 114147.32),(31 118470.86),(32 119717.66),(33 121864.99),(34 123633.086),(35 125847.86),(36 126528.72),(37 128632.74),(38 132271.8),(39 134027.77),(40 135943.27),(41 140014.67),(42 138840.6),(43 142367.56),(44 141680.66),(45 144400.33),(46 147037.19),(47 146516.97),(48 148346.34),(49 145942.36),(50 147197.97),(51 148447.72),(52 150922.2),(53 151181.23),(54 151473.67),(55 151979.67),(56 151864.78),(57 153007.95),(58 153924.75),(59 153689.81),(60 154821.31),(61 152370.98),(62 150855.34),(63 152230.98),(64 154506.92),(65 153200.8),(66 154662.47),(67 155054.2),(68 155029.94),(69 153665.31),(70 156378.02),(71 159739.53),(72 160762.6),(73 159861.52),(74 159016.33),(75 158604.28),(76 157580.28),(77 158400.28),(78 159113.8),(79 161352.05),
(1 35407.89),(2 67308.47),(3 73589.445),(4 64182.71),(5 61972.17),(6 69678.734),(7 77395.945),(8 80241.47),(9 78485.53),(10 74585.125),(11 75194.4),(12 79758.805),(13 84683.35),(14 88377.92),(15 89706.27),(16 88166.89),(17 87327.95),(18 92022.88),(19 96966.74),(20 98329.35),(21 96152.84),(22 97314.77),(23 101702.51),(24 102913.266),(25 105040.625),(26 106410.32),(27 108581.375),(28 111607.13),(29 112996.14),(30 116248.48),(31 119563.04),(32 120100.98),(33 122332.31),(34 125383.86),(35 127507.875),(36 127877.586),(37 130934.12),(38 131645.92),(39 133483.48),(40 136909.38),(41 138338.95),(42 140106.19),(43 139261.69),(44 140983.47),(45 143280.88),(46 146265.42),(47 146894.19),(48 146320.53),(49 146213),(50 147805.2),(51 148565.28),(52 151056.48),(53 150839.97),(54 150089.7),(55 153136.98),(56 153831.72),(57 154592.19),(58 152983.56),(59 153722.1),(60 155847.42),(61 150887.63),(62 148723.86),(63 151825.7),(64 153344.83),(65 152215.56),(66 152760.61),(67 152805.63),(68 151528.28),(69 152285.81),(70 153939.92),(71 156690.14),(72 159522.38),(73 158876.22),(74 158222.25),(75 155486.88),(76 156324.66),(77 155450.83),(78 155747.95),(79 158994.16),
(1 34511.117),(2 66217.65),(3 72254.83),(4 62705.66),(5 60092.6),(6 67850.19),(7 75318.09),(8 79315.91),(9 78557.875),(10 75122.14),(11 74971.58),(12 79682.15),(13 84927.02),(14 86892.695),(15 87811.664),(16 87077.805),(17 86066.39),(18 89976.92),(19 94233.266),(20 96234.266),(21 94964.53),(22 96785.8),(23 99844.55),(24 102767.766),(25 104938.35),(26 106137.04),(27 109254.266),(28 111372.21),(29 113307.22),(30 114906.09),(31 117130.45),(32 117752),(33 119409.56),(34 123881.945),(35 126252.4),(36 128473.46),(37 129958.98),(38 128969.2),(39 131527),(40 134695.55),(41 137850.06),(42 137090.06),(43 137841.28),(44 137940.08),(45 141450.56),(46 142192.88),(47 143183.4),(48 143664.53),(49 143328.2),(50 144334.22),(51 146783.7),(52 147573.64),(53 147873.6),(54 148580.83),(55 150820.13),(56 150845.73),(57 150484.42),(58 150250.9),(59 151506.19),(60 152090.06),(61 148406.3),(62 148053.75),(63 151399.33),(64 153468.56),(65 151349.61),(66 153917.69),(67 153409.44),(68 153240.47),(69 153690.17),(70 153224.98),(71 156849.22),(72 159015.98),(73 159708.55),(74 156523.94),(75 155449.9),(76 155384.25),(77 155004.44),(78 155262.4),(79 158574.36),
(1 32523.424),(2 62446.984),(3 68996.805),(4 59894.773),(5 57293.957),(6 64623.48),(7 70793.29),(8 73888.76),(9 73724.51),(10 71192.11),(11 70747.086),(12 74417.52),(13 79038.36),(14 82209.266),(15 85981.64),(16 85857.445),(17 86037.77),(18 90044.86),(19 95063.234),(20 96431.414),(21 96277.875),(22 98097.22),(23 100843.77),(24 103511.56),(25 105194.32),(26 107739.94),(27 109999.97),(28 112432.016),(29 115027.75),(30 116871.63),(31 119618.766),(32 120978.055),(33 124978.234),(34 128667.4),(35 132786.23),(36 134290.22),(37 133254.33),(38 133037.5),(39 135471.11),(40 137745.56),(41 140685.67),(42 140111.47),(43 139613.25),(44 140401.66),(45 142824.64),(46 143592.31),(47 142951.63),(48 144371.81),(49 144343.28),(50 144602.83),(51 145687.83),(52 145543.7),(53 145361.36),(54 147202.36),(55 147196.06),(56 145739.23),(57 146426.86),(58 146765.06),(59 146429.14),(60 146094.98),(61 144916.44),(62 143700.1),(63 145936.38),(64 148767.56),(65 148405.13),(66 148724.94),(67 148702.72),(68 148956.77),(69 149534.1),(70 148478.44),(71 151789.39),(72 155966.38),(73 154633.6),(74 154069.77),(75 153048.83),(76 156332.44),(77 157172.53),(78 157600.94),(79 160993.2),
(1 32144.031),(2 62270.383),(3 68770.92),(4 60467.617),(5 58409.285),(6 63925.96),(7 68550.234),(8 71921.39),(9 72780),(10 71222.19),(11 71257.98),(12 73691.484),(13 77303.3),(14 81455.15),(15 83928.61),(16 83663.555),(17 84081.57),(18 87893.51),(19 91180.57),(20 92222.805),(21 91871.53),(22 93105.22),(23 96057.555),(24 98045.7),(25 100584.055),(26 104311.08),(27 105935.74),(28 108424.695),(29 109018.016),(30 111249.46),(31 113276.9),(32 115604.86),(33 118249.23),(34 120552),(35 124540.97),(36 123900.61),(37 122483.29),(38 123017.78),(39 126126.445),(40 126787.87),(41 128485.39),(42 128369.39),(43 128845.54),(44 129556.84),(45 129900.87),(46 132588.38),(47 133510.25),(48 134550.98),(49 132999.56),(50 134769.47),(51 135775.11),(52 136942.38),(53 136955.31),(54 137052.55),(55 137486.3),(56 136406.31),(57 137559.56),(58 136927.19),(59 136292.27),(60 136967.89),(61 135453.95),(62 134570.8),(63 138342.58),(64 141118.16),(65 139332.77),(66 141091.02),(67 140999.63),(68 140885.2),(69 139077.75),(70 138833.72),(71 142497.92),(72 145531.56),(73 145489.64),(74 142855.08),(75 144681.14),(76 145050.88),(77 146873.47),(78 147178.94),(79 148439.55),
(1 30354.613),(2 58069.406),(3 63587.38),(4 55907.723),(5 55681.71),(6 60623.87),(7 63925.582),(8 67410.69),(9 69735.2),(10 68511.484),(11 67823.984),(12 70240.29),(13 73236.64),(14 77079.88),(15 80006.914),(16 80637.08),(17 82766.87),(18 86362.97),(19 88664.91),(20 90640.07),(21 89647.17),(22 91840.65),(23 93716.54),(24 96110.27),(25 98634.32),(26 101519.65),(27 103602.41),(28 104966.836),(29 106200.36),(30 108657.82),(31 110904.71),(32 113137.87),(33 115177.19),(34 119032.58),(35 120419.35),(36 118145.73),(37 118725.51),(38 120137.125),(39 121914.375),(40 123111.65),(41 123464.555),(42 122958.4),(43 123255.56),(44 123484.3),(45 124393.19),(46 124769.17),(47 126855.07),(48 127281.78),(49 127105.33),(50 128599.52),(51 129512.45),(52 131167.83),(53 130325.7),(54 131018.16),(55 131026.59),(56 131726.03),(57 133500.6),(58 131680.7),(59 133506.78),(60 134891.9),(61 134133.64),(62 132280.3),(63 134708.8),(64 138033.44),(65 136414.81),(66 137613.3),(67 139146.39),(68 139615.81),(69 138891.53),(70 139085.48),(71 142784.72),(72 145574.02),(73 146109.22),(74 145885.28),(75 146657.03),(76 147091.53),(77 150754.34),(78 150424.27),(79 151335.1),
(1 29892.473),(2 57915.492),(3 62731.4),(4 55000.887),(5 55423.207),(6 60748.4),(7 63233.7),(8 66265.375),(9 68237.805),(10 67941.305),(11 68239.164),(12 70110.95),(13 73022.586),(14 75520.47),(15 77619.195),(16 78458.48),(17 79312.586),(18 81709.53),(19 85225.42),(20 85996.21),(21 86641.91),(22 87773.08),(23 89169),(24 91498.695),(25 94869.36),(26 98896.76),(27 100204.086),(28 100872.45),(29 101598.92),(30 105032.99),(31 107791.01),(32 108999.11),(33 112031.02),(34 113806.36),(35 114508.82),(36 113432.49),(37 115445.984),(38 116789.86),(39 117441.55),(40 118224.695),(41 119677.56),(42 119921.14),(43 121412.73),(44 120518.164),(45 121000.914),(46 124286.89),(47 125409.58),(48 124968.18),(49 125141.73),(50 125716.97),(51 127522.984),(52 127926.58),(53 127672.38),(54 127189.09),(55 127769.48),(56 128858.36),(57 129312.766),(58 129313.49),(59 130258.086),(60 131106.34),(61 129425.26),(62 128241.29),(63 131870.7),(64 132355.45),(65 131494.44),(66 132583.44),(67 132889.13),(68 132960.06),(69 131544.95),(70 132700.33),(71 135301.52),(72 138589.95),(73 140880.17),(74 141102.56),(75 141065.81),(76 141367.33),(77 143152.28),(78 144142.8),(79 145071.28),
(1 28656.336),(2 56301.234),(3 60238.7),(4 52649.652),(5 53418.867),(6 58363.69),(7 60036.652),(8 62751.332),(9 66202.695),(10 67212.61),(11 66546.14),(12 67645.66),(13 70741.18),(14 73380.95),(15 75633.89),(16 77397.77),(17 78654.51),(18 82366.9),(19 84807.836),(20 86160.6),(21 86807.62),(22 88686.07),(23 91248.72),(24 93065.26),(25 96949.17),(26 98393.66),(27 100785.42),(28 100837.03),(29 103563.73),(30 106101.59),(31 108404.7),(32 110814.95),(33 112304.12),(34 112757.88),(35 114551.516),(36 115994.33),(37 117128.58),(38 117511.01),(39 117709.02),(40 117836.47),(41 119464.25),(42 121846.99),(43 120204.93),(44 119319.23),(45 119437.98),(46 121430.25),(47 122340.41),(48 122830.195),(49 124043.18),(50 125132.25),(51 125444.18),(52 126436.72),(53 124809.01),(54 125050.445),(55 126399.22),(56 128178.29),(57 128851.164),(58 128316.93),(59 129309.266),(60 129641.84),(61 129127.92),(62 127373.02),(63 129125.54),(64 131211),(65 131301.55),(66 131571.34),(67 131997.48),(68 131367.89),(69 131794.33),(70 132522.95),(71 135993.39),(72 138140.08),(73 140827.81),(74 140625.39),(75 140911.75),(76 142532.36),(77 144196.63),(78 144261.92),(79 144707.5),
