1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 140023.63),(2 412909.75),(3 879992.2),(4 1410987.4),(5 2101296.8),(6 2736349.3),(7 3481004.8),(8 4196453.5),(9 5052018),(10 5842146),(11 6721536),(12 7547444),(13 8470875),(14 9274825),(15 10231351),(16 11063889),(17 11993848),(18 12834764),(19 13705401),(20 14511744),(21 15405236),(22 16224680),(23 17189586),(24 17872590),(25 18682750),(26 19339662),(27 20211034),(28 20925634),(29 21863784),(30 22563584),(31 23446158),(32 24070656),(33 25004670),(34 25734250),(35 26806870),(36 27881970),(37 29142442),(38 30333360),(39 31744170),(40 33101776),(41 34696430),(42 36219372),(43 38112904),(44 39794468),(45 41483090),(46 42989190),(47 44435956),(48 45768240),(49 47237948),(50 48092692),(51 49067564),(52 49711424),(53 50494660),(54 51018164),(55 51699216),(56 52231964),(57 52599724),(58 52787180),(59 53011730),(60 53127500),(61 53283740),(62 53476064),(63 53629924),(64 53799296),(65 53931340),(66 54192308),(67 54431060),(68 54621876),(69 54710996),(70 54670016),(71 54840852),(72 54998676),(73 55304524),(74 55771908),(75 56749268),(76 57465380),(77 58212524),(78 59092052),(79 59915228),
(1 7920.6655),(2 15035.316),(3 18081.344),(4 21049.176),(5 22531.186),(6 24088.443),(7 25212.479),(8 26598.105),(9 27341.543),(10 28197.344),(11 28503.477),(12 29297.16),(13 29317.967),(14 29765.086),(15 30179.49),(16 31018.045),(17 31029.967),(18 31750.207),(19 31643.314),(20 32301.756),(21 31908.262),(22 31875.125),(23 31164.043),(24 31499.217),(25 31913.29),(26 32693.754),(27 32322.67),(28 32734.084),(29 32403.703),(30 32637.777),(31 32625.895),(32 33054.01),(33 32568.488),(34 32735.59),(35 32800.477),(36 33609.992),(37 33821.527),(38 34355.664),(39 34028.03),(40 34007.52),(41 33650.805),(42 34013.22),(43 33471.645),(44 33612.96),(45 33441.16),(46 33614.24),(47 33417.383),(48 33722.297),(49 33271.27),(50 33930.074),(51 33613.723),(52 33946.754),(53 33571.523),(54 33870.375),(55 33468.25),(56 33724.133),(57 33601.957),(58 34105.04),(59 34211.746),(60 34832.953),(61 34911.97),(62 35765.62),(63 36094.99),(64 36971.332),(65 36323.98),(66 36342.047),(67 36115.91),(68 36407.668),(69 35979.406),(70 36206.805),(71 35864.156),(72 36449.293),(73 35831.418),(74 36282.168),(75 36665.457),(76 36700.22),(77 37227.848),(78 37662.96),(79 37201.098),
(1 7864.5254),(2 15037.121),(3 18350.146),(4 21239.416),(5 22530.746),(6 23778.242),(7 24806.352),(8 26600.361),(9 27061.219),(10 27750.227),(11 27753.146),(12 28648.336),(13 28945.758),(14 29772.316),(15 29985.623),(16 30996.227),(17 30967.936),(18 31775.166),(19 31780.836),(20 31910.781),(21 31446.611),(22 31432.873),(23 30570.682),(24 30894.424),(25 30898.65),(26 31574.021),(27 31536.441),(28 32270.148),(29 32589.799),(30 33399.93),(31 32516.139),(32 32435.568),(33 31916.932),(34 31975.021),(35 31674.693),(36 32047.646),(37 31915.762),(38 32405.623),(39 32433.46),(40 32499.96),(41 32075.822),(42 31999.559),(43 31956.424),(44 32439.111),(45 32107.643),(46 32032.822),(47 31990.793),(48 32279.605),(49 32051.291),(50 32257.703),(51 32026.564),(52 32608.555),(53 32340.104),(54 32828.727),(55 32404.414),(56 32558.516),(57 32763.656),(58 33523.938),(59 33096.887),(60 33487.23),(61 33340.613),(62 33839.953),(63 34102.67),(64 34558.695),(65 34265.2),(66 34480.01),(67 34220.918),(68 34849.19),(69 34725.863),(70 34962.49),(71 34230.51),(72 34452.21),(73 34238.543),(74 34356.496),(75 34661.754),(76 34858.49),(77 35030.617),(78 35470.47),(79 34940.977),
(1 7787.391),(2 14383.792),(3 17697.723),(4 20603.861),(5 22060.043),(6 23336.988),(7 24204.637),(8 25355.174),(9 26078.486),(10 26641.396),(11 26502.826),(12 27006.135),(13 26987.727),(14 27699.496),(15 28265.428),(16 29451.523),(17 29593.275),(18 30150.018),(19 30012.932),(20 30301.207),(21 29713.12),(22 30009.246),(23 29770.154),(24 30141.766),(25 30432.201),(26 30579.865),(27 30626.791),(28 31333.34),(29 31071.686),(30 31245.043),(31 30736.984),(32 31102.002),(33 30736.303),(34 31251.377),(35 31306.365),(36 31407.762),(37 30917.627),(38 31325.205),(39 31175.7),(40 31361.697),(41 31141.363),(42 31397.963),(43 31480.807),(44 31506.432),(45 31016.059),(46 30845.38),(47 30224.396),(48 30315.094),(49 30036.82),(50 30656.191),(51 30704.418),(52 31057.123),(53 30867.025),(54 31219.863),(55 31112.941),(56 31440.012),(57 30919.932),(58 31241.043),(59 31020.46),(60 31213.848),(61 31208.799),(62 31965.252),(63 32011.875),(64 32400.295),(65 32442.643),(66 33244.535),(67 33182.793),(68 33470.543),(69 33265.582),(70 33726.156),(71 33474.258),(72 33837.91),(73 33577.402),(74 33892.1),(75 34262.63),(76 34350.387),(77 34611.84),(78 35226.367),(79 34859.594),
(1 7218.4814),(2 13472.337),(3 16657.305),(4 19601.77),(5 20718.104),(6 21988.992),(7 22418.344),(8 23653.025),(9 24416.078),(10 25184.63),(11 25347.785),(12 25952.197),(13 25846.506),(14 26567.262),(15 26944.166),(16 27889.57),(17 27905.738),(18 28436.92),(19 28503.225),(20 28723.988),(21 28437.803),(22 28489.219),(23 28076.236),(24 28248.053),(25 28974.7),(26 29376.656),(27 29378.494),(28 29949.326),(29 29585.963),(30 29504.885),(31 28653.39),(32 28758.422),(33 28360.035),(34 28549.941),(35 28560.836),(36 29017.986),(37 28523.533),(38 29061.693),(39 29025.96),(40 29294.516),(41 29043.613),(42 29553.867),(43 29192.781),(44 29135.563),(45 28416.537),(46 28709.748),(47 28434.908),(48 28595.637),(49 28526.516),(50 29311.879),(51 28946.291),(52 29088.934),(53 28493.822),(54 28973.037),(55 28786.47),(56 29087.508),(57 28567.709),(58 29007.445),(59 28451.24),(60 28795.666),(61 28939.387),(62 29732.322),(63 29997.008),(64 30460.855),(65 30719.498),(66 31391.408),(67 31504.744),(68 32065.576),(69 32084.334),(70 32554.76),(71 32457.773),(72 32787.727),(73 32461.602),(74 32958.395),(75 33532.18),(76 33766.527),(77 33868.887),(78 33784.254),(79 33569.49),
(1 7265.858),(2 13563.242),(3 16453.865),(4 19152.32),(5 20195.758),(6 21433.787),(7 21878.168),(8 22973.445),(9 23428.166),(10 23813.072),(11 23998.57),(12 24685.785),(13 24467.734),(14 24921.906),(15 25358.393),(16 26100.37),(17 26019.324),(18 26635.871),(19 26811.098),(20 27350.49),(21 26964.215),(22 26976.156),(23 26408.404),(24 26773.041),(25 27262.732),(26 27971.314),(27 28014.354),(28 28494.867),(29 28359.51),(30 28517.137),(31 28009.094),(32 27996.207),(33 27728.447),(34 28287.516),(35 28380.822),(36 28674.39),(37 28298.293),(38 28761.09),(39 29263.498),(40 29517.912),(41 29225.428),(42 29506.227),(43 29353.936),(44 29872.814),(45 29661.984),(46 29915.713),(47 29854.385),(48 30485.371),(49 29840.82),(50 30338.725),(51 29921.477),(52 30054.264),(53 29765.568),(54 30264.363),(55 30261.72),(56 30604.025),(57 30428.533),(58 30909.78),(59 30776.654),(60 31156.096),(61 31337.838),(62 31968.568),(63 31772.846),(64 32335.066),(65 32060.041),(66 32278.605),(67 32322.398),(68 32936.39),(69 32752.34),(70 33117.32),(71 32431.107),(72 32558.93),(73 32100.906),(74 32300.928),(75 33159.41),(76 33355.59),(77 33567.137),(78 33947.973),(79 33964.39),
(1 7338.1567),(2 13454.754),(3 16261.936),(4 18853.207),(5 20144.91),(6 21483.633),(7 22177.656),(8 23423.45),(9 24117.916),(10 24866.928),(11 25175.055),(12 25517.803),(13 25560.168),(14 26170.55),(15 26545.533),(16 26966.586),(17 26681.354),(18 27042.135),(19 26984.607),(20 27326.389),(21 26708.86),(22 26990.756),(23 26454.742),(24 26732.248),(25 27183.275),(26 27451.387),(27 27271.713),(28 27796.342),(29 27615.148),(30 27795.13),(31 27523.686),(32 27858.947),(33 27906.13),(34 28366.662),(35 27948.926),(36 27942.47),(37 27564.408),(38 27902.861),(39 27869.682),(40 28313.06),(41 28053.703),(42 28157.51),(43 28202.37),(44 28610.135),(45 28773.336),(46 29048.967),(47 28753.27),(48 29017.793),(49 28807.14),(50 29268.127),(51 28810.322),(52 29044.389),(53 28692.705),(54 28890.225),(55 28682.234),(56 29222.367),(57 28809.596),(58 28890.408),(59 28643.463),(60 29082.832),(61 28682.998),(62 28967.87),(63 29009.31),(64 29623.574),(65 29363.963),(66 29363.174),(67 29097.666),(68 29418.648),(69 29137.867),(70 29528.557),(71 29411.244),(72 29496.328),(73 29274.715),(74 29630.943),(75 29947.91),(76 30163.066),(77 30306.076),(78 30696.232),(79 30486.143),
(1 7131.3306),(2 13274.939),(3 16372.943),(4 18684.314),(5 19509.432),(6 20716.402),(7 21467.678),(8 22534.916),(9 22923.781),(10 23604.826),(11 23704.424),(12 24016.787),(13 24123.56),(14 24970.285),(15 25592.514),(16 25935.703),(17 25602.344),(18 25929.86),(19 25788.014),(20 26094.305),(21 25926.543),(22 26238.791),(23 25761.393),(24 26144.018),(25 26731.594),(26 26930.617),(27 26993.982),(28 27607.338),(29 27293.64),(30 27557.025),(31 27240.934),(32 27639.56),(33 27557.229),(34 28255.078),(35 27939.336),(36 27988.8),(37 27668.398),(38 28109.174),(39 28297.572),(40 28674.467),(41 28421.832),(42 28627.703),(43 28320.408),(44 28638.582),(45 28530.094),(46 28805.686),(47 28602.684),(48 28946.469),(49 28264.5),(50 28817.195),(51 28644.049),(52 28923.246),(53 28495.36),(54 28633.48),(55 28342.402),(56 28651.416),(57 28310.695),(58 28707.684),(59 28599.68),(60 29073.766),(61 28554.799),(62 28608.938),(63 28602.852),(64 28907.025),(65 28735.484),(66 29058.299),(67 28810.814),(68 29238.309),(69 28794.434),(70 28901.164),(71 28912.738),(72 29241.938),(73 28799.719),(74 29085.914),(75 29377.559),(76 29531.56),(77 30082.455),(78 30459.857),(79 30161.885),
(1 7008.945),(2 12817.328),(3 15531.2),(4 17737.646),(5 18708.299),(6 19785.984),(7 20221.252),(8 21129.342),(9 21367.09),(10 21782.637),(11 21670.945),(12 22029.709),(13 22381.514),(14 23229.072),(15 23797.445),(16 24192.436),(17 23972.078),(18 24161.002),(19 24011.426),(20 24616.27),(21 24234.219),(22 24305.371),(23 24134.826),(24 24424.926),(25 24781.709),(26 25148.258),(27 25243.883),(28 25690.316),(29 25399.379),(30 25504.053),(31 25167.7),(32 25262.373),(33 25080.389),(34 25440.975),(35 25166.64),(36 25357.852),(37 25054.781),(38 25486.463),(39 25223.754),(40 25580.26),(41 25557.967),(42 26034.59),(43 25954.52),(44 26259.65),(45 25773.297),(46 26027.242),(47 25667.785),(48 25952.91),(49 25689.207),(50 26245.09),(51 25912.023),(52 26249.883),(53 26096.797),(54 26275.549),(55 26031.4),(56 26458.24),(57 26111.096),(58 26592.914),(59 26679.594),(60 27185.082),(61 27010.152),(62 27485.299),(63 27415.436),(64 27648.846),(65 27305.22),(66 27615.906),(67 27505.39),(68 27769.977),(69 27711.6),(70 28144.23),(71 27798.275),(72 27948.123),(73 27706.014),(74 28259.486),(75 28791.121),(76 29160.543),(77 29305.104),(78 29830.266),(79 29762.752),
(1 7149.2217),(2 13198.5),(3 15804.746),(4 18078.387),(5 19096.918),(6 19974.873),(7 20135.113),(8 21025.328),(9 21547.238),(10 21869.563),(11 21748.182),(12 22529.234),(13 22913.701),(14 23638.54),(15 24424.963),(16 25218.482),(17 24875.256),(18 25138.16),(19 25144.887),(20 25740.244),(21 25596.271),(22 25851.676),(23 25793.066),(24 26214.135),(25 26637.29),(26 27262.824),(27 27612.818),(28 27974.424),(29 27772.031),(30 27742.953),(31 27142.639),(32 27453.117),(33 27171.781),(34 27521.717),(35 27025.309),(36 27227.059),(37 26830.594),(38 27211.139),(39 27012.363),(40 27128),(41 26782.602),(42 26943.785),(43 26592.451),(44 26558.293),(45 26309.605),(46 26508.803),(47 26305.883),(48 26422.664),(49 25982.654),(50 26580.877),(51 26267.398),(52 26684.572),(53 26626.084),(54 26878.715),(55 26484.385),(56 26816.252),(57 26780.916),(58 27352.383),(59 27414.617),(60 27876.883),(61 27759.48),(62 28149.674),(63 28176.555),(64 28277.033),(65 27959.73),(66 28551.172),(67 28358.838),(68 28758.645),(69 28352.938),(70 28803.95),(71 28669.238),(72 29082.344),(73 29156.463),(74 29570.465),(75 29480.74),(76 29920.88),(77 30227.475),(78 30443.318),(79 30351.15),
(1 6818.9946),(2 12577.398),(3 15179.85),(4 17233.385),(5 18390.137),(6 19459.36),(7 20050.62),(8 20956.96),(9 21380.215),(10 21829.3),(11 21713.695),(12 22282.928),(13 22534.873),(14 23303.42),(15 23930.91),(16 24059.615),(17 23901.504),(18 24013.182),(19 23682.463),(20 23603.541),(21 23405.906),(22 23689.48),(23 23711.977),(24 24205.477),(25 24439.943),(26 24963.77),(27 25108.19),(28 25841.135),(29 25312.564),(30 25500.012),(31 25089.59),(32 25369.852),(33 24989.004),(34 25139.828),(35 24697.197),(36 24739.209),(37 24258.348),(38 24601.766),(39 24531.043),(40 24784.426),(41 24602.64),(42 25045.36),(43 24820.01),(44 24804.97),(45 24736.002),(46 24964.469),(47 24687.055),(48 24947.799),(49 24775.146),(50 25180.098),(51 24820.734),(52 25233.455),(53 24791.04),(54 25394.234),(55 25201.783),(56 25450.145),(57 25377.178),(58 25766.547),(59 25593.568),(60 25842.07),(61 26137.07),(62 26776.318),(63 26827.521),(64 27400.365),(65 27184.504),(66 27690.607),(67 27469.51),(68 27640.5),(69 27167.092),(70 27438.904),(71 27193.668),(72 27371.309),(73 27199.053),(74 27576.523),(75 27916.494),(76 28150.043),(77 28381.775),(78 28763.332),(79 28496.82),
(1 6751.021),(2 12634.29),(3 15257.454),(4 17521.68),(5 18598.457),(6 19643.527),(7 20041.787),(8 20987.049),(9 21437.697),(10 21947.451),(11 21763.672),(12 22151.22),(13 22691.965),(14 23699.432),(15 23928.275),(16 24065.34),(17 23922.273),(18 24269.486),(19 23892.03),(20 23854.563),(21 23819.428),(22 24257.035),(23 23909.352),(24 24590.191),(25 25178.271),(26 25800.162),(27 25860.555),(28 26069.723),(29 25584.621),(30 25573.646),(31 25436.078),(32 25701.277),(33 25440.787),(34 25626.873),(35 25332.143),(36 25512.295),(37 25345.598),(38 25651.61),(39 25553.285),(40 25795.512),(41 25594.627),(42 25835.338),(43 25834.693),(44 26216.91),(45 26190.018),(46 26291.85),(47 26153.504),(48 26303.482),(49 25911.637),(50 26418.91),(51 25839.148),(52 25446.498),(53 25151.176),(54 25670.291),(55 25284.521),(56 25304.053),(57 25101.371),(58 25353.793),(59 25167.045),(60 25379.3),(61 25671.682),(62 25980.367),(63 26161.588),(64 26805.813),(65 26433.7),(66 26726.395),(67 26614.293),(68 27024.92),(69 26900.668),(70 27188.275),(71 27062.234),(72 27431.514),(73 26819.957),(74 27160.885),(75 27539.098),(76 27702.28),(77 27743.158),(78 28016.563),(79 27586.568),
(1 6582.966),(2 12227.614),(3 14555.143),(4 16790.822),(5 17704.773),(6 18596.172),(7 19284.777),(8 20432.434),(9 21011.283),(10 21290.203),(11 21238.43),(12 21831.209),(13 22082.992),(14 22796.373),(15 23173.275),(16 23517.533),(17 23245.422),(18 23330.04),(19 23230.59),(20 23689.822),(21 23436.525),(22 23683.355),(23 23388.607),(24 23536.832),(25 23820.17),(26 24257.178),(27 24254.943),(28 24748.959),(29 24418.11),(30 24684.816),(31 24263.658),(32 24647.975),(33 24547.297),(34 24696.412),(35 24502.828),(36 24697.441),(37 24647.219),(38 25079.486),(39 25052.963),(40 25182.059),(41 24898.049),(42 24997.035),(43 24518.1),(44 24757.064),(45 24817.977),(46 24960.98),(47 25027.734),(48 25531.693),(49 25097.44),(50 25208.97),(51 24686.977),(52 24856.525),(53 24326.201),(54 24942.256),(55 24616.543),(56 24745.926),(57 24421.855),(58 24732.031),(59 24409.684),(60 24602.23),(61 25072.531),(62 25557.895),(63 25252.746),(64 25430.77),(65 25152.885),(66 25476.592),(67 25285.2),(68 25674.234),(69 25567.797),(70 25963.549),(71 25565.156),(72 25789.953),(73 25620.086),(74 26272.623),(75 26511.38),(76 26968.977),(77 27340.867),(78 27558.717),(79 27448.824),
(1 6495.381),(2 11746.451),(3 13834.669),(4 15673.894),(5 16593.232),(6 17560.816),(7 17955.244),(8 19032.326),(9 19449.824),(10 19913.795),(11 19715.488),(12 20061.98),(13 20333.123),(14 21133.76),(15 21582.104),(16 21881.916),(17 21543.42),(18 21699.203),(19 21638.148),(20 22090.598),(21 21879.848),(22 21995.955),(23 21649.219),(24 21984.975),(25 22245.281),(26 22624.2),(27 22704.027),(28 23256.383),(29 22945.887),(30 22913.783),(31 22461.8),(32 22967.26),(33 22530.53),(34 22837.492),(35 22647.861),(36 23168.398),(37 22752.832),(38 22870.393),(39 23042.47),(40 23261.809),(41 23064.9),(42 23310.35),(43 22867.29),(44 22979.973),(45 23073.963),(46 23558.807),(47 23282.023),(48 23508.352),(49 23187.064),(50 23604.05),(51 23300.719),(52 23761.734),(53 23533.697),(54 23724.924),(55 23676.64),(56 23988.115),(57 23524.39),(58 23769.342),(59 23851.557),(60 24077.3),(61 24238.205),(62 24671.863),(63 24301.762),(64 24265.777),(65 23914.908),(66 24302.857),(67 24055.068),(68 24352.297),(69 24188.307),(70 24536.516),(71 23984.008),(72 24172.502),(73 24108.215),(74 24188.055),(75 24653.848),(76 25141.266),(77 25404.031),(78 25408.113),(79 25283.285),
(1 6286.5874),(2 11410.424),(3 13706.796),(4 15434.137),(5 16043.144),(6 16897.771),(7 17298.67),(8 18193.016),(9 18706.205),(10 19115.352),(11 19048.547),(12 19423.527),(13 19885.912),(14 20762.951),(15 21158.154),(16 21352.78),(17 21030.46),(18 21387.408),(19 21363.094),(20 22090.17),(21 22022.781),(22 22547.535),(23 22300.848),(24 22750.691),(25 23136.938),(26 23711.62),(27 23698.855),(28 23882.924),(29 23405.416),(30 23497.975),(31 23487.004),(32 24059.049),(33 23866.264),(34 24273.852),(35 23986.729),(36 24014.693),(37 23712.652),(38 23737.76),(39 23672.506),(40 23730.24),(41 23381.342),(42 23646.26),(43 23368.947),(44 23414.207),(45 23202.736),(46 23295.24),(47 23214.19),(48 23455.582),(49 22890.422),(50 23145.629),(51 22694.975),(52 22540.328),(53 22500.162),(54 22798.92),(55 22460.758),(56 22768.73),(57 22619.42),(58 22945.514),(59 22934.238),(60 23426.57),(61 23082.861),(62 23290.72),(63 23284.43),(64 23510.807),(65 23500.1),(66 23899.598),(67 23730.74),(68 23878.31),(69 23640.822),(70 24136.902),(71 24024.832),(72 24163.611),(73 24023.143),(74 24544.729),(75 24584.861),(76 25110.215),(77 25692.291),(78 26096.38),(79 25866.068),
(1 6150.844),(2 11227.467),(3 13450.853),(4 14938.04),(5 15642.66),(6 16228.372),(7 16678.701),(8 17636.387),(9 17843.768),(10 18520.512),(11 18716.545),(12 19215.197),(13 19504.955),(14 20021.236),(15 20089.629),(16 20255.275),(17 20090.5),(18 20496.34),(19 20584.59),(20 21209.406),(21 20910.918),(22 21142.008),(23 20725.518),(24 21152.135),(25 21591.443),(26 21928.715),(27 21807.13),(28 22018.582),(29 21683.785),(30 21802.666),(31 21771.123),(32 22167.193),(33 21726.984),(34 21845.486),(35 21834.545),(36 22213.44),(37 22240.28),(38 22624.166),(39 22352.742),(40 22511.883),(41 22138.123),(42 22333.305),(43 22150.945),(44 22316.303),(45 22260.58),(46 22398.115),(47 22451.496),(48 22931.035),(49 22358.104),(50 22564.941),(51 22130.434),(52 22279.127),(53 22164.617),(54 22357.941),(55 22254.207),(56 22574.299),(57 22350.547),(58 22615.95),(59 22538.8),(60 22645.945),(61 22444.791),(62 22662.049),(63 22700.592),(64 23043.941),(65 23289.8),(66 23764.486),(67 23384.305),(68 23778.197),(69 23579.13),(70 24134.938),(71 24094.527),(72 24397.12),(73 24200.193),(74 24359.023),(75 24408.768),(76 24759.367),(77 25028.162),(78 25240.719),(79 25189.387),
(1 6077.5454),(2 10981.966),(3 13016.627),(4 14597.725),(5 15214.519),(6 15976.412),(7 16289.857),(8 17225.648),(9 17407.965),(10 17717.91),(11 17544.066),(12 17921.48),(13 18285.936),(14 19085.656),(15 19315.377),(16 19592.885),(17 19260.973),(18 19585.76),(19 19744.637),(20 20253.459),(21 20104.55),(22 20246.533),(23 20173.85),(24 20789.572),(25 21142.242),(26 21615.285),(27 21665.246),(28 21897.488),(29 21622.912),(30 21904.02),(31 21876.305),(32 22260.3),(33 21938.838),(34 22022.96),(35 21777.318),(36 21912.6),(37 21947.352),(38 22239.502),(39 22047.713),(40 22053.863),(41 21831.912),(42 21961.14),(43 21683.908),(44 21970.486),(45 22074.174),(46 22376.49),(47 22106.404),(48 22494.32),(49 22289.045),(50 22421.008),(51 22103.736),(52 22032.818),(53 21696.936),(54 21822.53),(55 21700.572),(56 21918.262),(57 21623.316),(58 21986.219),(59 21890.365),(60 22146.762),(61 22265.69),(62 22575.203),(63 22561.234),(64 23156.467),(65 23041.002),(66 23147.928),(67 22915.47),(68 23132.426),(69 22946.598),(70 23393.953),(71 23289.646),(72 23452.4),(73 23014.021),(74 23076.703),(75 23451.969),(76 23683.217),(77 23912.281),(78 24660.324),(79 24419.428),
(1 5931.3413),(2 10546.095),(3 12528.368),(4 14179.764),(5 14766.966),(6 15487.717),(7 15847.561),(8 16524.264),(9 16696.158),(10 16935.045),(11 16932.781),(12 17210.63),(13 17504.01),(14 18339.32),(15 18556.24),(16 18565.05),(17 18317.787),(18 18570.74),(19 18722.432),(20 19297.645),(21 19275.313),(22 19395.47),(23 19154.85),(24 19517.492),(25 19412.537),(26 19779.947),(27 19679.914),(28 20102.807),(29 19942.904),(30 20307.27),(31 20062.379),(32 20275.697),(33 19952.344),(34 20194.309),(35 19803.965),(36 19877.227),(37 19805.543),(38 20309.96),(39 20172.887),(40 20389.988),(41 20308.82),(42 20804.563),(43 20643.607),(44 20569.74),(45 20573.479),(46 20895.19),(47 20681.977),(48 20940.215),(49 20683.71),(50 21144.615),(51 21216.824),(52 21260.787),(53 20843.535),(54 21052.623),(55 20896.04),(56 21248.002),(57 21254.707),(58 21818.588),(59 21690.104),(60 21907.7),(61 21794.21),(62 21809.242),(63 21491.113),(64 21744.62),(65 21740.318),(66 21783.203),(67 21477.754),(68 21908.363),(69 21853.047),(70 22215.098),(71 22022.125),(72 22297.082),(73 22196.441),(74 22298.514),(75 22468.416),(76 22666.465),(77 22885.438),(78 23316.13),(79 23249.629),
(1 5912.853),(2 10394.904),(3 12516.539),(4 14229.666),(5 14956.025),(6 15662.239),(7 16024.929),(8 16771.283),(9 17134.826),(10 17404.451),(11 17407.32),(12 17877.629),(13 18527.16),(14 19353.84),(15 19482.344),(16 19432.236),(17 19160.25),(18 19599.61),(19 19882.924),(20 20469.035),(21 20235.252),(22 20313.162),(23 20076.39),(24 20534.47),(25 20758.666),(26 21147.639),(27 20830.63),(28 20908.143),(29 21092.6),(30 21553.936),(31 21202.94),(32 21155.482),(33 20810.95),(34 20950.87),(35 20544.43),(36 20571.338),(37 20334.947),(38 20586.256),(39 20278.773),(40 20652.781),(41 20385.465),(42 20655.549),(43 20455.607),(44 20746.645),(45 20528.227),(46 20872.81),(47 20727.482),(48 20665.941),(49 20658.918),(50 21144.35),(51 21067.098),(52 21302.736),(53 21098.576),(54 21334.03),(55 21233.36),(56 21614.521),(57 21463.355),(58 21722.51),(59 21720.674),(60 22076.943),(61 21927.77),(62 22233.482),(63 21970.9),(64 22323.926),(65 22093.545),(66 22306.24),(67 21963.512),(68 22090.387),(69 21969.912),(70 22522.533),(71 22145.887),(72 22301.762),(73 21975.482),(74 22281.967),(75 22555.219),(76 23009.396),(77 23147.07),(78 23291.373),(79 22805.121),
