1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 653063.7),(2 1905144.4),(3 3248562),(4 4720547),(5 6275017.5),(6 8002714),(7 9341600),(8 10860643),(9 13083201),(10 14817037),(11 16320588),(12 17982716),(13 19453382),(14 20832172),(15 22411506),(16 24175920),(17 26056070),(18 28657066),(19 31364566),(20 33715652),(21 35831132),(22 37410636),(23 39090484),(24 40709444),(25 41611276),(26 41984300),(27 42079180),(28 42378092),(29 42699148),(30 42585740),(31 42889876),(32 43770140),(33 44057908),(34 45232350),(35 46319404),(36 47262476),(37 48270932),(38 49053150),(39 49537948),(40 49943172),(41 50720500),(42 50991520),(43 51431980),(44 52373020),(45 53355796),(46 53893548),(47 54280788),(48 54671390),(49 55602268),(50 56200660),(51 56649056),(52 57838156),(53 58204830),(54 57861932),(55 57737420),(56 57741492),(57 57752224),(58 57405932),(59 56820544),(60 56058436),(61 54853940),(62 53732670),(63 52613120),(64 51470124),(65 50350132),(66 49375604),(67 48051548),(68 46310124),(69 45324948),(70 44833180),(71 43746204),(72 42786984),(73 41362708),(74 40496450),(75 39947116),(76 39457132),(77 38874750),(78 38168176),(79 38010350),
(1 1411.2731),(2 1477.42),(3 1485.7012),(4 1479.397),(5 1479.7451),(6 1470.425),(7 1481.9513),(8 1503.9198),(9 1477.2576),(10 1470.8339),(11 1480.2024),(12 1476.7292),(13 1477.2097),(14 1488.1655),(15 1476.1696),(16 1487.3707),(17 1472.9547),(18 1463.6953),(19 1465.6482),(20 1465.0415),(21 1483.1893),(22 1475.443),(23 1468.1406),(24 1506.5493),(25 1509.4482),(26 1485.0883),(27 1493.4358),(28 1479.2893),(29 1495.0381),(30 1481.8585),(31 1479.2483),(32 1484.5769),(33 1484.7123),(34 1510.7635),(35 1494.0175),(36 1460.0577),(37 1472.9297),(38 1490.2451),(39 1503.6304),(40 1511.0233),(41 1500.0499),(42 1495.8242),(43 1496.7139),(44 1498.222),(45 1505.0588),(46 1506.7983),(47 1509.7367),(48 1508.4781),(49 1514.5421),(50 1483.7269),(51 1503.4572),(52 1493.6797),(53 1511.0862),(54 1495.1365),(55 1501.4296),(56 1485.6597),(57 1504.3873),(58 1498.854),(59 1504.7762),(60 1518.3406),(61 1504.5028),(62 1519.0095),(63 1507.2405),(64 1508.846),(65 1497.1038),(66 1478.5448),(67 1456.3108),(68 1483.2388),(69 1497.5016),(70 1480.9338),(71 1516.8821),(72 1498.1155),(73 1499.4401),(74 1514.5989),(75 1540.4364),(76 1529.6539),(77 1508.4667),(78 1517.215),(79 1503.5498),
(1 1442.7714),(2 1509.8544),(3 1510.2644),(4 1515.0599),(5 1538.7222),(6 1535.2311),(7 1523.9006),(8 1521.5549),(9 1504.8864),(10 1499.6626),(11 1498.8235),(12 1508.6179),(13 1515.1741),(14 1527.312),(15 1513.8004),(16 1500.3284),(17 1527.3461),(18 1510.3995),(19 1519.336),(20 1491.9666),(21 1506.9109),(22 1504.989),(23 1495.4393),(24 1471.6364),(25 1523.0845),(26 1523.792),(27 1524.6786),(28 1524.1614),(29 1495.3086),(30 1489.8267),(31 1484.0507),(32 1488.0032),(33 1492.7574),(34 1503.8895),(35 1510.7153),(36 1500.8264),(37 1516.1335),(38 1504.469),(39 1496.4725),(40 1515.523),(41 1504.788),(42 1490.2814),(43 1499.94),(44 1492.7454),(45 1484.7655),(46 1508.5284),(47 1506.2396),(48 1512.015),(49 1540.7936),(50 1505.8253),(51 1522.553),(52 1499.1656),(53 1510.6504),(54 1507.6809),(55 1497.1469),(56 1510.7734),(57 1497.0321),(58 1510.1537),(59 1505.1885),(60 1507.7322),(61 1495.9796),(62 1505.3625),(63 1501.5696),(64 1497.9531),(65 1493.0237),(66 1510.7401),(67 1496.5796),(68 1518.5851),(69 1520.9105),(70 1517.5178),(71 1517.678),(72 1516.992),(73 1516.1515),(74 1505.4832),(75 1528.0338),(76 1516.3466),(77 1533.9333),(78 1547.3818),(79 1524.614),
(1 1396.8649),(2 1444.1736),(3 1457.3962),(4 1459.0839),(5 1479.517),(6 1473.656),(7 1458.4442),(8 1447.2065),(9 1455.8484),(10 1476.0427),(11 1487.3672),(12 1452.9631),(13 1449.2771),(14 1452.3655),(15 1473.1149),(16 1478.3068),(17 1459.391),(18 1462.6108),(19 1471.0684),(20 1452.8766),(21 1450.044),(22 1464.3143),(23 1458.1879),(24 1446.5825),(25 1466.3175),(26 1465.258),(27 1484.0396),(28 1464.622),(29 1449.0646),(30 1450.8247),(31 1455.0679),(32 1453.433),(33 1452.1322),(34 1478.2147),(35 1471.3173),(36 1445.5905),(37 1439.1581),(38 1444.6675),(39 1458.8445),(40 1442.1638),(41 1444.2167),(42 1462.0204),(43 1453.9462),(44 1442.37),(45 1454.0397),(46 1467.7853),(47 1462.923),(48 1480.3499),(49 1468.8798),(50 1476.1874),(51 1471.565),(52 1450.4902),(53 1451.2557),(54 1461.931),(55 1448.7574),(56 1484.827),(57 1472.645),(58 1473.1177),(59 1456.7395),(60 1462.1295),(61 1463.9578),(62 1473.0514),(63 1463.6188),(64 1480.989),(65 1471.2014),(66 1446.6715),(67 1470.3788),(68 1457.6488),(69 1444.4093),(70 1444.5875),(71 1444.7905),(72 1456.1901),(73 1467.6324),(74 1488.149),(75 1477.3473),(76 1473.304),(77 1449.8275),(78 1462.4885),(79 1456.0065),
(1 1333.8052),(2 1377.1913),(3 1421.3822),(4 1405.1256),(5 1403.3766),(6 1402.1317),(7 1415.5599),(8 1400.4578),(9 1401.1344),(10 1361.3558),(11 1413.71),(12 1404.6771),(13 1401.0313),(14 1396.7347),(15 1400.0785),(16 1403.1459),(17 1427.7544),(18 1410.4403),(19 1415.8569),(20 1431.4261),(21 1400.6555),(22 1411.9271),(23 1397.3439),(24 1387.791),(25 1419.3658),(26 1394.582),(27 1432.9319),(28 1401.0798),(29 1402.7288),(30 1417.4628),(31 1405.1068),(32 1411.0386),(33 1399.8958),(34 1442.2709),(35 1383.475),(36 1396.1299),(37 1408.501),(38 1396.6055),(39 1405.3483),(40 1409.2402),(41 1414.398),(42 1423.6051),(43 1417.7194),(44 1400.3833),(45 1423.3251),(46 1414.3989),(47 1419.0427),(48 1415.9955),(49 1437.2686),(50 1431.4686),(51 1410.36),(52 1397.6849),(53 1413.6945),(54 1402.6831),(55 1399.7949),(56 1418.6244),(57 1409.8503),(58 1416.6777),(59 1409.8185),(60 1416.5967),(61 1396.2906),(62 1410.2784),(63 1396.3052),(64 1412.7327),(65 1432.7427),(66 1409.8184),(67 1411.4452),(68 1427.5236),(69 1420.3651),(70 1414.5886),(71 1413.2035),(72 1422.6959),(73 1417.2062),(74 1418.9391),(75 1442.5438),(76 1431.0383),(77 1443.2394),(78 1446.0234),(79 1419.0125),
(1 1345.6327),(2 1375.2943),(3 1430.0804),(4 1407.0354),(5 1405.1473),(6 1438.3319),(7 1443.948),(8 1420.5819),(9 1402.3035),(10 1406.3838),(11 1425.1407),(12 1412.875),(13 1390.4984),(14 1412.1477),(15 1404.6656),(16 1425.2212),(17 1410.7592),(18 1402.97),(19 1399.3383),(20 1398.127),(21 1390.3765),(22 1395.603),(23 1368.6163),(24 1408.0671),(25 1428.0779),(26 1427.5638),(27 1427.8303),(28 1422.4755),(29 1411.1963),(30 1409.9221),(31 1402.305),(32 1409.8213),(33 1408.2072),(34 1462.8922),(35 1430.5253),(36 1408.4069),(37 1412.5093),(38 1412.6348),(39 1435.3927),(40 1425.009),(41 1413.9391),(42 1427.3634),(43 1419.9355),(44 1438.6676),(45 1442.3335),(46 1409.3947),(47 1425.5865),(48 1416.5293),(49 1446.2166),(50 1441.622),(51 1429.4116),(52 1430.4232),(53 1428.4802),(54 1404.4197),(55 1415.3236),(56 1415.9446),(57 1425.5332),(58 1404.2343),(59 1402.9563),(60 1400.4335),(61 1428.0273),(62 1404.0813),(63 1404.2273),(64 1423.177),(65 1410.8739),(66 1406.1605),(67 1403.5508),(68 1413.4686),(69 1417.1193),(70 1430.2561),(71 1433.75),(72 1430.3069),(73 1442.8105),(74 1421.7317),(75 1453.9187),(76 1441.226),(77 1437.7816),(78 1436.1067),(79 1435.3309),
(1 1282.6112),(2 1342.4674),(3 1364.5544),(4 1349.3357),(5 1341.9218),(6 1344.176),(7 1375.5443),(8 1376.5974),(9 1327.8176),(10 1337.2343),(11 1361.1718),(12 1352.6892),(13 1343.6262),(14 1332.2163),(15 1341.2992),(16 1360.5371),(17 1342.3253),(18 1351.9655),(19 1353.2589),(20 1341.566),(21 1354.2119),(22 1344.2404),(23 1355.2451),(24 1338.1969),(25 1343.3845),(26 1364.3138),(27 1342.2279),(28 1335.6498),(29 1338.4912),(30 1334.7433),(31 1338.565),(32 1354.4039),(33 1347.7799),(34 1342.1713),(35 1343.0181),(36 1344.7888),(37 1343.513),(38 1338.2385),(39 1347.9138),(40 1364.0044),(41 1366.1652),(42 1355.2296),(43 1351.2825),(44 1363.6643),(45 1372.486),(46 1372.4277),(47 1379.4354),(48 1387.919),(49 1359.6484),(50 1370.3931),(51 1367.249),(52 1366.9363),(53 1372.6128),(54 1372.2859),(55 1380.1987),(56 1381.0665),(57 1365.9403),(58 1369.7927),(59 1387.5336),(60 1381.9393),(61 1398.4858),(62 1362.8909),(63 1394.4178),(64 1373.9886),(65 1386.5876),(66 1369.4703),(67 1366.5078),(68 1367.3513),(69 1367.401),(70 1395.4208),(71 1363.7437),(72 1385.4163),(73 1387.16),(74 1379.88),(75 1364.9747),(76 1361.8198),(77 1373.026),(78 1368.223),(79 1364.1234),
(1 1298.9376),(2 1367.3301),(3 1366.7118),(4 1359.4551),(5 1377.3234),(6 1367.0947),(7 1340.7074),(8 1349.8751),(9 1339.6561),(10 1368.4639),(11 1371.9166),(12 1360.1421),(13 1352.7979),(14 1346.389),(15 1381.1332),(16 1344.7861),(17 1355.7128),(18 1371.0037),(19 1339.822),(20 1346.279),(21 1343.6747),(22 1344.6597),(23 1334.9673),(24 1341.4226),(25 1342.901),(26 1354.9014),(27 1364.2008),(28 1359.0953),(29 1342.9468),(30 1364.0426),(31 1343.0667),(32 1353.0597),(33 1362.4648),(34 1388.1477),(35 1370.3323),(36 1347.7698),(37 1382.4371),(38 1374.7798),(39 1390.9009),(40 1377.7441),(41 1388.5293),(42 1392.9236),(43 1374.482),(44 1375.2678),(45 1385.2377),(46 1403.1957),(47 1386.6438),(48 1394.2231),(49 1396.5992),(50 1380.394),(51 1376.623),(52 1388.8632),(53 1380.8766),(54 1383.449),(55 1368.8038),(56 1381.7025),(57 1396.6238),(58 1384.8054),(59 1370.8308),(60 1352.7537),(61 1377.9678),(62 1380.6758),(63 1388.654),(64 1384.6351),(65 1383.0829),(66 1382.6853),(67 1375.0575),(68 1352.8365),(69 1387.395),(70 1395.0652),(71 1375.9064),(72 1379.9668),(73 1375.1868),(74 1384.0527),(75 1408.4287),(76 1386.0322),(77 1394.8561),(78 1402.9155),(79 1369.7393),
(1 1256.3818),(2 1277.7573),(3 1302.199),(4 1302.9843),(5 1339.8219),(6 1324.0847),(7 1317.4462),(8 1333.7435),(9 1307.9092),(10 1281.1908),(11 1310.5455),(12 1326.7554),(13 1321.2582),(14 1340.2015),(15 1336.2488),(16 1338.864),(17 1337.7925),(18 1308.6644),(19 1311.8336),(20 1317.8573),(21 1287.7708),(22 1301.2765),(23 1295.7695),(24 1293.1503),(25 1340.0503),(26 1331.7516),(27 1321.4172),(28 1327.0214),(29 1328.1699),(30 1312.3083),(31 1317.7848),(32 1323.1254),(33 1325.6046),(34 1325.4703),(35 1321.7765),(36 1345.37),(37 1324.4526),(38 1315.926),(39 1324.3993),(40 1328.8904),(41 1320.6005),(42 1338.3204),(43 1337.5012),(44 1320.4263),(45 1342.9902),(46 1329.2765),(47 1329.8663),(48 1328.449),(49 1330.1605),(50 1333.7383),(51 1343.4772),(52 1326.319),(53 1339.8148),(54 1327.1323),(55 1316.2799),(56 1329.4432),(57 1345.2235),(58 1325.4065),(59 1346.1476),(60 1323.4),(61 1323.1958),(62 1318.9846),(63 1307.712),(64 1318.3889),(65 1325.214),(66 1327.0131),(67 1320.2601),(68 1316.1603),(69 1333.5369),(70 1324.7717),(71 1329.9634),(72 1352.7136),(73 1347.6625),(74 1365.725),(75 1364.1196),(76 1340.7427),(77 1341.9978),(78 1340.1636),(79 1343.8716),
(1 1201.0564),(2 1239.5616),(3 1264.3508),(4 1231.2826),(5 1255.9927),(6 1263.3268),(7 1243.6495),(8 1260.5599),(9 1242.4131),(10 1256.4554),(11 1271.5743),(12 1247.9431),(13 1248.0634),(14 1257.3875),(15 1262.0422),(16 1252.919),(17 1260.6705),(18 1273.2874),(19 1264.5939),(20 1263.2267),(21 1273.8623),(22 1274.592),(23 1258.7577),(24 1277.5813),(25 1280.4102),(26 1262.6384),(27 1275.477),(28 1286.0029),(29 1262.3635),(30 1284.7833),(31 1273.7109),(32 1274.127),(33 1272.6299),(34 1290.7704),(35 1274.7521),(36 1286.6686),(37 1251.3105),(38 1278.4496),(39 1279.05),(40 1267.2565),(41 1276.2357),(42 1273.2977),(43 1248.8708),(44 1270.3796),(45 1271.1635),(46 1277.6404),(47 1289.348),(48 1261.964),(49 1304.986),(50 1285.4895),(51 1290.3284),(52 1285.9559),(53 1278.598),(54 1265.493),(55 1266.5592),(56 1286.4929),(57 1283.6116),(58 1285.9412),(59 1288.051),(60 1249.7916),(61 1288.5905),(62 1278.8284),(63 1305.6294),(64 1289.6088),(65 1289.5044),(66 1259.4781),(67 1281.4778),(68 1270.4995),(69 1278.3582),(70 1293.062),(71 1277.3445),(72 1284.8542),(73 1283.2644),(74 1296.6218),(75 1294.173),(76 1287.7284),(77 1294.525),(78 1289.9509),(79 1289.1174),
(1 1209.5547),(2 1231.1177),(3 1254.9718),(4 1267.0594),(5 1258.4279),(6 1267.8444),(7 1252.9972),(8 1269.3561),(9 1264.8175),(10 1249.849),(11 1266.748),(12 1269.9523),(13 1255.928),(14 1235.0026),(15 1253.8544),(16 1270.655),(17 1252.9448),(18 1254.6808),(19 1252.3915),(20 1243.5941),(21 1244.7881),(22 1244.5476),(23 1249.3337),(24 1240.9897),(25 1267.6163),(26 1255.7025),(27 1269.1318),(28 1272.029),(29 1266.9906),(30 1254.2456),(31 1266.3229),(32 1255.8132),(33 1268.6116),(34 1292.278),(35 1260.109),(36 1243.3079),(37 1244.9725),(38 1242.0665),(39 1264.0511),(40 1281.8481),(41 1282.2917),(42 1265.5265),(43 1277.9999),(44 1248.9082),(45 1284.6462),(46 1289.9299),(47 1292.04),(48 1271.2596),(49 1274.2386),(50 1293.3948),(51 1281.3617),(52 1285.4236),(53 1279.3982),(54 1287.7345),(55 1284.2501),(56 1277.6976),(57 1286.6334),(58 1284.6841),(59 1289.3655),(60 1273.2722),(61 1280.2483),(62 1276.6924),(63 1299.2552),(64 1291.8512),(65 1287.5188),(66 1281.1597),(67 1274.5116),(68 1272.7637),(69 1283.1534),(70 1295.7566),(71 1311.7427),(72 1293.7363),(73 1283.5823),(74 1281.3883),(75 1306.2297),(76 1300.8724),(77 1283.2585),(78 1287.9592),(79 1281.4476),
(1 1152.3414),(2 1187.3451),(3 1199.689),(4 1202.8777),(5 1222.4452),(6 1213.2206),(7 1212.4495),(8 1198.8252),(9 1190.614),(10 1197.0024),(11 1225.5128),(12 1233.1313),(13 1196.4084),(14 1231.5911),(15 1244.4852),(16 1239.809),(17 1212.0065),(18 1225.397),(19 1233.3282),(20 1227.6508),(21 1221.6512),(22 1219.8766),(23 1207.9603),(24 1214.9697),(25 1230.5898),(26 1250.4532),(27 1233.8871),(28 1214.5961),(29 1243.3313),(30 1226.348),(31 1240.2914),(32 1242.7073),(33 1239.5973),(34 1234.4011),(35 1248.9618),(36 1240.6354),(37 1236.0249),(38 1227.2257),(39 1228.3363),(40 1230.8557),(41 1239.3511),(42 1257.6854),(43 1234.8752),(44 1211.7699),(45 1242.6691),(46 1233.364),(47 1235.1549),(48 1247.5496),(49 1249.2845),(50 1230.206),(51 1221.8948),(52 1219.5665),(53 1236.4255),(54 1241.9165),(55 1219.9907),(56 1235.4274),(57 1234.6212),(58 1229.7999),(59 1243.5356),(60 1225.2106),(61 1221.1442),(62 1226.0215),(63 1228.2891),(64 1221.271),(65 1239.5322),(66 1225.1583),(67 1224.8113),(68 1236.9484),(69 1231.4526),(70 1227.0077),(71 1248.8442),(72 1259.4908),(73 1256.2731),(74 1250.4567),(75 1248.7417),(76 1247.4427),(77 1239.438),(78 1235.2694),(79 1245.5857),
(1 1165.1039),(2 1214.6294),(3 1217.3367),(4 1222.7037),(5 1229.619),(6 1234.6078),(7 1207.1381),(8 1217.3497),(9 1223.1296),(10 1243.4426),(11 1234.9755),(12 1219.2698),(13 1215.9744),(14 1223.9867),(15 1207.9459),(16 1233.8981),(17 1254.1744),(18 1237.5961),(19 1227.1503),(20 1221.8547),(21 1212.6725),(22 1219.6652),(23 1221.9464),(24 1214.0776),(25 1241.9413),(26 1212.3206),(27 1225.2128),(28 1228.8623),(29 1217.2963),(30 1227.1425),(31 1226.1641),(32 1213.71),(33 1227.812),(34 1238.8777),(35 1219.3751),(36 1225.472),(37 1208.3583),(38 1212.6661),(39 1238.8182),(40 1239.9592),(41 1238.2168),(42 1231.8062),(43 1242.7606),(44 1224.7695),(45 1239.1282),(46 1239.7551),(47 1240.6487),(48 1228.5983),(49 1232.137),(50 1231.2488),(51 1243.6932),(52 1216.8583),(53 1240.2917),(54 1229.7883),(55 1242.0347),(56 1239.5297),(57 1224.1232),(58 1230.5686),(59 1231.3159),(60 1238.9822),(61 1233.2838),(62 1223.526),(63 1243.6812),(64 1238.9548),(65 1223.1422),(66 1235.4308),(67 1224.9308),(68 1219.3007),(69 1228.3378),(70 1235.9658),(71 1243.5712),(72 1242.994),(73 1250.8295),(74 1251.4347),(75 1245.061),(76 1231.7097),(77 1231.3839),(78 1247.0292),(79 1245.4015),
(1 1084.8685),(2 1120.139),(3 1132.635),(4 1135.2393),(5 1131.3434),(6 1122.4393),(7 1145.3085),(8 1132.5046),(9 1138.3884),(10 1124.9028),(11 1155.1902),(12 1153.4962),(13 1140.136),(14 1152.9344),(15 1141.6698),(16 1141.2544),(17 1142.9657),(18 1141.898),(19 1146.627),(20 1155.5132),(21 1139.0251),(22 1147.4526),(23 1142.1489),(24 1146.4788),(25 1162.1023),(26 1168.6459),(27 1166.704),(28 1161.622),(29 1170.2656),(30 1165.6445),(31 1166.6577),(32 1149.5206),(33 1164.1783),(34 1176.634),(35 1159.3975),(36 1161.7643),(37 1172.9017),(38 1151.0701),(39 1157.4976),(40 1172.9304),(41 1171.6975),(42 1189.6232),(43 1179.2048),(44 1163.582),(45 1174.5864),(46 1166.2294),(47 1165.7045),(48 1164.4905),(49 1179.1982),(50 1162.7269),(51 1179.0934),(52 1164.9258),(53 1168.6392),(54 1174.3153),(55 1167.9468),(56 1174.6257),(57 1170.3932),(58 1170.4886),(59 1167.5623),(60 1175.2112),(61 1152.1936),(62 1175.1992),(63 1168.5844),(64 1160.0092),(65 1179.4791),(66 1171.12),(67 1167.7523),(68 1180.1271),(69 1154.1808),(70 1161.798),(71 1161.9402),(72 1182.38),(73 1195.1361),(74 1197.9574),(75 1201.8031),(76 1172.0615),(77 1161.2245),(78 1179.9166),(79 1162.8334),
(1 1119.6749),(2 1180.329),(3 1155.0452),(4 1160.9723),(5 1182.32),(6 1184.6044),(7 1194.6809),(8 1177.8964),(9 1179.5516),(10 1168.0841),(11 1169.7584),(12 1187.6201),(13 1167.3663),(14 1191.8927),(15 1192.0082),(16 1161.4127),(17 1186.7914),(18 1179.2479),(19 1178.8971),(20 1166.6909),(21 1180.7935),(22 1186.7147),(23 1165.6575),(24 1173.8011),(25 1201.7933),(26 1188.4591),(27 1183.9451),(28 1187.5658),(29 1175.3563),(30 1174.0128),(31 1180.2532),(32 1172.383),(33 1166.93),(34 1199.7278),(35 1178.0299),(36 1175.4584),(37 1182.5327),(38 1172.4916),(39 1176.122),(40 1168.0315),(41 1176.3815),(42 1176.1227),(43 1196.3752),(44 1189.946),(45 1206.8981),(46 1188.7899),(47 1197.4105),(48 1189.938),(49 1218.1857),(50 1213.3921),(51 1184.0239),(52 1182.495),(53 1191.952),(54 1189.5262),(55 1170.783),(56 1176.911),(57 1193.7992),(58 1203.4138),(59 1185.7098),(60 1184.2319),(61 1187.2137),(62 1184.7948),(63 1169.5836),(64 1169.8856),(65 1189.7576),(66 1185.136),(67 1173.4808),(68 1190.1261),(69 1206.8174),(70 1198.3983),(71 1193.5215),(72 1202.67),(73 1217.9042),(74 1216.2294),(75 1215.2235),(76 1198.654),(77 1218.4945),(78 1202.4746),(79 1202.758),
(1 1039.7312),(2 1116.2928),(3 1119.2402),(4 1113.8219),(5 1102.1526),(6 1124.3085),(7 1124.7767),(8 1107.0616),(9 1109.9017),(10 1113.4471),(11 1130.5762),(12 1116.8486),(13 1121.0765),(14 1116.8038),(15 1120.0364),(16 1101.0035),(17 1116.5681),(18 1132.1731),(19 1130.1631),(20 1119.873),(21 1129.3451),(22 1136.4082),(23 1123.4396),(24 1122.9232),(25 1133.7881),(26 1127.9268),(27 1121.5859),(28 1115.5449),(29 1117.9209),(30 1139.4133),(31 1135.76),(32 1126.9131),(33 1136.9257),(34 1148.8364),(35 1131.6511),(36 1117.8022),(37 1133.7322),(38 1122.6227),(39 1129.7089),(40 1135.8105),(41 1137.6501),(42 1132.0867),(43 1125.3606),(44 1126.521),(45 1124.2657),(46 1123.3092),(47 1137.9108),(48 1139.8684),(49 1127.5507),(50 1133.8815),(51 1130.624),(52 1122.3496),(53 1115.0863),(54 1111.7017),(55 1112.8539),(56 1122.2609),(57 1130.5951),(58 1130.1006),(59 1138.8455),(60 1128.53),(61 1112.9852),(62 1134.3074),(63 1150.8785),(64 1140.8427),(65 1141.5513),(66 1127.6901),(67 1132.828),(68 1117.3832),(69 1121.9609),(70 1128.3905),(71 1109.7987),(72 1128.7053),(73 1153.1671),(74 1146.7291),(75 1140.8555),(76 1130.7527),(77 1148.9542),(78 1139.775),(79 1134.6554),
(1 1063.2709),(2 1108.6183),(3 1124.1542),(4 1112.3143),(5 1120.9816),(6 1121.7648),(7 1121.6533),(8 1120.0345),(9 1099.1752),(10 1115.6394),(11 1107.0664),(12 1096.0903),(13 1113.5592),(14 1112.5073),(15 1101.7484),(16 1103.5369),(17 1115.6837),(18 1118.7178),(19 1098.5511),(20 1117.3904),(21 1108.2329),(22 1104.5657),(23 1106.1011),(24 1101.8019),(25 1142.6254),(26 1135.7104),(27 1132.7783),(28 1128.4865),(29 1119.7527),(30 1138.2957),(31 1120.5587),(32 1131.7878),(33 1125.319),(34 1133.937),(35 1106.2197),(36 1106.9751),(37 1102.9884),(38 1113.2378),(39 1132.2792),(40 1138.9319),(41 1144.0745),(42 1139.8154),(43 1134.9745),(44 1135.7797),(45 1127.8445),(46 1137.5588),(47 1119.7427),(48 1115.3516),(49 1126.9675),(50 1129.536),(51 1122.911),(52 1116.9832),(53 1101.6453),(54 1108.2223),(55 1121.3954),(56 1121.0228),(57 1128.0038),(58 1148.0624),(59 1135.0417),(60 1120.304),(61 1115.1459),(62 1123.6467),(63 1141.5171),(64 1135.2961),(65 1131.8419),(66 1134.3721),(67 1113.5984),(68 1116.2344),(69 1116.3639),(70 1131.6295),(71 1133.6404),(72 1118.0948),(73 1149.6495),(74 1169.292),(75 1162.8813),(76 1137.2527),(77 1131.6808),(78 1136.9948),(79 1156.8998),
