1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54910.77),(2 199668.94),(3 438124.16),(4 764332.5),(5 1143596.4),(6 1601880.4),(7 2101951.8),(8 2658822),(9 3231284),(10 3820325),(11 4397629.5),(12 5007813),(13 5634677.5),(14 6237806.5),(15 6862676),(16 7507356.5),(17 8187842.5),(18 8910620),(19 9614986),(20 10362171),(21 11121227),(22 11859673),(23 12695293),(24 13382300),(25 14075119),(26 14777795),(27 15472561),(28 16165321),(29 16788862),(30 17454102),(31 18146918),(32 18914810),(33 19721438),(34 20625320),(35 21617458),(36 22667338),(37 23798402),(38 25109768),(39 26450864),(40 27890454),(41 29433866),(42 31153646),(43 33012912),(44 34913308),(45 36977436),(46 39083844),(47 41437692),(48 44048336),(49 46756860),(50 49621390),(51 52666400),(52 55698828),(53 59267504),(54 62591980),(55 65957652),(56 69315540),(57 72771864),(58 76304904),(59 79766360),(60 83103816),(61 86842280),(62 90593240),(63 94301864),(64 98064504),(65 101833280),(66 105659880),(67 109666216),(68 113863420),(69 117762850),(70 121714470),(71 125774840),(72 129820280),(73 133383910),(74 136595570),(75 140059900),(76 143449470),(77 146835460),(78 150226740),(79 153819120),
(1 825.6804),(2 1122.4381),(3 1223.8822),(4 1254.6876),(5 1266.8223),(6 1289.9485),(7 1333.4025),(8 1370.2429),(9 1368.3739),(10 1370.274),(11 1384.9669),(12 1389.4458),(13 1400.6045),(14 1398.2936),(15 1435.4226),(16 1425.1768),(17 1436.0314),(18 1434.288),(19 1413.2881),(20 1418.6915),(21 1403.9675),(22 1392.7805),(23 1377.0925),(24 1388.2115),(25 1411.879),(26 1431.213),(27 1455.8116),(28 1486.6711),(29 1500.2646),(30 1509.7104),(31 1532.3054),(32 1526.8639),(33 1553.0966),(34 1562.649),(35 1578.5234),(36 1620.5194),(37 1629.6161),(38 1652.7642),(39 1667.6802),(40 1689.7894),(41 1708.5349),(42 1739.5593),(43 1778.7803),(44 1804.1534),(45 1824.845),(46 1851.085),(47 1884.3081),(48 1890.2762),(49 1907.1571),(50 1907.8054),(51 1936.0787),(52 1951.783),(53 1994.1589),(54 2014.4467),(55 2046.7825),(56 2062.0125),(57 2078.3406),(58 2078.1382),(59 2055.8838),(60 2063.3015),(61 2072.5537),(62 2077.9612),(63 2054.551),(64 2037.7914),(65 2019.5714),(66 2011.8146),(67 2010.7214),(68 2008.3207),(69 1991.2997),(70 1960.8395),(71 1945.2803),(72 1935.4865),(73 1909.0427),(74 1881.2583),(75 1834.528),(76 1815.6481),(77 1796.2554),(78 1781.8552),(79 1749.8204),
(1 812.57294),(2 1102.1477),(3 1211.523),(4 1271.8524),(5 1283.0831),(6 1283.9777),(7 1316.1732),(8 1357.6628),(9 1366.3792),(10 1364.7217),(11 1363.0203),(12 1385.3367),(13 1397.6647),(14 1405.0852),(15 1427.3751),(16 1397.7133),(17 1404.39),(18 1409.3302),(19 1412.2612),(20 1408.4082),(21 1389.948),(22 1378.7054),(23 1389.2585),(24 1404.4851),(25 1417.2385),(26 1433.3258),(27 1448.8804),(28 1459.0321),(29 1494.4523),(30 1519.8002),(31 1517.9509),(32 1524.5217),(33 1569.4733),(34 1575.1759),(35 1579.4131),(36 1611.105),(37 1604.2374),(38 1640.4403),(39 1685.4698),(40 1698.2648),(41 1731.8153),(42 1761.5607),(43 1786.4796),(44 1816.4624),(45 1843.3806),(46 1856.0415),(47 1844.3495),(48 1882.0798),(49 1916.6224),(50 1941.0577),(51 1958.1866),(52 1961.3352),(53 1982.7372),(54 2015.6447),(55 2018.1168),(56 2016.258),(57 2052.504),(58 2059.608),(59 2057.4656),(60 2067.3523),(61 2088.3862),(62 2081.8008),(63 2072.6543),(64 2058.853),(65 2047.5316),(66 2058.9749),(67 2040.3947),(68 2037.952),(69 2025.6355),(70 2015.6477),(71 1995.5078),(72 1976.4174),(73 1948.3607),(74 1920.8456),(75 1898.4536),(76 1880.4155),(77 1837.256),(78 1796.0424),(79 1777.3877),
(1 805.3251),(2 1077.9985),(3 1190.0087),(4 1229.803),(5 1245.4873),(6 1258.6838),(7 1303.9564),(8 1338.9558),(9 1357.7095),(10 1351.4956),(11 1370.1139),(12 1374.7524),(13 1378.7219),(14 1400.6542),(15 1406.033),(16 1397.267),(17 1399.5492),(18 1403.4237),(19 1400.8383),(20 1384.3319),(21 1370.5201),(22 1364.1825),(23 1374.1154),(24 1383.7448),(25 1389.4207),(26 1416.2251),(27 1422.2358),(28 1464.189),(29 1453.9402),(30 1494.1493),(31 1496.6156),(32 1517.1432),(33 1564.9685),(34 1554.0352),(35 1569.1163),(36 1597.6832),(37 1598.9338),(38 1625.7716),(39 1672.9059),(40 1689.9519),(41 1708.3455),(42 1734.9976),(43 1745.3903),(44 1781.6138),(45 1833.2307),(46 1853.1145),(47 1882.9141),(48 1905.0812),(49 1927.1255),(50 1916.6282),(51 1939.4733),(52 1955.3029),(53 1975.85),(54 2015.1948),(55 2033.9148),(56 2056.2446),(57 2085.681),(58 2091.3423),(59 2079.13),(60 2085.5608),(61 2087.6091),(62 2071.7844),(63 2079.9304),(64 2086.726),(65 2062.6365),(66 2053.634),(67 2033.7775),(68 2014.5271),(69 2030.7574),(70 2025.1729),(71 1988.7711),(72 1969.8718),(73 1920.0424),(74 1900.9641),(75 1880.5042),(76 1830.6128),(77 1781.2706),(78 1747.6564),(79 1746.018),
(1 800.4121),(2 1079.5422),(3 1157.1099),(4 1197.9303),(5 1231.6862),(6 1257.7379),(7 1297.8022),(8 1304.3082),(9 1330.0034),(10 1330.1259),(11 1347.4878),(12 1349.745),(13 1362.086),(14 1350.0829),(15 1357.2323),(16 1348.3579),(17 1347.5247),(18 1351.1472),(19 1367.1888),(20 1364.2502),(21 1362.6473),(22 1358.0156),(23 1354.9016),(24 1371.1793),(25 1371.797),(26 1385.1243),(27 1414.1135),(28 1440.0288),(29 1456.7396),(30 1477.7672),(31 1470.8966),(32 1497.7638),(33 1528.2295),(34 1559.7747),(35 1570.692),(36 1599.773),(37 1623.5763),(38 1618.6057),(39 1657.7479),(40 1671.0416),(41 1695.9441),(42 1717.526),(43 1723.2534),(44 1747.3999),(45 1792.0864),(46 1811.3917),(47 1835.2882),(48 1862.5428),(49 1879.7671),(50 1901.703),(51 1918.3562),(52 1926.4247),(53 1917.3008),(54 1941.8464),(55 1967.6813),(56 1969.1857),(57 1999.6078),(58 1989.6901),(59 2004.0253),(60 2015.0104),(61 2008.5181),(62 2004.133),(63 2019.8379),(64 2033.5137),(65 2017.3833),(66 1994.2717),(67 1998.1735),(68 1988.3628),(69 1992.0089),(70 1998.3918),(71 1949.2156),(72 1925.3539),(73 1859.243),(74 1858.0747),(75 1860.7634),(76 1818.5244),(77 1793.1248),(78 1766.3931),(79 1761.1951),
(1 761.17664),(2 1029.826),(3 1115.9333),(4 1155.001),(5 1186.1908),(6 1219.5509),(7 1244.8119),(8 1259.6473),(9 1259.1022),(10 1269.5693),(11 1295.0972),(12 1295.6521),(13 1315.2144),(14 1307.7039),(15 1306.7399),(16 1298.7144),(17 1317.7239),(18 1340.6157),(19 1341.1942),(20 1344.6139),(21 1306.8695),(22 1304.7173),(23 1310.0382),(24 1315.732),(25 1325.2955),(26 1326.7101),(27 1355.9899),(28 1365.5193),(29 1379.9291),(30 1399.6283),(31 1403.6985),(32 1435.1282),(33 1443.8308),(34 1452.5673),(35 1449.7094),(36 1472.6874),(37 1497.3684),(38 1527.9028),(39 1544.3752),(40 1575.9492),(41 1597.3959),(42 1623.363),(43 1628.9894),(44 1665.2802),(45 1686.0862),(46 1709.1046),(47 1739.027),(48 1762.991),(49 1781.0902),(50 1790.9028),(51 1809.9889),(52 1814.681),(53 1837.8435),(54 1865.8574),(55 1891.4528),(56 1911.7635),(57 1913.867),(58 1921.636),(59 1917.2749),(60 1934.1533),(61 1931.4862),(62 1946.3639),(63 1942.6656),(64 1936.6241),(65 1926.3909),(66 1908.7676),(67 1899.8414),(68 1875.5902),(69 1899.0052),(70 1892.6934),(71 1869.469),(72 1832.1127),(73 1806.9762),(74 1781.8525),(75 1755.9202),(76 1723.7043),(77 1697.519),(78 1667.9597),(79 1655.9886),
(1 743.89014),(2 1005.47687),(3 1092.229),(4 1117.9875),(5 1149.3882),(6 1175.5688),(7 1197.0771),(8 1195.3359),(9 1214.1345),(10 1212.2174),(11 1230.2832),(12 1242.7305),(13 1263.419),(14 1267.8185),(15 1278.2692),(16 1272.5344),(17 1270.6569),(18 1284.6934),(19 1290.0834),(20 1290.1603),(21 1243.2683),(22 1253.0997),(23 1301.7593),(24 1291.4597),(25 1280.0779),(26 1278.3164),(27 1313.077),(28 1323.6566),(29 1333.9149),(30 1344.3673),(31 1373.9316),(32 1387.2047),(33 1397.8683),(34 1399.9314),(35 1422.0709),(36 1444.8378),(37 1484.231),(38 1500.068),(39 1541.7156),(40 1567.5543),(41 1580.036),(42 1592.7441),(43 1608.9939),(44 1623.8525),(45 1653.777),(46 1698.8336),(47 1718.0303),(48 1754.2512),(49 1767.0913),(50 1770.0795),(51 1807.9277),(52 1818.1005),(53 1866.4542),(54 1881.41),(55 1917.6929),(56 1941.052),(57 1944.4473),(58 1928.8948),(59 1934.8193),(60 1931.8635),(61 1941.3447),(62 1927.618),(63 1915.9067),(64 1926.0746),(65 1913.3365),(66 1891.8975),(67 1874.6868),(68 1866.3269),(69 1844.5247),(70 1828.215),(71 1811.0067),(72 1780.736),(73 1746.724),(74 1727.7308),(75 1710.0272),(76 1690.2236),(77 1655.7502),(78 1624.5631),(79 1600.8196),
(1 725.8685),(2 977.1982),(3 1063.1846),(4 1111.8525),(5 1133.4036),(6 1131.8207),(7 1155.4713),(8 1184.4178),(9 1209.3342),(10 1219.5857),(11 1236.6584),(12 1230.8064),(13 1232.9713),(14 1232.9834),(15 1236.6877),(16 1236.825),(17 1256.3799),(18 1268.8514),(19 1269.9658),(20 1264.0256),(21 1268.5758),(22 1266.4458),(23 1280.5924),(24 1284.2527),(25 1285.7432),(26 1279.1195),(27 1282.2946),(28 1297.5055),(29 1308.0492),(30 1320.8019),(31 1341.8688),(32 1347.124),(33 1363.9858),(34 1356.9125),(35 1388.1703),(36 1422.275),(37 1462.3964),(38 1474.0925),(39 1495.718),(40 1538.1777),(41 1551.8312),(42 1583.2672),(43 1605.0762),(44 1622.7343),(45 1636.1053),(46 1665.4769),(47 1690.528),(48 1733.2513),(49 1772.7882),(50 1774.3555),(51 1799.6846),(52 1822.7968),(53 1870.2861),(54 1893.5403),(55 1918.0377),(56 1931.2333),(57 1944.3907),(58 1936.2014),(59 1952.7859),(60 1949.2806),(61 1949.8326),(62 1925.9631),(63 1930.3007),(64 1937.2762),(65 1928.6985),(66 1911.1428),(67 1881.9043),(68 1878.8188),(69 1860.6027),(70 1858.7903),(71 1832.6201),(72 1808.7902),(73 1787.9353),(74 1740.0754),(75 1719.9471),(76 1694.1704),(77 1661.5575),(78 1634.5914),(79 1615.4623),
(1 713.38086),(2 964.8375),(3 1043.3967),(4 1068.32),(5 1091.9746),(6 1108.2296),(7 1141.3191),(8 1159.463),(9 1176.4806),(10 1196.0938),(11 1196.1409),(12 1202.0669),(13 1178.9492),(14 1190.57),(15 1200.254),(16 1186.8755),(17 1217.5282),(18 1227.4674),(19 1203.7783),(20 1214.39),(21 1226.7599),(22 1227.4159),(23 1246.3846),(24 1244.4763),(25 1241.566),(26 1225.6796),(27 1260.2462),(28 1246.8147),(29 1262.7174),(30 1303.5286),(31 1317.2579),(32 1328.0535),(33 1336.5143),(34 1332.4805),(35 1347.9268),(36 1384.8632),(37 1401.8884),(38 1426.8055),(39 1454.1111),(40 1479.9834),(41 1479.1617),(42 1508.9956),(43 1541.4268),(44 1549.7687),(45 1564.8608),(46 1579.2667),(47 1623.9146),(48 1627.3937),(49 1639.4738),(50 1646.0223),(51 1662.0663),(52 1686.7838),(53 1732.4838),(54 1770.5525),(55 1798.0654),(56 1794.6018),(57 1780.2219),(58 1800.8595),(59 1804.0719),(60 1799.1924),(61 1791.6814),(62 1772.1764),(63 1778.5405),(64 1790.6788),(65 1752.6069),(66 1737.8925),(67 1724.7078),(68 1735.653),(69 1712.8082),(70 1691.4711),(71 1690.0793),(72 1687.8911),(73 1680.6971),(74 1628.776),(75 1603.5792),(76 1585.6793),(77 1572.8854),(78 1558.2086),(79 1534.0153),
(1 691.0844),(2 950.3783),(3 1024.2013),(4 1056.1754),(5 1078.9255),(6 1087.6108),(7 1105.3176),(8 1137.4656),(9 1132.9509),(10 1150.4137),(11 1167.4962),(12 1161.0762),(13 1156.7883),(14 1155.824),(15 1169.9127),(16 1165.9918),(17 1186.1953),(18 1183.0192),(19 1172.6877),(20 1180.426),(21 1184.7327),(22 1164.4327),(23 1184.6499),(24 1204.4904),(25 1198.6206),(26 1211.3744),(27 1224.0526),(28 1233.2491),(29 1239.6858),(30 1258.8328),(31 1276.5079),(32 1296.1604),(33 1315.7646),(34 1316.8618),(35 1337.3105),(36 1363.6821),(37 1373.0001),(38 1385.461),(39 1417.9805),(40 1432.5299),(41 1456.5366),(42 1475.1831),(43 1476.5607),(44 1509.6312),(45 1530.1104),(46 1545.1078),(47 1563.8022),(48 1576.7948),(49 1585.7859),(50 1594.3589),(51 1612.7177),(52 1618.2576),(53 1660.6193),(54 1691.8442),(55 1713.9264),(56 1722.5348),(57 1735.9835),(58 1736.5658),(59 1727.0066),(60 1724.5773),(61 1725.2175),(62 1731.3049),(63 1731.3683),(64 1720.4799),(65 1701.4042),(66 1689.2758),(67 1700.1193),(68 1697.1201),(69 1678.9802),(70 1674.5347),(71 1653.6104),(72 1652.7468),(73 1621.9668),(74 1588.4315),(75 1559.4309),(76 1540.2227),(77 1517.8302),(78 1500.5774),(79 1472.2925),
(1 684.68115),(2 939.22095),(3 1021.40533),(4 1058.8922),(5 1083.8047),(6 1090.1038),(7 1090.4865),(8 1131.113),(9 1138.5388),(10 1142.2542),(11 1149.7137),(12 1155.1611),(13 1157.6069),(14 1154.6586),(15 1156.4624),(16 1156.2644),(17 1165.0841),(18 1159.4395),(19 1174.0382),(20 1189.1633),(21 1203.9003),(22 1183.8862),(23 1189.9824),(24 1217.2882),(25 1202.7864),(26 1212.4458),(27 1232.6736),(28 1235.7222),(29 1236.2153),(30 1247.5746),(31 1253.1078),(32 1270.0043),(33 1272.6799),(34 1273.4664),(35 1300.7539),(36 1334.7493),(37 1358.7786),(38 1378.0792),(39 1428.6143),(40 1437.2192),(41 1424.0189),(42 1452.3052),(43 1477.1466),(44 1482.3749),(45 1494.3556),(46 1520.9171),(47 1539.4885),(48 1555.2062),(49 1572.4254),(50 1568.1407),(51 1593.3148),(52 1644.623),(53 1659.7775),(54 1679.3246),(55 1707.9879),(56 1720.3597),(57 1718.2579),(58 1722.5526),(59 1714.7916),(60 1713.2871),(61 1713.7042),(62 1713.3951),(63 1723.6852),(64 1735.3676),(65 1726.3379),(66 1719.1848),(67 1710.682),(68 1706.831),(69 1690.3059),(70 1670.1418),(71 1669.0854),(72 1654.1754),(73 1631.5022),(74 1579.8516),(75 1571.3077),(76 1560.1545),(77 1534.5419),(78 1511.7858),(79 1490.8401),
(1 685.19464),(2 919.0656),(3 986.8884),(4 1033.2325),(5 1062.8341),(6 1071.4484),(7 1084.1445),(8 1099.6057),(9 1102.6412),(10 1113.5475),(11 1130.9393),(12 1149.4221),(13 1149.3958),(14 1140.9728),(15 1157.6718),(16 1147.6149),(17 1146.993),(18 1159.4918),(19 1158.4115),(20 1177.7831),(21 1166.394),(22 1150.4054),(23 1169.4514),(24 1185.7162),(25 1192.8282),(26 1193.0491),(27 1191.4568),(28 1196.3827),(29 1234.3512),(30 1218.283),(31 1228.6179),(32 1249.5526),(33 1255.2994),(34 1266.6577),(35 1296.834),(36 1318.8691),(37 1330.4),(38 1361.5157),(39 1385.7465),(40 1403.4019),(41 1412.1241),(42 1440.2684),(43 1474.0466),(44 1493.75),(45 1518.2601),(46 1504.2023),(47 1532.8673),(48 1544.2537),(49 1577.0602),(50 1591.7794),(51 1613.3485),(52 1649.2292),(53 1680.789),(54 1690.2305),(55 1706.4779),(56 1707.39),(57 1710.3558),(58 1720.199),(59 1721.436),(60 1712.3931),(61 1699.294),(62 1689.3323),(63 1707.0813),(64 1710.5258),(65 1705.8394),(66 1693.6088),(67 1668.3779),(68 1657.615),(69 1680.6683),(70 1648.808),(71 1639.4474),(72 1623.2009),(73 1592.9275),(74 1568.8688),(75 1542.9009),(76 1518.1898),(77 1518.8701),(78 1497.3722),(79 1481.5359),
(1 682.1231),(2 893.93896),(3 978.0363),(4 1034.4706),(5 1060.4612),(6 1068.5608),(7 1084.4803),(8 1112.0275),(9 1110.8054),(10 1114.2178),(11 1128.9945),(12 1128.1964),(13 1128.4905),(14 1141.9454),(15 1140.8446),(16 1146.6456),(17 1159.0692),(18 1143.2825),(19 1146.7668),(20 1148.8813),(21 1135.6499),(22 1126.8866),(23 1154.9884),(24 1176.1072),(25 1174.3315),(26 1160.2428),(27 1152.0253),(28 1171.7876),(29 1187.9922),(30 1195.604),(31 1194.535),(32 1216.8959),(33 1233.8536),(34 1242.5325),(35 1263.923),(36 1272.3586),(37 1299.9741),(38 1332.1315),(39 1337.6704),(40 1357.917),(41 1374.8213),(42 1369.2117),(43 1400.7468),(44 1438.3475),(45 1456.9832),(46 1455.1793),(47 1484.2705),(48 1490.6241),(49 1521.8469),(50 1547.0438),(51 1555.9642),(52 1556.9388),(53 1613.8796),(54 1645.394),(55 1654.2795),(56 1680.7498),(57 1687.0015),(58 1697.0796),(59 1707.6339),(60 1698.3062),(61 1685.3898),(62 1689.6652),(63 1694.2529),(64 1698.4108),(65 1686.8309),(66 1672.4265),(67 1670.4227),(68 1669.3794),(69 1645.4485),(70 1615.0193),(71 1598.9642),(72 1590.858),(73 1566.6715),(74 1535.1624),(75 1512.5056),(76 1515.4623),(77 1491.8162),(78 1459.6407),(79 1436.0947),
(1 666.0871),(2 862.9055),(3 939.11456),(4 990.23517),(5 1018.0859),(6 1057.0645),(7 1068.2891),(8 1077.5396),(9 1085.0221),(10 1093.6951),(11 1101.0446),(12 1092.0386),(13 1084.8469),(14 1101.4384),(15 1128.2805),(16 1097.513),(17 1111.1879),(18 1128.5442),(19 1115.2485),(20 1112.3295),(21 1107.8511),(22 1096.8877),(23 1120.2882),(24 1130.07),(25 1120.0226),(26 1134.7493),(27 1133.3793),(28 1133.8308),(29 1144.5769),(30 1153.1768),(31 1166.6941),(32 1182.5254),(33 1194.6246),(34 1201.5166),(35 1230.7083),(36 1242.5569),(37 1251.6361),(38 1285.6414),(39 1315.3611),(40 1340.0433),(41 1361.4052),(42 1364.2416),(43 1396.4595),(44 1412.5024),(45 1425.8496),(46 1443.1859),(47 1469.0366),(48 1472.1855),(49 1498.8702),(50 1526.5071),(51 1547.6603),(52 1555.0029),(53 1606.4762),(54 1630.8881),(55 1630.9935),(56 1665.815),(57 1672.7612),(58 1681.4462),(59 1685.5021),(60 1665.6036),(61 1652.0083),(62 1657.5887),(63 1684.1709),(64 1671.8822),(65 1645.4238),(66 1639.0028),(67 1634.7339),(68 1648.7678),(69 1609.6525),(70 1603.4186),(71 1580.5314),(72 1562.6299),(73 1557.9939),(74 1516.1655),(75 1490.6908),(76 1489.3069),(77 1441.1945),(78 1425.9662),(79 1397.0328),
(1 659.61646),(2 860.5344),(3 938.2369),(4 978.6157),(5 1012.03674),(6 1031.9269),(7 1030.9506),(8 1037.7034),(9 1066.4502),(10 1068.3184),(11 1092.0618),(12 1082.094),(13 1074.322),(14 1085.9956),(15 1094.8673),(16 1085.8844),(17 1091.2572),(18 1097.4027),(19 1105.7891),(20 1098.5476),(21 1098.094),(22 1088.6438),(23 1110.4153),(24 1115.6852),(25 1119.8805),(26 1111.91),(27 1121.7285),(28 1120.4442),(29 1133.1238),(30 1133.4509),(31 1159.2986),(32 1166.927),(33 1172.4526),(34 1179.13),(35 1203.5994),(36 1214.1136),(37 1216.2343),(38 1237.5988),(39 1257.4974),(40 1274.558),(41 1296.6105),(42 1321.1439),(43 1342.0844),(44 1339.5098),(45 1370.3541),(46 1365.7981),(47 1382.6835),(48 1387.1902),(49 1417.6681),(50 1430.4666),(51 1460.9656),(52 1459.0195),(53 1481.5842),(54 1509.0944),(55 1521.5795),(56 1536.3206),(57 1552.3464),(58 1548.1163),(59 1547.2858),(60 1549.036),(61 1565.1563),(62 1558.8739),(63 1574.565),(64 1546.648),(65 1542.3577),(66 1536.0214),(67 1538.1084),(68 1527.3683),(69 1527.751),(70 1515.8501),(71 1520.862),(72 1508.0719),(73 1478.6091),(74 1435.3428),(75 1421.2642),(76 1424.0299),(77 1393.3298),(78 1361.7395),(79 1325.2338),
(1 649.7584),(2 842.5612),(3 918.7563),(4 958.3854),(5 981.6115),(6 993.5028),(7 1015.07837),(8 1034.9812),(9 1024.4884),(10 1035.3057),(11 1042.5044),(12 1050.2616),(13 1052.9537),(14 1058.0999),(15 1076.3171),(16 1067.0492),(17 1066.0411),(18 1081.1517),(19 1082.1439),(20 1086.4012),(21 1082.8593),(22 1074.8518),(23 1085.7352),(24 1088.0521),(25 1090.5692),(26 1090.1498),(27 1081.8801),(28 1106.4336),(29 1114.946),(30 1106.6511),(31 1124.393),(32 1144.1233),(33 1164.7068),(34 1181.3783),(35 1189.5424),(36 1216.707),(37 1226.8995),(38 1243.9155),(39 1239.8315),(40 1249.4375),(41 1272.9427),(42 1305.3629),(43 1323.7115),(44 1331.9962),(45 1346.3213),(46 1366.2184),(47 1388.9043),(48 1422.1998),(49 1438.516),(50 1453.5531),(51 1476.9827),(52 1472.728),(53 1503.7332),(54 1540.6558),(55 1544.6449),(56 1558.3108),(57 1565.6112),(58 1583.7455),(59 1577.8477),(60 1581.8163),(61 1576.9489),(62 1570.0082),(63 1586.0873),(64 1568.0406),(65 1584.6543),(66 1579.9094),(67 1563.4526),(68 1563.8247),(69 1564.2488),(70 1541.9298),(71 1516.2255),(72 1479.8535),(73 1468.7847),(74 1441.5978),(75 1429.1794),(76 1411.4983),(77 1376.4401),(78 1352.1348),(79 1337.5249),
(1 650.91284),(2 847.3148),(3 929.42395),(4 946.31573),(5 965.49194),(6 989.5479),(7 998.5942),(8 1026.1322),(9 1025.701),(10 1035.8455),(11 1055.4183),(12 1067.3207),(13 1055.4977),(14 1070.9355),(15 1078.0068),(16 1062.2284),(17 1072.608),(18 1081.1154),(19 1076.0005),(20 1077.3795),(21 1071.6028),(22 1067.3645),(23 1069.6638),(24 1079.4448),(25 1074.2316),(26 1083.587),(27 1064.4579),(28 1075.3627),(29 1072.634),(30 1078.7317),(31 1099.685),(32 1111.716),(33 1136.6536),(34 1142.597),(35 1173.017),(36 1189.7451),(37 1197.1738),(38 1206.5577),(39 1224.9421),(40 1226.04),(41 1243.8223),(42 1266.3969),(43 1271.7721),(44 1286.6102),(45 1298.9913),(46 1326.2239),(47 1344.5293),(48 1366.2278),(49 1382.529),(50 1377.3849),(51 1410.8258),(52 1410.277),(53 1418.5205),(54 1444.1991),(55 1464.323),(56 1463.7043),(57 1467.9032),(58 1463.5027),(59 1471.8547),(60 1471.6688),(61 1450.4677),(62 1468.5122),(63 1482.8219),(64 1480.9434),(65 1465.975),(66 1479.0996),(67 1461.1987),(68 1478.0198),(69 1480.0571),(70 1477.1873),(71 1441.0388),(72 1423.7632),(73 1412.385),(74 1391.4935),(75 1382.6957),(76 1368.1028),(77 1358.8019),(78 1344.7094),(79 1342.828),
