1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 934331),(2 3399325.8),(3 6779381.5),(4 10915295),(5 14980859),(6 19390922),(7 24626480),(8 30959010),(9 36624588),(10 42914996),(11 50214836),(12 57695820),(13 66651216),(14 77024540),(15 88849350),(16 101740570),(17 116321820),(18 132424650),(19 150271220),(20 171421860),(21 192618580),(22 215808780),(23 240600560),(24 268444930),(25 296219800),(26 327058660),(27 361136400),(28 396444000),(29 436098800),(30 477660830),(31 526369020),(32 575657300),(33 622363800),(34 669862850),(35 723319900),(36 780985340),(37 843523650),(38 923744000),(39 991995100),(40 1065444540),(41 1137119100),(42 1195614500),(43 1252114800),(44 1306491300),(45 1358361100),(46 1401851100),(47 1439444000),(48 1472427000),(49 1502527500),(50 1522940400),(51 1534792800),(52 1538640400),(53 1529918600),(54 1520148500),(55 1501846900),(56 1472495500),(57 1432908200),(58 1380343400),(59 1317054800),(60 1246063500),(61 1172811400),(62 1095611100),(63 1023531200),(64 952371460),(65 882137400),(66 812536100),(67 745055400),(68 679530600),(69 617849400),(70 557922750),(71 501143970),(72 447156600),(73 396457820),(74 350761470),(75 307576930),(76 268676830),(77 235143440),(78 207132860),(79 185836030),
(1 207235.48),(2 309488.97),(3 369583.34),(4 398819.8),(5 400019.66),(6 419791.13),(7 445082.28),(8 449799.66),(9 458375.75),(10 472222),(11 495872.5),(12 501486.63),(13 510560.78),(14 514722.22),(15 515223.34),(16 524516.2),(17 531625.5),(18 532687.25),(19 547700.9),(20 554699.56),(21 540887.56),(22 533170),(23 542944.44),(24 562960.1),(25 575882.8),(26 573378.25),(27 592119.7),(28 604155.75),(29 599412.3),(30 609907.4),(31 617191.75),(32 622483.5),(33 619658.06),(34 618748.75),(35 625422),(36 629781.94),(37 633944.6),(38 630733.6),(39 630661),(40 635812.6),(41 642075.3),(42 646099.94),(43 653803.3),(44 661401.3),(45 656145),(46 662409.25),(47 668675.1),(48 659729.06),(49 652172.25),(50 650763.5),(51 644133.44),(52 635146.7),(53 628880.9),(54 623968.75),(55 620113.3),(56 619122.75),(57 620427.25),(58 619350.2),(59 608353),(60 599316.75),(61 589499.94),(62 576744.25),(63 579151.2),(64 585333.3),(65 581001.8),(66 585689.6),(67 590247.4),(68 590275.2),(69 584349.7),(70 580599.1),(71 578821.56),(72 583744.3),(73 589979.7),(74 604536.2),(75 613912.3),(76 629334.2),(77 629757.56),(78 626105.9),(79 610877.06),
(1 186825.95),(2 286706.6),(3 334293.25),(4 367187.78),(5 376797.38),(6 394523.5),(7 421640.4),(8 425989.84),(9 427036.47),(10 433798.75),(11 455186.3),(12 467765.5),(13 474720.75),(14 476089.34),(15 474787.88),(16 479196.7),(17 473899.06),(18 490947.38),(19 486477.28),(20 507312.28),(21 486597.34),(22 479072.06),(23 497129.75),(24 511129.44),(25 522456),(26 520318.6),(27 527334.8),(28 542813.2),(29 539623.5),(30 545087.25),(31 552877.25),(32 548510.94),(33 553866.94),(34 557967.6),(35 563649.2),(36 563289.3),(37 567745.06),(38 569522.9),(39 565602.44),(40 572875.6),(41 581845.25),(42 586553),(43 598457.75),(44 607546.8),(45 610975.44),(46 618487.6),(47 610761.06),(48 615020.3),(49 615505.06),(50 616516.94),(51 607000.75),(52 592820.75),(53 582629.25),(54 580262.2),(55 583388.9),(56 580808.4),(57 576585.5),(58 576413.9),(59 567295.56),(60 567938.94),(61 568357.44),(62 560144.94),(63 564132.94),(64 569260.2),(65 567024.9),(66 571000.44),(67 563629.56),(68 557965.6),(69 552672.7),(70 547329.9),(71 544386.44),(72 547189.7),(73 553931.06),(74 564816),(75 572837.2),(76 584424.44),(77 588627.6),(78 580592.4),(79 561948.6),
(1 167232.05),(2 252615.47),(3 295886.63),(4 325240.84),(5 338461.44),(6 354285.44),(7 379197.63),(8 388448),(9 390547.7),(10 397572.06),(11 412871.2),(12 424157.44),(13 427404.84),(14 429543.7),(15 438289.56),(16 437026.88),(17 445459.38),(18 450117.28),(19 453911.56),(20 456229),(21 453189.22),(22 449548.84),(23 460633.6),(24 485310.94),(25 493524.3),(26 499925.66),(27 514569.75),(28 526721.94),(29 524951.06),(30 522917.5),(31 529797.44),(32 542217.6),(33 544264.94),(34 553826.7),(35 557049.56),(36 562402.25),(37 564266.75),(38 569279.25),(39 568367.25),(40 570811.8),(41 568226.4),(42 571585.56),(43 575395.06),(44 581701.1),(45 589635.8),(46 577977.7),(47 574240.3),(48 577911.7),(49 573717.44),(50 562307.3),(51 551392.94),(52 541644.56),(53 529933.4),(54 532369.25),(55 526205.44),(56 520113.06),(57 521419.3),(58 510940.22),(59 502921.97),(60 503918.94),(61 499236.6),(62 497068.28),(63 501429),(64 506987.63),(65 509846.94),(66 502346.56),(67 505675.78),(68 502461.53),(69 506861.72),(70 510375.94),(71 514980.06),(72 516516.7),(73 515292.38),(74 513102.28),(75 519715.63),(76 519324.7),(77 525548.9),(78 515638.47),(79 503724.7),
(1 161968.95),(2 238452.86),(3 281676.5),(4 311283.16),(5 322017.28),(6 333084),(7 341040.66),(8 349347.44),(9 355422.75),(10 359525.63),(11 379902.16),(12 392877.53),(13 395086.9),(14 401191.3),(15 404912.75),(16 408144.1),(17 417348.5),(18 425034.66),(19 430769.1),(20 435538.5),(21 442217.2),(22 451290.22),(23 446112.3),(24 461276.75),(25 479433.84),(26 488256.06),(27 501685.5),(28 512720.75),(29 504649.4),(30 511304.06),(31 510307.3),(32 517324),(33 511083.34),(34 522275.78),(35 522434.3),(36 525069.9),(37 518695.3),(38 524031.72),(39 523769.84),(40 522470.28),(41 525323.5),(42 535141.9),(43 539208.6),(44 543778),(45 541492.7),(46 534618.06),(47 532731.8),(48 531925.06),(49 528883.44),(50 531671.75),(51 524954.2),(52 516508),(53 516420.3),(54 516880.1),(55 512919.47),(56 516776.5),(57 512361.03),(58 506048.22),(59 504862.22),(60 496353.5),(61 501188),(62 499092.44),(63 491369.47),(64 495316.66),(65 491795.9),(66 489483.63),(67 484911.47),(68 484796.1),(69 484439.34),(70 485971.94),(71 490184.8),(72 492332.44),(73 492371.25),(74 492677.9),(75 498561.1),(76 493793.2),(77 497096.66),(78 488081.63),(79 480938.38),
(1 150377.44),(2 213843.06),(3 254197.42),(4 279307.94),(5 296034.66),(6 311669.25),(7 322601.94),(8 334355.66),(9 347311.4),(10 349775.25),(11 369548.53),(12 383506.06),(13 389241.22),(14 395504.94),(15 391114.9),(16 407328.34),(17 399969.4),(18 412429.4),(19 408270.88),(20 412727.9),(21 428430.06),(22 414950.25),(23 421678.97),(24 432594.22),(25 442580.72),(26 447813.88),(27 454841.47),(28 466121.16),(29 461711.2),(30 463544.2),(31 464757.22),(32 473114.44),(33 474861.22),(34 471624.1),(35 477864.47),(36 483080.5),(37 478396.6),(38 480650.13),(39 483401.47),(40 481945.47),(41 488242.47),(42 489893.28),(43 493096.1),(44 493521.13),(45 488655.4),(46 489180.25),(47 481851.66),(48 480358.22),(49 481259.2),(50 482095.5),(51 467191.13),(52 469030.38),(53 468014.63),(54 465632.1),(55 465814.28),(56 462684.88),(57 463476.75),(58 472127.2),(59 467891.28),(60 472413.06),(61 474488.2),(62 471452.4),(63 467975.9),(64 463429.78),(65 471736.16),(66 472261.38),(67 471182.94),(68 477073.66),(69 468660.34),(70 467492.5),(71 470115.25),(72 464157.38),(73 469138.7),(74 468043.66),(75 477574.78),(76 472805.97),(77 478560.2),(78 471469.97),(79 462134.72),
(1 145639.28),(2 202473.58),(3 244107.23),(4 267527.22),(5 283333.38),(6 297093.75),(7 300979.13),(8 307336.72),(9 314098.4),(10 317292.25),(11 335806.53),(12 349711.4),(13 367098.97),(14 366913.28),(15 377318.8),(16 384765.2),(17 386122.38),(18 385911.38),(19 393867.78),(20 398691.5),(21 414815.56),(22 416408.88),(23 416353.03),(24 427200.1),(25 438650.2),(26 454737.2),(27 447818.3),(28 457702.3),(29 466037.8),(30 466651.25),(31 468097.44),(32 472939.6),(33 478491.34),(34 471838.97),(35 481324),(36 486651.72),(37 485495.9),(38 482530.22),(39 492813.97),(40 492696.84),(41 489858.56),(42 497237.38),(43 497676),(44 494014.9),(45 488816.34),(46 484398.22),(47 480715.6),(48 482585.7),(49 479445.6),(50 476712.6),(51 474920.6),(52 469093.78),(53 464545.25),(54 469175.9),(55 466710.06),(56 463821.03),(57 468987.66),(58 467475.22),(59 465670.47),(60 458718.38),(61 454515.6),(62 457084.25),(63 444855.25),(64 443557.13),(65 448461),(66 452141.88),(67 454015.6),(68 458583.22),(69 452766.75),(70 451485.53),(71 457545.1),(72 458798.63),(73 460377.97),(74 459013.7),(75 467943.4),(76 462704.4),(77 461645.8),(78 449776),(79 438046.38),
(1 141605.98),(2 191982.4),(3 229504.97),(4 247727.31),(5 269137.7),(6 285672.13),(7 290183.6),(8 295000.13),(9 303449.13),(10 313009.34),(11 320308.3),(12 339181.8),(13 349102.97),(14 352022.47),(15 361448.9),(16 370713.44),(17 377654.03),(18 389231.44),(19 390478.13),(20 401405.25),(21 414093.56),(22 415782.72),(23 416131.34),(24 434094.72),(25 440202.4),(26 452063.9),(27 456437.84),(28 465964.75),(29 466649.66),(30 463852.3),(31 474429.88),(32 473855.88),(33 470308.88),(34 474356.75),(35 484545.88),(36 488326.16),(37 479024.5),(38 479545.66),(39 482284.28),(40 485517.88),(41 483290.47),(42 480949.56),(43 486366.72),(44 483587.5),(45 475332.03),(46 469276.66),(47 470746.22),(48 464521.44),(49 458944.1),(50 459663.6),(51 456500.88),(52 449048.22),(53 450944.56),(54 452491.88),(55 451242.84),(56 449714.75),(57 444795.78),(58 441436.6),(59 436899.7),(60 434344.2),(61 433480.88),(62 427530.84),(63 421401.16),(64 419433.94),(65 421435.5),(66 422536.56),(67 417827.22),(68 412463.44),(69 404423.88),(70 396785.1),(71 400911),(72 401941),(73 405249.25),(74 405315.03),(75 413424.2),(76 412279.8),(77 409178.16),(78 402667.6),(79 388289.44),
(1 136240.34),(2 179732.8),(3 219891.14),(4 234360),(5 254366.86),(6 275341.53),(7 275593.78),(8 285904.44),(9 296018.44),(10 300686.63),(11 308930.06),(12 320605.06),(13 334335.66),(14 342120.88),(15 349964.66),(16 359505.53),(17 369691.47),(18 380696.44),(19 390356.16),(20 393452.06),(21 407999.75),(22 412428.28),(23 417576.34),(24 421506.34),(25 426113.56),(26 428065.44),(27 438198.75),(28 442989.2),(29 437963.94),(30 440591.2),(31 443423.38),(32 436700.34),(33 435933.72),(34 438948.25),(35 441213.66),(36 446089.47),(37 443515.34),(38 445998.2),(39 454845.16),(40 450264.44),(41 446494),(42 450110.28),(43 456654.25),(44 452727.72),(45 443605.38),(46 437951.16),(47 437921.94),(48 433980),(49 431854.66),(50 428181.44),(51 425845.16),(52 433779.84),(53 428289.63),(54 431024.38),(55 433944.8),(56 430135.9),(57 426885.53),(58 423155.44),(59 416819),(60 414927.25),(61 411734.56),(62 414228.75),(63 407541.9),(64 409936.38),(65 412300.9),(66 411850.56),(67 408102.94),(68 409581.63),(69 407383.72),(70 400203.28),(71 408692.47),(72 402318.34),(73 405771.75),(74 403760),(75 407779.47),(76 408987.9),(77 402919.2),(78 402230.2),(79 385088.47),
(1 131190.63),(2 175611.83),(3 222797.67),(4 236671.73),(5 255782.2),(6 275818.44),(7 269884.9),(8 279704.2),(9 287094.06),(10 293109.2),(11 303454.4),(12 301461.53),(13 322203.13),(14 320063.3),(15 331560.2),(16 335382.2),(17 347357.13),(18 353378.47),(19 354610.7),(20 362542.72),(21 376585.13),(22 381851.6),(23 383967.53),(24 393473),(25 399721.47),(26 412962.72),(27 411316.2),(28 409407.84),(29 407722.94),(30 412955.34),(31 409340.4),(32 410909.78),(33 412642.1),(34 410038.3),(35 410364.6),(36 412995.9),(37 419131.47),(38 421056.1),(39 423431),(40 424072),(41 425595.06),(42 431109.13),(43 427785.47),(44 417767),(45 410377.66),(46 414358.72),(47 415100.44),(48 412945.25),(49 413153),(50 409625.1),(51 411350.78),(52 413761.34),(53 403170.88),(54 409622.25),(55 412963.06),(56 410713.1),(57 410147.3),(58 403945.75),(59 402765.13),(60 401446.78),(61 404145.53),(62 408124.44),(63 400597.25),(64 399733.7),(65 397603.34),(66 396122.28),(67 392668.88),(68 389333.78),(69 387831.97),(70 378730.03),(71 389664.88),(72 383124.06),(73 384031.94),(74 380545.25),(75 380499.72),(76 375876.16),(77 369499.94),(78 369057.34),(79 353085.72),
(1 124931.555),(2 165195.78),(3 201774.11),(4 212044.28),(5 232871.06),(6 247284.55),(7 247477.23),(8 258454.89),(9 263741.06),(10 282462.84),(11 277454.5),(12 289267.4),(13 297389.53),(14 308350.53),(15 307792.7),(16 324339.47),(17 335138.44),(18 342676.25),(19 342100.22),(20 354320.75),(21 362714.53),(22 377176.75),(23 374092.06),(24 389373.44),(25 393955.88),(26 401593.44),(27 402487.3),(28 400264.75),(29 405579.53),(30 404777.1),(31 399072.66),(32 405251.4),(33 408494.56),(34 406391.1),(35 402652.75),(36 404656.2),(37 408278.75),(38 411396.2),(39 403825.2),(40 403130.03),(41 404899.34),(42 401322.72),(43 400127.72),(44 396603.34),(45 396191.9),(46 391322.72),(47 387525.2),(48 385991.1),(49 388123.97),(50 389290.4),(51 387525.94),(52 384760.6),(53 389551.9),(54 394164.13),(55 397418.06),(56 400053.6),(57 397635.2),(58 391980.2),(59 391539.44),(60 391388.5),(61 398027.53),(62 397748.47),(63 394198.44),(64 394574.03),(65 394268.88),(66 392895.03),(67 388581.56),(68 381600.28),(69 377712.8),(70 369209.38),(71 377487.56),(72 370779.34),(73 369270.5),(74 369984.75),(75 368152.44),(76 367565.78),(77 361200.16),(78 353946.8),(79 339321.78),
(1 122803.21),(2 164217.06),(3 200079.45),(4 212131.4),(5 229666.58),(6 242821.14),(7 255742.03),(8 258868.13),(9 275697.84),(10 287397.94),(11 283426.34),(12 296616.78),(13 294132.53),(14 313202.5),(15 312040.66),(16 317622.2),(17 330211.06),(18 330045.3),(19 337973.34),(20 348379.78),(21 356524.8),(22 357750.25),(23 362461.38),(24 373401.06),(25 383273.38),(26 382584.25),(27 380397.4),(28 383724.75),(29 394206.94),(30 391838.06),(31 383536.88),(32 378861.66),(33 378607.06),(34 376510.16),(35 374823.16),(36 374621.47),(37 381676.8),(38 376480.06),(39 370327.66),(40 369292.16),(41 366480.78),(42 365081.1),(43 363761.25),(44 361382.84),(45 364418.06),(46 355943.88),(47 355317.44),(48 357106.97),(49 355124.75),(50 355972.8),(51 352610.72),(52 357915.84),(53 360471),(54 363546.5),(55 367102.1),(56 369616.5),(57 362606.94),(58 362991.13),(59 361895.34),(60 362586.8),(61 361550.34),(62 362920.25),(63 358904.75),(64 354149.66),(65 352441.8),(66 357768.56),(67 353175.75),(68 348091.94),(69 343078.1),(70 337769.63),(71 348732.25),(72 343312.94),(73 343697.72),(74 344988.75),(75 345084.38),(76 346430.84),(77 339134.53),(78 333862.03),(79 327727.56),
(1 120318.31),(2 158669.52),(3 194552.9),(4 213663.53),(5 223454.56),(6 237745.69),(7 247117.83),(8 249314),(9 268414),(10 268096.63),(11 276021.22),(12 278506.75),(13 289502.28),(14 303853.66),(15 312554.3),(16 309976.13),(17 319889.84),(18 325017.13),(19 331882.16),(20 334059.2),(21 346742.53),(22 352596.1),(23 352323.72),(24 351963.9),(25 359603.97),(26 366394.7),(27 361418.1),(28 366400.5),(29 369481.34),(30 366804.1),(31 362444.8),(32 363985.44),(33 365207.84),(34 363099.03),(35 358212.28),(36 351811.38),(37 355635.97),(38 358224.38),(39 359027.4),(40 355096.6),(41 352532.4),(42 358229.56),(43 355110.44),(44 353421.8),(45 349524.88),(46 349472.25),(47 347888.5),(48 350384.4),(49 349279.03),(50 353225.97),(51 353124.1),(52 355660.13),(53 355444.03),(54 356746.4),(55 361871.38),(56 358830.9),(57 358221.22),(58 360157.94),(59 362730.2),(60 365077.56),(61 369880.16),(62 368690.34),(63 363074.94),(64 358109.38),(65 359250.06),(66 358250.7),(67 352389.1),(68 351410.53),(69 346489.06),(70 343648.1),(71 348640.75),(72 347613.13),(73 347002.47),(74 348539.3),(75 350549.8),(76 347625.2),(77 346009.56),(78 343837.72),(79 339059.25),
(1 122664.69),(2 162063.63),(3 190708.1),(4 214039.22),(5 221508.64),(6 238326.33),(7 246617.84),(8 251527.94),(9 266885.88),(10 266347.22),(11 273048.63),(12 272602.56),(13 281288.22),(14 295505.47),(15 305329.97),(16 306958.22),(17 312813.25),(18 317135.25),(19 323439.06),(20 327704.56),(21 333900.03),(22 343731.78),(23 347897.7),(24 353061.84),(25 355215.88),(26 359259),(27 360491.44),(28 364039.75),(29 366961.6),(30 364029.44),(31 363839.44),(32 367186.3),(33 368867.56),(34 364391.9),(35 362804.06),(36 358401.03),(37 364170.75),(38 367888.22),(39 361030.63),(40 364567.4),(41 368361.88),(42 368468.66),(43 363622.84),(44 362629.9),(45 363083.16),(46 364178.3),(47 361872.4),(48 360455.28),(49 364436.75),(50 357755.06),(51 356919.3),(52 359340.1),(53 360857.2),(54 362823.3),(55 360962.63),(56 361026.5),(57 348908.2),(58 347003.28),(59 347004.28),(60 346468.38),(61 343485.25),(62 341285.97),(63 340211.38),(64 341415.66),(65 344767.56),(66 343173.56),(67 339768.63),(68 336875.7),(69 329207.97),(70 324856.97),(71 328308.16),(72 329015.53),(73 328964.8),(74 334393.63),(75 338375.7),(76 338890.9),(77 344182.47),(78 341686.75),(79 337650.56),
(1 119536.086),(2 156578.2),(3 181417.08),(4 211385.39),(5 215496.75),(6 230477.39),(7 241954.06),(8 240429.89),(9 256122.5),(10 260225.36),(11 265257.8),(12 268105.16),(13 274425.8),(14 285633.22),(15 300014.44),(16 300210.94),(17 307303.94),(18 312272.63),(19 318101.75),(20 324597.6),(21 331918.4),(22 336702.22),(23 340097.97),(24 344970.88),(25 343794.25),(26 342847.44),(27 348317.94),(28 348697.72),(29 351162.63),(30 346114.84),(31 344155.7),(32 345883.97),(33 348274.1),(34 345048.72),(35 344272.2),(36 340026.47),(37 346786.1),(38 347724.53),(39 343316.84),(40 350878.38),(41 346477.97),(42 343618.88),(43 342298.72),(44 340711.13),(45 335746.9),(46 336884.88),(47 331763.9),(48 332064.7),(49 334360.78),(50 331551.66),(51 337544.84),(52 338377.9),(53 336997.7),(54 333964.13),(55 336236.78),(56 335852.25),(57 335620.4),(58 333562.78),(59 333125.44),(60 333802.4),(61 328812.78),(62 329140.25),(63 328137.4),(64 323853),(65 320635.3),(66 316838.6),(67 312241.06),(68 306304.25),(69 300911),(70 299147.53),(71 298958.53),(72 302123.72),(73 302098.84),(74 302062.72),(75 307611),(76 305856.38),(77 307877.75),(78 303268.38),(79 296183.7),
(1 117512.37),(2 154870.63),(3 171542.48),(4 205370.48),(5 200226.22),(6 220383.34),(7 231965.34),(8 227321.02),(9 246075.7),(10 249045.84),(11 253129.06),(12 260362.6),(13 264557.88),(14 274439.6),(15 285915),(16 283271.3),(17 293716.3),(18 296619.3),(19 298984.97),(20 298932.13),(21 304585.22),(22 309163.94),(23 310648.13),(24 314796.25),(25 318333.25),(26 320331),(27 325568.03),(28 328909.25),(29 331167.5),(30 326711.66),(31 326224.94),(32 333904.75),(33 332554.72),(34 327128.88),(35 331399.75),(36 329708.4),(37 327995.2),(38 332284.88),(39 333639.1),(40 335935.66),(41 334634.44),(42 336818.4),(43 335327.38),(44 332939.97),(45 334292.13),(46 332515.9),(47 332357.3),(48 333231.97),(49 335217.97),(50 333520),(51 333843.06),(52 340173.8),(53 337632.44),(54 337754.2),(55 337505.3),(56 338397.8),(57 338383.6),(58 338228.22),(59 336274.16),(60 330855.25),(61 324767.97),(62 318330.94),(63 312585.03),(64 309370.25),(65 305069.84),(66 301524.5),(67 297111.72),(68 290346.25),(69 288428.75),(70 277593.03),(71 271723.7),(72 276162.47),(73 275538.2),(74 279477.38),(75 287879.4),(76 287170.47),(77 290293.75),(78 287647.66),(79 280110.1),
(1 118993.16),(2 155746.63),(3 176245.58),(4 209811.14),(5 199114.5),(6 220048.5),(7 228375.27),(8 230582.3),(9 245410.9),(10 253963.45),(11 249881.33),(12 261202.5),(13 266261.13),(14 274607.5),(15 289730.4),(16 288556.84),(17 302457.8),(18 299005.9),(19 293835.03),(20 296523.9),(21 303287.06),(22 306402.6),(23 306600.84),(24 311090.16),(25 314053.7),(26 310702.88),(27 309918.56),(28 310988.5),(29 312930.66),(30 307584.5),(31 306204.13),(32 311170),(33 311493.3),(34 305231.3),(35 307937.78),(36 303930.34),(37 303113.13),(38 311123.06),(39 304413.56),(40 303705.1),(41 306913.6),(42 311361.84),(43 308051.5),(44 315648.56),(45 315710.53),(46 310549.6),(47 309096.16),(48 307656.13),(49 306111.6),(50 301782.5),(51 306339.16),(52 305681.13),(53 307183),(54 307577.97),(55 308510.6),(56 308140.16),(57 307544.8),(58 306417.6),(59 299598.25),(60 296115.63),(61 290328.16),(62 282458.28),(63 280497.78),(64 279441.66),(65 274385.9),(66 269843.22),(67 266978.4),(68 264883.3),(69 262239.6),(70 253683.56),(71 251245.75),(72 253928.38),(73 258252.06),(74 264486.2),(75 272035.75),(76 269906.44),(77 276273.66),(78 269303.06),(79 263794.34),
(1 116563.81),(2 149185.64),(3 168643.66),(4 201090.2),(5 190261.48),(6 210489.5),(7 216328.34),(8 223790.02),(9 234855.02),(10 249902.42),(11 244443.86),(12 253942.31),(13 259467.17),(14 261159.23),(15 280941.06),(16 275259.53),(17 283547.88),(18 287010.75),(19 280383.6),(20 286123.94),(21 295190.5),(22 300263.06),(23 297272.3),(24 298002.94),(25 294815.53),(26 292306.03),(27 293965.22),(28 292513.9),(29 301345.2),(30 303426.34),(31 297481.72),(32 299806.03),(33 305207.84),(34 296344.3),(35 299451.4),(36 299749.7),(37 300862),(38 308979.88),(39 301011.6),(40 308111.28),(41 308615.28),(42 306389.3),(43 308500.13),(44 308912.84),(45 304906.97),(46 305039.25),(47 303285.66),(48 301583),(49 301876.3),(50 301458.34),(51 299082.84),(52 302378.84),(53 304374.2),(54 297474.1),(55 296569.03),(56 290267.16),(57 282979.84),(58 278593.34),(59 280175.66),(60 280327.5),(61 271530.66),(62 270382.2),(63 269323.34),(64 265078.34),(65 262631.16),(66 256004.83),(67 250724.75),(68 248449.39),(69 245774.2),(70 242300.66),(71 240906.88),(72 246272.95),(73 248401.1),(74 251366.55),(75 256469.53),(76 254675.84),(77 253761.23),(78 250739.03),(79 246666.67),
(1 116092.125),(2 151268.38),(3 170138.66),(4 200526.6),(5 189913.95),(6 208233.63),(7 217201.6),(8 223785.84),(9 230940.6),(10 244905.89),(11 241556.55),(12 253529.94),(13 258895.06),(14 261562.28),(15 280335.2),(16 278730.56),(17 278746.22),(18 281901.34),(19 281885.56),(20 280409.63),(21 283703.63),(22 292293.34),(23 291214.44),(24 290416.53),(25 294806.25),(26 297932.38),(27 296241.38),(28 295556.25),(29 303105.1),(30 307473.75),(31 299527.97),(32 303336.72),(33 305228.25),(34 296626.22),(35 301829),(36 301205.7),(37 296672.8),(38 303021.03),(39 304887.03),(40 306670.66),(41 304588.06),(42 308238.44),(43 308340.8),(44 305518.22),(45 305707.75),(46 304518.22),(47 304355.56),(48 300500.03),(49 300012.97),(50 292656.28),(51 290925.63),(52 291820.56),(53 292148.47),(54 288702.9),(55 287423.25),(56 282714.3),(57 274984.44),(58 272308.66),(59 274648.22),(60 270472.5),(61 263095.5),(62 265467.5),(63 260923.69),(64 258656.38),(65 254816.11),(66 251237.2),(67 250672.31),(68 246437.02),(69 247058.31),(70 247852.13),(71 248793.6),(72 253091.8),(73 251694.69),(74 252832.69),(75 257030.25),(76 255523.78),(77 256101.58),(78 256510.19),(79 247527.63),
