1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 799624),(2 2757130),(3 5481529.5),(4 9014085),(5 13152772),(6 17643076),(7 22657408),(8 27745344),(9 32403806),(10 36975932),(11 41230876),(12 45240108),(13 48663340),(14 51557364),(15 54291388),(16 57471164),(17 60224940),(18 64075984),(19 67176120),(20 70675360),(21 73503896),(22 76173336),(23 79736130),(24 83768220),(25 87033160),(26 90336100),(27 94035064),(28 98601180),(29 103109370),(30 109233736),(31 114543190),(32 120185304),(33 127328730),(34 134230000),(35 141508480),(36 150016980),(37 159281060),(38 169288910),(39 180289360),(40 192258100),(41 205079600),(42 219960210),(43 235352530),(44 252432320),(45 270952480),(46 291033300),(47 312653540),(48 336320800),(49 361047070),(50 387821220),(51 416462850),(52 447929860),(53 480676700),(54 514668200),(55 552328640),(56 592940100),(57 637254200),(58 684319040),(59 732307260),(60 779930300),(61 827910850),(62 875514430),(63 921605800),(64 966319600),(65 1009623100),(66 1051257000),(67 1092036500),(68 1132192100),(69 1171376000),(70 1209594900),(71 1246677000),(72 1283742600),(73 1323238100),(74 1361373400),(75 1399599000),(76 1436244600),(77 1465642500),(78 1489160100),(79 1509267100),
(1 12827.309),(2 13235.562),(3 19318.676),(4 17322.203),(5 18404.47),(6 19103.201),(7 19978.148),(8 21196.713),(9 20284.96),(10 21102.69),(11 20940.658),(12 21071.688),(13 21328.578),(14 22082.877),(15 22217.014),(16 22269.271),(17 22781.434),(18 23284.672),(19 23247.635),(20 23815.291),(21 23857.266),(22 24004.012),(23 23469.625),(24 23068.016),(25 23101.453),(26 22555.266),(27 23216.709),(28 24206.566),(29 24816.025),(30 24738.508),(31 24613.184),(32 24133.32),(33 23877.646),(34 24145.295),(35 24640.736),(36 25684.8),(37 26067.305),(38 26381.139),(39 26229.252),(40 26019.305),(41 25852.3),(42 26014.273),(43 26439.836),(44 26471.926),(45 26838.467),(46 26225.691),(47 26162.537),(48 25906.97),(49 25666.8),(50 25139.496),(51 25275.438),(52 25084.986),(53 25712.438),(54 25612.422),(55 25504.912),(56 25546.25),(57 25149.738),(58 25796.033),(59 25206),(60 24712.896),(61 24553.111),(62 24305.545),(63 24630.07),(64 24416.95),(65 24234.22),(66 24556.045),(67 24610.313),(68 25040.65),(69 24746.564),(70 25115.36),(71 24520.574),(72 24794.283),(73 24851.441),(74 25559.373),(75 25512.715),(76 25929.008),(77 25717.023),(78 26210.195),(79 26207.342),
(1 12252.675),(2 12612.443),(3 18370.023),(4 17139.549),(5 17627.936),(6 18777.11),(7 19208.887),(8 20108.72),(9 19443.234),(10 19938.197),(11 20063.996),(12 20169.459),(13 20391.234),(14 21421.998),(15 21783.363),(16 21885.867),(17 22172.137),(18 22587.455),(19 22549.586),(20 23081.313),(21 23285.67),(22 23313.086),(23 22761.479),(24 22523.816),(25 22570.307),(26 22129.877),(27 22607.098),(28 23248.549),(29 23930.475),(30 23828.293),(31 23355.424),(32 23040.06),(33 22770.182),(34 22967.133),(35 23339.988),(36 24098.81),(37 24292.678),(38 24600.744),(39 24885.672),(40 24804.988),(41 24649.44),(42 24634.225),(43 24951.111),(44 24731.643),(45 24476.2),(46 24468.947),(47 24425.766),(48 24223.012),(49 24303.254),(50 23749.445),(51 23646.664),(52 23440.42),(53 24060.95),(54 24294.125),(55 24032.023),(56 24176.09),(57 23930.266),(58 24556.902),(59 23943.068),(60 23594.955),(61 23724.813),(62 23794.725),(63 23979.463),(64 23784.9),(65 23530.92),(66 23943.955),(67 23790.688),(68 24396.871),(69 24267.678),(70 24575.537),(71 23962.393),(72 24253.328),(73 24040.797),(74 24671.428),(75 24312.063),(76 24569.543),(77 24823.148),(78 25096.004),(79 25332.152),
(1 12532.261),(2 12988.218),(3 18546.307),(4 17246.83),(5 17630.371),(6 18813.08),(7 18987.496),(8 19708.984),(9 19075.668),(10 19627.977),(11 19585.887),(12 19839.313),(13 20259.408),(14 21078.998),(15 21806.113),(16 21928.201),(17 22050.262),(18 22353.105),(19 22914.396),(20 23514),(21 23476.662),(22 23484.2),(23 23133.637),(24 22680.205),(25 22563.316),(26 22636.973),(27 23105.35),(28 23599.492),(29 24104.246),(30 24171.42),(31 23908.178),(32 23774.896),(33 23638.273),(34 23619.004),(35 23720.12),(36 24199.023),(37 24430.828),(38 24575.973),(39 24810.54),(40 24619.09),(41 24415.432),(42 24500.648),(43 24705.16),(44 24201.03),(45 24278.89),(46 24311.744),(47 24149.176),(48 24112.14),(49 24055.984),(50 23267.012),(51 23424.41),(52 22956.303),(53 23694.652),(54 23753.154),(55 23678.996),(56 24036.525),(57 23414.713),(58 24104.504),(59 23706.63),(60 23366.484),(61 23599.89),(62 23335.266),(63 23349.441),(64 23390.059),(65 23110.748),(66 23299.08),(67 23416.635),(68 23958.475),(69 23924.867),(70 24325.703),(71 23772.707),(72 24021.71),(73 23839.68),(74 24198.172),(75 24093.77),(76 24547.197),(77 24815.645),(78 25242.191),(79 25371.297),
(1 11692.435),(2 12248.644),(3 17164.291),(4 16371.448),(5 16894.906),(6 18180.951),(7 18211.434),(8 19104.86),(9 18755.967),(10 19405.674),(11 19014.963),(12 19297.947),(13 19716.398),(14 20614.838),(15 21223.63),(16 21538),(17 21762.773),(18 21827.367),(19 22230.691),(20 22725.816),(21 22788.375),(22 22839.828),(23 22478.39),(24 22355.62),(25 22296.236),(26 22445.32),(27 22498.275),(28 22987.584),(29 23732.627),(30 24231.713),(31 24195.918),(32 24288.637),(33 24026.236),(34 23990.295),(35 23832.39),(36 23903.455),(37 24308.127),(38 24535.9),(39 24612.86),(40 24389.576),(41 24443.02),(42 24725.488),(43 24821.293),(44 24464.793),(45 24555.541),(46 24473.18),(47 24362.574),(48 24092.656),(49 24168.465),(50 23262.02),(51 23277.203),(52 22977.098),(53 23396.506),(54 23525.807),(55 23464.541),(56 23930.441),(57 23667.201),(58 24240.1),(59 24151.338),(60 24132.229),(61 24108.193),(62 24038.592),(63 23842.623),(64 23853.564),(65 23757.719),(66 23922.951),(67 23896.506),(68 24385.254),(69 24271.863),(70 24627.697),(71 24116.424),(72 24201.668),(73 24082.754),(74 24337.705),(75 24601.266),(76 25353.309),(77 25426.787),(78 25801.936),(79 25866.04),
(1 11458.771),(2 12008.451),(3 17135.465),(4 16103.995),(5 16708.432),(6 18085.754),(7 17994.393),(8 18611.953),(9 18267.693),(10 19232.787),(11 18939.469),(12 19092.545),(13 19181.818),(14 20089.75),(15 20538.598),(16 20626.063),(17 21173.545),(18 21418.031),(19 21512.172),(20 21850.947),(21 22025.334),(22 22316.744),(23 22020.57),(24 22180.99),(25 21986.951),(26 22050.705),(27 21966.598),(28 22602.318),(29 23177.049),(30 23707.238),(31 23660.072),(32 23695.076),(33 23615.105),(34 23610.473),(35 23486.15),(36 23604.852),(37 23641.768),(38 23998.732),(39 23818.145),(40 23804.953),(41 23809.701),(42 23659.92),(43 23469.203),(44 23153.414),(45 23042.412),(46 23134.063),(47 22839.543),(48 22775.19),(49 22794.363),(50 22446.21),(51 22654.13),(52 22426.613),(53 22719.229),(54 22759.994),(55 22659.04),(56 22985.602),(57 22537.4),(58 22660.385),(59 22486.12),(60 22170.332),(61 22170.313),(62 22103.137),(63 22222.12),(64 22487.771),(65 22257.34),(66 22355.588),(67 22392.51),(68 22817.117),(69 22750.465),(70 22841.93),(71 22290.887),(72 22404.223),(73 22296.545),(74 22803.717),(75 23108.865),(76 23489.65),(77 23460.295),(78 23626.88),(79 23604.588),
(1 11060.581),(2 11547.998),(3 16701.896),(4 15603.274),(5 16634.076),(6 18014.32),(7 17666.482),(8 18215.39),(9 17668.037),(10 18525.55),(11 18109.068),(12 18476.926),(13 18420.086),(14 19283.959),(15 20067.213),(16 20494.256),(17 20760.475),(18 21061.723),(19 21335.41),(20 21535.771),(21 21350.49),(22 21549.105),(23 21427.414),(24 21849.207),(25 21577.535),(26 21461.785),(27 21509.43),(28 22381.967),(29 22864.865),(30 23319.559),(31 23174.732),(32 22982.576),(33 22689.137),(34 22441.475),(35 22478.766),(36 22642.71),(37 22646.568),(38 22798.51),(39 22919.912),(40 22788.459),(41 22479.447),(42 22394.443),(43 22681.787),(44 22776.217),(45 22894.48),(46 22755.201),(47 22373.297),(48 22368.895),(49 22458.191),(50 21938.83),(51 21680.258),(52 21277.625),(53 21496.34),(54 21974.154),(55 22136.738),(56 22516.08),(57 22027.021),(58 21834.93),(59 21599.404),(60 21329.559),(61 21272.754),(62 21146.541),(63 21413.527),(64 21910.797),(65 21645.334),(66 21443.324),(67 21157.158),(68 21316.783),(69 21164.229),(70 21358.502),(71 21043.533),(72 21358.72),(73 21222.615),(74 21598.4),(75 21761.564),(76 21826.668),(77 21806.23),(78 22020.512),(79 22348.39),
(1 10795.569),(2 11048.309),(3 16093.725),(4 14866.012),(5 15884.688),(6 17120.535),(7 16779.586),(8 17449.32),(9 17133.02),(10 18137.902),(11 17727.967),(12 18115.08),(13 17987.76),(14 18884.035),(15 19396.469),(16 19908.215),(17 20331.146),(18 20713.598),(19 20886.098),(20 21030.705),(21 20821.912),(22 20926.559),(23 20784.852),(24 21063.396),(25 20808.63),(26 20877.016),(27 20771.594),(28 21461.615),(29 21797.322),(30 22014.256),(31 21992.178),(32 21893.252),(33 22002.785),(34 21728.623),(35 21449.148),(36 21425.379),(37 21539.164),(38 21414.326),(39 21359.69),(40 21268.998),(41 21319.082),(42 21525.996),(43 21793.56),(44 21901.127),(45 21668.832),(46 21273.16),(47 20943.682),(48 20972.086),(49 21144.219),(50 20828.186),(51 20808.742),(52 20600.582),(53 21090.168),(54 21572.588),(55 21715.299),(56 21855.332),(57 21297.857),(58 21172.59),(59 21350.975),(60 21176.467),(61 21262.76),(62 21091.512),(63 21106.652),(64 21066.488),(65 20777.824),(66 20799.813),(67 20597.63),(68 20904.414),(69 20937.428),(70 21266.363),(71 21088.059),(72 21115.82),(73 21136.398),(74 21283.43),(75 21429.377),(76 21402.47),(77 21608.045),(78 21782.83),(79 22097.4),
(1 10814.427),(2 11219.273),(3 16291.841),(4 15064.991),(5 16110.981),(6 17245.438),(7 16872.842),(8 17282.344),(9 17453.03),(10 18488.2),(11 17995.61),(12 18257.748),(13 18132.568),(14 18810.096),(15 19434.068),(16 19789.691),(17 20271.846),(18 20915.258),(19 20854.166),(20 20866.44),(21 20851.895),(22 21104.203),(23 20858.531),(24 20773.535),(25 20699.07),(26 21251.693),(27 21489.479),(28 21635.898),(29 21936.537),(30 22287.8),(31 22309.48),(32 22119.398),(33 22125.05),(34 22211.486),(35 22097.895),(36 22088.863),(37 22191.113),(38 22141.537),(39 22073.146),(40 21944.682),(41 22007.7),(42 22441.229),(43 22768.799),(44 22446.139),(45 22292.924),(46 22093.568),(47 22023.14),(48 21890.154),(49 22154.871),(50 22137.053),(51 22049.443),(52 22050.842),(53 22203.309),(54 22373.395),(55 22550.166),(56 22482.621),(57 22225.56),(58 22153.605),(59 22028.96),(60 21897.543),(61 22037.799),(62 21854.682),(63 21562.047),(64 21080.896),(65 20793.916),(66 20750.434),(67 20821.16),(68 21080.254),(69 21125.285),(70 21242.654),(71 21011.78),(72 20968.611),(73 20960.684),(74 21076.816),(75 21356.957),(76 21384.697),(77 21593.11),(78 21742.674),(79 21795.041),
(1 10396.946),(2 10746.4375),(3 15645.833),(4 14760.072),(5 15509.204),(6 16429.922),(7 16133.997),(8 16329.617),(9 16674.217),(10 17915.24),(11 17654.158),(12 18009.598),(13 17743.807),(14 18064.375),(15 18561.172),(16 19080.215),(17 19557.32),(18 20089.258),(19 20099.432),(20 19773.516),(21 19623.098),(22 19810.432),(23 19913.277),(24 19900.965),(25 19888.14),(26 20347.02),(27 20721.363),(28 20537.744),(29 20744.232),(30 20814.166),(31 20414.678),(32 20232.334),(33 20334.084),(34 20576.854),(35 20564.414),(36 20707.781),(37 20817.379),(38 20820.502),(39 20665.791),(40 20507.004),(41 20761.754),(42 21014.057),(43 20893.324),(44 20420.928),(45 20259.426),(46 20457.992),(47 20197.568),(48 19984.62),(49 20152.234),(50 20197.502),(51 20262.518),(52 20488.781),(53 20534.752),(54 20704.215),(55 20802.373),(56 21032.373),(57 20773.357),(58 20575.121),(59 20332.566),(60 19996.887),(61 20006.973),(62 19744.492),(63 19500.38),(64 19417.488),(65 19517.482),(66 19739.78),(67 19712.111),(68 19976.979),(69 19911.133),(70 20083.176),(71 19943.307),(72 19881.475),(73 19922.732),(74 20035.164),(75 20262.193),(76 20387.666),(77 20558.64),(78 20805.92),(79 20816.936),
(1 9984.008),(2 10420),(3 15442.122),(4 14565.039),(5 15419.996),(6 16125.688),(7 15654.926),(8 15746.066),(9 16149.656),(10 17621.098),(11 17275.71),(12 17639.701),(13 17319.291),(14 17635.275),(15 17695.709),(16 18269.607),(17 19018.537),(18 19583.203),(19 19795.98),(20 19553.594),(21 19313.863),(22 19318.742),(23 19705.36),(24 19775.5),(25 19870.59),(26 20134.69),(27 20421.072),(28 20388.041),(29 20760.338),(30 20660.814),(31 20385.867),(32 20227.168),(33 20578.043),(34 21018.564),(35 21035.53),(36 20889.867),(37 20973.332),(38 20844.098),(39 20896.04),(40 21005.988),(41 21305.832),(42 21405.082),(43 21325.092),(44 21047.742),(45 21170.115),(46 21554.04),(47 21210.098),(48 21272.049),(49 21427.46),(50 21609.129),(51 21459.025),(52 21278.375),(53 21184.059),(54 21347.588),(55 21428.709),(56 21620.133),(57 21296.303),(58 21130.541),(59 21309.092),(60 21072.938),(61 20841.89),(62 20490.627),(63 20141.09),(64 20081.857),(65 19990.691),(66 20207.857),(67 20074.246),(68 20338.953),(69 20371.473),(70 20599.813),(71 20505.533),(72 20596.563),(73 20815.842),(74 20924.365),(75 21418.615),(76 21602.844),(77 21815.906),(78 22184.47),(79 22424.738),
(1 9974.76),(2 10311.948),(3 15382.454),(4 14273.843),(5 15266.497),(6 15834.024),(7 15330.22),(8 15427.881),(9 15999.161),(10 17599.465),(11 17330.02),(12 17841.861),(13 17313.271),(14 17605.648),(15 17491.992),(16 18196.72),(17 19182.264),(18 19524.988),(19 19870.205),(20 19455.957),(21 19169.254),(22 19070.31),(23 19535.48),(24 19375.016),(25 19358.32),(26 19539.545),(27 19883.389),(28 19820.016),(29 20064.586),(30 19873.469),(31 19685.51),(32 19491.354),(33 19889.3),(34 20252.414),(35 20333.145),(36 20216.244),(37 20345.004),(38 20313.863),(39 20331.008),(40 20558.402),(41 20817.354),(42 20537.281),(43 20484.516),(44 20277.63),(45 20269.213),(46 20691.639),(47 20445.162),(48 20773.586),(49 21109.398),(50 20941.736),(51 20950.67),(52 20654.1),(53 20489.195),(54 20923.09),(55 20958.008),(56 21128.947),(57 21015.377),(58 20584.262),(59 20575.496),(60 20141.73),(61 19785.07),(62 19620.012),(63 19585.822),(64 19593.135),(65 19623.572),(66 19490.219),(67 19494.303),(68 19597.936),(69 19666.225),(70 19923.59),(71 19670.105),(72 19700.168),(73 19825.5),(74 19995.58),(75 20523.633),(76 20684.76),(77 20985.574),(78 21246.258),(79 21477.752),
(1 10074.948),(2 10516.32),(3 15739.53),(4 14820.063),(5 15733.47),(6 15984.791),(7 15498.319),(8 15130.071),(9 16059.239),(10 17391.977),(11 17146.283),(12 17545.27),(13 17135),(14 17219.805),(15 17215.396),(16 18093.39),(17 19004.168),(18 19234.104),(19 19663.66),(20 19195.74),(21 19121.617),(22 18848.621),(23 18854.246),(24 18353.992),(25 18704.182),(26 18993.383),(27 19401.504),(28 19449.156),(29 19484.824),(30 19361.744),(31 19090.932),(32 19001.932),(33 19401.695),(34 19493.498),(35 19505.313),(36 19174.904),(37 19303.934),(38 19405.258),(39 19681.076),(40 19822.553),(41 19916.385),(42 19751.5),(43 19626.346),(44 19309.258),(45 19251.426),(46 19885.682),(47 20012.51),(48 20218.035),(49 20258.428),(50 20029.863),(51 20003.59),(52 20420.316),(53 20218.912),(54 21031.62),(55 21065.967),(56 21017.002),(57 20912.012),(58 20413.684),(59 20119.316),(60 19545.725),(61 19303.129),(62 19158.857),(63 19207.744),(64 19378.947),(65 19446.748),(66 19573.787),(67 19497.389),(68 19689.473),(69 19369.861),(70 19387.953),(71 19218.457),(72 19126.602),(73 19442.498),(74 19626.48),(75 20135.896),(76 20246.936),(77 20690.936),(78 20921.3),(79 21225.672),
(1 10017.746),(2 10660.339),(3 16088.596),(4 15272.472),(5 16031.903),(6 15904.177),(7 15824.299),(8 15148.012),(9 16177.556),(10 17586.883),(11 17360.307),(12 17602.045),(13 17496.092),(14 17843.56),(15 17735.58),(16 18116.346),(17 18777.967),(18 19125.213),(19 19533.766),(20 19237.893),(21 18940.994),(22 18553.037),(23 18508.748),(24 18316.264),(25 18869.7),(26 18988.102),(27 19283.438),(28 19194.719),(29 19066.436),(30 18918.604),(31 18724.568),(32 18921.777),(33 19266.266),(34 19219.594),(35 19273.375),(36 18845.951),(37 18781.264),(38 19122.527),(39 19393.254),(40 19340.473),(41 19487.5),(42 19568.059),(43 19284.797),(44 19226.514),(45 19093.943),(46 19660.908),(47 19812.762),(48 19760.047),(49 19642.715),(50 19548.846),(51 19470.854),(52 19912.188),(53 19703.74),(54 20318.508),(55 20351.879),(56 20330.799),(57 20104.303),(58 19532.416),(59 19313.414),(60 19031.852),(61 18643.285),(62 18548.193),(63 18568.06),(64 18990.623),(65 18917.936),(66 19019.809),(67 18664.695),(68 18488.422),(69 18234.867),(70 18160.92),(71 18423.854),(72 18501.736),(73 18906.594),(74 19008.818),(75 19477.242),(76 19729.12),(77 20204.563),(78 20364.387),(79 20777.92),
(1 9304.728),(2 10382.004),(3 15317.357),(4 14763.176),(5 15671.727),(6 15181.976),(7 14876.128),(8 14099.691),(9 15137.932),(10 16300.281),(11 16363.821),(12 16526.818),(13 16467.328),(14 16907.385),(15 17049.014),(16 17298.414),(17 17746.537),(18 18050.334),(19 18474.242),(20 18493.236),(21 18050.752),(22 17573.963),(23 17815.959),(24 17848.297),(25 18178.002),(26 18099.684),(27 18361.771),(28 18040.252),(29 17991.574),(30 18215.387),(31 18317.408),(32 18552.055),(33 18845.836),(34 18681.057),(35 18649.125),(36 18344.814),(37 18438.434),(38 18836.213),(39 19236.229),(40 19422.629),(41 19402.559),(42 19257.021),(43 19022.016),(44 18927.482),(45 18917.307),(46 18981.605),(47 19009.766),(48 19146.516),(49 19075.297),(50 19175.049),(51 18976.547),(52 19384.105),(53 19153.604),(54 19654.982),(55 19656.63),(56 19552.463),(57 19071.615),(58 18323.988),(59 18213.94),(60 18004.367),(61 17983.486),(62 17962.574),(63 18300.176),(64 18337.322),(65 18354.281),(66 18021.818),(67 17964.244),(68 17962.525),(69 17928.883),(70 18067.43),(71 18414.55),(72 18241.572),(73 18741.732),(74 18713.736),(75 19252.703),(76 19423.732),(77 19760.545),(78 19836.541),(79 20147.342),
(1 9540.787),(2 10553.638),(3 15134.461),(4 14678.135),(5 15738.342),(6 15275.338),(7 14836.845),(8 13975.781),(9 14843.03),(10 15922.885),(11 16153.055),(12 16406.783),(13 16415.36),(14 16961.143),(15 16848.613),(16 16709.598),(17 17095.477),(18 17496.287),(19 18009.287),(20 18103.156),(21 17734.484),(22 17345.201),(23 17708.945),(24 18018.283),(25 18266.97),(26 18287.258),(27 18288.303),(28 17619.045),(29 17478.873),(30 17986.188),(31 18338.23),(32 18631.723),(33 18746.715),(34 18697.145),(35 18717.223),(36 18778.06),(37 18956.951),(38 19277.043),(39 19675.832),(40 19616.28),(41 19406.516),(42 19333.12),(43 19052.725),(44 19062.885),(45 19247.31),(46 19406.201),(47 19374.47),(48 19616.637),(49 19414.627),(50 19894.723),(51 19665.42),(52 20122.547),(53 19963.184),(54 20275.682),(55 20224.797),(56 19891.13),(57 19291.37),(58 18918.447),(59 19109.69),(60 18909.65),(61 18851.06),(62 18945.76),(63 18925.676),(64 18839.223),(65 18542.533),(66 18191.953),(67 17944.197),(68 18027.836),(69 18150.836),(70 18306.662),(71 18505.523),(72 18306.635),(73 18686.248),(74 18586.906),(75 19357.957),(76 19581.58),(77 19844.834),(78 20144.867),(79 20480.365),
(1 9028.334),(2 10170.225),(3 14428.534),(4 13929.491),(5 14991.064),(6 14612.433),(7 14296.891),(8 13286.773),(9 13918.091),(10 14881.54),(11 15576.129),(12 15845.498),(13 16011.361),(14 16722.188),(15 16749.424),(16 16663.871),(17 17026.936),(18 16992.79),(19 17490.484),(20 17510.553),(21 17294.951),(22 17160.238),(23 17532.234),(24 17670.598),(25 17775.207),(26 17699.99),(27 17755.408),(28 17419.15),(29 17479.102),(30 17928.725),(31 18221.393),(32 18354.02),(33 18533.434),(34 18360.777),(35 18228.615),(36 18243.15),(37 18464.066),(38 18750.918),(39 19103.762),(40 18937.371),(41 18433.838),(42 18571.607),(43 18559.705),(44 18778.51),(45 18828.188),(46 19088.182),(47 18971.65),(48 19169.242),(49 19044.73),(50 19295.504),(51 19233.03),(52 19931.71),(53 19873.924),(54 19912.434),(55 19452.611),(56 19010.338),(57 18554.482),(58 18730.73),(59 18944.682),(60 19051.068),(61 18939.377),(62 18759.445),(63 18462.643),(64 18306.793),(65 18078.76),(66 18168.227),(67 18308.656),(68 18676.387),(69 18928.346),(70 19044.252),(71 19205.592),(72 19074.58),(73 19548.066),(74 19359.781),(75 19888.225),(76 19959.072),(77 20092.479),(78 20213.773),(79 20822.096),
(1 8897.032),(2 10166.133),(3 14298.274),(4 13901.85),(5 15038.262),(6 14599.949),(7 14194.214),(8 12921.184),(9 13546.793),(10 14242.153),(11 15111.019),(12 15470.594),(13 15591.036),(14 16218.077),(15 16169.332),(16 16009.67),(17 16451.936),(18 16504.398),(19 16872.83),(20 16809.633),(21 16786.58),(22 16901.057),(23 17275.39),(24 17197.781),(25 17282.143),(26 16982.62),(27 16862.824),(28 16555.97),(29 16538.033),(30 17014.338),(31 17490.605),(32 17642.5),(33 17827.111),(34 17666.303),(35 17687.63),(36 17705.576),(37 17952.58),(38 18042.334),(39 18344.064),(40 18246.352),(41 17863.541),(42 18212.877),(43 18391.678),(44 18571.992),(45 18409.723),(46 18571.197),(47 18445.148),(48 18778.004),(49 18903.666),(50 19254.719),(51 19293.115),(52 19464.55),(53 19196.525),(54 18784.758),(55 18381.969),(56 18282.094),(57 18406.758),(58 18807.686),(59 19099.56),(60 19122.102),(61 18777.979),(62 18158.502),(63 17880.445),(64 17612.197),(65 17586.73),(66 17743.936),(67 17968.81),(68 18319.113),(69 18425.979),(70 18476.97),(71 18539.516),(72 18109.785),(73 18537.78),(74 18376.486),(75 18760.578),(76 18762.729),(77 19170.99),(78 19221.814),(79 19765.605),
(1 8355.992),(2 9997.541),(3 13913.453),(4 13588.885),(5 14502.588),(6 14148.622),(7 13819.377),(8 12550.055),(9 13427.774),(10 13969.826),(11 14468.478),(12 14816.735),(13 15177.2),(14 15718.786),(15 15913.892),(16 15810.972),(17 16220.613),(18 16108.35),(19 16198.61),(20 16146.466),(21 15989.234),(22 16214.583),(23 16240.981),(24 16267.376),(25 16336.218),(26 16073.939),(27 16032.017),(28 15964.187),(29 15793.302),(30 16159.315),(31 16418.535),(32 16559.215),(33 16626.285),(34 16655.057),(35 16765.707),(36 16879.463),(37 17086.063),(38 17332.648),(39 17452.857),(40 17187.354),(41 17100.156),(42 17379.012),(43 17479.29),(44 17503.99),(45 17364.867),(46 17650.992),(47 17599.49),(48 17985.309),(49 18158.277),(50 18330.482),(51 18233.998),(52 18180.709),(53 17862.408),(54 17469.129),(55 17378.688),(56 17766.105),(57 17924.787),(58 18312.506),(59 18197.732),(60 17788.125),(61 17285.793),(62 16710.355),(63 16766.713),(64 16964.357),(65 17240.791),(66 17607.068),(67 17672.342),(68 17680.79),(69 17575.293),(70 17408.85),(71 17494.076),(72 17119.19),(73 17383.512),(74 17239.78),(75 17700.025),(76 17637.555),(77 18150.102),(78 18341.576),(79 18794.521),
