1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 112273.336),(2 400510.1),(3 830002.2),(4 1374749.1),(5 2031796),(6 2776146),(7 3599654),(8 4501152),(9 5458514.5),(10 6488553.5),(11 7593072),(12 8785651),(13 9985285),(14 11244196),(15 12631297),(16 14054553),(17 15449356),(18 17087206),(19 18567516),(20 20079584),(21 21509238),(22 22954838),(23 24435224),(24 26002310),(25 27499032),(26 29083216),(27 30727008),(28 32307326),(29 33814556),(30 35283076),(31 36713676),(32 38186150),(33 39634612),(34 41020236),(35 42428100),(36 43745036),(37 44892988),(38 46039996),(39 47093470),(40 48187090),(41 49224132),(42 50255964),(43 51322676),(44 52440044),(45 53488640),(46 54504972),(47 55480944),(48 56514372),(49 57348612),(50 58242868),(51 59222868),(52 60218644),(53 61124130),(54 62025364),(55 62842172),(56 63472660),(57 63941980),(58 64435520),(59 64983460),(60 65515824),(61 65995652),(62 66649636),(63 67323960),(64 68090280),(65 68761310),(66 69502090),(67 70350020),(68 71225270),(69 71975030),(70 72675256),(71 73490856),(72 74367120),(73 75151670),(74 75898290),(75 76632340),(76 77345760),(77 77991270),(78 78880264),(79 79687120),
(1 1733.0374),(2 2732.0771),(3 3327.9436),(4 3688.4556),(5 3960.2288),(6 4158.2837),(7 4260.9795),(8 4345.8906),(9 4350.79),(10 4435.4673),(11 4525.7847),(12 4533.8403),(13 4599.3125),(14 4640.5347),(15 4707.701),(16 4677.4087),(17 4640.69),(18 4624.815),(19 4626.4233),(20 4577.655),(21 4559.6357),(22 4538.7993),(23 4527.8745),(24 4509.5244),(25 4542.707),(26 4525.0767),(27 4522.685),(28 4489.9063),(29 4447.613),(30 4377.021),(31 4372.892),(32 4382.646),(33 4387.2905),(34 4402.2427),(35 4386.341),(36 4404.7607),(37 4409.3896),(38 4357.9194),(39 4343.9175),(40 4351.3467),(41 4357.171),(42 4337.5737),(43 4331.155),(44 4369.776),(45 4390.139),(46 4374.2607),(47 4361.514),(48 4315.938),(49 4284.661),(50 4298.513),(51 4334.4453),(52 4354.1914),(53 4314.483),(54 4296.7515),(55 4284.591),(56 4254.8477),(57 4309.0527),(58 4284.914),(59 4305.028),(60 4285.044),(61 4362.9463),(62 4360.7695),(63 4422.7056),(64 4446.6606),(65 4442.795),(66 4442.9697),(67 4438.817),(68 4461.952),(69 4404.9136),(70 4397.423),(71 4366.9614),(72 4385.3765),(73 4399.319),(74 4428.2544),(75 4468.9634),(76 4495.6704),(77 4505.285),(78 4533.7324),(79 4470.1826),
(1 1719.4896),(2 2671.931),(3 3245.7363),(4 3583.3064),(5 3797.7869),(6 4013.1123),(7 4148.8765),(8 4229.3096),(9 4265.998),(10 4330.3594),(11 4446.0576),(12 4448.128),(13 4421.238),(14 4416.397),(15 4439.7583),(16 4426.224),(17 4371.462),(18 4374.775),(19 4353.1377),(20 4366.5874),(21 4385.6777),(22 4363.236),(23 4369.2314),(24 4343.871),(25 4341.111),(26 4340.6563),(27 4394.5596),(28 4332.4707),(29 4288.1123),(30 4360.027),(31 4346.721),(32 4347.6787),(33 4350.571),(34 4363.6606),(35 4365.8823),(36 4309.1685),(37 4303.72),(38 4245.992),(39 4222.73),(40 4192.749),(41 4212.878),(42 4171.2725),(43 4195.454),(44 4235.0586),(45 4236.2563),(46 4249.239),(47 4290.8843),(48 4247.5347),(49 4187.0767),(50 4256.4004),(51 4297.9766),(52 4321.6875),(53 4285.383),(54 4273.0303),(55 4303.2715),(56 4255.2583),(57 4234.195),(58 4209.4785),(59 4211.1265),(60 4206.6587),(61 4195.7437),(62 4187.0903),(63 4246.9185),(64 4299.06),(65 4274.949),(66 4295.115),(67 4306.972),(68 4347.7686),(69 4340.6426),(70 4331.409),(71 4312.8164),(72 4290.431),(73 4279.1836),(74 4244.2056),(75 4288.069),(76 4271.182),(77 4294.4937),(78 4294.4795),(79 4241.86),
(1 1679.5948),(2 2607.8696),(3 3135.2312),(4 3423.7175),(5 3654.4324),(6 3853.6216),(7 3951.424),(8 4025.6428),(9 4112.23),(10 4158.236),(11 4307.0977),(12 4307.5474),(13 4290.3413),(14 4277.3506),(15 4285.1865),(16 4266.3438),(17 4242.703),(18 4274.017),(19 4273.268),(20 4238.158),(21 4228.405),(22 4289.6265),(23 4329.776),(24 4312.3696),(25 4293.395),(26 4279.2524),(27 4315.2007),(28 4300.9126),(29 4294.0347),(30 4290.284),(31 4287.349),(32 4284.5024),(33 4257.2817),(34 4208.1006),(35 4183.8223),(36 4213.3257),(37 4211.183),(38 4115.107),(39 4099.72),(40 4062.8323),(41 4091.5417),(42 4085.3667),(43 4147.305),(44 4120.794),(45 4168.5396),(46 4225.021),(47 4250.6196),(48 4242.754),(49 4207.5864),(50 4223.898),(51 4217.8477),(52 4187.423),(53 4116.8467),(54 4128.9077),(55 4119.571),(56 4101.7847),(57 4046.0989),(58 4052.2686),(59 4069.6),(60 4074.1553),(61 4099.179),(62 4130.3433),(63 4190.7393),(64 4222.865),(65 4273.7827),(66 4299.03),(67 4333.8516),(68 4393.3013),(69 4376.371),(70 4357.682),(71 4333.2544),(72 4347.7144),(73 4334.0513),(74 4331.83),(75 4403.6875),(76 4379.713),(77 4361.889),(78 4390.8477),(79 4358.9106),
(1 1643.0928),(2 2544.5442),(3 3065.7766),(4 3343.809),(5 3606.142),(6 3886.9277),(7 3988.1497),(8 4124.153),(9 4183.82),(10 4249.21),(11 4365.402),(12 4341.6797),(13 4360.2017),(14 4320.464),(15 4299.994),(16 4331.7637),(17 4314.207),(18 4349.2607),(19 4415.133),(20 4452.999),(21 4460.407),(22 4447.012),(23 4522.616),(24 4512.022),(25 4475.694),(26 4483.7705),(27 4515.9756),(28 4532.287),(29 4460.9844),(30 4420.855),(31 4457.516),(32 4411.853),(33 4343.19),(34 4279.026),(35 4254.4736),(36 4241.8716),(37 4201.217),(38 4144.877),(39 4125.915),(40 4107.216),(41 4134.2705),(42 4114.72),(43 4112.335),(44 4100.6978),(45 4136.289),(46 4207.9272),(47 4245.99),(48 4241.1367),(49 4285.9624),(50 4270.6074),(51 4275.537),(52 4291.606),(53 4254.824),(54 4220.269),(55 4247.4688),(56 4205.6694),(57 4238.1836),(58 4263.2744),(59 4269.2334),(60 4260.0645),(61 4278.669),(62 4297.9326),(63 4286.22),(64 4356.589),(65 4422.5356),(66 4504.119),(67 4566.4023),(68 4589.181),(69 4591.505),(70 4559.3154),(71 4543.9805),(72 4543.6367),(73 4547.7544),(74 4546.957),(75 4514.5034),(76 4471.0186),(77 4456.8223),(78 4410.192),(79 4357.7163),
(1 1620.6532),(2 2446.4695),(3 2903.2708),(4 3227.9138),(5 3437.5999),(6 3710.933),(7 3838.4443),(8 3963.7595),(9 4074.8345),(10 4095.8499),(11 4066.5786),(12 4099.0215),(13 4133.4966),(14 4079.1401),(15 4105.831),(16 4153.9287),(17 4154.0464),(18 4201.35),(19 4263.4404),(20 4302.3926),(21 4335.996),(22 4383.9634),(23 4375.8096),(24 4350.3047),(25 4339.8994),(26 4332.2427),(27 4357.787),(28 4379.2705),(29 4368.7134),(30 4358.099),(31 4272.0205),(32 4228.5137),(33 4188.0034),(34 4134.919),(35 4070.1672),(36 4030.1343),(37 3928.0024),(38 3899.2422),(39 3881.9119),(40 3925.702),(41 3983.7327),(42 3965.4407),(43 3954.2603),(44 3920.084),(45 3915.8381),(46 3998.3076),(47 4034.6838),(48 4104.4546),(49 4175.9937),(50 4171.212),(51 4192.591),(52 4199.5693),(53 4124.35),(54 4113.9736),(55 4129.393),(56 4127.247),(57 4113.524),(58 4107.9),(59 4108.0674),(60 4102.3755),(61 4124.31),(62 4115.762),(63 4109.1304),(64 4125.2373),(65 4194.571),(66 4247.953),(67 4256.7036),(68 4233.6343),(69 4247.766),(70 4294.186),(71 4266.8623),(72 4261.783),(73 4294.5566),(74 4286.684),(75 4232.872),(76 4175.726),(77 4138.672),(78 4127.3916),(79 4099.8516),
(1 1569.0635),(2 2429.393),(3 2873.1602),(4 3163.7397),(5 3401.155),(6 3601.4531),(7 3692.2656),(8 3817.1567),(9 3864.37),(10 3946.0066),(11 3948.0054),(12 3918.4082),(13 3929.252),(14 3975.8145),(15 3996.679),(16 4029.3467),(17 4033.0198),(18 4132.222),(19 4182.962),(20 4213.2803),(21 4204.5723),(22 4245.1685),(23 4254.0444),(24 4213.0146),(25 4194.16),(26 4188.8887),(27 4199.417),(28 4257.1265),(29 4228.4004),(30 4134.113),(31 4115.3086),(32 4121.0254),(33 4105.3574),(34 4069.406),(35 3968.3247),(36 3926.1565),(37 3884.1116),(38 3849.5308),(39 3806.6533),(40 3816.0464),(41 3878.8313),(42 3862.701),(43 3836.703),(44 3781.5344),(45 3748.1611),(46 3803.1748),(47 3855.03),(48 3907.8345),(49 3958.2893),(50 3959.4236),(51 4025.8914),(52 4019.1428),(53 3951.2212),(54 3972.1758),(55 4001.6833),(56 3995.8513),(57 3977.9),(58 3947.737),(59 3985.1677),(60 4000.78),(61 4040.5798),(62 4026.7937),(63 3984.6304),(64 3997.8286),(65 4012.2527),(66 4015.393),(67 3992.222),(68 3960.893),(69 4015.3381),(70 4051.2756),(71 4043.809),(72 4083.9407),(73 4082.657),(74 4034.8752),(75 4036.9087),(76 3971.5188),(77 3936.847),(78 3945.9211),(79 3906.9092),
(1 1551.4817),(2 2414.678),(3 2852.4602),(4 3125.414),(5 3337.9785),(6 3506.7725),(7 3619.6958),(8 3740.0293),(9 3778.4568),(10 3821.8582),(11 3825.2786),(12 3791.8203),(13 3773.819),(14 3843.5144),(15 3905.9592),(16 3939.3694),(17 3966.7554),(18 4064.0051),(19 4091.9866),(20 4119.2188),(21 4130.151),(22 4165.882),(23 4185.0146),(24 4189.275),(25 4154.5786),(26 4109.541),(27 4074.7817),(28 4091.253),(29 4067.81),(30 4022.5583),(31 3976.8013),(32 3945.211),(33 3898.5525),(34 3866.3552),(35 3828.741),(36 3789.6836),(37 3793.9817),(38 3821.8818),(39 3837.6462),(40 3806.8508),(41 3807.7092),(42 3781.435),(43 3733.6047),(44 3709.2275),(45 3687.69),(46 3727.382),(47 3773.923),(48 3788.6455),(49 3819.4727),(50 3844.3105),(51 3862.7703),(52 3884.0967),(53 3867.4905),(54 3893.3694),(55 3883.3901),(56 3846.2764),(57 3859.1306),(58 3861.9004),(59 3906.9465),(60 3983.7102),(61 4002.5269),(62 3972.3254),(63 3911.0596),(64 3924.128),(65 3932.029),(66 3885.6348),(67 3855.954),(68 3807.7935),(69 3844.1934),(70 3841.4778),(71 3868.2573),(72 3912.477),(73 3926.347),(74 3916.7568),(75 3895.4973),(76 3869.077),(77 3870.928),(78 3859.9973),(79 3822.3154),
(1 1496.5488),(2 2286.9082),(3 2767.3137),(4 3045.7805),(5 3222.7178),(6 3368.8013),(7 3481.8923),(8 3616.3477),(9 3656.0085),(10 3697.0723),(11 3700.0508),(12 3655.3728),(13 3654.7847),(14 3687.0356),(15 3749.3477),(16 3779.7776),(17 3775.9883),(18 3865.0374),(19 3884.8528),(20 3874.836),(21 3882.562),(22 3917.1602),(23 3973.3625),(24 3988.1765),(25 3970.3606),(26 3955.7537),(27 3937.3262),(28 3921.4063),(29 3889.4417),(30 3884.0374),(31 3861.4158),(32 3856.0068),(33 3834.5059),(34 3807.7493),(35 3801.7175),(36 3789.3313),(37 3802.7747),(38 3805.9277),(39 3839.4248),(40 3860.4504),(41 3828.2722),(42 3772.5127),(43 3739.231),(44 3732.7322),(45 3748.4202),(46 3725.8882),(47 3679.7012),(48 3673.5217),(49 3706.5308),(50 3737.2043),(51 3704.8481),(52 3691.147),(53 3692.9192),(54 3722.4783),(55 3671.4397),(56 3645.9563),(57 3618.8035),(58 3659.8684),(59 3683.9717),(60 3738.9597),(61 3775.207),(62 3758.6047),(63 3729.5068),(64 3728.999),(65 3690.5933),(66 3689.5288),(67 3639.0544),(68 3565.2537),(69 3558.4075),(70 3609.0083),(71 3645.4443),(72 3717.331),(73 3716.4097),(74 3698.3438),(75 3645.3103),(76 3615.7642),(77 3619.4392),(78 3588.686),(79 3575.4753),
(1 1442.7947),(2 2231.7063),(3 2692.5635),(4 2952.9773),(5 3132.206),(6 3301.889),(7 3362.1365),(8 3479.7502),(9 3519.2808),(10 3580.7883),(11 3567.0376),(12 3508.6443),(13 3495.492),(14 3576.1914),(15 3623.28),(16 3642.259),(17 3630.7234),(18 3730.752),(19 3810.8042),(20 3793.2466),(21 3777.5393),(22 3793.5645),(23 3850.616),(24 3850.8884),(25 3807.9817),(26 3816.4536),(27 3824.3674),(28 3811.4236),(29 3768.4016),(30 3774.046),(31 3792.486),(32 3791.748),(33 3803.1624),(34 3752.15),(35 3743.3953),(36 3756.7668),(37 3731.3384),(38 3762.9219),(39 3758.0742),(40 3708.5886),(41 3724.0793),(42 3725.8857),(43 3681.6353),(44 3676.0981),(45 3700.9956),(46 3674.6125),(47 3613.5374),(48 3593.433),(49 3601.65),(50 3611.827),(51 3661.6423),(52 3649.2998),(53 3606.619),(54 3605.8118),(55 3587.576),(56 3564.1436),(57 3572.1326),(58 3595.4036),(59 3610.0215),(60 3617.7866),(61 3610.9114),(62 3603.0317),(63 3588.0125),(64 3591.684),(65 3582.991),(66 3569.7603),(67 3549.048),(68 3541.7708),(69 3606.7957),(70 3675.5327),(71 3714.751),(72 3746.7886),(73 3725.1177),(74 3677.8027),(75 3642.317),(76 3638.21),(77 3585.6177),(78 3536.481),(79 3535.6252),
(1 1425.1656),(2 2174.3213),(3 2643.4438),(4 2925.9019),(5 3104.3289),(6 3264.0437),(7 3359.7246),(8 3460.179),(9 3539.8845),(10 3600.9585),(11 3624.8787),(12 3568.798),(13 3546.8748),(14 3599.937),(15 3652.6357),(16 3656.3564),(17 3684.0505),(18 3729.1558),(19 3765.6958),(20 3752.115),(21 3707.2874),(22 3669.8733),(23 3658.2095),(24 3632.0361),(25 3588.079),(26 3565.9998),(27 3571.9263),(28 3522.7144),(29 3523.9495),(30 3524.5898),(31 3536.5496),(32 3562.274),(33 3565.3677),(34 3553.1597),(35 3577.5771),(36 3587.8696),(37 3563.6638),(38 3597.1194),(39 3563.3855),(40 3493.2485),(41 3478.1553),(42 3467.4653),(43 3480.6365),(44 3505.4915),(45 3500.4502),(46 3469.9822),(47 3434.2075),(48 3421.7837),(49 3457.2651),(50 3464.6394),(51 3526.5154),(52 3515.347),(53 3477.4343),(54 3502.023),(55 3541.2808),(56 3565.9155),(57 3565.3252),(58 3620.5264),(59 3642.4336),(60 3675.674),(61 3633.5845),(62 3655.4949),(63 3681.3103),(64 3661.8386),(65 3617.9133),(66 3584.2307),(67 3614.2524),(68 3615.096),(69 3641.9016),(70 3683.3433),(71 3737.4497),(72 3766.6897),(73 3735.9697),(74 3680.2964),(75 3689.4717),(76 3629.2236),(77 3562.6133),(78 3553.467),(79 3541.5317),
(1 1431.0616),(2 2181.023),(3 2591.6985),(4 2828.3884),(5 3020.6135),(6 3201.4177),(7 3304.9895),(8 3407.695),(9 3441.262),(10 3510.196),(11 3515.2703),(12 3504.911),(13 3546.9998),(14 3566.4282),(15 3626.0105),(16 3648.7703),(17 3700.7676),(18 3728.2754),(19 3761.775),(20 3752.5195),(21 3726.5337),(22 3683.5737),(23 3662.5908),(24 3584.3596),(25 3597.203),(26 3558.3315),(27 3550.6143),(28 3521.8645),(29 3496.391),(30 3465.0022),(31 3456.82),(32 3476.022),(33 3449.4844),(34 3470.3809),(35 3504.038),(36 3511.6404),(37 3461.5222),(38 3431.4749),(39 3423.295),(40 3440.212),(41 3426.5447),(42 3462.1987),(43 3456.2454),(44 3463.049),(45 3408.6194),(46 3381.2083),(47 3357.101),(48 3402.339),(49 3439.8167),(50 3434.4602),(51 3452.8457),(52 3468.3545),(53 3460.152),(54 3445.6792),(55 3496.3857),(56 3533.6782),(57 3546.3694),(58 3625.9128),(59 3668.072),(60 3692.3877),(61 3677.5327),(62 3708.878),(63 3741.8452),(64 3741.9785),(65 3716.2188),(66 3674.9712),(67 3675.513),(68 3693.2705),(69 3653.6533),(70 3645.5774),(71 3644.3),(72 3626.513),(73 3627.7415),(74 3621.7793),(75 3632.1194),(76 3627.3374),(77 3567.145),(78 3600.743),(79 3598.6292),
(1 1408.2421),(2 2118.8828),(3 2520.3887),(4 2795.2197),(5 2979.1816),(6 3145.0994),(7 3316.1902),(8 3388.5593),(9 3404.3342),(10 3446.217),(11 3463.4258),(12 3416.395),(13 3398.8723),(14 3433.6606),(15 3465.2754),(16 3461.4697),(17 3513.0103),(18 3546.7004),(19 3554.4338),(20 3543.0151),(21 3508.3438),(22 3456.5073),(23 3418.888),(24 3410.7793),(25 3398.044),(26 3389.8633),(27 3386.164),(28 3385.024),(29 3417.3364),(30 3411.6108),(31 3403.355),(32 3410.95),(33 3399.601),(34 3448.0276),(35 3507.3176),(36 3476.7043),(37 3404.101),(38 3386.8823),(39 3372.4778),(40 3373.175),(41 3395.877),(42 3389.6611),(43 3369.0186),(44 3396.4614),(45 3364.5464),(46 3335.5337),(47 3339.3335),(48 3347.5684),(49 3319.388),(50 3343.0454),(51 3354.8723),(52 3349.447),(53 3345.2256),(54 3326.8613),(55 3367.2573),(56 3378.2954),(57 3397.4917),(58 3422.8015),(59 3483.4883),(60 3498.0315),(61 3472.2053),(62 3495.896),(63 3545.3625),(64 3547.468),(65 3553.4065),(66 3540.983),(67 3525.2954),(68 3515.999),(69 3487.441),(70 3498.7983),(71 3478.5127),(72 3524.2087),(73 3508.6252),(74 3492.6553),(75 3499.347),(76 3510.1597),(77 3467.7747),(78 3469.233),(79 3490.3464),
(1 1388.493),(2 2113.1572),(3 2525.5366),(4 2754.4783),(5 2959.6577),(6 3125.3357),(7 3241.9768),(8 3308.0427),(9 3323.606),(10 3336.752),(11 3348.5574),(12 3326.327),(13 3310.5574),(14 3328.557),(15 3325.5762),(16 3314.3582),(17 3320.173),(18 3408.6548),(19 3403.4211),(20 3390.5369),(21 3385.408),(22 3394.8113),(23 3373.4316),(24 3373.8586),(25 3371.9087),(26 3370.2349),(27 3386.3582),(28 3390.4063),(29 3404.924),(30 3454.995),(31 3447.103),(32 3442.875),(33 3411.5063),(34 3419.9321),(35 3444.3179),(36 3429.139),(37 3372.8108),(38 3359.5923),(39 3358.7573),(40 3344.3027),(41 3367.8577),(42 3363.3247),(43 3324.9172),(44 3329.865),(45 3295.8037),(46 3249.4287),(47 3211.4578),(48 3224.8403),(49 3200.6182),(50 3215.1104),(51 3238.682),(52 3266.1208),(53 3299.81),(54 3288.6724),(55 3272.025),(56 3288.7417),(57 3297.838),(58 3339.3843),(59 3369.4639),(60 3394.9128),(61 3336.965),(62 3352.6267),(63 3372.4292),(64 3378.7117),(65 3347.6113),(66 3352.6506),(67 3323.3862),(68 3303.6667),(69 3305.399),(70 3273.956),(71 3281.4321),(72 3286.086),(73 3276.328),(74 3250.567),(75 3285.334),(76 3280.7222),(77 3252.013),(78 3282.7007),(79 3287.0962),
(1 1365.8507),(2 2136.026),(3 2570.527),(4 2776.7808),(5 2966.0925),(6 3124.3555),(7 3167.883),(8 3231.2676),(9 3230.2603),(10 3237.548),(11 3237.978),(12 3223.8132),(13 3265.8733),(14 3294.7659),(15 3322.5664),(16 3289.2036),(17 3299.31),(18 3374.561),(19 3347.893),(20 3351.3608),(21 3394.1077),(22 3393.1492),(23 3346.286),(24 3339.2546),(25 3337.998),(26 3300.143),(27 3297.3494),(28 3315.5847),(29 3332.11),(30 3379.8994),(31 3379.2056),(32 3382.5942),(33 3410.4136),(34 3421.25),(35 3423.1904),(36 3380.8953),(37 3324.3672),(38 3336.632),(39 3339.1846),(40 3313.547),(41 3354.981),(42 3362.1294),(43 3292.5308),(44 3281.5002),(45 3269.7236),(46 3233.4263),(47 3222.1248),(48 3195.3157),(49 3187.8674),(50 3195.2637),(51 3194.0024),(52 3207.547),(53 3245.3506),(54 3270.7656),(55 3257.185),(56 3292.7166),(57 3295.3792),(58 3340.137),(59 3362.6973),(60 3362.4534),(61 3328.3342),(62 3316.1794),(63 3324.8284),(64 3350.2554),(65 3316.2769),(66 3297.479),(67 3305.932),(68 3281.6868),(69 3271.424),(70 3264.3923),(71 3261.6492),(72 3278.0925),(73 3281.762),(74 3275.5217),(75 3287.1252),(76 3262.9758),(77 3219.0938),(78 3248.8635),(79 3232.1038),
(1 1308.7396),(2 2035.6538),(3 2413.923),(4 2647.6165),(5 2817.9604),(6 2964.7576),(7 3034.5127),(8 3102.6726),(9 3083.577),(10 3090.8674),(11 3113.836),(12 3114.456),(13 3170.2534),(14 3186.1208),(15 3185.8098),(16 3213.6106),(17 3248.1836),(18 3322.8826),(19 3336.7288),(20 3383.2278),(21 3399.9788),(22 3402.567),(23 3382.0903),(24 3383.556),(25 3393.1704),(26 3408.0725),(27 3382.4268),(28 3361.6575),(29 3372.9148),(30 3345.6467),(31 3336.036),(32 3321.1724),(33 3341.1353),(34 3353.6672),(35 3376.4368),(36 3346.0916),(37 3319.4873),(38 3325.5283),(39 3308.583),(40 3321.5886),(41 3371.6685),(42 3393.399),(43 3340.9001),(44 3311.5852),(45 3308.7036),(46 3269.952),(47 3214.579),(48 3198.4468),(49 3208.3364),(50 3213.7322),(51 3233.6187),(52 3237.2092),(53 3242.9268),(54 3208.897),(55 3221.8352),(56 3235.3938),(57 3216.649),(58 3204.9702),(59 3222.1248),(60 3202.3752),(61 3193.8782),(62 3171.6543),(63 3209.0146),(64 3203.8438),(65 3172.6775),(66 3140.0715),(67 3109.852),(68 3102.064),(69 3092.961),(70 3108.9277),(71 3101.064),(72 3106.6025),(73 3122.6206),(74 3099.0654),(75 3121.173),(76 3129.0564),(77 3144.6396),(78 3153.4478),(79 3123.9834),
(1 1291.8632),(2 1952.9677),(3 2332.4932),(4 2566.7449),(5 2747.6772),(6 2904.842),(7 2972.0688),(8 3058.9524),(9 3084.4731),(10 3134.6404),(11 3142.413),(12 3120.7004),(13 3180.1812),(14 3192.5627),(15 3185.0017),(16 3230.3098),(17 3235.9407),(18 3294.8882),(19 3277.0696),(20 3276.6746),(21 3261.5864),(22 3203.212),(23 3235.95),(24 3201.278),(25 3219.7305),(26 3250.0117),(27 3275.9504),(28 3233.62),(29 3214.0496),(30 3178.1206),(31 3166.142),(32 3123.854),(33 3140.0154),(34 3171.513),(35 3236.3254),(36 3230.7588),(37 3207.489),(38 3162.017),(39 3151.738),(40 3155.963),(41 3164.224),(42 3171.7783),(43 3189.9),(44 3175.2715),(45 3164.8823),(46 3171.888),(47 3173.5452),(48 3176.8184),(49 3189.0955),(50 3209.5884),(51 3211.0205),(52 3203.4133),(53 3184.5017),(54 3180.142),(55 3189.51),(56 3189.1404),(57 3173.8933),(58 3183.0562),(59 3192.2693),(60 3236.8787),(61 3195.9104),(62 3168.4187),(63 3230.9902),(64 3238.473),(65 3213.3223),(66 3186.2346),(67 3138.0457),(68 3125.1814),(69 3141.207),(70 3167.7412),(71 3179.3418),(72 3206.6746),(73 3207.0432),(74 3191.0374),(75 3209.7437),(76 3217.7993),(77 3200.7239),(78 3216.9214),(79 3187.3398),
