1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 204745.39),(2 734819),(3 1532139.1),(4 2511584),(5 3600810),(6 4775723.5),(7 6041482.5),(8 7435982.5),(9 8899128),(10 10493669),(11 12164048),(12 13866745),(13 15607523),(14 17426250),(15 19223238),(16 21025678),(17 22784342),(18 24700698),(19 26588614),(20 28430800),(21 30180950),(22 31652384),(23 33314054),(24 34657630),(25 36008780),(26 37700500),(27 39724404),(28 41837980),(29 44116068),(30 46497868),(31 48717116),(32 50728180),(33 52618228),(34 54145004),(35 55520884),(36 56944560),(37 57935796),(38 58894916),(39 59707404),(40 60391180),(41 61172588),(42 61947724),(43 62961852),(44 63704172),(45 64786830),(46 66170690),(47 67778170),(48 69450790),(49 71133080),(50 73294856),(51 75884520),(52 79033480),(53 82912824),(54 86620870),(55 90596700),(56 94809880),(57 99677510),(58 105027010),(59 111048510),(60 117170184),(61 123376700),(62 129844120),(63 136872850),(64 144225870),(65 152200340),(66 159737390),(67 167332130),(68 175390540),(69 183296720),(70 191226930),(71 198733230),(72 205971650),(73 211904340),(74 216961400),(75 220759700),(76 224843280),(77 229064880),(78 232459410),(79 235455660),
(1 30090.32),(2 56921.605),(3 66945.76),(4 73266.28),(5 76603.19),(6 76188.83),(7 77955.625),(8 79952.53),(9 80181.28),(10 82244.11),(11 82863.28),(12 83773.07),(13 87677.31),(14 91656.95),(15 94560.13),(16 95566.65),(17 97105.71),(18 101133.055),(19 105060.31),(20 108340.96),(21 110063.45),(22 109395.72),(23 109470.13),(24 110623.79),(25 111841.62),(26 113896.87),(27 113817.96),(28 114454.64),(29 114752.72),(30 114212.086),(31 113431.49),(32 112423.34),(33 110158.17),(34 111877.32),(35 114489.19),(36 115025.72),(37 114426.016),(38 113519.766),(39 111560.87),(40 109197.62),(41 109863.664),(42 111781.45),(43 112982.875),(44 113810.016),(45 113301.086),(46 113913.26),(47 115760.72),(48 117417.43),(49 119141.81),(50 118977.73),(51 118146.27),(52 118440.62),(53 119733.26),(54 121329.31),(55 123859.984),(56 125981.22),(57 127945.45),(58 129255.4),(59 129045.016),(60 129570.79),(61 130322.445),(62 132107.58),(63 132537.38),(64 134166.83),(65 136528.11),(66 138264.1),(67 137629.17),(68 135421.34),(69 134175.3),(70 133375.95),(71 135206.86),(72 135557.19),(73 133241.36),(74 132508.95),(75 130203.75),(76 129047.85),(77 128342.15),(78 129660.42),(79 130580.98),
(1 28598.78),(2 56256.527),(3 67754.375),(4 75218.51),(5 78716.234),(6 79728.61),(7 81405.59),(8 81643.164),(9 80844.68),(10 83688.73),(11 86451.93),(12 85814.97),(13 87350.77),(14 90427.59),(15 94416.8),(16 96698.63),(17 98882.695),(18 101893.85),(19 105481.195),(20 108261.77),(21 110809.44),(22 111977.69),(23 110675.46),(24 111147.11),(25 111895.03),(26 112022.45),(27 112106.37),(28 110953.055),(29 111109.63),(30 112226.695),(31 111210.66),(32 110510.21),(33 110034.73),(34 109655.34),(35 110556.23),(36 111894.68),(37 110666.93),(38 108969.914),(39 106893.27),(40 105087.08),(41 105091.81),(42 107059.67),(43 107552.31),(44 108603.5),(45 109420.85),(46 109631.59),(47 111558.43),(48 113029.13),(49 112892.79),(50 114006.45),(51 115176.04),(52 115782.72),(53 117122.62),(54 119204.305),(55 121064.33),(56 123266.18),(57 124113.625),(58 124461.16),(59 125746.93),(60 129526.89),(61 130298.47),(62 131268.11),(63 133911.55),(64 135280.33),(65 135413.42),(66 137541.23),(67 139186.05),(68 137427.9),(69 136431.53),(70 136805.06),(71 137718.61),(72 138494.58),(73 138619),(74 137998.53),(75 135904.48),(76 135565.22),(77 134594.66),(78 133287.78),(79 132595.4),
(1 28437.502),(2 55936.41),(3 66211.36),(4 71360.24),(5 73521.984),(6 74139.32),(7 76459.49),(8 77524.734),(9 76331.25),(10 77411.055),(11 79353.375),(12 80820.15),(13 81900.9),(14 83630.234),(15 85643.01),(16 87733.95),(17 90719.71),(18 93916.125),(19 97197.78),(20 100422.87),(21 101896.305),(22 102397.85),(23 102452.125),(24 102833.17),(25 101735.23),(26 102449.11),(27 103444.49),(28 102265.76),(29 101938.54),(30 103541.99),(31 103217.805),(32 103681.016),(33 105348.805),(34 105669.79),(35 105080.85),(36 104599.336),(37 102855.16),(38 102310.305),(39 102391.18),(40 101566.99),(41 101159.29),(42 100342.516),(43 98770.71),(44 96845.305),(45 98611.53),(46 100811.27),(47 100693.25),(48 101538.97),(49 101543.17),(50 102310.945),(51 103903.86),(52 105093.9),(53 107332.55),(54 109541.72),(55 111019.44),(56 111566.26),(57 111472.055),(58 112846.1),(59 114955.336),(60 115361.734),(61 116389.734),(62 117340.05),(63 118515.46),(64 119007.195),(65 119785.38),(66 121629.95),(67 122251.44),(68 121961.43),(69 121727.46),(70 121199.71),(71 121869.99),(72 121347.85),(73 120692.92),(74 120536.914),(75 119646.945),(76 119529.57),(77 119483.36),(78 116303.17),(79 113874.29),
(1 28335.951),(2 53645.938),(3 63787.902),(4 69416.31),(5 72127.375),(6 72010.93),(7 75076.52),(8 77119.414),(9 76426.45),(10 77286.11),(11 78577.07),(12 79652.04),(13 81463.64),(14 83112.41),(15 85405.484),(16 86252.55),(17 86946.25),(18 90927.66),(19 96119.07),(20 99086.08),(21 101427.81),(22 101962.43),(23 101151.5),(24 99954.1),(25 98863.16),(26 98511.81),(27 98178.34),(28 98219.11),(29 97827.04),(30 98488.54),(31 98898.45),(32 97450.39),(33 97797.85),(34 98686.16),(35 97744.19),(36 97967.984),(37 99442.59),(38 99346.47),(39 98676.99),(40 98079.41),(41 97963.766),(42 96075.3),(43 94788.02),(44 95595.39),(45 98230.84),(46 96009.74),(47 94552.37),(48 96683.05),(49 99770.266),(50 100037.625),(51 99747.77),(52 99964.695),(53 103094.695),(54 105230.34),(55 106624.79),(56 108240.805),(57 109951.83),(58 109849.586),(59 109541.04),(60 109196.66),(61 110718.48),(62 111478.91),(63 110622.93),(64 111061.24),(65 111197.625),(66 112246.37),(67 113082.87),(68 112495.65),(69 112234.34),(70 111359.516),(71 110658.65),(72 110445.32),(73 110424.22),(74 110795.48),(75 110612.78),(76 110958.05),(77 109699.57),(78 107056.086),(79 105098.875),
(1 27107.03),(2 49662.32),(3 57881.668),(4 62361.816),(5 64752.313),(6 68050.11),(7 71019.14),(8 72228.5),(9 71581.734),(10 73751.33),(11 76794.61),(12 76972.195),(13 79061.21),(14 80424.87),(15 82741.04),(16 84893.08),(17 86443.69),(18 88351.56),(19 89482.27),(20 91309.414),(21 93318.65),(22 94640.984),(23 94382.92),(24 93830.54),(25 94908.81),(26 94383.26),(27 93255.52),(28 93596.35),(29 95994.59),(30 96046.5),(31 96240.54),(32 94820.76),(33 93767.53),(34 94073.36),(35 91533.02),(36 90113.47),(37 90942.37),(38 89457.6),(39 89508.59),(40 89768.03),(41 90586.28),(42 90925.34),(43 91575.8),(44 92361.266),(45 94081.164),(46 94349.734),(47 94226.484),(48 94606.39),(49 95395.91),(50 94421.44),(51 95738.25),(52 97548.97),(53 96961.336),(54 97755.5),(55 98218.03),(56 98810.65),(57 100157.73),(58 101157.86),(59 101704.266),(60 102364.91),(61 103087.26),(62 103425.01),(63 104730.25),(64 105640.89),(65 104659.66),(66 104368.27),(67 104673.03),(68 105222.414),(69 104036.09),(70 102787.76),(71 101583.695),(72 100205.41),(73 100136.125),(74 99962.56),(75 99664.27),(76 99133.734),(77 97826.516),(78 99018.65),(79 99990.89),
(1 28190.803),(2 50485.688),(3 58654.105),(4 64241.152),(5 65885.16),(6 68085.19),(7 72206.5),(8 74465.375),(9 74380.57),(10 75801.805),(11 77980.46),(12 78311.87),(13 80241.52),(14 81601.08),(15 83897.984),(16 85819.01),(17 88048.04),(18 90328.54),(19 91102.57),(20 93027.984),(21 93700.68),(22 93530.37),(23 94546.92),(24 94596.695),(25 94411.84),(26 93201.39),(27 94446.74),(28 95119.516),(29 95450.695),(30 94385.13),(31 94390.22),(32 94870.03),(33 94118.37),(34 94366.73),(35 92462.5),(36 92111.625),(37 93384.35),(38 92285.04),(39 91321.55),(40 91682.08),(41 92839.06),(42 92669.625),(43 93179.375),(44 93380.945),(45 93469.26),(46 92052.62),(47 92276.5),(48 93288.66),(49 93173.57),(50 92515.81),(51 94195.16),(52 96848.055),(53 97802.17),(54 98323.87),(55 96374.76),(56 96663.84),(57 99327.48),(58 100548.99),(59 100620.06),(60 101382.78),(61 101948.52),(62 102352.85),(63 102421.305),(64 102568.35),(65 102244.305),(66 103203.86),(67 103805.01),(68 103327.38),(69 102975.28),(70 102635.88),(71 102156.33),(72 101808.16),(73 100936.76),(74 99992.57),(75 99753.234),(76 99764.19),(77 98011.13),(78 97416.68),(79 96797.59),
(1 27055.95),(2 49102.41),(3 57596.22),(4 62438.94),(5 64365.945),(6 65474.273),(7 68447.945),(8 71037.85),(9 70114.086),(10 72737.086),(11 75291.73),(12 77195.83),(13 77625.52),(14 78551.25),(15 80914.625),(16 83202.99),(17 83881.28),(18 84016.91),(19 84998.98),(20 85818.31),(21 87130.57),(22 88008.88),(23 88933.45),(24 87372.414),(25 87414.984),(26 89913.055),(27 90441.086),(28 89702.086),(29 89261.72),(30 89554.695),(31 89720.2),(32 87759.18),(33 86647.914),(34 88487.11),(35 88960.97),(36 88222.984),(37 87998.03),(38 88637.695),(39 88171.86),(40 88062.375),(41 88379.11),(42 88533.07),(43 88569.13),(44 87992.93),(45 88836.2),(46 88316.02),(47 88301.555),(48 88074.83),(49 88654.484),(50 89279.67),(51 89490.51),(52 90320.45),(53 90550.08),(54 91088.55),(55 92247.44),(56 92684.35),(57 93527.26),(58 93717.42),(59 93342.61),(60 93090.49),(61 92567.48),(62 93850.67),(63 94442.18),(64 95444.18),(65 95838.73),(66 95667.66),(67 96580.914),(68 96103.87),(69 95942.48),(70 94904.65),(71 93086.52),(72 91729.79),(73 91133.74),(74 91547.88),(75 92625.1),(76 92356),(77 91460.82),(78 90633.35),(79 90148.76),
(1 26310.258),(2 48096.79),(3 56120),(4 60299.293),(5 62158.406),(6 63006.914),(7 63930.098),(8 65485.31),(9 66138.47),(10 68076.08),(11 69361.66),(12 72151),(13 74975.58),(14 75332.38),(15 75928.24),(16 77578.92),(17 79970.836),(18 82287.695),(19 84613.56),(20 85766.08),(21 85974.63),(22 85273.92),(23 87215.76),(24 88967.664),(25 90410.41),(26 90370.53),(27 88608.28),(28 89721.01),(29 91044.31),(30 91857.31),(31 91044.19),(32 88690.36),(33 88652.664),(34 88795.6),(35 89232.836),(36 90459.586),(37 88996.31),(38 87367.92),(39 87466.6),(40 87649.15),(41 86740.92),(42 86882.664),(43 87634.73),(44 87282.19),(45 86464.9),(46 86100.69),(47 84932.836),(48 83754.64),(49 83208.43),(50 81864.586),(51 84608.09),(52 86202.27),(53 87090.7),(54 88645.38),(55 88839.164),(56 89578.34),(57 90276.66),(58 90142.96),(59 90018.86),(60 91456.21),(61 92621.945),(62 92063.32),(63 90767.3),(64 92402.02),(65 93132),(66 93317.75),(67 93809.12),(68 93862.8),(69 93201.68),(70 93249.016),(71 93102.27),(72 93750.64),(73 93375.64),(74 93783.945),(75 93920.01),(76 93029.24),(77 92181.09),(78 90624.42),(79 90482.414),
(1 24893.863),(2 44179.6),(3 49781.813),(4 54627.188),(5 57742.605),(6 58973.074),(7 60551.74),(8 60811.11),(9 61266.594),(10 63398.75),(11 66978.77),(12 69520.22),(13 71789.86),(14 72394.17),(15 73919.55),(16 75703.16),(17 77249.58),(18 80100.98),(19 81735.28),(20 82687.87),(21 84040.945),(22 82607.26),(23 82662.31),(24 83587.016),(25 85970.18),(26 86681.445),(27 86783.61),(28 87571.03),(29 87359.35),(30 88003.66),(31 87868.984),(32 86541.33),(33 85637.96),(34 87089.6),(35 87863.7),(36 87514.55),(37 88192.15),(38 88995.26),(39 88025.52),(40 87983.92),(41 86930.83),(42 88199.24),(43 88548.48),(44 88306.08),(45 88168.35),(46 88003.91),(47 84962.14),(48 84302.77),(49 84783.2),(50 85118.11),(51 85087.984),(52 85296.08),(53 86817.16),(54 88874.516),(55 90551.9),(56 91200.5),(57 90675.414),(58 90165.53),(59 90543.85),(60 91482.836),(61 91698.12),(62 92384.76),(63 92862.81),(64 93092.2),(65 92716.664),(66 92610.625),(67 92734.42),(68 92460.59),(69 92695.734),(70 92952.94),(71 91795.055),(72 90373.625),(73 89947.34),(74 89719.78),(75 89644.76),(76 89128.29),(77 88677.4),(78 88159.39),(79 87617.16),
(1 25384.318),(2 43135.09),(3 49181.266),(4 53581.613),(5 55875.266),(6 57549.61),(7 59369.242),(8 60965.094),(9 62172.105),(10 65018.03),(11 66196.04),(12 67229.305),(13 69510.234),(14 71151.22),(15 72706.39),(16 73908.86),(17 74400.15),(18 75138.46),(19 77992.8),(20 78908.62),(21 78934.27),(22 78928.484),(23 79825.26),(24 80755.03),(25 82252.74),(26 81951.82),(27 82427.766),(28 83577.51),(29 81927.31),(30 81694.29),(31 82546.95),(32 81057.58),(33 80252.35),(34 79279.555),(35 78577.5),(36 79875.79),(37 80921.83),(38 79226.16),(39 78468.445),(40 77913.63),(41 76676.86),(42 76163.125),(43 76047.23),(44 75446.48),(45 76391.44),(46 76064.06),(47 75218.71),(48 76062.69),(49 76519.195),(50 76006.9),(51 76132.83),(52 75821.07),(53 76063.63),(54 77341.805),(55 79018.7),(56 79427.914),(57 79705.35),(58 80280.51),(59 80145.914),(60 79932.52),(61 80280.625),(62 81076.75),(63 82438.16),(64 81915.586),(65 82445.67),(66 82842.62),(67 83639.36),(68 83412.39),(69 84372.24),(70 85180.69),(71 83862.56),(72 82334.266),(73 82846.72),(74 83617.22),(75 84256.71),(76 83949.75),(77 83463.484),(78 82777.875),(79 82519.72),
(1 23315.152),(2 41623.273),(3 47142.938),(4 52869.164),(5 53941.19),(6 53575.09),(7 55710.527),(8 56035.258),(9 56546.36),(10 59071.047),(11 61712.37),(12 64431),(13 67114.23),(14 68530.57),(15 69130.83),(16 69808.2),(17 71384.914),(18 71713.98),(19 73496.27),(20 74810.29),(21 75896.01),(22 76610.17),(23 76785.17),(24 77945.95),(25 79020.17),(26 77782.59),(27 77899.16),(28 79126.02),(29 80103.016),(30 79695.63),(31 78954.77),(32 78330.9),(33 78011.44),(34 77180.23),(35 77778.3),(36 78612.21),(37 78109.55),(38 77464.94),(39 78259.18),(40 78833.32),(41 78107.38),(42 77601.125),(43 78524.15),(44 79115.4),(45 79078.96),(46 78591.08),(47 79849.58),(48 81193.74),(49 79591.555),(50 79911.75),(51 80696.25),(52 80083.484),(53 80148.34),(54 81733.93),(55 83718.55),(56 83301.35),(57 83242.54),(58 84453.38),(59 84992.87),(60 86296.25),(61 86497.836),(62 86588.12),(63 87009.27),(64 88596.98),(65 88822.49),(66 89351.45),(67 89585.05),(68 88342.61),(69 87343.91),(70 86683.61),(71 85611.234),(72 86367.22),(73 86405.75),(74 86337.234),(75 87596.63),(76 87374.05),(77 85836.6),(78 85068.11),(79 85114.71),
(1 23347.75),(2 40894.72),(3 46628.582),(4 51161.156),(5 52559.61),(6 54535.063),(7 54273.516),(8 55674.17),(9 55201.613),(10 57286.09),(11 59065.543),(12 62328.13),(13 63100.7),(14 63354.9),(15 63826.965),(16 66600.266),(17 67980.38),(18 68189.875),(19 70431.695),(20 72965.72),(21 74150.77),(22 73769.89),(23 74031.24),(24 74744.04),(25 75985.375),(26 76009.77),(27 76280.05),(28 76025.1),(29 74778.3),(30 74772.34),(31 74494.93),(32 74274.85),(33 74251.125),(34 73660.57),(35 73650.49),(36 74071.52),(37 74902.52),(38 74873.43),(39 74244.2),(40 73469.67),(41 72818.07),(42 73176.016),(43 73324.54),(44 71719.78),(45 72532.875),(46 72997.89),(47 71706.055),(48 72244.125),(49 72336.1),(50 72151.875),(51 72079.164),(52 72795.57),(53 72512.52),(54 73073.375),(55 74120.445),(56 74133.89),(57 74313.66),(58 74019.35),(59 75268.3),(60 76273.03),(61 76624.4),(62 76511.875),(63 77428.336),(64 79008.48),(65 78317.09),(66 78696.8),(67 77542.46),(68 76415.26),(69 76002.11),(70 75794.99),(71 75540.09),(72 75572.24),(73 75886.1),(74 76169.84),(75 75291.42),(76 75177.164),(77 75307.04),(78 74882.5),(79 74405.734),
(1 23826.547),(2 40872.844),(3 47121.313),(4 51121.473),(5 51420.492),(6 52473.51),(7 55255.016),(8 57050.184),(9 57803.348),(10 59335.81),(11 61278.727),(12 64191.09),(13 65115.953),(14 65736.68),(15 67507.85),(16 68559.305),(17 70698.195),(18 72265.7),(19 73893.58),(20 75430.88),(21 76579.32),(22 76704.33),(23 77047.664),(24 76792.96),(25 77861.625),(26 77731.02),(27 78135.86),(28 76654.52),(29 75983.89),(30 75803.5),(31 75399.42),(32 76130.9),(33 75587.234),(34 74067.14),(35 74075.62),(36 75134.15),(37 75200.19),(38 75346.625),(39 74859.2),(40 73653.96),(41 72153.86),(42 72294.336),(43 72832.31),(44 72263.44),(45 71899.234),(46 71462.766),(47 71017.586),(48 71975.09),(49 71959.86),(50 72328.68),(51 73386.5),(52 73583.12),(53 71993.36),(54 72332.305),(55 73507.44),(56 74010.7),(57 74846.57),(58 75740.53),(59 77094.836),(60 77473.55),(61 77876.16),(62 77389.914),(63 78163.016),(64 78856.04),(65 78629.42),(66 79092.32),(67 80119.62),(68 80170.445),(69 78946.97),(70 77323.19),(71 76887.086),(72 77379.04),(73 77909.09),(74 77395.24),(75 76653.125),(76 76829.805),(77 76626.64),(78 76045.85),(79 75874.99),
(1 22960.984),(2 40017.516),(3 46537.082),(4 51675.297),(5 52727.48),(6 54202.613),(7 56140.313),(8 56894.82),(9 56865.64),(10 58939.406),(11 59814.715),(12 60289.86),(13 62122.19),(14 64896.246),(15 65379.902),(16 66298.16),(17 68500.45),(18 69767.44),(19 70876.445),(20 71317.945),(21 71492.03),(22 72523.14),(23 74176.445),(24 74318.375),(25 74138.32),(26 74412.06),(27 73763.664),(28 73434.516),(29 74403.92),(30 73242.92),(31 73714.84),(32 74538.79),(33 74778.61),(34 74866.46),(35 74099.52),(36 73944.78),(37 74016.56),(38 73356.2),(39 72133.77),(40 71207.445),(41 69847.86),(42 71316.43),(43 71343.695),(44 70180.9),(45 70022.05),(46 69170.13),(47 68358.06),(48 68527.9),(49 68540.31),(50 68771.914),(51 69901.805),(52 70507.61),(53 69782.055),(54 70862.13),(55 71824.98),(56 72491.99),(57 72033.5),(58 72015.95),(59 72150.63),(60 72831.08),(61 74563.92),(62 74910.27),(63 75637.81),(64 76263.37),(65 75987.39),(66 75690.266),(67 76849.34),(68 76917.445),(69 76834.15),(70 77399.266),(71 76794.42),(72 75957.76),(73 75878.38),(74 75841.984),(75 75695.766),(76 74784.68),(77 73871.55),(78 73623.23),(79 74180.055),
(1 22904.148),(2 38433.453),(3 44492.965),(4 48324.094),(5 50035.516),(6 51814.516),(7 53494.03),(8 54786.137),(9 54146.89),(10 56010.62),(11 58068.688),(12 59990.38),(13 60406.793),(14 62256.05),(15 65493.8),(16 66751.49),(17 67314.305),(18 68315.71),(19 69074.42),(20 70242.71),(21 72071.266),(22 72040.55),(23 72805.5),(24 73558.81),(25 73094.25),(26 72451.25),(27 71879.93),(28 71814.12),(29 71543.24),(30 71584.055),(31 71276.18),(32 70789.82),(33 70339.41),(34 70566.06),(35 70349.36),(36 70514.9),(37 71333.06),(38 71605.51),(39 70805.195),(40 70749.47),(41 69998.62),(42 68938.945),(43 68699.54),(44 68184.38),(45 67106.42),(46 67190.47),(47 67647.945),(48 66847.72),(49 68330.13),(50 68968.945),(51 68636.44),(52 68947.86),(53 68578.49),(54 69530.4),(55 71235.1),(56 71793.16),(57 71673.9),(58 71613.6),(59 71250.1),(60 71289.54),(61 71229.46),(62 72006.29),(63 73428.47),(64 74254.96),(65 75327.98),(66 76842.86),(67 78027.586),(68 76869.73),(69 75444.66),(70 74279.484),(71 74655.09),(72 75636.49),(73 75663.05),(74 75988.2),(75 76069.805),(76 74679.336),(77 73450.38),(78 73871.47),(79 74426.195),
(1 21858.629),(2 38333.477),(3 44381.29),(4 48430.348),(5 49292.47),(6 50004.72),(7 50902.652),(8 52315.887),(9 53994.313),(10 57880.016),(11 58979.75),(12 59541.14),(13 60846.777),(14 62931.68),(15 65636.766),(16 67391.414),(17 68765.4),(18 70181.68),(19 71648.87),(20 71872.875),(21 72156.625),(22 72135.89),(23 72704.766),(24 74566.26),(25 75146.13),(26 74653.484),(27 73756.836),(28 73917.4),(29 74230.21),(30 73135.57),(31 72726.33),(32 72124.19),(33 70987.836),(34 70222.79),(35 71207.69),(36 70355.98),(37 70882.625),(38 70808.164),(39 69348.08),(40 69073.2),(41 68478.48),(42 66678.85),(43 65732.27),(44 65525.434),(45 66037.164),(46 66736.12),(47 65557.164),(48 65741),(49 66673.664),(50 67577.56),(51 67584.164),(52 68356.836),(53 68384.57),(54 69958.27),(55 70495.8),(56 70539.69),(57 72303.78),(58 74206.875),(59 74368.43),(60 73622.76),(61 73450.6),(62 73529.88),(63 74939.234),(64 76486.14),(65 77073.43),(66 77860.766),(67 79221.414),(68 79157.414),(69 79066.65),(70 78672.14),(71 78713.555),(72 78197.805),(73 77367.14),(74 77783.664),(75 78281.01),(76 77647.36),(77 77060.49),(78 77673.97),(79 77820.74),
(1 22288.67),(2 39021.766),(3 43687.133),(4 47576.297),(5 49913.754),(6 50771.727),(7 51168.164),(8 50836.137),(9 51583.035),(10 54851.67),(11 55968.598),(12 57820.246),(13 60807.676),(14 62401.75),(15 63892.832),(16 65012.645),(17 65653.34),(18 65954.766),(19 67092.66),(20 67398.76),(21 67586.66),(22 66972.266),(23 67911.66),(24 68168.41),(25 68404.305),(26 67874.54),(27 68250.7),(28 68732.72),(29 68830.93),(30 68896.164),(31 69081.35),(32 69587.04),(33 68771.12),(34 68745.72),(35 69092.18),(36 69229.62),(37 69865.7),(38 69364.15),(39 68310.23),(40 68773.21),(41 68427.98),(42 68100.85),(43 68344.6),(44 68216.62),(45 68136.36),(46 68069.805),(47 67445.23),(48 67810.57),(49 67746.36),(50 66056.945),(51 65996.38),(52 67058.23),(53 66645.08),(54 67058.13),(55 68611.484),(56 69889.09),(57 70794.73),(58 71820.375),(59 71755.266),(60 70964.58),(61 70645.914),(62 71593.164),(63 71779.57),(64 70835.38),(65 71700.68),(66 72253.39),(67 72928.42),(68 73750.805),(69 73442.23),(70 73120.164),(71 72311.5),(72 71783.2),(73 72616.37),(74 73104.47),(75 73030.836),(76 71422.61),(77 70341.43),(78 70362.164),(79 70136.36),
(1 22658.635),(2 39473.69),(3 42853.973),(4 46589.99),(5 48309.816),(6 49390.01),(7 51676.47),(8 52440.31),(9 52334.39),(10 54265.8),(11 56165.105),(12 56182.785),(13 59171.47),(14 61721.06),(15 62542.938),(16 63461.62),(17 64933.848),(18 66271.516),(19 67310.164),(20 67598.74),(21 68490.52),(22 68899.664),(23 68731.195),(24 68770.055),(25 69109.266),(26 69868.4),(27 70333.93),(28 69297.75),(29 68912.97),(30 69990.97),(31 69521.73),(32 69135.91),(33 69804.38),(34 69613.195),(35 69052.9),(36 70124.66),(37 70718.586),(38 69540.77),(39 68429.13),(40 67351.22),(41 68039.73),(42 67265.35),(43 67672.375),(44 68566),(45 68532.72),(46 68877.805),(47 67805.02),(48 67255.23),(49 66821),(50 66122.75),(51 66923.19),(52 67576.24),(53 68341.195),(54 69577.875),(55 69718.67),(56 69291.46),(57 70295.125),(58 70845.07),(59 72082.46),(60 71757.484),(61 71360.4),(62 72277.79),(63 73019.586),(64 72923.54),(65 72312.68),(66 71863.99),(67 71891.87),(68 72270.766),(69 72403.81),(70 72685.695),(71 72268.055),(72 72059.74),(73 72047.21),(74 71088.25),(75 70377.055),(76 69984.17),(77 69990.51),(78 70396.42),(79 70555.71),
