1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2088.3481),(2 2209.8232),(3 2222.2517),(4 2213.528),(5 2219.277),(6 2245.3215),(7 2217.4644),(8 2218.202),(9 2222.4812),(10 2231.762),(11 2226.3923),(12 2205.1248),(13 2234.5635),(14 2243.888),(15 2266.1484),(16 2260.7773),(17 2227.6326),(18 2253.3528),(19 2255.9648),(20 2250.4592),(21 2280.284),(22 2232.444),(23 2201.994),(24 2230.6836),(25 2220.488),(26 2255.4312),(27 2273.5176),(28 2279.4697),(29 2264.8123),(30 2219.3542),(31 2247.795),(32 2242.2803),(33 2235.9685),(34 2285.6611),(35 2278.42),(36 2255.6946),(37 2275.6719),(38 2274.0232),(39 2252.8088),(40 2265.5542),(41 2234.8584),(42 2273.7734),(43 2276.6475),(44 2266.549),(45 2253.993),(46 2258.3196),(47 2277.3901),(48 2247.0115),(49 2191.0022),(50 2267.1064),(51 2285.6968),(52 2267.9465),(53 2270.2075),(54 2238.2412),(55 2248.7534),(56 2210.2102),(57 2284.493),(58 2247.5806),(59 2258.939),(60 2233.5486),(61 2249.9155),(62 2294.8362),(63 2294.6028),(64 2235.8508),(65 2227.0193),(66 2250.0703),(67 2274.8616),(68 2246.2332),(69 2286.7239),(70 2255.255),(71 2250.5938),(72 2275.773),(73 2263.5938),(74 2289.0256),(75 2288.869),(76 2311.1382),(77 2284.9683),(78 2320.2148),(79 2297.7456),
(1 1989.5498),(2 2105.4185),(3 2170.6587),(4 2149.5264),(5 2142.0227),(6 2151.942),(7 2135.0852),(8 2128.1953),(9 2138.8208),(10 2138.7163),(11 2092.673),(12 2108.3044),(13 2125.9358),(14 2154.9502),(15 2160.501),(16 2161.8525),(17 2138.883),(18 2163.0383),(19 2175.5295),(20 2168.193),(21 2176.8171),(22 2123.68),(23 2160.5454),(24 2174.151),(25 2154.9285),(26 2163.53),(27 2173.4827),(28 2188.677),(29 2180.248),(30 2152.4893),(31 2154.657),(32 2215.782),(33 2180.815),(34 2195.2087),(35 2170.1885),(36 2181.9524),(37 2197.2034),(38 2185.6353),(39 2198.4578),(40 2225.936),(41 2207.1782),(42 2198.551),(43 2203.6304),(44 2218.2112),(45 2213.9487),(46 2188.7256),(47 2167.589),(48 2191.3342),(49 2163.2034),(50 2184.4246),(51 2219.402),(52 2199.5503),(53 2179.6719),(54 2190.8738),(55 2189.889),(56 2162.8804),(57 2191.6697),(58 2168.0366),(59 2204.6973),(60 2136.2214),(61 2192.5884),(62 2178.1697),(63 2175.567),(64 2182.383),(65 2187.5278),(66 2174.7217),(67 2177.849),(68 2199.7922),(69 2174.015),(70 2179.6294),(71 2107.3699),(72 2153.033),(73 2170.517),(74 2213.9072),(75 2216.848),(76 2241.772),(77 2188.976),(78 2204.4758),(79 2172.0496),
(1 1927.2606),(2 2046.6588),(3 2148.1504),(4 2146.8926),(5 2117.1106),(6 2128.9087),(7 2127.2117),(8 2140.695),(9 2085.2751),(10 2096.0942),(11 2077.5474),(12 2066.806),(13 2057.796),(14 2093.3088),(15 2096.074),(16 2088.8713),(17 2105.01),(18 2140.7754),(19 2137.4846),(20 2112.482),(21 2148.6829),(22 2102.707),(23 2114.9514),(24 2083.3875),(25 2098.0315),(26 2118.0713),(27 2157.0317),(28 2080.3345),(29 2120.385),(30 2131.8806),(31 2160.2278),(32 2152.805),(33 2134.252),(34 2149.5579),(35 2139.8245),(36 2120.1675),(37 2130.2117),(38 2136.652),(39 2125.7896),(40 2117.2922),(41 2145.1704),(42 2158.923),(43 2141.6592),(44 2149.2625),(45 2143.6206),(46 2147.6519),(47 2154.3467),(48 2145.2693),(49 2144.7112),(50 2160.0273),(51 2133.9236),(52 2134.7817),(53 2111.6982),(54 2147.8965),(55 2095.7095),(56 2110.597),(57 2148.5505),(58 2168.402),(59 2159.6184),(60 2165.5562),(61 2168.821),(62 2181.7397),(63 2141.5625),(64 2179.859),(65 2123.939),(66 2156.5232),(67 2136.3958),(68 2157.051),(69 2165.3486),(70 2130.66),(71 2108.3127),(72 2124.902),(73 2130.9219),(74 2167.1165),(75 2158.1882),(76 2143.9988),(77 2132.6506),(78 2155.6526),(79 2141.8853),
(1 1912.9694),(2 2043.4037),(3 2089.5806),(4 2072.697),(5 2094.4058),(6 2089.0269),(7 2059.8174),(8 2051.2996),(9 2077.197),(10 2095.2856),(11 2064.5142),(12 2061.6602),(13 2069.4644),(14 2077.5073),(15 2095.5886),(16 2083.194),(17 2047.8412),(18 2129.0554),(19 2111.6272),(20 2093.9226),(21 2099.985),(22 2078.6873),(23 2043.8248),(24 2110.0637),(25 2058.4417),(26 2138.548),(27 2116.0144),(28 2091.8857),(29 2116.1853),(30 2104.3928),(31 2102.819),(32 2105.161),(33 2122.3342),(34 2125.171),(35 2100.646),(36 2147.791),(37 2100.0454),(38 2147.0247),(39 2144.1677),(40 2121.7422),(41 2121.7063),(42 2143.8892),(43 2119.5525),(44 2107.6958),(45 2126.4922),(46 2115.6924),(47 2100.5183),(48 2085.336),(49 2062.3972),(50 2117.2317),(51 2080.5547),(52 2107.7285),(53 2098.0676),(54 2102.173),(55 2117.1953),(56 2101.8381),(57 2116.7576),(58 2124.6013),(59 2071.7954),(60 2090.5852),(61 2124.3752),(62 2140.092),(63 2123.338),(64 2129.425),(65 2141.271),(66 2152.0667),(67 2125.115),(68 2139.0693),(69 2126.971),(70 2116.432),(71 2077.156),(72 2098.0708),(73 2105.8447),(74 2126.4097),(75 2152.3806),(76 2131.2813),(77 2110.9587),(78 2136.4668),(79 2122.0154),
(1 1828.6204),(2 1928.7489),(3 1956.6718),(4 1992.6765),(5 1977.6598),(6 1980.8164),(7 1993.2129),(8 1966.6019),(9 1977.5564),(10 1953.3809),(11 1992.8243),(12 1984.81),(13 2001.8278),(14 2021.9138),(15 1982.1488),(16 2004.9102),(17 2002.0406),(18 2024.2902),(19 2014.4312),(20 2026.9637),(21 2021.7513),(22 1996.1824),(23 1965.3131),(24 1959.4438),(25 1936.511),(26 1992.853),(27 2013.9941),(28 1990.9523),(29 2027.2051),(30 2031.0979),(31 2032.7596),(32 2014.0073),(33 2021.7329),(34 2030.0168),(35 2051.206),(36 2055.1719),(37 2027.7925),(38 2029.8),(39 2053.9087),(40 2042.1384),(41 2036.6881),(42 2028.0906),(43 2023.2849),(44 2034.8549),(45 2033.1974),(46 2076.9507),(47 2072.3428),(48 2017.0374),(49 2004.3683),(50 2033.0461),(51 2029.7336),(52 2016.6293),(53 2010.9966),(54 2024.3358),(55 2003.5435),(56 2002.2257),(57 2029.0325),(58 2005.1488),(59 1983.2174),(60 2001.9122),(61 1993.885),(62 2008.5072),(63 1996.6171),(64 1993.2421),(65 1990.8792),(66 2023.5869),(67 2010.5853),(68 2021.4491),(69 2010.314),(70 2023.1053),(71 1986.2621),(72 1969.8782),(73 2005.636),(74 2013.5156),(75 2032.4045),(76 2017.2595),(77 1995.9781),(78 2024.2527),(79 2014.8612),
(1 1835.6688),(2 1934.7845),(3 1977.0912),(4 2035.0254),(5 2001.8453),(6 2017.1808),(7 1995.8754),(8 1992.3545),(9 1982.5809),(10 1972.3499),(11 1976.687),(12 1975.6237),(13 1993.7037),(14 2002.7443),(15 1973.3024),(16 1967.9158),(17 2012.078),(18 2003.8899),(19 2003.4817),(20 2027.4105),(21 2039.0482),(22 1985.5957),(23 1969.9603),(24 1983.9579),(25 1996.1146),(26 2008.5822),(27 2059.8025),(28 2017.1512),(29 2024.0566),(30 1991.216),(31 2026.874),(32 2032.4309),(33 2034.6897),(34 2029.3605),(35 2009.4667),(36 2021.2438),(37 2037.0062),(38 2013.6699),(39 2023.2947),(40 2012.4001),(41 2037.0872),(42 2033.3976),(43 2017.5547),(44 2026.0724),(45 2039.6941),(46 2082.8452),(47 2055.7178),(48 2053.731),(49 2030.0675),(50 2007.7963),(51 2013.0021),(52 2031.3397),(53 2003.968),(54 2009.6982),(55 1993.5983),(56 2019.342),(57 2075.3596),(58 2044.2946),(59 2074.0786),(60 2025.8138),(61 2077.9685),(62 2043.9684),(63 2052.905),(64 2068.377),(65 2046.4313),(66 2052.17),(67 2030.8135),(68 2017.5605),(69 2029.9059),(70 2038.7664),(71 2015.4346),(72 2005.7522),(73 2004.7793),(74 2056.3154),(75 2048.9226),(76 2076.4749),(77 2046.4943),(78 2027.275),(79 2000.7795),
(1 1775.5824),(2 1849.7177),(3 1888.9006),(4 1916.7255),(5 1921.5724),(6 1886.925),(7 1882.891),(8 1912.1078),(9 1891.9097),(10 1910.3877),(11 1896.8376),(12 1883.3376),(13 1889.8273),(14 1896.281),(15 1884.2977),(16 1875.3273),(17 1911.9349),(18 1924.5936),(19 1933.324),(20 1928.7003),(21 1959.4711),(22 1875.9811),(23 1892.758),(24 1898.1812),(25 1883.6254),(26 1933.6525),(27 1939.2825),(28 1928.2607),(29 1911.7269),(30 1897.5182),(31 1930.9867),(32 1919.5208),(33 1928.4592),(34 1923.5121),(35 1938.3757),(36 1927.6925),(37 1932.9645),(38 1946.4468),(39 1945.9596),(40 1947.0863),(41 1965.9087),(42 1932.0544),(43 1981.4335),(44 1928.6183),(45 1943.2242),(46 1959.0493),(47 1944.1998),(48 1923.6387),(49 1892.4808),(50 1928.4884),(51 1910.2814),(52 1935.8159),(53 1916.8834),(54 1921.77),(55 1922.0474),(56 1889.8073),(57 1893.8645),(58 1887.3157),(59 1912.6653),(60 1924.0243),(61 1916.5546),(62 1965.5687),(63 1977.805),(64 1923.8794),(65 1908.2434),(66 1949.3674),(67 1927.511),(68 1935.5084),(69 1951.997),(70 1950.4822),(71 1924.2119),(72 1932.5594),(73 1948.8214),(74 1946.2097),(75 1979.9832),(76 1963.086),(77 1971.277),(78 1967.401),(79 1983.4708),
(1 1706.6506),(2 1799.0505),(3 1819.3228),(4 1809.8483),(5 1847.3522),(6 1803.879),(7 1809.1793),(8 1831.5504),(9 1826.5901),(10 1829.5328),(11 1812.1625),(12 1823.1062),(13 1841.1967),(14 1822.7719),(15 1827.27),(16 1808.7125),(17 1835.1084),(18 1869.5427),(19 1858.8569),(20 1846.7804),(21 1835.9419),(22 1844.6322),(23 1843.2437),(24 1819.401),(25 1844.9694),(26 1857.9501),(27 1855.8802),(28 1868.407),(29 1866.3551),(30 1849.637),(31 1856.12),(32 1901.0765),(33 1879.4996),(34 1859.5833),(35 1888.6095),(36 1873.8094),(37 1876.6119),(38 1862.0948),(39 1875.768),(40 1858.9729),(41 1877.9391),(42 1864.0282),(43 1879.869),(44 1854.3827),(45 1886.8967),(46 1868.0553),(47 1887.5116),(48 1872.5594),(49 1878.3245),(50 1862.1014),(51 1888.375),(52 1890.799),(53 1868.3105),(54 1850.3208),(55 1879.3375),(56 1835.1859),(57 1853.6671),(58 1882.3342),(59 1862.3765),(60 1864.016),(61 1878.895),(62 1868.4889),(63 1859.506),(64 1904.1215),(65 1857.5142),(66 1894.5591),(67 1878.1945),(68 1879.8677),(69 1858.748),(70 1868.6202),(71 1852.4148),(72 1866.5149),(73 1882.9937),(74 1909.0121),(75 1889.7108),(76 1882.044),(77 1886.1245),(78 1862.5214),(79 1852.5115),
(1 1678.8523),(2 1770.8451),(3 1837.9357),(4 1844.1976),(5 1866.7534),(6 1850.4241),(7 1847.4265),(8 1806.1533),(9 1813.8031),(10 1806.8513),(11 1813.2893),(12 1804.7609),(13 1850.9117),(14 1840.2756),(15 1847.7943),(16 1821.2742),(17 1850.4207),(18 1853.0756),(19 1843.794),(20 1837.3213),(21 1849.9667),(22 1838.1301),(23 1798.9498),(24 1767.4648),(25 1812.9152),(26 1823.5295),(27 1829.4049),(28 1861.2124),(29 1839.517),(30 1827.7104),(31 1839.5875),(32 1849.446),(33 1882.9788),(34 1856.9645),(35 1874.9521),(36 1862.8202),(37 1864.7596),(38 1878.3483),(39 1831.8374),(40 1853.6638),(41 1882.8016),(42 1861.6305),(43 1883.1188),(44 1893.2863),(45 1877.7991),(46 1873.4327),(47 1910.986),(48 1869.739),(49 1875.2482),(50 1873.4515),(51 1886.9354),(52 1863.1512),(53 1846.0594),(54 1848.7504),(55 1867.1427),(56 1867.0671),(57 1883.7826),(58 1861.8124),(59 1849.8923),(60 1872.4292),(61 1847.0592),(62 1846.8962),(63 1886.4579),(64 1849.6461),(65 1848.6377),(66 1867.8724),(67 1872.3489),(68 1869.0812),(69 1867.7488),(70 1847.2646),(71 1857.3365),(72 1846.581),(73 1880.4573),(74 1911.874),(75 1897.419),(76 1868.0045),(77 1873.872),(78 1854.3678),(79 1877.8185),
(1 1612.057),(2 1677.1144),(3 1733.7831),(4 1736.572),(5 1749.7231),(6 1757.9166),(7 1722.0339),(8 1772.55),(9 1754.7513),(10 1714.0039),(11 1736.44),(12 1725.6082),(13 1741.9531),(14 1737.8887),(15 1753.1884),(16 1700.2689),(17 1700.8221),(18 1732.9646),(19 1731.458),(20 1734.5073),(21 1739.8279),(22 1721.5785),(23 1717.6747),(24 1704.652),(25 1708.8381),(26 1743.3756),(27 1730.5793),(28 1761.7899),(29 1736.6254),(30 1743.449),(31 1762.5846),(32 1775.8923),(33 1771.2491),(34 1766.2631),(35 1787.8715),(36 1770.7219),(37 1783.4338),(38 1778.6566),(39 1752.9193),(40 1765.2026),(41 1769.2947),(42 1783.4889),(43 1778.2465),(44 1769.4078),(45 1787.8708),(46 1789.9937),(47 1795.839),(48 1761.0397),(49 1742.1145),(50 1741.1946),(51 1788.2411),(52 1777.2604),(53 1776.4275),(54 1740.7496),(55 1753.0457),(56 1765.1),(57 1750.1633),(58 1728.2255),(59 1748.7095),(60 1768.6812),(61 1719.1501),(62 1771.4355),(63 1774.6084),(64 1773.1234),(65 1740.4106),(66 1763.1124),(67 1750.8204),(68 1776.3951),(69 1776.0809),(70 1774.0319),(71 1752.2587),(72 1742.192),(73 1747.599),(74 1774.492),(75 1773.7264),(76 1765.1654),(77 1760.0078),(78 1762.6396),(79 1734.8081),
(1 1604.4573),(2 1719.7805),(3 1757.0729),(4 1771.9985),(5 1746.5054),(6 1762.799),(7 1773.735),(8 1767.823),(9 1758.0038),(10 1771.6621),(11 1780.5399),(12 1759.4153),(13 1772.8217),(14 1778.7902),(15 1753.6277),(16 1759.1097),(17 1752.2029),(18 1754.7434),(19 1779.5869),(20 1782.9075),(21 1789.1412),(22 1768.3779),(23 1737.1525),(24 1759.3403),(25 1722.1967),(26 1756.6243),(27 1759.2617),(28 1781.4983),(29 1777.5945),(30 1790.2523),(31 1795.8533),(32 1778.3491),(33 1788.0708),(34 1786.7839),(35 1813.9501),(36 1801.0502),(37 1815.6342),(38 1825.2858),(39 1780.4243),(40 1808.5223),(41 1810.0693),(42 1791.0166),(43 1800.3583),(44 1812.8685),(45 1837.3646),(46 1832.8926),(47 1801.4529),(48 1796.4214),(49 1783.9746),(50 1778.47),(51 1827.0674),(52 1808.8069),(53 1782.5336),(54 1785.2255),(55 1799.6694),(56 1769.3186),(57 1779.2994),(58 1799.3422),(59 1775.9974),(60 1789.7299),(61 1789.1792),(62 1817.7046),(63 1797.3032),(64 1816.7236),(65 1766.0546),(66 1774.403),(67 1805.0078),(68 1817.8518),(69 1815.3611),(70 1818.337),(71 1809.0504),(72 1790.7307),(73 1813.223),(74 1818.4781),(75 1831.2461),(76 1820.1481),(77 1830.0779),(78 1792.3679),(79 1808.7941),
(1 1558.6082),(2 1650.952),(3 1692.4119),(4 1736.9965),(5 1712.0598),(6 1713.6361),(7 1705.9907),(8 1707.0619),(9 1669.4438),(10 1683.0883),(11 1702.2378),(12 1693.5209),(13 1718.1981),(14 1704.4949),(15 1712.5747),(16 1703.8087),(17 1707.8546),(18 1717.715),(19 1739.892),(20 1700.4591),(21 1710.3073),(22 1670.624),(23 1654.3304),(24 1689.1532),(25 1675.7915),(26 1697.6686),(27 1707.8137),(28 1689.5697),(29 1703.4799),(30 1707.9321),(31 1727.2279),(32 1727.3142),(33 1721.7955),(34 1717.5792),(35 1712.91),(36 1741.863),(37 1713.482),(38 1726.4476),(39 1724.5403),(40 1733.6434),(41 1725.6676),(42 1720.0259),(43 1725.3142),(44 1739.5513),(45 1775.4011),(46 1749.1831),(47 1767.8939),(48 1728.0204),(49 1750.4456),(50 1744.2015),(51 1744.6318),(52 1770.1682),(53 1728.5162),(54 1700.6565),(55 1688.1653),(56 1719.1584),(57 1734.6527),(58 1718.1476),(59 1717.7806),(60 1722.0382),(61 1710.5879),(62 1725.597),(63 1751.7837),(64 1745.6354),(65 1761.9662),(66 1744.9542),(67 1744.5254),(68 1755.862),(69 1750.4454),(70 1737.9722),(71 1760.4878),(72 1724.9858),(73 1727.0631),(74 1756.4175),(75 1752.624),(76 1767.1365),(77 1725.2347),(78 1720.5426),(79 1732.7625),
(1 1547.0167),(2 1627.5692),(3 1654.0585),(4 1677.6733),(5 1662.7833),(6 1649.4238),(7 1671.9585),(8 1636.6526),(9 1642.94),(10 1655.3115),(11 1635.0432),(12 1647.1361),(13 1662.1287),(14 1633.3796),(15 1664.9844),(16 1646.0125),(17 1683.733),(18 1701.7616),(19 1690.513),(20 1668.7874),(21 1698.0302),(22 1644.1995),(23 1655.5195),(24 1640.6301),(25 1651.7013),(26 1653.0021),(27 1671.8986),(28 1661.0808),(29 1674.3065),(30 1671.8179),(31 1669.5842),(32 1669.7433),(33 1703.8861),(34 1693.9008),(35 1699.2615),(36 1704.7219),(37 1688.6611),(38 1702.614),(39 1696.171),(40 1697.8473),(41 1712.9698),(42 1682.1589),(43 1676.0092),(44 1682.3777),(45 1689.6049),(46 1705.6693),(47 1699.8434),(48 1674.0529),(49 1695.0598),(50 1672.7712),(51 1696.0237),(52 1700.4225),(53 1687.457),(54 1664.736),(55 1652.4064),(56 1654.6791),(57 1675.7479),(58 1684.4642),(59 1687.991),(60 1670.5201),(61 1653.443),(62 1664.8424),(63 1669.9087),(64 1683.17),(65 1677.5188),(66 1680.5641),(67 1676.6078),(68 1687.6737),(69 1702.0541),(70 1685.6902),(71 1666.6067),(72 1658.6139),(73 1689.5842),(74 1685.992),(75 1701.5529),(76 1703.2574),(77 1675.1664),(78 1685.3638),(79 1712.8726),
(1 1505.8439),(2 1596.4761),(3 1617.8146),(4 1612.8306),(5 1619.3582),(6 1590.2438),(7 1608.3219),(8 1601.9186),(9 1590.956),(10 1614.8866),(11 1598.657),(12 1613.3513),(13 1630.4829),(14 1618.4634),(15 1618.1044),(16 1635.5891),(17 1621.9194),(18 1615.5452),(19 1636.6776),(20 1637.4503),(21 1630.4166),(22 1610.0958),(23 1583.2169),(24 1606.7778),(25 1598.4559),(26 1624.824),(27 1614.3602),(28 1639.2191),(29 1618.9613),(30 1613.874),(31 1639.7217),(32 1646.9574),(33 1646.1273),(34 1638.5247),(35 1623.3618),(36 1638.8019),(37 1650.2999),(38 1648.6566),(39 1642.3527),(40 1654.102),(41 1633.7284),(42 1635.706),(43 1653.9532),(44 1654.3052),(45 1663.1864),(46 1658.6356),(47 1659.8987),(48 1658.0386),(49 1639.4691),(50 1648.3866),(51 1664.5309),(52 1652.0845),(53 1671.5499),(54 1634.5521),(55 1647.251),(56 1640.8425),(57 1653.386),(58 1656.967),(59 1637.1399),(60 1658.5525),(61 1656.6122),(62 1673),(63 1650.5531),(64 1639.2606),(65 1642.9679),(66 1655.3397),(67 1639.7644),(68 1652.3168),(69 1645.5576),(70 1666.0254),(71 1630.5289),(72 1622.0574),(73 1646.1775),(74 1644.5872),(75 1655.5238),(76 1672.8043),(77 1630.9241),(78 1630.602),(79 1612.6688),
(1 1440.3251),(2 1503.9973),(3 1565.8031),(4 1549.7811),(5 1548.53),(6 1543.5143),(7 1544.8512),(8 1548.5055),(9 1535.6008),(10 1529.6621),(11 1537.4913),(12 1551.2958),(13 1554.8583),(14 1551.4802),(15 1545.9048),(16 1563.2626),(17 1574.5964),(18 1580.2784),(19 1592.073),(20 1544.0123),(21 1561.9705),(22 1553.9634),(23 1559.1848),(24 1552.347),(25 1569.7878),(26 1558.1876),(27 1555.4141),(28 1562.8813),(29 1558.3466),(30 1576.1782),(31 1589.0814),(32 1584.6742),(33 1604.8425),(34 1604.4932),(35 1592.9308),(36 1567.121),(37 1593.0251),(38 1568.8451),(39 1585.122),(40 1566.3958),(41 1587.6437),(42 1580.1724),(43 1594.3749),(44 1584.5801),(45 1597.7911),(46 1620.9675),(47 1596.3362),(48 1610.8663),(49 1580.2288),(50 1584.5481),(51 1598.0254),(52 1602.6271),(53 1561.6373),(54 1564.4244),(55 1554.3191),(56 1568.4186),(57 1615.5599),(58 1591.4623),(59 1570.0363),(60 1552.1224),(61 1571.55),(62 1577.6058),(63 1589.0768),(64 1583.531),(65 1584.6411),(66 1576.8049),(67 1571.2979),(68 1577.6837),(69 1584.5073),(70 1587.6997),(71 1571.6608),(72 1550.7856),(73 1585.9861),(74 1543.719),(75 1585.6327),(76 1577.1078),(77 1549.4779),(78 1530.8135),(79 1577.544),
(1 1441.2275),(2 1553.4146),(3 1630.6595),(4 1570.5035),(5 1582.7858),(6 1585.2555),(7 1581.3353),(8 1583.9453),(9 1566.4053),(10 1566.4556),(11 1561.5615),(12 1578.7601),(13 1579.6759),(14 1579.5826),(15 1591.8524),(16 1578.194),(17 1590.3906),(18 1604.3864),(19 1585.4116),(20 1614.2395),(21 1598.6418),(22 1604.7181),(23 1573.6947),(24 1583.4379),(25 1590.5525),(26 1609.1737),(27 1624.7777),(28 1590.9332),(29 1590.8262),(30 1582.2019),(31 1597.7432),(32 1596.3156),(33 1606.4519),(34 1609.878),(35 1590.8676),(36 1597.4587),(37 1610.4675),(38 1596.7928),(39 1615.5598),(40 1621.4265),(41 1609.4543),(42 1599.1531),(43 1578.6915),(44 1596.573),(45 1593.3113),(46 1622.5541),(47 1632.3875),(48 1591.7119),(49 1574.8153),(50 1577.8745),(51 1597.2465),(52 1606.854),(53 1612.7942),(54 1596.0905),(55 1582.7289),(56 1594.0806),(57 1589.516),(58 1624.493),(59 1580.8662),(60 1588.5056),(61 1594.6793),(62 1594.965),(63 1594.7853),(64 1583.1049),(65 1594.3654),(66 1600.6384),(67 1604.101),(68 1598.4999),(69 1605.7936),(70 1595.2513),(71 1584.8584),(72 1573.81),(73 1598.9358),(74 1603.0837),(75 1592.1863),(76 1606.6318),(77 1597.0717),(78 1583.7264),(79 1587.9169),
(1 1365.8766),(2 1449.9111),(3 1493.7528),(4 1509.1603),(5 1508.4614),(6 1476.5261),(7 1490.2722),(8 1488.8314),(9 1483.1719),(10 1482.1075),(11 1486.2437),(12 1485.5654),(13 1511.6232),(14 1493.8976),(15 1486.1755),(16 1501.337),(17 1484.5442),(18 1504.8171),(19 1518.4344),(20 1516.663),(21 1505.3746),(22 1504.8177),(23 1488.5289),(24 1486.3076),(25 1462.4),(26 1501.3889),(27 1518.7457),(28 1490.6584),(29 1522.4806),(30 1508.3096),(31 1487.9426),(32 1484.3335),(33 1512.3505),(34 1517.0393),(35 1524.9403),(36 1507.8125),(37 1513.6132),(38 1518.4039),(39 1500.6189),(40 1521.0804),(41 1511.3441),(42 1513.0696),(43 1519.6586),(44 1540.9463),(45 1520.1512),(46 1540.1333),(47 1521.1171),(48 1490.0209),(49 1513.23),(50 1490.8246),(51 1515.2445),(52 1497.557),(53 1502.6852),(54 1499.4004),(55 1504.7972),(56 1502.934),(57 1497.8782),(58 1499.2339),(59 1487.8097),(60 1511.2849),(61 1511.2639),(62 1522.2655),(63 1510.0969),(64 1515.518),(65 1497.5428),(66 1499.1504),(67 1511.9825),(68 1516.4933),(69 1515.2499),(70 1518.5295),(71 1497.2178),(72 1486.7789),(73 1514.9147),(74 1542.4631),(75 1534.7306),(76 1518.7405),(77 1530.6349),(78 1523.396),(79 1508.3969),
