1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 162475.4),(2 219829.94),(3 204572.17),(4 459425.22),(5 647864.6),(6 740332.3),(7 1067885.5),(8 1342385.8),(9 1484606.5),(10 1882944.9),(11 2242201.5),(12 2464931.3),(13 2924699.8),(14 3360446.3),(15 3628804),(16 4125993.3),(17 4593215.5),(18 4853580),(19 5318245.5),(20 5754967.5),(21 5989396),(22 6428824),(23 6817549.5),(24 7036633.5),(25 7456931.5),(26 7846291.5),(27 8071112.5),(28 8586497),(29 9044455),(30 9328568),(31 9840908),(32 10282773),(33 10502262),(34 10982015),(35 11388491),(36 11583853),(37 11977357),(38 12363640),(39 12504488),(40 12901672),(41 13286977),(42 13429413),(43 13870021),(44 14316552),(45 14515421),(46 14949461),(47 15436869),(48 15710947),(49 16221421),(50 16692383),(51 16902688),(52 17333858),(53 17790670),(54 18020256),(55 18452952),(56 18916404),(57 19160934),(58 19735606),(59 20371642),(60 20780860),(61 21487446),(62 22212278),(63 22710082),(64 23492272),(65 24307514),(66 24863566),(67 25691920),(68 26542662),(69 27195190),(70 28078426),(71 28977432),(72 29676624),(73 30730582),(74 31748566),(75 32625326),(76 33795036),(77 34974636),(78 35979256),(79 37247932),
(1 41771.652),(2 163055.77),(3 368110),(4 652384.06),(5 1011076.2),(6 1439324.9),(7 1938592.4),(8 2498671.5),(9 3106736.8),(10 3756723.5),(11 4433551.5),(12 5113842),(13 5802557.5),(14 6482130),(15 7142037.5),(16 7767235.5),(17 8335056.5),(18 8886229),(19 9386675),(20 9820954),(21 10198973),(22 10504552),(23 10749885),(24 10928408),(25 11040358),(26 11085837),(27 11085709),(28 11027610),(29 10936020),(30 10804426),(31 10645720),(32 10444995),(33 10217891),(34 9975131),(35 9728484),(36 9479967),(37 9244217),(38 9018098),(39 8806298),(40 8596433),(41 8402977),(42 8209918),(43 8033958.5),(44 7876765),(45 7728574),(46 7608107),(47 7512992),(48 7441409.5),(49 7387772.5),(50 7354087),(51 7326797),(52 7314300),(53 7319049.5),(54 7325904.5),(55 7353534.5),(56 7391104),(57 7433477.5),(58 7492412),(59 7546585),(60 7619340.5),(61 7690066),(62 7741232),(63 7784717),(64 7817764),(65 7841487.5),(66 7856483.5),(67 7863729.5),(68 7854449.5),(69 7843726),(70 7826064.5),(71 7801781),(72 7771056.5),(73 7732707),(74 7687114.5),(75 7653093.5),(76 7618548),(77 7590025.5),(78 7579948.5),(79 7587453),
(1 36273.105),(2 140070.45),(3 311595.1),(4 545618),(5 836295.8),(6 1175459.9),(7 1560526),(8 1978745.6),(9 2417483.8),(10 2871992.3),(11 3321983.3),(12 3768292.8),(13 4200126),(14 4611126),(15 5005393.5),(16 5366782.5),(17 5692820),(18 5997089.5),(19 6269065.5),(20 6506612),(21 6707235.5),(22 6872007.5),(23 7001033.5),(24 7103740.5),(25 7179152),(26 7235725.5),(27 7268826.5),(28 7276576.5),(29 7291718.5),(30 7291352),(31 7287958.5),(32 7277915.5),(33 7271462.5),(34 7277210.5),(35 7305225.5),(36 7353660),(37 7423682.5),(38 7512066.5),(39 7626154),(40 7758565.5),(41 7901225.5),(42 8062224),(43 8226652),(44 8422816),(45 8624367),(46 8840819),(47 9059416),(48 9266199),(49 9454321),(50 9636788),(51 9756015),(52 9857213),(53 9941712),(54 9984159),(55 10001435),(56 9990932),(57 9943495),(58 9864548),(59 9742681),(60 9618441),(61 9461057),(62 9273797),(63 9066881),(64 8867021),(65 8665844),(66 8482168),(67 8312353.5),(68 8144959.5),(69 8006997.5),(70 7892512),(71 7811092),(72 7761794),(73 7741507.5),(74 7754471.5),(75 7804441.5),(76 7882224),(77 7988466.5),(78 8106658.5),(79 8236538.5),
(1 31832.04),(2 123314.31),(3 271415.06),(4 473486.16),(5 721911.6),(6 1007440.94),(7 1327387.1),(8 1667982.9),(9 2022296.4),(10 2387318),(11 2756481.3),(12 3107475.8),(13 3454158),(14 3780606.8),(15 4087134),(16 4373094),(17 4624790.5),(18 4865114.5),(19 5082215.5),(20 5256989),(21 5403420),(22 5525545),(23 5611486),(24 5678141.5),(25 5723188.5),(26 5734526),(27 5721975.5),(28 5703095),(29 5683766),(30 5654236),(31 5637063.5),(32 5613817.5),(33 5602112),(34 5616119.5),(35 5642406.5),(36 5685490.5),(37 5727859),(38 5769730),(39 5818981),(40 5861310.5),(41 5902628),(42 5939545),(43 5976360.5),(44 6019740),(45 6064648.5),(46 6110463.5),(47 6168669.5),(48 6218865.5),(49 6259039.5),(50 6286397),(51 6293549),(52 6297508),(53 6289576.5),(54 6265589),(55 6231778.5),(56 6196059),(57 6153180),(58 6118633),(59 6080763),(60 6049733),(61 6029235),(62 6006288.5),(63 5990382),(64 5993319.5),(65 6011262.5),(66 6038638),(67 6076653.5),(68 6105796.5),(69 6144640),(70 6191266),(71 6245400.5),(72 6302522),(73 6368839),(74 6436628),(75 6514438.5),(76 6592618),(77 6661276),(78 6719829),(79 6764964.5),
(1 35165.555),(2 137165.19),(3 303517.47),(4 527620.25),(5 801857.25),(6 1116863.6),(7 1467393.9),(8 1835635.6),(9 2207769.5),(10 2579058),(11 2931077.8),(12 3258645),(13 3548089.5),(14 3803686.8),(15 4034169.5),(16 4232008),(17 4388785.5),(18 4539233.5),(19 4667966.5),(20 4772991.5),(21 4853819),(22 4920627),(23 4984112.5),(24 5049842),(25 5110057.5),(26 5158146),(27 5206015.5),(28 5247671),(29 5302613.5),(30 5359054),(31 5422932),(32 5500020.5),(33 5592334),(34 5704249.5),(35 5826869),(36 5952635.5),(37 6082185.5),(38 6198202),(39 6301689.5),(40 6374829),(41 6432482),(42 6461677),(43 6472050),(44 6470049.5),(45 6434477),(46 6370448),(47 6287444.5),(48 6179400.5),(49 6049320.5),(50 5894820.5),(51 5721133),(52 5532986),(53 5352578),(54 5165858),(55 4982907.5),(56 4808821),(57 4643248),(58 4488126),(59 4350256.5),(60 4242053),(61 4155887.3),(62 4097985.5),(63 4063995.3),(64 4060943),(65 4080529),(66 4114973.5),(67 4169568.3),(68 4232243.5),(69 4296244),(70 4368535),(71 4450334.5),(72 4529047.5),(73 4606487.5),(74 4682222.5),(75 4759564.5),(76 4840923),(77 4917278),(78 4990869.5),(79 5059216),
(1 31993.488),(2 122651.016),(3 270625.44),(4 467938.22),(5 707658.94),(6 981521.56),(7 1287669.9),(8 1612255.9),(9 1941387.5),(10 2266686.5),(11 2573160),(12 2855531),(13 3107776.3),(14 3321521.3),(15 3497913),(16 3628152.3),(17 3713201.8),(18 3772209),(19 3800071.5),(20 3793623.5),(21 3763478.5),(22 3713977),(23 3651002.8),(24 3584900.3),(25 3512666.8),(26 3443406.8),(27 3384602.3),(28 3338521.3),(29 3311030.3),(30 3299131.8),(31 3304249.5),(32 3325512),(33 3365150.8),(34 3416991.5),(35 3481347),(36 3551630.3),(37 3630935.5),(38 3712510),(39 3789314.3),(40 3851397.3),(41 3911331.5),(42 3962181.3),(43 3998013.8),(44 4022847),(45 4023223),(46 3999730),(47 3957809.3),(48 3896428.3),(49 3817606.8),(50 3721963),(51 3612048.5),(52 3495246.5),(53 3377457.5),(54 3261720.3),(55 3154352),(56 3059034.8),(57 2981419),(58 2924905),(59 2886269),(60 2870672.5),(61 2878922.8),(62 2914051),(63 2975828.3),(64 3067897.3),(65 3191235.8),(66 3346717),(67 3537629.8),(68 3749904.5),(69 3977288.3),(70 4210715),(71 4439914),(72 4659524.5),(73 4867220),(74 5059340),(75 5233618),(76 5385778.5),(77 5507492.5),(78 5608071),(79 5682838),
(1 28602.56),(2 108033.4),(3 235332.27),(4 400399.78),(5 598463.2),(6 821274.1),(7 1065333.6),(8 1316187.4),(9 1566597.6),(10 1813990),(11 2044711.4),(12 2254909.3),(13 2441141.3),(14 2601759),(15 2733121),(16 2836274.8),(17 2910822.5),(18 2969358.5),(19 3016768.5),(20 3049309.8),(21 3071435.3),(22 3085799.5),(23 3094449.5),(24 3109047.5),(25 3126355.8),(26 3147246.5),(27 3178244),(28 3219154.5),(29 3273077.5),(30 3336977.8),(31 3408182.3),(32 3483857.8),(33 3562644.8),(34 3639231),(35 3711743.5),(36 3778779),(37 3837115.3),(38 3879156.8),(39 3911042.8),(40 3935306.5),(41 3949150.5),(42 3958869.3),(43 3964273.5),(44 3965945),(45 3945008.5),(46 3911483.3),(47 3859819.8),(48 3799202.3),(49 3730408.5),(50 3657009.5),(51 3586608.3),(52 3522081.5),(53 3475066.3),(54 3438500.3),(55 3413470.8),(56 3396473),(57 3384618.5),(58 3386998.3),(59 3392592),(60 3415012.3),(61 3438645.8),(62 3472009),(63 3508051.3),(64 3547781.5),(65 3585996.3),(66 3621442.3),(67 3656068.3),(68 3674639.5),(69 3677941.3),(70 3671434.3),(71 3651755),(72 3624216.8),(73 3598791.3),(74 3565944.5),(75 3528533.8),(76 3498595.8),(77 3475122.8),(78 3459482.5),(79 3450119),
(1 28779.426),(2 109979.18),(3 238977.73),(4 405808.06),(5 600461.94),(6 816639.3),(7 1050922.1),(8 1291481.5),(9 1532457.8),(10 1767625.6),(11 1986125.6),(12 2183515.5),(13 2358413.8),(14 2505588.3),(15 2623701.8),(16 2714402),(17 2773834.3),(18 2814070.3),(19 2834180.3),(20 2841201.5),(21 2835735.8),(22 2824887.8),(23 2809386.3),(24 2801034.3),(25 2797184),(26 2805376.8),(27 2828400.3),(28 2858566.8),(29 2905017.8),(30 2958478.8),(31 3027611.8),(32 3110408.3),(33 3201612.5),(34 3294179.5),(35 3378968.8),(36 3454708.8),(37 3515235.8),(38 3550433.5),(39 3573180.5),(40 3583428.8),(41 3578619.5),(42 3565058),(43 3542059.8),(44 3513628.3),(45 3474493.3),(46 3429505.8),(47 3380312),(48 3329301),(49 3277821.3),(50 3223371.3),(51 3171848.8),(52 3125098.3),(53 3089107.3),(54 3060238.3),(55 3049445.5),(56 3057007),(57 3076398),(58 3116067.8),(59 3171076.5),(60 3245553.3),(61 3332799),(62 3416992.8),(63 3494743.3),(64 3558695.3),(65 3605192),(66 3629871.5),(67 3632737.8),(68 3609254.8),(69 3561828.5),(70 3499452.8),(71 3424934.3),(72 3351980.3),(73 3283279.3),(74 3218977.5),(75 3152797.3),(76 3088722.5),(77 3032989.3),(78 2985093.3),(79 2946396.5),
(1 28445.732),(2 108796.07),(3 237198.73),(4 402129.28),(5 595069.7),(6 806737.3),(7 1024464.9),(8 1242723.4),(9 1452246.3),(10 1646444.5),(11 1821786.4),(12 1974899),(13 2111009.8),(14 2224690),(15 2316283),(16 2385385.3),(17 2431136.8),(18 2468755),(19 2498054.3),(20 2519965.3),(21 2538293.5),(22 2556605),(23 2571531),(24 2590047.5),(25 2612731.8),(26 2632508),(27 2648945.3),(28 2661549.3),(29 2673076),(30 2681361.3),(31 2687087.5),(32 2692934.3),(33 2702482),(34 2711705),(35 2718881.3),(36 2723049.3),(37 2723342.5),(38 2715144),(39 2701349.3),(40 2681669.8),(41 2657071),(42 2630368.5),(43 2607279.5),(44 2589081.3),(45 2574987.3),(46 2570818.5),(47 2575833),(48 2595145.3),(49 2623745),(50 2654200),(51 2684589.5),(52 2720520.8),(53 2758555),(54 2796679),(55 2830753),(56 2849881.3),(57 2858616.3),(58 2859223.8),(59 2853627.3),(60 2849647),(61 2845256.5),(62 2842833.5),(63 2839767.3),(64 2834252),(65 2824304.8),(66 2812538),(67 2801219.5),(68 2791280.8),(69 2778593.5),(70 2773533.3),(71 2769150.5),(72 2770976.5),(73 2782571.3),(74 2810936.3),(75 2856632),(76 2912109.8),(77 2980348),(78 3049965.5),(79 3119652.8),
(1 28393.387),(2 107033.72),(3 229088.84),(4 383755.4),(5 560635),(6 749046.2),(7 938718.6),(8 1121156),(9 1289604.8),(10 1437706.5),(11 1562787.8),(12 1665784.3),(13 1750948.6),(14 1814413),(15 1857458.8),(16 1881963.5),(17 1895349.3),(18 1907346.5),(19 1918972.8),(20 1930560),(21 1949414.1),(22 1977411),(23 2014693.6),(24 2064357.5),(25 2123490.5),(26 2190662.5),(27 2256633),(28 2317720),(29 2381723.8),(30 2437409.8),(31 2486300.3),(32 2521117.8),(33 2541119),(34 2543429.5),(35 2529382.3),(36 2502415.3),(37 2470902),(38 2428242.5),(39 2381449),(40 2331484.5),(41 2282385),(42 2238997),(43 2201729.3),(44 2171435.8),(45 2151617),(46 2142046.5),(47 2145474.5),(48 2168952.8),(49 2206240.5),(50 2254803.5),(51 2295572.3),(52 2339430.5),(53 2388115.5),(54 2437303),(55 2491943),(56 2547432.8),(57 2597077.3),(58 2639978.3),(59 2667435.5),(60 2685076.5),(61 2691998.3),(62 2690320.8),(63 2681583),(64 2667839.8),(65 2654127.5),(66 2637478.5),(67 2618295.5),(68 2601024),(69 2583070),(70 2572204),(71 2564297),(72 2563629),(73 2567066),(74 2577917),(75 2594118.8),(76 2609964.8),(77 2627826),(78 2645189.8),(79 2662235.5),
(1 24675.063),(2 94388.48),(3 203772.95),(4 344343.72),(5 507293.34),(6 682829.7),(7 861753.94),(8 1034013.4),(9 1192926),(10 1329879.4),(11 1439827),(12 1528280.6),(13 1598760.3),(14 1650467.3),(15 1678402),(16 1685966.3),(17 1681838.6),(18 1676938.8),(19 1670337.8),(20 1665772.9),(21 1672367.1),(22 1687223.6),(23 1713853.6),(24 1751544.6),(25 1797853.5),(26 1853834.4),(27 1909830),(28 1963150.8),(29 2018720),(30 2071001.1),(31 2115990.3),(32 2152162.5),(33 2176256),(34 2189579.8),(35 2196801.8),(36 2203383.3),(37 2211867.3),(38 2212173.5),(39 2212860),(40 2208961),(41 2201057.3),(42 2195101.3),(43 2196240.5),(44 2210500),(45 2236091.3),(46 2274500.8),(47 2319889),(48 2374633),(49 2430864.5),(50 2484090.5),(51 2525544.3),(52 2561799),(53 2599805.5),(54 2632658.3),(55 2661339),(56 2679044),(57 2684328.8),(58 2675466.5),(59 2654821),(60 2626869),(61 2589669.3),(62 2550856.3),(63 2511583.5),(64 2482156),(65 2460160),(66 2445849.8),(67 2437936.8),(68 2438644),(69 2442952),(70 2455778.5),(71 2474411.3),(72 2499499.3),(73 2529619),(74 2566157.5),(75 2602916.3),(76 2635393.8),(77 2660367.3),(78 2677549.8),(79 2689449),
(1 25015.525),(2 93120.97),(3 197547.42),(4 327259.38),(5 471942.22),(6 623100.1),(7 773113.7),(8 915061.25),(9 1043370.4),(10 1156454.5),(11 1254463.4),(12 1336901),(13 1404798.9),(14 1458008.3),(15 1496755.9),(16 1520073.1),(17 1533122.8),(18 1540000.3),(19 1543614),(20 1547469.8),(21 1555614.6),(22 1573260.5),(23 1599637.4),(24 1629822),(25 1664235.4),(26 1701628.8),(27 1738347.4),(28 1777544.5),(29 1819865.6),(30 1857840.9),(31 1892175),(32 1917968.9),(33 1934792.6),(34 1950709.8),(35 1969316.1),(36 1986772.8),(37 2007941.5),(38 2029021.8),(39 2055236.6),(40 2084095.1),(41 2114192),(42 2148221.3),(43 2186005),(44 2223204),(45 2256101.5),(46 2291038.3),(47 2328309.8),(48 2364460.8),(49 2397186),(50 2422878.3),(51 2439049.5),(52 2449457.8),(53 2452486.8),(54 2446666),(55 2433788.8),(56 2412109.5),(57 2384745.3),(58 2348826.3),(59 2308760.3),(60 2269758.3),(61 2231962.3),(62 2195904),(63 2166480),(64 2146533),(65 2139584.8),(66 2142615.3),(67 2148238.5),(68 2148122),(69 2141835.5),(70 2129907.5),(71 2113596),(72 2096401.4),(73 2080590.6),(74 2062919.1),(75 2042710.9),(76 2026079.1),(77 2012903.5),(78 2008689.4),(79 2015454.6),
(1 24628.672),(2 92375.17),(3 197096.81),(4 326297.13),(5 468772.94),(6 615285.25),(7 756462.06),(8 885219.8),(9 999796.56),(10 1100017.5),(11 1183960),(12 1251947.3),(13 1304504.3),(14 1341719),(15 1362646.1),(16 1377022),(17 1385992.3),(18 1399611.5),(19 1416649.5),(20 1435646),(21 1467887.6),(22 1507969.9),(23 1557582.4),(24 1613478.3),(25 1671232.8),(26 1733342.8),(27 1796406.6),(28 1861595.5),(29 1926710),(30 1987825.1),(31 2043164.5),(32 2082242),(33 2111320),(34 2134284.5),(35 2148618.5),(36 2149842),(37 2146666),(38 2132537.8),(39 2114680.3),(40 2101426.8),(41 2095836.6),(42 2094554.6),(43 2096643.4),(44 2102880.5),(45 2110377),(46 2121738.3),(47 2135285.8),(48 2150727),(49 2167715.5),(50 2180274.5),(51 2187905.8),(52 2191204),(53 2195151),(54 2196997.5),(55 2198216.3),(56 2199257),(57 2201499.3),(58 2210168.8),(59 2225572),(60 2255771.3),(61 2297639),(62 2341995.8),(63 2388518.5),(64 2436342.8),(65 2483427.5),(66 2525718.5),(67 2558448.5),(68 2579639),(69 2589137),(70 2586267.5),(71 2573011),(72 2551292.5),(73 2524064.3),(74 2493694.5),(75 2458139),(76 2424836.3),(77 2391208.5),(78 2364905.8),(79 2348882.8),
(1 24250.957),(2 91404.49),(3 193396.34),(4 317128.1),(5 450964.78),(6 582546.7),(7 703808.9),(8 809861.2),(9 899346.7),(10 973109.2),(11 1030539.6),(12 1075655.5),(13 1106344.9),(14 1127570.5),(15 1144736.5),(16 1152887.5),(17 1152456.4),(18 1154387.5),(19 1153105.4),(20 1154336.5),(21 1162779.1),(22 1174024.8),(23 1189368.3),(24 1209296.5),(25 1231359.8),(26 1258570.3),(27 1287955),(28 1313556.6),(29 1338930),(30 1358404.6),(31 1376167.1),(32 1388779.1),(33 1398433.1),(34 1409370),(35 1418669.6),(36 1421121.3),(37 1424813.5),(38 1424466),(39 1422995),(40 1429911.5),(41 1441452.4),(42 1453316.6),(43 1464086.1),(44 1475545.4),(45 1485421.6),(46 1495098.4),(47 1499617.6),(48 1501476.9),(49 1502450.9),(50 1504371.6),(51 1501864.3),(52 1500083.1),(53 1501717.4),(54 1501552.8),(55 1499869.3),(56 1495284),(57 1490845.4),(58 1488474),(59 1490357.6),(60 1500228.1),(61 1508757.6),(62 1514520.4),(63 1520601.8),(64 1525172.4),(65 1526908.1),(66 1531638.1),(67 1532445.5),(68 1525847.3),(69 1512458.4),(70 1495452.9),(71 1474987.5),(72 1454276.9),(73 1438963.9),(74 1430722.4),(75 1431174.4),(76 1440366.4),(77 1457778.8),(78 1482044.9),(79 1508049.1),
(1 25569.791),(2 95581.78),(3 199982.22),(4 324652.97),(5 457390.56),(6 585699.25),(7 700516.44),(8 796704.44),(9 872917.3),(10 929081.9),(11 968968.2),(12 994879.3),(13 1010133.1),(14 1019666.9),(15 1026679.56),(16 1030327.1),(17 1038136.44),(18 1055801.8),(19 1077889.6),(20 1107200.9),(21 1145288),(22 1186119.9),(23 1226412),(24 1260863.3),(25 1292440.1),(26 1322589.4),(27 1345767.6),(28 1361695.5),(29 1373413.6),(30 1376540.9),(31 1375531.3),(32 1365288.1),(33 1352100),(34 1341001.9),(35 1330858.9),(36 1326974.3),(37 1333026.4),(38 1343217.6),(39 1359516.9),(40 1382734.3),(41 1404758.9),(42 1424761.5),(43 1440198.9),(44 1452537.4),(45 1462185.6),(46 1469368.1),(47 1473202),(48 1472720.8),(49 1469672.4),(50 1462176.5),(51 1449836),(52 1439289.6),(53 1431176.5),(54 1426834.1),(55 1423682.9),(56 1417998.9),(57 1409006.3),(58 1401723.6),(59 1393903.1),(60 1387553.4),(61 1377578),(62 1365258.3),(63 1353297.1),(64 1341794.5),(65 1327569),(66 1312196.6),(67 1298004.8),(68 1288220.4),(69 1281105.6),(70 1279719.3),(71 1281035.8),(72 1283973.1),(73 1295173.4),(74 1319504.4),(75 1351529),(76 1393277.6),(77 1441400.6),(78 1493886.6),(79 1547509.5),
(1 20794.955),(2 77153.05),(3 159731.4),(4 256248.86),(5 357297.38),(6 453663.44),(7 539492.9),(8 609788.8),(9 665627.75),(10 709294.56),(11 744338.7),(12 773621.6),(13 800449.75),(14 827401.25),(15 856459.94),(16 882888.9),(17 908894.94),(18 941316.44),(19 975801),(20 1011954.5),(21 1049354.6),(22 1083294.9),(23 1112912.5),(24 1137187.8),(25 1155074.8),(26 1168238),(27 1175500.5),(28 1179633.1),(29 1182801.1),(30 1182836.3),(31 1182549.4),(32 1179966.3),(33 1177475),(34 1178713.8),(35 1182784.1),(36 1189833.9),(37 1204477.8),(38 1217823.8),(39 1227392.4),(40 1234086.6),(41 1236397.8),(42 1239976.9),(43 1244877),(44 1245667.5),(45 1243345.6),(46 1235201.4),(47 1225844.6),(48 1212597.5),(49 1199781),(50 1189063.1),(51 1178814),(52 1179735.6),(53 1189046.9),(54 1202670.9),(55 1218527.6),(56 1234911.6),(57 1247396.8),(58 1256957),(59 1261371.4),(60 1266759.5),(61 1267468.9),(62 1265281.8),(63 1257908.3),(64 1248873.1),(65 1243046.4),(66 1233848.8),(67 1221282.4),(68 1205624.5),(69 1190570),(70 1179427.6),(71 1177151.5),(72 1183295.8),(73 1194003.9),(74 1202369.1),(75 1206533.8),(76 1211361.1),(77 1221472.8),(78 1238542.9),(79 1260166.6),
(1 22409.518),(2 82757.82),(3 170131.38),(4 271486.28),(5 375985.94),(6 474082.2),(7 562038.6),(8 634094.9),(9 690187.3),(10 732420.1),(11 764330.56),(12 789390.56),(13 811508.2),(14 832616.56),(15 854381.44),(16 876690.9),(17 900171.5),(18 926920.56),(19 955451.25),(20 984196),(21 1014406.94),(22 1039502.4),(23 1061036.3),(24 1075795.4),(25 1085905.4),(26 1093738.3),(27 1099485),(28 1102299.3),(29 1105297.4),(30 1102260.3),(31 1094787.8),(32 1080580.6),(33 1064238.6),(34 1050584.1),(35 1042536.75),(36 1040597.9),(37 1044544.5),(38 1049188.3),(39 1053955.9),(40 1058813.5),(41 1067329.8),(42 1080544.6),(43 1097947.4),(44 1120072.4),(45 1145217.4),(46 1167278.9),(47 1183879.3),(48 1191012.3),(49 1194189.1),(50 1191839.3),(51 1183245.4),(52 1174143.5),(53 1169556.8),(54 1168692.6),(55 1171919.6),(56 1173489),(57 1175833.8),(58 1177435.4),(59 1178982),(60 1180715.3),(61 1185133),(62 1186902.1),(63 1186108.4),(64 1183952.3),(65 1181919.8),(66 1181124),(67 1181086.4),(68 1182566.3),(69 1186394.9),(70 1193060.8),(71 1203295.3),(72 1220185),(73 1241064.4),(74 1260639),(75 1273301.5),(76 1283379.6),(77 1292705.4),(78 1301612),(79 1312286.9),
(1 20967.08),(2 77711.234),(3 160551.84),(4 255240.58),(5 350584.3),(6 438120.8),(7 513116.22),(8 574320.56),(9 622201.06),(10 660794.06),(11 694280.7),(12 723770.94),(13 752383.3),(14 780113.94),(15 809339.94),(16 836288.56),(17 858603.94),(18 883186.3),(19 902921.5),(20 919895.44),(21 936473.06),(22 949553),(23 959884.06),(24 969450.4),(25 977509.9),(26 984515.75),(27 986410.7),(28 982191.2),(29 976722.3),(30 969015.6),(31 962899.6),(32 959093.3),(33 961153.06),(34 971170.5),(35 985107.56),(36 999916.44),(37 1018444.25),(38 1034507.44),(39 1048807.8),(40 1063936.8),(41 1078789.8),(42 1090360.4),(43 1101169.3),(44 1107131.4),(45 1109647.5),(46 1108284.5),(47 1105120),(48 1105081.1),(49 1109193.8),(50 1116554),(51 1126018.1),(52 1136923.4),(53 1149455.1),(54 1158707),(55 1165382.4),(56 1163625),(57 1151739.3),(58 1133492.8),(59 1111782),(60 1089495.6),(61 1067777.6),(62 1050018.5),(63 1041450.06),(64 1039869),(65 1044002.7),(66 1051419.9),(67 1060110.9),(68 1069813),(69 1081047.9),(70 1092576.5),(71 1108588.8),(72 1124343.5),(73 1130202.9),(74 1128880.9),(75 1123802),(76 1116070.8),(77 1107187.3),(78 1102976.9),(79 1105357.8),
