1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 454792.4),(2 1457979.4),(3 2980811.8),(4 4766362),(5 6838145.5),(6 9020278),(7 11223203),(8 13464892),(9 15639623),(10 17898758),(11 19844950),(12 21716774),(13 24039494),(14 26283322),(15 28168870),(16 30034542),(17 31977144),(18 33921156),(19 36140764),(20 39115860),(21 42790770),(22 47492828),(23 52420020),(24 54861744),(25 56874956),(26 58491010),(27 59252716),(28 59524224),(29 59446212),(30 59084930),(31 58787620),(32 58463492),(33 58026236),(34 57834164),(35 57460260),(36 57180356),(37 57050628),(38 57088188),(39 57360716),(40 58402676),(41 59303916),(42 59943040),(43 60224240),(44 60523170),(45 61602540),(46 63429420),(47 65593172),(48 68023140),(49 71285590),(50 74711860),(51 78290870),(52 82143224),(53 86132010),(54 89964984),(55 93603580),(56 97093416),(57 100831064),(58 104473096),(59 108772710),(60 112570460),(61 115835416),(62 118915210),(63 122458824),(64 124875620),(65 128382120),(66 132691096),(67 138235900),(68 143408620),(69 146110350),(70 147355250),(71 147500880),(72 145639950),(73 142644340),(74 139161700),(75 136267540),(76 133100920),(77 129743064),(78 126378650),(79 122412184),
(1 459299.4),(2 1694497.4),(3 3383176),(4 5111472),(5 6529897.5),(6 7439323),(7 7875838.5),(8 8055502),(9 8200349),(10 8475452),(11 8904767),(12 9461101),(13 10062642),(14 10522108),(15 10724188),(16 10727981),(17 10692086),(18 10762058),(19 10948839),(20 11249281),(21 11414024),(22 11456068),(23 11521475),(24 11586207),(25 11672701),(26 11785032),(27 11946283),(28 12181493),(29 12481522),(30 12855630),(31 13290879),(32 13692853),(33 14026634),(34 14285170),(35 14481942),(36 14592548),(37 14633169),(38 14575268),(39 14471057),(40 14379037),(41 14323181),(42 14394168),(43 14641483),(44 14949473),(45 15293224),(46 15559530),(47 15733309),(48 15798141),(49 15639388),(50 15280929),(51 14809265),(52 14368147),(53 14034194),(54 13874470),(55 13885465),(56 14003765),(57 14122493),(58 14135296),(59 14002912),(60 13764900),(61 13502001),(62 13313713),(63 13221485),(64 13181167),(65 13076552),(66 12805574),(67 12431190),(68 12106065),(69 11860452),(70 11746421),(71 11800345),(72 12045526),(73 12356523),(74 12581636),(75 12628945),(76 12504985),(77 12271898),(78 12123858),(79 12056257),
(1 384530.84),(2 1396352.6),(3 2727602),(4 4030603.3),(5 5026867),(6 5639750),(7 5949804),(8 6178306),(9 6496271.5),(10 6942611.5),(11 7441018.5),(12 7892794.5),(13 8209449.5),(14 8362510),(15 8291084),(16 8126294.5),(17 8020116.5),(18 8080094.5),(19 8277762),(20 8569493),(21 8781851),(22 8894553),(23 9004717),(24 9066269),(25 9099080),(26 9181215),(27 9325597),(28 9549076),(29 9831185),(30 10093179),(31 10339171),(32 10603352),(33 10858106),(34 11064236),(35 11170652),(36 11176037),(37 11112236),(38 10961078),(39 10765102),(40 10624953),(41 10573396),(42 10612076),(43 10722283),(44 10837585),(45 11021563),(46 11211931),(47 11341640),(48 11403309),(49 11335572),(50 11181867),(51 11022899),(52 10917603),(53 10938075),(54 11063669),(55 11274416),(56 11529053),(57 11789907),(58 11950041),(59 12009309),(60 11902520),(61 11700992),(62 11537675),(63 11450395),(64 11399415),(65 11340781),(66 11246712),(67 11205860),(68 11190044),(69 11084757),(70 11054784),(71 11203101),(72 11531791),(73 11773249),(74 11771303),(75 11714335),(76 11536232),(77 11382880),(78 11470412),(79 11620736),
(1 331408.4),(2 1200263.3),(3 2311274.5),(4 3348271),(5 4102220.8),(6 4563509),(7 4855043),(8 5135456.5),(9 5483581.5),(10 5851283),(11 6182157.5),(12 6477895),(13 6701583.5),(14 6760500.5),(15 6574724),(16 6336371),(17 6233231.5),(18 6348834),(19 6578468),(20 6860262),(21 7117735.5),(22 7357467),(23 7587262.5),(24 7752686),(25 7878722.5),(26 8038827),(27 8283919.5),(28 8618939),(29 8953732),(30 9190977),(31 9498673),(32 9863601),(33 10138344),(34 10267350),(35 10302316),(36 10272340),(37 10202735),(38 10070877),(39 9923534),(40 9837299),(41 9855958),(42 9911692),(43 10007586),(44 10190387),(45 10450243),(46 10741220),(47 10921199),(48 10957757),(49 10883178),(50 10774281),(51 10701772),(52 10688341),(53 10732045),(54 10870312),(55 11071457),(56 11267439),(57 11407442),(58 11483451),(59 11418322),(60 11212402),(61 10940859),(62 10706124),(63 10581107),(64 10513549),(65 10438378),(66 10338715),(67 10268222),(68 10154762),(69 10007160),(70 9929893),(71 10081629),(72 10377034),(73 10474408),(74 10297300),(75 10087894),(76 9909994),(77 9895944),(78 10045535),(79 10033505),
(1 332505.7),(2 1175775.6),(3 2173782.5),(4 2974379.5),(5 3439849.3),(6 3662684.8),(7 3840196.8),(8 4106327.3),(9 4466748.5),(10 4857448.5),(11 5281254),(12 5709359.5),(13 5948007.5),(14 5930832.5),(15 5716030.5),(16 5490807),(17 5431342),(18 5577860),(19 5834688.5),(20 6094019),(21 6334930.5),(22 6507542),(23 6591068),(24 6618150.5),(25 6661642),(26 6773187),(27 6998705.5),(28 7283710),(29 7526130),(30 7725929.5),(31 7990738),(32 8218592.5),(33 8391707),(34 8517850),(35 8595875),(36 8636890),(37 8643941),(38 8637624),(39 8613119),(40 8583752),(41 8574809),(42 8587875),(43 8613535),(44 8648568),(45 8757424),(46 8945253),(47 9051068),(48 9081508),(49 9129509),(50 9194920),(51 9256939),(52 9336405),(53 9461920),(54 9637503),(55 9806690),(56 9933321),(57 10027474),(58 10026539),(59 9929997),(60 9704455),(61 9451248),(62 9308670),(63 9301350),(64 9324068),(65 9289810),(66 9244636),(67 9224942),(68 9137396),(69 8950173),(70 8776829),(71 8776287),(72 8888116),(73 8889915),(74 8761309),(75 8643961),(76 8584330),(77 8517553),(78 8349998),(79 8104241.5),
(1 339647.97),(2 1174706.6),(3 2094469.6),(4 2730068.3),(5 2998255.5),(6 3072319),(7 3174735.8),(8 3416434.3),(9 3779028.3),(10 4179287.8),(11 4604614.5),(12 4987503.5),(13 5181212.5),(14 5116799.5),(15 4872068),(16 4662255.5),(17 4666735),(18 4864358),(19 5101965),(20 5250077.5),(21 5379877.5),(22 5492731.5),(23 5577479),(24 5674874),(25 5805037),(26 5965315),(27 6123981.5),(28 6309152.5),(29 6467614),(30 6529392),(31 6578339),(32 6673961.5),(33 6790651.5),(34 6885661),(35 6929657),(36 6933220.5),(37 6940643.5),(38 6939722),(39 6923184),(40 6926426),(41 6970446),(42 7023639.5),(43 7056699.5),(44 7101365.5),(45 7197193.5),(46 7277772.5),(47 7325334.5),(48 7374460),(49 7365312),(50 7307661),(51 7240580.5),(52 7213507.5),(53 7179833),(54 7141684),(55 7133802.5),(56 7136063),(57 7144757.5),(58 7119987.5),(59 6994178),(60 6780647.5),(61 6566473),(62 6435380),(63 6408937.5),(64 6402034),(65 6408900),(66 6457365.5),(67 6511479.5),(68 6488352.5),(69 6405772),(70 6373545.5),(71 6512263),(72 6792808.5),(73 7031874.5),(74 7259341.5),(75 7354243.5),(76 7257898),(77 7107178.5),(78 6969088.5),(79 6814603.5),
(1 359437.84),(2 1225546),(3 2119832.3),(4 2639851.3),(5 2773115.8),(6 2782350.8),(7 2911728),(8 3228066.3),(9 3599394.3),(10 3922860.3),(11 4248993),(12 4549996.5),(13 4635285.5),(14 4457527.5),(15 4247437.5),(16 4173995.5),(17 4284333.5),(18 4468583),(19 4592178.5),(20 4653775.5),(21 4795700.5),(22 4914196.5),(23 4938673),(24 5012695.5),(25 5111146.5),(26 5234565),(27 5425598),(28 5646529),(29 5778544),(30 5829859.5),(31 5946575),(32 6078859.5),(33 6203629),(34 6280636.5),(35 6300823),(36 6282414.5),(37 6247773),(38 6228043),(39 6218166.5),(40 6234957.5),(41 6274342),(42 6346888),(43 6443537),(44 6559449),(45 6674992.5),(46 6800740.5),(47 6920290.5),(48 6954162),(49 6923549.5),(50 6900255.5),(51 6836269),(52 6774702),(53 6727733),(54 6734560),(55 6793878.5),(56 6884105),(57 6959611),(58 7002668.5),(59 6926990),(60 6768564.5),(61 6575942.5),(62 6457305),(63 6442739),(64 6475650),(65 6510093),(66 6521395.5),(67 6387185.5),(68 6190288.5),(69 6010592.5),(70 5906869),(71 5945093),(72 6119267),(73 6336817.5),(74 6424547),(75 6236642.5),(76 6096322.5),(77 6054259.5),(78 5980247.5),(79 5879816.5),
(1 390763.6),(2 1301735.1),(3 2153378),(4 2553009.8),(5 2575847.8),(6 2548938.3),(7 2698416),(8 3012290.3),(9 3344589),(10 3649278.5),(11 3946785.8),(12 4161316.3),(13 4159451.3),(14 3986415.8),(15 3790336.5),(16 3694099.3),(17 3724001.5),(18 3784720),(19 3816017.5),(20 3907589.5),(21 4003141),(22 4017654),(23 4081058.3),(24 4101235.5),(25 4108351.3),(26 4183562.3),(27 4263680.5),(28 4328858),(29 4452832.5),(30 4590877),(31 4659629.5),(32 4753508.5),(33 4910046),(34 5019816.5),(35 5061625),(36 5062484),(37 5029369),(38 4996214),(39 4937996),(40 4844311),(41 4781439),(42 4815520),(43 4908143),(44 4943371.5),(45 4963070.5),(46 5035620),(47 5103359.5),(48 5088127),(49 5095713),(50 5119204.5),(51 5082383.5),(52 5033702),(53 5012964),(54 5040643.5),(55 5105344),(56 5149742.5),(57 5168865),(58 5178259),(59 5183274.5),(60 5144982.5),(61 5060820.5),(62 5025831),(63 5059590),(64 5104008.5),(65 5111692),(66 5115652.5),(67 5134799),(68 5149668.5),(69 5138947),(70 5141232.5),(71 5227484.5),(72 5396165),(73 5456968.5),(74 5342501),(75 5289542),(76 5289671.5),(77 5331389),(78 5394429),(79 5364299.5),
(1 392827.6),(2 1263736.3),(3 2003989.4),(4 2258465),(5 2185433),(6 2106239.5),(7 2215897.5),(8 2448399.8),(9 2652810),(10 2806436),(11 2954457.8),(12 3084413.8),(13 3112066.5),(14 2997959.3),(15 2901641.8),(16 2937059.3),(17 3011097.8),(18 3045999.3),(19 3124915.5),(20 3171500.3),(21 3213104.5),(22 3290759.3),(23 3283943.8),(24 3224377.3),(25 3228611.3),(26 3283028.3),(27 3344340.3),(28 3478737.3),(29 3628621.5),(30 3641474),(31 3663004.8),(32 3728343.3),(33 3814194.5),(34 3886401.5),(35 3923718),(36 3924022.8),(37 3919451.3),(38 3907020),(39 3884576),(40 3872484.8),(41 3886778.5),(42 3911989.3),(43 3948698.3),(44 4011376.3),(45 4094807.8),(46 4153942.3),(47 4187902),(48 4204010),(49 4255020.5),(50 4284461.5),(51 4290062.5),(52 4286949),(53 4314512.5),(54 4398826.5),(55 4494291.5),(56 4556861),(57 4590599.5),(58 4643851.5),(59 4685273),(60 4668283.5),(61 4599514.5),(62 4525557.5),(63 4536651.5),(64 4565321.5),(65 4599960),(66 4668059.5),(67 4705135.5),(68 4673886),(69 4589393.5),(70 4515834),(71 4544740),(72 4697273.5),(73 4791627.5),(74 4757275.5),(75 4688767),(76 4702957),(77 4825816),(78 4894220.5),(79 4822272),
(1 409040.66),(2 1308426.3),(3 2045943),(4 2271822.5),(5 2152679),(6 2038220.4),(7 2125240.8),(8 2342838.5),(9 2515642.8),(10 2617505),(11 2735579),(12 2878613),(13 2930781.5),(14 2871052.5),(15 2818493.8),(16 2843238.5),(17 2885588.8),(18 2924581.8),(19 2944161.5),(20 2997738.8),(21 3114115.5),(22 3138033),(23 3076913.8),(24 3024886.3),(25 3001483),(26 3069480.8),(27 3202348.8),(28 3298118.8),(29 3328810.5),(30 3333168.8),(31 3317347),(32 3335135.8),(33 3390076.3),(34 3419850.8),(35 3425906),(36 3400424.5),(37 3354508.5),(38 3320414.5),(39 3322514.5),(40 3337873),(41 3332493.3),(42 3349478.5),(43 3411899),(44 3471438.5),(45 3473972.5),(46 3471273.5),(47 3497933.8),(48 3524303.5),(49 3616421),(50 3703806),(51 3750702.3),(52 3761763.3),(53 3783949.3),(54 3865680),(55 3997458.5),(56 4081070.5),(57 4121121.3),(58 4166702.8),(59 4238524),(60 4262150.5),(61 4198330),(62 4146542),(63 4183316.5),(64 4232863),(65 4242254.5),(66 4255152),(67 4302548),(68 4309608),(69 4265589.5),(70 4204047.5),(71 4223144),(72 4360199.5),(73 4377355),(74 4244755),(75 4222974.5),(76 4294907),(77 4388637.5),(78 4424225),(79 4357628),
(1 367627.88),(2 1161190),(3 1803252.1),(4 2013037.3),(5 1962693.6),(6 1958908.1),(7 2126625),(8 2355594.3),(9 2517612.5),(10 2625337),(11 2761250.5),(12 2935508),(13 3071669.8),(14 3138167.5),(15 3208226.5),(16 3313362.3),(17 3393810.5),(18 3430112.8),(19 3490580.3),(20 3572378.3),(21 3605122.5),(22 3618887.5),(23 3592255.3),(24 3516269.5),(25 3457298.5),(26 3493906.5),(27 3544168.8),(28 3564223.3),(29 3597370),(30 3556160.8),(31 3542184.8),(32 3578776.3),(33 3618000.8),(34 3624656.8),(35 3611880.8),(36 3583733.5),(37 3553236.8),(38 3540428.8),(39 3539728.8),(40 3566011.3),(41 3601043.8),(42 3613413),(43 3612735.5),(44 3658169),(45 3726955.8),(46 3771234.5),(47 3817148),(48 3920608.8),(49 4027574.5),(50 4071435.3),(51 4078800.8),(52 4065316.3),(53 4084753.3),(54 4159458.3),(55 4252705),(56 4311512),(57 4324559.5),(58 4364734.5),(59 4398181),(60 4366428.5),(61 4281588.5),(62 4231786),(63 4247790),(64 4234347),(65 4180796),(66 4217327),(67 4293187.5),(68 4328403),(69 4313005),(70 4212638.5),(71 4107095),(72 4087896.3),(73 4070323),(74 3992289.8),(75 3968198),(76 4003901.5),(77 4069994.5),(78 4067876.8),(79 3948750.8),
(1 331392.75),(2 1027545.25),(3 1586083.5),(4 1788635.3),(5 1777016.4),(6 1782729.3),(7 1908020.6),(8 2114506.5),(9 2314907),(10 2469605.5),(11 2595744),(12 2691150.8),(13 2741344.8),(14 2757238.8),(15 2789028.5),(16 2816394.5),(17 2847211),(18 2951822.8),(19 3073865.5),(20 3153182.8),(21 3231862),(22 3269374.3),(23 3225057),(24 3201873.3),(25 3182210.8),(26 3199147),(27 3268546),(28 3311495.3),(29 3344775.5),(30 3370918),(31 3377380.5),(32 3387959.8),(33 3422494.5),(34 3452042.8),(35 3441979),(36 3399122.8),(37 3348589.8),(38 3326941.8),(39 3327809),(40 3354607.8),(41 3376106.3),(42 3380556.3),(43 3397098.8),(44 3422044),(45 3406479.5),(46 3410802.3),(47 3493274.3),(48 3565143.8),(49 3625530.8),(50 3694183.3),(51 3745501.8),(52 3765147.3),(53 3777501.3),(54 3824003),(55 3935792.5),(56 4041406.8),(57 4088604.3),(58 4117013),(59 4164417.3),(60 4179539.8),(61 4106754.3),(62 4048281.3),(63 4049553.3),(64 4051997.3),(65 4074270.3),(66 4173736.3),(67 4236769.5),(68 4190540.3),(69 4057846.8),(70 3917874.3),(71 3841185),(72 3869644.8),(73 3905440),(74 3860024.8),(75 3842355.3),(76 3892641.8),(77 3954300.8),(78 3932995.8),(79 3802831.8),
(1 267043.38),(2 817190.2),(3 1258526),(4 1438005.9),(5 1470585.5),(6 1527276.5),(7 1705245.4),(8 1977783.5),(9 2231800.3),(10 2385641),(11 2465996.8),(12 2538488.8),(13 2624917.5),(14 2667181.8),(15 2694138.3),(16 2739009.8),(17 2801654.8),(18 2849256.8),(19 2912969),(20 2965425),(21 2982495.8),(22 2974166),(23 2953843.5),(24 2962379.8),(25 2936625.3),(26 2948609.3),(27 2988713),(28 3005831.8),(29 3046423),(30 3053067),(31 3074595),(32 3104143),(33 3121382.8),(34 3142096.5),(35 3170025.8),(36 3160543),(37 3111673),(38 3050345),(39 3015540.5),(40 3016712.8),(41 3036853),(42 3047312.3),(43 3045395),(44 3044651.5),(45 3031871),(46 3042531.3),(47 3050410),(48 3060421.3),(49 3128327.3),(50 3200786.3),(51 3252593.3),(52 3251721.3),(53 3217203),(54 3224873),(55 3275082.5),(56 3325554.3),(57 3327431),(58 3330493.8),(59 3372616.5),(60 3358568.3),(61 3278271.5),(62 3220821),(63 3205856),(64 3196381.3),(65 3215900.5),(66 3288766.5),(67 3376516.8),(68 3340458),(69 3272781),(70 3250541),(71 3234789.3),(72 3276769.5),(73 3317627.8),(74 3279593.5),(75 3285059.3),(76 3354074.8),(77 3411230.5),(78 3362815.8),(79 3244430.8),
(1 206131.7),(2 636827.75),(3 1000401.9),(4 1162191.1),(5 1203374.9),(6 1276431.3),(7 1463498.6),(8 1728482),(9 1941491.8),(10 2029380.3),(11 2060023.1),(12 2122626.5),(13 2225952),(14 2305216.5),(15 2335114.3),(16 2343000.8),(17 2354579),(18 2422406.3),(19 2489196),(20 2536319),(21 2576640.5),(22 2593584),(23 2613478.3),(24 2633699),(25 2648427.3),(26 2653168.8),(27 2698913.8),(28 2746868.8),(29 2789007),(30 2851446.3),(31 2902632.5),(32 2913178.8),(33 2913353),(34 2910113),(35 2904892),(36 2891077),(37 2864726.8),(38 2819959.8),(39 2774310),(40 2765563.5),(41 2782534.3),(42 2798461.5),(43 2803224.5),(44 2818228),(45 2820202),(46 2772777.5),(47 2745963.3),(48 2748836),(49 2781671.3),(50 2829730.3),(51 2852785.8),(52 2821765.8),(53 2793593.8),(54 2803566.3),(55 2856421.5),(56 2890548.8),(57 2880962.3),(58 2891493.3),(59 2924257),(60 2949369),(61 2915525.8),(62 2889434.8),(63 2905552.8),(64 2870552.5),(65 2834411.8),(66 2896670.3),(67 2953759),(68 2962289.3),(69 2932656.8),(70 2899832.5),(71 2895187.3),(72 2947392.3),(73 3024921.8),(74 3000362),(75 2992644.5),(76 2993708.5),(77 3013332.8),(78 3009834.5),(79 2978465.3),
(1 179897.83),(2 554464.4),(3 875765.75),(4 1049535.3),(5 1149556.3),(6 1268860.5),(7 1453234.1),(8 1686075.3),(9 1848959.3),(10 1896808.9),(11 1922089.1),(12 1990227.3),(13 2070644.6),(14 2083151.3),(15 2087846.9),(16 2106305),(17 2149457),(18 2230066.3),(19 2288035.8),(20 2329951),(21 2368838.5),(22 2429125.3),(23 2498609.5),(24 2574638.5),(25 2611595.8),(26 2636437),(27 2708073.8),(28 2767484.8),(29 2837965.3),(30 2902723.3),(31 2948980),(32 2946496.3),(33 2935349.3),(34 2929275),(35 2913316),(36 2889433.5),(37 2832374),(38 2773393.8),(39 2751153.3),(40 2758546.5),(41 2754586.8),(42 2738108.8),(43 2720665),(44 2722142.5),(45 2667159),(46 2592261.8),(47 2577128.8),(48 2540913.8),(49 2513036),(50 2518546.8),(51 2551708.8),(52 2593065),(53 2612286),(54 2624634),(55 2660186.3),(56 2679907),(57 2642437.5),(58 2626698.5),(59 2693737),(60 2715570.8),(61 2677661.3),(62 2698524),(63 2735275.3),(64 2693671),(65 2664336.5),(66 2691733.8),(67 2736142),(68 2719786.5),(69 2637220),(70 2571692.8),(71 2532717),(72 2563223.8),(73 2621905),(74 2589660.8),(75 2559585),(76 2558030.8),(77 2596659.5),(78 2593015.8),(79 2555387.5),
(1 154956.84),(2 466967.13),(3 736931.5),(4 908957.3),(5 1035205),(6 1177608.8),(7 1351862.3),(8 1507370),(9 1602607.9),(10 1630817.4),(11 1653548.8),(12 1704426.9),(13 1754285.1),(14 1767553.8),(15 1781018),(16 1823055.3),(17 1862946.5),(18 1908459),(19 1963104.9),(20 2023977.1),(21 2077335.1),(22 2139667.5),(23 2220513.5),(24 2296277),(25 2355164.5),(26 2390403.8),(27 2423258.3),(28 2461343),(29 2509534.8),(30 2584114.8),(31 2644069.8),(32 2687964.5),(33 2732222),(34 2730281.5),(35 2706572.8),(36 2674395),(37 2637868.5),(38 2631494.5),(39 2628869.3),(40 2615911),(41 2600624.8),(42 2608270),(43 2599138.3),(44 2570969),(45 2541782.5),(46 2484700.5),(47 2429973.3),(48 2388978.3),(49 2373435),(50 2373066.8),(51 2383633.8),(52 2368520.3),(53 2331972.3),(54 2329364),(55 2357329.5),(56 2348487.3),(57 2319198.5),(58 2334438.5),(59 2370670.8),(60 2396665),(61 2423975.8),(62 2468148),(63 2485261.5),(64 2420727),(65 2391394.3),(66 2460124.5),(67 2480427.5),(68 2449297),(69 2404577),(70 2360679),(71 2345941.3),(72 2357694.3),(73 2371405.5),(74 2339432.3),(75 2340893.3),(76 2359887),(77 2355755.5),(78 2362197.3),(79 2335448),
(1 146826.45),(2 438603.72),(3 690924.9),(4 850355.1),(5 979599.6),(6 1124884.6),(7 1254194.9),(8 1371890.4),(9 1467379.5),(10 1536760.8),(11 1591277),(12 1637623.6),(13 1688770.3),(14 1710663.8),(15 1730203.3),(16 1774611.4),(17 1794428.6),(18 1810557.8),(19 1841249.1),(20 1876497.9),(21 1937061.4),(22 2002171.3),(23 2073129.9),(24 2122354.3),(25 2152357.3),(26 2167336.5),(27 2186695),(28 2205659),(29 2251258),(30 2308561.8),(31 2333159.5),(32 2325521.3),(33 2306167.5),(34 2283241),(35 2273922.8),(36 2271962.8),(37 2259569.3),(38 2244330.8),(39 2240514.8),(40 2252975.8),(41 2270126.8),(42 2263390.8),(43 2240365.8),(44 2241467.3),(45 2245669),(46 2235934.5),(47 2252981.3),(48 2272847.5),(49 2282868.3),(50 2268861.5),(51 2248494),(52 2239202.8),(53 2225676.8),(54 2198123.5),(55 2198599.8),(56 2236159.5),(57 2239818),(58 2227972.3),(59 2282495.5),(60 2351793.3),(61 2362756.5),(62 2353956.5),(63 2305488.5),(64 2226449.3),(65 2222442.8),(66 2248095.5),(67 2278686.5),(68 2276127),(69 2244227.8),(70 2202059.8),(71 2153703.5),(72 2104841.3),(73 2071503.8),(74 2064989),(75 2068001.9),(76 2084044.3),(77 2113933.5),(78 2137670),(79 2098533),
(1 138157.94),(2 403133.66),(3 603438.94),(4 717695.4),(5 834792.6),(6 963648.44),(7 1083149.9),(8 1188618),(9 1258249.4),(10 1322256),(11 1402058.3),(12 1462266.9),(13 1500256.4),(14 1529674.5),(15 1545343.5),(16 1564845.1),(17 1604834.5),(18 1643649.8),(19 1673303.1),(20 1722924.8),(21 1774103.1),(22 1848987),(23 1899181.5),(24 1918982.3),(25 1942128.1),(26 1960762.5),(27 1977216.9),(28 1999421),(29 2036278.4),(30 2075486.6),(31 2075062.4),(32 2048348.5),(33 2026568),(34 2034723.4),(35 2047497.4),(36 2033499.4),(37 2019050.5),(38 2022999.5),(39 2029197.5),(40 2025226.5),(41 2007220.5),(42 2002591.6),(43 1978386.9),(44 1952790.3),(45 1965767.3),(46 1963793.4),(47 1959572.3),(48 1963460.6),(49 1971032.1),(50 1956461.4),(51 1932284.8),(52 1925677.4),(53 1911325.5),(54 1907291.4),(55 1944529.1),(56 1976024.4),(57 1959862.9),(58 1962593.4),(59 1997975.5),(60 2026740.1),(61 2004865.8),(62 1979210),(63 1960416.5),(64 1940633.4),(65 1958203.9),(66 1991335.3),(67 2001340.6),(68 2001315.4),(69 1974011.8),(70 1919442.6),(71 1892689.8),(72 1879088.8),(73 1898881.8),(74 1896902.6),(75 1910603),(76 1944708.3),(77 1968870.9),(78 1986564.6),(79 1998497.8),
