1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 726318.06),(2 2043110),(3 3419749.8),(4 4336164),(5 5234471.5),(6 6104669.5),(7 7037050.5),(8 8217792),(9 9678833),(10 10774543),(11 11633835),(12 11964169),(13 12451037),(14 13263048),(15 14565968),(16 15811289),(17 17571978),(18 19285386),(19 20172176),(20 20895414),(21 21310664),(22 21877842),(23 22717472),(24 23505146),(25 24222208),(26 24825272),(27 25033264),(28 25013058),(29 25039654),(30 25312808),(31 25422678),(32 26106912),(33 26736698),(34 27120304),(35 26868288),(36 26884336),(37 27416266),(38 28570558),(39 29620738),(40 30360258),(41 30740752),(42 31372808),(43 32232000),(44 32775090),(45 33289712),(46 33300682),(47 33638436),(48 34386236),(49 34706884),(50 35061810),(51 35587970),(52 35995276),(53 37033668),(54 38781748),(55 40720132),(56 42467212),(57 43424144),(58 43422364),(59 44400124),(60 45539996),(61 47232660),(62 48858450),(63 50782156),(64 52198420),(65 53533588),(66 53829764),(67 54630370),(68 56302468),(69 57341748),(70 57908850),(71 58223584),(72 58716588),(73 60438060),(74 61752896),(75 62905860),(76 63828864),(77 64885390),(78 65315820),(79 66165580),
(1 3022827.3),(2 5446074.5),(3 3980022.3),(4 3326536.3),(5 4221445),(6 4324297),(7 4210296),(8 4141460.5),(9 3769226),(10 4077491.3),(11 4611409),(12 4267219),(13 3949515.8),(14 4270266.5),(15 4373864),(16 4345593.5),(17 4433957.5),(18 4183240.3),(19 4016663),(20 4218031.5),(21 4031716.3),(22 3952987.3),(23 4183171.3),(24 4030030.5),(25 3867475.3),(26 4087340.8),(27 4042005.3),(28 3753893.8),(29 3859201.5),(30 3983283.5),(31 3820099),(32 3748043.8),(33 3818521.3),(34 3814760.5),(35 3751136),(36 3791350),(37 3897663),(38 3941826),(39 3873482.5),(40 3784374.3),(41 3890877.5),(42 3982784.3),(43 3829501),(44 3794312.3),(45 4033918.8),(46 3906901.5),(47 3480255),(48 3461286.8),(49 3732062.3),(50 3938511.8),(51 3891477.3),(52 3843178.3),(53 3837860),(54 3881111.3),(55 3920167.8),(56 3869507.3),(57 3904590),(58 4011316),(59 3931826.8),(60 3854821.3),(61 3825411.3),(62 3819290.5),(63 3933646.3),(64 3933270),(65 3726885.3),(66 3754201.8),(67 4086234.8),(68 4184719),(69 4036097),(70 3986996.3),(71 4067514.3),(72 4244597),(73 4442646.5),(74 4336717.5),(75 4140289.3),(76 4220563.5),(77 4332616.5),(78 4190679),(79 4067277.5),
(1 2756532.8),(2 4805677),(3 3476913.3),(4 3273917.8),(5 3957359),(6 3677279.8),(7 3493418.8),(8 3825505),(9 3720132.8),(10 3572681),(11 3648176.3),(12 3518078.8),(13 3507743.3),(14 3669027.8),(15 3507825),(16 3463995.5),(17 3814434.8),(18 3937300),(19 3645068.5),(20 3519868.3),(21 3718117),(22 3886184.5),(23 3763314.8),(24 3708738),(25 3823739.3),(26 3781750.5),(27 3596860),(28 3583377.5),(29 3725511),(30 3877119.3),(31 3650810),(32 3501963),(33 3652546),(34 3681417),(35 3587623.5),(36 3436454.5),(37 3500366.8),(38 3688839.5),(39 3630014.5),(40 3518868),(41 3519948),(42 3535012.5),(43 3443824.3),(44 3467188.8),(45 3585146.8),(46 3522378.8),(47 3547411.3),(48 3644100.5),(49 3467759.8),(50 3508884.5),(51 3827736.5),(52 3613292.3),(53 3309766),(54 3677459.8),(55 3789577.5),(56 3459612.3),(57 3563597.8),(58 3835384.5),(59 3573713.5),(60 3337321.5),(61 3666034.3),(62 3834190.5),(63 3380884.8),(64 3348041),(65 3615269.8),(66 3456481.3),(67 3249370.8),(68 3452334.5),(69 3536978.5),(70 3413989.8),(71 3557536.8),(72 3690556.3),(73 3533958),(74 3446904.5),(75 3625216.8),(76 3755583.8),(77 3657980.5),(78 3544420),(79 3493548.5),
(1 2535584.8),(2 4246523),(3 3178130.3),(4 3076982.8),(5 3325382.8),(6 3202879.5),(7 3431880.3),(8 3402956.5),(9 3085876.8),(10 3252687.8),(11 3373994.5),(12 3263463.5),(13 3498218.5),(14 3646709.5),(15 3447349.8),(16 3355298.5),(17 3331262.8),(18 3398223.3),(19 3569717),(20 3485525),(21 3373407.5),(22 3549048.8),(23 3611267.5),(24 3547208.8),(25 3513404.8),(26 3387030.8),(27 3527690.8),(28 3731169.8),(29 3470013.5),(30 3262227.8),(31 3281795.3),(32 3329782),(33 3465138),(34 3455572.8),(35 3302614.8),(36 3253573.3),(37 3498270.5),(38 3485444.8),(39 3267919.3),(40 3369258.5),(41 3501606),(42 3252298),(43 3119865.5),(44 3417476.3),(45 3358712.5),(46 3138579.5),(47 3282165.3),(48 3288725.5),(49 3089685.3),(50 3131254.8),(51 3248847.5),(52 3237143.5),(53 3228148.3),(54 3194460.5),(55 3124955),(56 3065670),(57 2976213.8),(58 3077687.3),(59 3159928.5),(60 3050583.3),(61 3172876),(62 3339489.3),(63 3079139),(64 2906205.8),(65 3164794),(66 3243537.5),(67 3042032.3),(68 3057166),(69 3316835.8),(70 3338174.8),(71 3147582.8),(72 3254626.3),(73 3387771.8),(74 3344749.5),(75 3308396.5),(76 3222076.8),(77 3206704.8),(78 3514864),(79 3631775.8),
(1 2414853.5),(2 3872536),(3 2889564.8),(4 2920664.5),(5 3286509.3),(6 3076682.8),(7 3076491.3),(8 3078877.8),(9 3050768.8),(10 3069578.8),(11 3088193),(12 3151876),(13 3109832),(14 3129934.8),(15 3015959.5),(16 3002517),(17 3235066.5),(18 3185872.8),(19 3066821.5),(20 3099621),(21 3210984),(22 3116934.8),(23 3017522.8),(24 3193692.3),(25 3227578.3),(26 3051151.3),(27 3110013.5),(28 3210900.5),(29 3110863.5),(30 3061676),(31 3027205.8),(32 3091721.8),(33 3213859.8),(34 3049711.5),(35 3053240.8),(36 3170377.5),(37 3093642.8),(38 2840479.5),(39 3046414.8),(40 3321083.8),(41 3110733.3),(42 3156090.5),(43 3278915.5),(44 3162825.8),(45 3190454.5),(46 3296910.5),(47 3270927.3),(48 3149786.3),(49 3117323.8),(50 3129195.5),(51 3150446.5),(52 3264353),(53 3261593.3),(54 3144078.3),(55 3138224),(56 3071963.3),(57 3125667.5),(58 3149659),(59 3086872),(60 3138560.8),(61 3207724.5),(62 3124004.8),(63 2973489.5),(64 2898910.5),(65 3030423.8),(66 2933095),(67 2730155.3),(68 2967864.8),(69 3099673.3),(70 2894402.8),(71 2946131.3),(72 3013189.8),(73 2805161.3),(74 2908204.5),(75 3119401.5),(76 2983213.3),(77 3016087),(78 3237544.3),(79 3039642.5),
(1 2381662),(2 3478145.5),(3 2655557.5),(4 3107346.5),(5 3165499.8),(6 2975064.3),(7 3157735.3),(8 2963177.3),(9 3068132.3),(10 3138503.8),(11 2981238),(12 3042711.8),(13 2901964.5),(14 2796384.3),(15 2995875.3),(16 3044602.8),(17 3029151),(18 2832431.8),(19 2895457.3),(20 2961069),(21 2740228.8),(22 2794719.5),(23 3074993.5),(24 3005145.8),(25 2862949.3),(26 2992152.8),(27 2968140),(28 2910964),(29 3149016.3),(30 3028922),(31 2815170.5),(32 2948161.5),(33 2963255.5),(34 2850814.5),(35 2942579.3),(36 3051154),(37 3117223.5),(38 2977280),(39 2841877.8),(40 2888808.5),(41 2965561.8),(42 3005648),(43 2929211.8),(44 2925425.3),(45 2995768.5),(46 2958855.3),(47 2891701.3),(48 2813740.8),(49 2719689.8),(50 2759693),(51 2809043.3),(52 2895978),(53 2908214),(54 2934380.8),(55 2931644),(56 2821080.8),(57 2839763.5),(58 2883004),(59 2969050.5),(60 2988145),(61 2963722.3),(62 2869940),(63 2805638.3),(64 2850234),(65 3037407.8),(66 2939488.3),(67 2862058.5),(68 3136983.8),(69 3173701.8),(70 3008098.5),(71 3035256.8),(72 2892035.5),(73 2893094.8),(74 2878564.3),(75 2738636.8),(76 3033695.8),(77 3264968.5),(78 3120168.3),(79 3054052.8),
(1 2196356.8),(2 3306116),(3 2527120.5),(4 2691080.3),(5 2900673.3),(6 2881236),(7 2889918.8),(8 2712078.3),(9 2977019.5),(10 2994493.5),(11 2663559.5),(12 2733149.5),(13 2885952.8),(14 2857630),(15 2856100.8),(16 2738234.8),(17 2646222),(18 2726172.5),(19 2855231.3),(20 2765989.3),(21 2721295),(22 2825143.5),(23 2881177),(24 2874869.5),(25 2844830),(26 2674832.5),(27 2641544.5),(28 2695470.5),(29 2735386.8),(30 2715251.5),(31 2734725.5),(32 2834031.8),(33 2780089.3),(34 2648904.5),(35 2761577.5),(36 2928972.5),(37 2876712.8),(38 2731705),(39 2721639.3),(40 2888272.3),(41 2888491),(42 2694341.3),(43 2796559.8),(44 2763081),(45 2589332),(46 2739788.8),(47 2757646.3),(48 2521653),(49 2647774),(50 2856831.5),(51 2769885),(52 2809304.5),(53 2903160.8),(54 2789689.5),(55 2814280.5),(56 2811043.3),(57 2698855),(58 2641285.5),(59 2642456.8),(60 2710958.3),(61 2731937),(62 2724731.3),(63 2618206.8),(64 2604771.3),(65 2616536.3),(66 2497006.8),(67 2613348.5),(68 2778208),(69 2698765.5),(70 2587510.5),(71 2684381),(72 2700503.3),(73 2738281.5),(74 2759581),(75 2742704.8),(76 2892431.8),(77 2884389.3),(78 2830064.8),(79 2822217.8),
(1 2212052.5),(2 3118626.8),(3 2352133),(4 2702040.8),(5 2668194.3),(6 2537734.5),(7 2677948.3),(8 2376269.3),(9 2423263.8),(10 2630214.5),(11 2522371.8),(12 2360696),(13 2624059.5),(14 2666872.8),(15 2423666),(16 2413584.5),(17 2468271.3),(18 2502342.5),(19 2660081.8),(20 2517006.3),(21 2597986),(22 2695035.3),(23 2523932.5),(24 2573870.3),(25 2636496.5),(26 2496139),(27 2485894.3),(28 2438130.5),(29 2382981),(30 2477986.3),(31 2686169.8),(32 2626241),(33 2610031.5),(34 2672659.5),(35 2539968.8),(36 2693802.5),(37 2754880),(38 2498934.5),(39 2543785.8),(40 2707119.3),(41 2671251.8),(42 2663724.5),(43 2582536.5),(44 2479389),(45 2501872),(46 2516973.3),(47 2458751.3),(48 2468502.5),(49 2521354),(50 2539717),(51 2592102),(52 2690906.5),(53 2635231.5),(54 2580667),(55 2573255.8),(56 2507458.3),(57 2393599),(58 2440442),(59 2545467.8),(60 2460879.8),(61 2468730.5),(62 2599494),(63 2515111.8),(64 2497640),(65 2496012.5),(66 2569311),(67 2615611.3),(68 2608360.8),(69 2621429.8),(70 2624681),(71 2614676.5),(72 2768871),(73 2726071.3),(74 2669132.5),(75 2681578.8),(76 2652612.8),(77 2654631.3),(78 2662406.3),(79 2673919.8),
(1 2090590.6),(2 2803934.3),(3 2229475.3),(4 2534340.8),(5 2449903.8),(6 2491658.3),(7 2547881),(8 2580915.8),(9 2496791),(10 2525280),(11 2492229.8),(12 2408195.8),(13 2652784.3),(14 2593649),(15 2473580),(16 2588019),(17 2463288.5),(18 2465171),(19 2630974),(20 2579669.8),(21 2516842),(22 2519170.3),(23 2475265),(24 2588250),(25 2674926.5),(26 2534760.8),(27 2455999.3),(28 2498887),(29 2548882.3),(30 2452145),(31 2485588.8),(32 2601053),(33 2544998.3),(34 2391352),(35 2452013),(36 2571177.5),(37 2477795.8),(38 2444135.5),(39 2470622),(40 2380753.5),(41 2279765.5),(42 2402378.8),(43 2485946.8),(44 2384050.8),(45 2488533),(46 2524888),(47 2401151.5),(48 2483117.8),(49 2507541.8),(50 2461730.8),(51 2472916.3),(52 2415007.8),(53 2362255.3),(54 2471594),(55 2508442.8),(56 2387960.3),(57 2364496.3),(58 2481597),(59 2490638.8),(60 2356716),(61 2376712),(62 2546234.8),(63 2505944),(64 2354967.8),(65 2441335.3),(66 2547544.3),(67 2532042.5),(68 2517044),(69 2384824.5),(70 2447614),(71 2444877.3),(72 2467105.8),(73 2556297.5),(74 2450395),(75 2528241.8),(76 2515175.3),(77 2437560.8),(78 2637825.5),(79 2723666.3),
(1 2030463.3),(2 2701653.3),(3 2064278.1),(4 2421249),(5 2411213.5),(6 2323048.8),(7 2398478.3),(8 2455957),(9 2375663.8),(10 2471465.8),(11 2437869),(12 2331386),(13 2500919),(14 2403739.3),(15 2421623.3),(16 2467378),(17 2450383.3),(18 2468025.3),(19 2366268.5),(20 2327481.5),(21 2407990),(22 2399337.5),(23 2417364.5),(24 2459655.3),(25 2451733.5),(26 2369505),(27 2278371.5),(28 2355558.5),(29 2480336.8),(30 2407185.8),(31 2504318.5),(32 2648358.5),(33 2391737.8),(34 2362507.8),(35 2444408.5),(36 2397908),(37 2478237.3),(38 2430350.5),(39 2490484),(40 2497910.8),(41 2364372.8),(42 2438979.8),(43 2426759.3),(44 2335255),(45 2458774.8),(46 2539737.5),(47 2284835),(48 2433248.3),(49 2519616.3),(50 2323884.3),(51 2486026),(52 2435150.8),(53 2329992.3),(54 2417511.5),(55 2430456.8),(56 2320679.3),(57 2273714),(58 2444316),(59 2458402),(60 2350381.3),(61 2409008.3),(62 2498716.8),(63 2524172.5),(64 2393268.8),(65 2414624.3),(66 2402983.5),(67 2311108.5),(68 2433179.8),(69 2332347.5),(70 2284357.5),(71 2405823.3),(72 2372795.8),(73 2290320.3),(74 2352388),(75 2421223.8),(76 2357669.3),(77 2453369),(78 2569079),(79 2520309.3),
(1 2141946.5),(2 2601714),(3 1963115.3),(4 2482530),(5 2413166.3),(6 2347882.5),(7 2228189.5),(8 2224345.5),(9 2290484.3),(10 2370220.5),(11 2347402.3),(12 2292345.8),(13 2372053),(14 2378290.8),(15 2410319.3),(16 2344413.3),(17 2289072.3),(18 2278369.8),(19 2273020.8),(20 2176682),(21 2311752.5),(22 2289515.8),(23 2239954.5),(24 2275096.3),(25 2253018.8),(26 2276990),(27 2306214.5),(28 2339587.5),(29 2338573),(30 2367305.5),(31 2425547),(32 2356703),(33 2349299.3),(34 2368149.3),(35 2416400.8),(36 2340766),(37 2397682.5),(38 2465755),(39 2348493),(40 2381044.3),(41 2476037.8),(42 2364812.3),(43 2273748.8),(44 2340038.5),(45 2286286.8),(46 2280505),(47 2274594),(48 2253919),(49 2187096.5),(50 2186770.8),(51 2393250.5),(52 2392208),(53 2150714.8),(54 2262487.5),(55 2348651.3),(56 2239072),(57 2228013.8),(58 2281766.8),(59 2339838.8),(60 2197909.8),(61 2318973.8),(62 2437747.5),(63 2312368.8),(64 2370565.3),(65 2327144.3),(66 2103059.5),(67 2179081.3),(68 2307260.5),(69 2261054.3),(70 2325172.8),(71 2360702),(72 2249839.3),(73 2270863.3),(74 2247408.5),(75 2160741.3),(76 2098634.8),(77 2236833.5),(78 2256489),(79 2127220.3),
(1 2108081.5),(2 2506253),(3 1933732.6),(4 2322828.5),(5 2223834.8),(6 2116211.8),(7 2166322.3),(8 2147552.5),(9 2040776.1),(10 2038522.3),(11 2167904.8),(12 2136877),(13 2217998.5),(14 2256528.3),(15 2238188.3),(16 2245112),(17 2289001),(18 2190878.5),(19 2208630.3),(20 2198364.3),(21 2234369),(22 2241805.3),(23 2186927.5),(24 2250907.3),(25 2296935.5),(26 2224770.8),(27 2256266.8),(28 2228690.3),(29 2146791.5),(30 2271834),(31 2278638.5),(32 2088882.1),(33 2276920.8),(34 2290235),(35 2222410.3),(36 2269133.8),(37 2149332.5),(38 2166376.8),(39 2107735.8),(40 2101496.8),(41 2228010),(42 2171655),(43 2160094.3),(44 2137546.5),(45 2096963.8),(46 2131697.3),(47 2137930),(48 2146330.8),(49 2002942.6),(50 1949582.6),(51 2108591.5),(52 2153064.3),(53 2053994.4),(54 2078435.5),(55 2148704.5),(56 2102662.5),(57 2136735),(58 2136621),(59 2070822.3),(60 2131301.3),(61 2210214.8),(62 2194942.3),(63 2170471.8),(64 2217648.3),(65 2107407.3),(66 2122533.3),(67 2124107),(68 2151850.3),(69 2174570.5),(70 2112568.8),(71 2147501.8),(72 2088208.8),(73 2067547.1),(74 2075976.4),(75 2001696.5),(76 2038610.8),(77 2144790.5),(78 2214300.8),(79 2260122.5),
(1 2154263),(2 2383853.8),(3 2025978.8),(4 2296874.8),(5 2085926.6),(6 2116575.3),(7 2082043.3),(8 2278855.8),(9 2137955.5),(10 2001245),(11 2216697.8),(12 2074249.5),(13 2110423.3),(14 2274710),(15 2112003.8),(16 2160115),(17 2190420.8),(18 2171775.5),(19 2257243.3),(20 2183167),(21 2168432.3),(22 2245343.8),(23 2183163.3),(24 2142595.8),(25 2183361),(26 2255879.3),(27 2224200.3),(28 2169352.8),(29 2248115.8),(30 2308156.8),(31 2251258.3),(32 2264513.5),(33 2245595.3),(34 2166857),(35 2262775.3),(36 2225045),(37 2236603.3),(38 2101713.8),(39 2080857.8),(40 2160267.5),(41 2112050.8),(42 2147809),(43 2118379.3),(44 2034555.5),(45 2242826.8),(46 2128105.3),(47 2119949.3),(48 2207933.5),(49 2174898.5),(50 2113551.5),(51 2176967.5),(52 2190741.8),(53 2144747.8),(54 2162429.3),(55 2045308.4),(56 2028846.4),(57 2175968.8),(58 2164299.8),(59 2208851.5),(60 2132020),(61 2083291.8),(62 2122289.3),(63 2186251),(64 2231752),(65 2165532.5),(66 2119141.3),(67 2107023.3),(68 2216850),(69 2172573.5),(70 2104142.8),(71 2142412),(72 2086864.3),(73 2215149.3),(74 2160779),(75 2056152.4),(76 2239333.8),(77 2306742.3),(78 2123780.3),(79 2142101),
(1 1975725.4),(2 2285872.8),(3 1914592),(4 2245667.5),(5 2155099.5),(6 2178672.5),(7 2124255),(8 2234590.8),(9 2167704.3),(10 1964023.6),(11 2091327.8),(12 1979081),(13 2011161.4),(14 2226016),(15 2091786.5),(16 2122637.3),(17 1988748.5),(18 2069979.1),(19 2209866.5),(20 2128322),(21 2196703.8),(22 2129092.5),(23 2100705),(24 2103849),(25 2061133.6),(26 2068983.6),(27 2123040.8),(28 2108350.5),(29 2086241.1),(30 2100093.3),(31 2215543.3),(32 2167126.5),(33 2133117.8),(34 2201955.3),(35 2130385),(36 2202423.8),(37 2154994.8),(38 1987748.9),(39 2093262),(40 1930567),(41 2014180.6),(42 2056680.1),(43 2001602.9),(44 2055858.3),(45 2056827.9),(46 2090782.3),(47 2056768.9),(48 2077538.6),(49 2041070.3),(50 1999310.3),(51 2043345.8),(52 2038135.5),(53 1972266.1),(54 2027458),(55 2062716),(56 2035533.8),(57 2055769.3),(58 2097018.3),(59 2032386.9),(60 2107634.8),(61 2074404.9),(62 1996923.6),(63 2081874.3),(64 2073810),(65 2084048.6),(66 2077400.5),(67 2141574.3),(68 2135411),(69 2139782.8),(70 2194194.5),(71 2071255.5),(72 2185238),(73 2173441.8),(74 2078060.9),(75 2178949.5),(76 2063811.1),(77 2020382),(78 2121908.5),(79 2045491.8),
(1 2047066),(2 2218900.3),(3 1953208.6),(4 2248989.8),(5 2029283.4),(6 2163631.3),(7 2059627.1),(8 2057818),(9 2039577.8),(10 2007599.1),(11 2055478),(12 1930244),(13 1974922),(14 2043150.3),(15 2008125.1),(16 2045971.5),(17 2000406.3),(18 2083946.9),(19 2028151.8),(20 2015815.8),(21 1951059.1),(22 1898671.4),(23 1918125.4),(24 1889245.8),(25 1857049.5),(26 2007680.5),(27 1918691.5),(28 2006385.8),(29 2085673.8),(30 1962054.9),(31 2048795.1),(32 1964786.9),(33 1925070.5),(34 1921075.1),(35 1915924.9),(36 1875871.1),(37 1939753.4),(38 1885399.1),(39 1937503.8),(40 1894168.5),(41 1867434.6),(42 2044588.6),(43 1939482.3),(44 1902411.5),(45 1864220.6),(46 1919990),(47 1924764.6),(48 1895004.5),(49 1980267.8),(50 2024417.1),(51 1976829.1),(52 1967677.1),(53 1927997.4),(54 1918479.8),(55 2028556.5),(56 2064619.5),(57 2026330.5),(58 2072382.3),(59 1913809.1),(60 2046129.4),(61 2102558.3),(62 2007030.5),(63 2055804.9),(64 2074945.5),(65 2100517),(66 2007848.9),(67 2012309.1),(68 1924820),(69 2085197.8),(70 2111003),(71 2061659.5),(72 2130063.5),(73 2087116.9),(74 2036618),(75 2001478.3),(76 2076313.8),(77 2017098),(78 2026699.5),(79 2090419.5),
(1 1964820.9),(2 2038958.1),(3 1816456.5),(4 2018708),(5 1998439),(6 1996267.1),(7 1922558.8),(8 1918359.5),(9 1937975.1),(10 1966725.6),(11 1984195.8),(12 2007860.9),(13 1938600.6),(14 1955374.1),(15 1952379.6),(16 1926461.6),(17 1999279.1),(18 2128360.3),(19 2012843.6),(20 1930676.4),(21 1995272.1),(22 1919037),(23 1959720.4),(24 2001933),(25 2094776.8),(26 2062467.5),(27 1970943.1),(28 2106114.5),(29 2028163.5),(30 2045512.6),(31 2086899),(32 2052793),(33 1954736.8),(34 1949743.8),(35 1995586.4),(36 1907623.3),(37 1994489),(38 1993520.5),(39 2040360.8),(40 2048711.3),(41 2020442.9),(42 1935001.8),(43 1869462.3),(44 1897410.4),(45 1882549.4),(46 1991612),(47 1913703.3),(48 1833580.6),(49 1848390.8),(50 1959214.9),(51 1907807.3),(52 1855230.8),(53 1846166.8),(54 1935802.3),(55 1889616.5),(56 1934499.8),(57 1916685.5),(58 2001936.8),(59 1977516.5),(60 2016303.1),(61 2036787.8),(62 2032663.4),(63 1978465.6),(64 1995484.8),(65 1969783.4),(66 2000643.5),(67 1927295.3),(68 1897592.8),(69 2037744.3),(70 1930752.8),(71 1976249.8),(72 2145219.3),(73 2023565.3),(74 2055570.1),(75 1902024.1),(76 2050740.1),(77 2065129.3),(78 2093420),(79 1992711.9),
(1 1819833),(2 1891630.8),(3 1757108.5),(4 1784437.4),(5 1824762.3),(6 1881386.3),(7 1846180.8),(8 1934137.1),(9 1834205.6),(10 1962483.3),(11 1869656.4),(12 1894790),(13 1878036.9),(14 1877200.6),(15 1888482.5),(16 1863004),(17 1868339.3),(18 1835800.5),(19 1913894.6),(20 1872698.5),(21 1792924.1),(22 1858186.9),(23 1853827.3),(24 1877438.3),(25 1874273.1),(26 1860806.4),(27 1876275.6),(28 1831993.1),(29 1835303),(30 1851377.8),(31 1841623.3),(32 1852736.4),(33 1800382.9),(34 1855084.8),(35 1860026.3),(36 1879511),(37 1780611.9),(38 1798675.4),(39 1737293.8),(40 1720004.6),(41 1771745),(42 1785924.3),(43 1777075.1),(44 1810901.4),(45 1833904.9),(46 1821692),(47 1878644),(48 1825729.8),(49 1789900.8),(50 1848241.3),(51 1814517.5),(52 1877192.5),(53 1839602.1),(54 1855620.8),(55 1801328.3),(56 1806588.8),(57 1800870.6),(58 1805315.9),(59 1895660),(60 1874991.8),(61 1933583.1),(62 1919847.3),(63 1865572.3),(64 1781151.8),(65 1839291.1),(66 1814753.5),(67 1756474.5),(68 1819727.6),(69 1737931),(70 1765311.9),(71 1801758.1),(72 1784457.8),(73 1824644.8),(74 1787298.1),(75 1791828.3),(76 1792042.3),(77 1857381.1),(78 1897223),(79 1727969.5),
