1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 172929.94),(2 517230.47),(3 945557),(4 1427837.1),(5 1976179.4),(6 2475474.8),(7 2915271),(8 3417374),(9 3971318),(10 4676826.5),(11 5468098.5),(12 6360872.5),(13 7391509.5),(14 8365908.5),(15 9411892),(16 10555643),(17 11575439),(18 12737005),(19 13895472),(20 15077355),(21 16160632),(22 17226352),(23 18341214),(24 19384970),(25 20322304),(26 21067696),(27 21881158),(28 22515296),(29 23095856),(30 23597654),(31 24135554),(32 24558672),(33 24880102),(34 25118960),(35 25337024),(36 25501376),(37 25565040),(38 25590054),(39 25601872),(40 25602922),(41 25589754),(42 25568200),(43 25494566),(44 25434354),(45 25354066),(46 25248490),(47 25117078),(48 24969570),(49 24845866),(50 24718552),(51 24598176),(52 24496680),(53 24479474),(54 24510632),(55 24619090),(56 24746336),(57 24983728),(58 25247022),(59 25392898),(60 25497910),(61 25650864),(62 25835578),(63 25993280),(64 26202464),(65 26388152),(66 26566930),(67 26670016),(68 26849632),(69 27077562),(70 27285226),(71 27322346),(72 27264062),(73 27182426),(74 27075152),(75 26886726),(76 26565642),(77 26335656),(78 26063190),(79 25699154),
(1 334036.6),(2 1201975.1),(3 2341467.3),(4 3464721.5),(5 4417589.5),(6 5037267.5),(7 5264249.5),(8 5235691),(9 5054102),(10 4806736),(11 4599024.5),(12 4527369.5),(13 4644910.5),(14 4895864.5),(15 5284778),(16 5730710.5),(17 6087659),(18 6478758.5),(19 6674672),(20 6680590),(21 6589778),(22 6473580),(23 6379539),(24 6373338.5),(25 6384798.5),(26 6461169.5),(27 6560608),(28 6697065.5),(29 6852423),(30 7024514),(31 7212727.5),(32 7427228),(33 7640928.5),(34 7812860.5),(35 7965729.5),(36 8103904),(37 8217980),(38 8350850),(39 8440625),(40 8521372),(41 8566182),(42 8532202),(43 8439902),(44 8293868),(45 8109116.5),(46 7953422),(47 7828499),(48 7782549),(49 7781203),(50 7813946.5),(51 7837747.5),(52 7850527.5),(53 7803161),(54 7721472),(55 7610323.5),(56 7519313.5),(57 7450688),(58 7417647.5),(59 7439646.5),(60 7485984),(61 7518510),(62 7522100),(63 7523118),(64 7516802),(65 7528812),(66 7559539),(67 7595493),(68 7634559.5),(69 7655654.5),(70 7638553.5),(71 7616814),(72 7582886.5),(73 7530593.5),(74 7462423.5),(75 7374227.5),(76 7267321.5),(77 7164165),(78 7066009.5),(79 6973463.5),
(1 335301.38),(2 1203264.1),(3 2326714.5),(4 3419362.3),(5 4343362),(6 4905660.5),(7 5097467),(8 5024949),(9 4783155),(10 4472325.5),(11 4178351.3),(12 4007828),(13 4009822.3),(14 4167365),(15 4443725.5),(16 4811180.5),(17 5197715.5),(18 5523115.5),(19 5758032.5),(20 5900418.5),(21 5958519.5),(22 5952567.5),(23 5915686),(24 5876752),(25 5855965.5),(26 5912190.5),(27 6055451.5),(28 6266653.5),(29 6489829.5),(30 6694693.5),(31 6881276),(32 7045173.5),(33 7175399.5),(34 7275599.5),(35 7362568),(36 7447202.5),(37 7545820),(38 7660257.5),(39 7776248.5),(40 7903124.5),(41 8016404.5),(42 8053380.5),(43 7999897.5),(44 7862440),(45 7670979.5),(46 7502150.5),(47 7348722.5),(48 7227069.5),(49 7132894),(50 7039123.5),(51 6928631.5),(52 6810066.5),(53 6690221.5),(54 6575570),(55 6480198),(56 6400708),(57 6334682.5),(58 6284805.5),(59 6248242.5),(60 6227568),(61 6210720),(62 6177169.5),(63 6132257.5),(64 6085217.5),(65 6018776),(66 5990617.5),(67 5957178),(68 5940531.5),(69 5941852.5),(70 5940468.5),(71 5938393.5),(72 5941293.5),(73 5936237.5),(74 5930530),(75 5895932.5),(76 5852164.5),(77 5798887.5),(78 5751655.5),(79 5713212.5),
(1 287402.88),(2 1011398.6),(3 1926237.1),(4 2769265.3),(5 3431363.8),(6 3829820.5),(7 3964364.3),(8 3962607),(9 3915681.5),(10 3880516.5),(11 3869889.3),(12 3920326.5),(13 4038179.3),(14 4192665),(15 4376299.5),(16 4596308),(17 4860607.5),(18 5083225),(19 5249983.5),(20 5396150),(21 5459399.5),(22 5443550.5),(23 5408779.5),(24 5407045),(25 5447099),(26 5530199),(27 5658560),(28 5784069),(29 5880172),(30 5963470),(31 6044861),(32 6095920.5),(33 6097853.5),(34 6031412.5),(35 5925815),(36 5793228),(37 5670042),(38 5639162),(39 5681831.5),(40 5798956),(41 5958447.5),(42 6097833),(43 6191686),(44 6206521.5),(45 6187775.5),(46 6165423.5),(47 6150132.5),(48 6149390),(49 6129177.5),(50 6061111),(51 5951333),(52 5830760.5),(53 5697345.5),(54 5582526),(55 5474756),(56 5377810),(57 5281026.5),(58 5176673.5),(59 5060839),(60 4931138),(61 4817680),(62 4729483.5),(63 4679553.5),(64 4658406.5),(65 4657418),(66 4682362),(67 4697362),(68 4738522),(69 4757674),(70 4768132),(71 4765563),(72 4747289.5),(73 4706687.5),(74 4643659.5),(75 4582273),(76 4498738.5),(77 4413961),(78 4339266.5),(79 4272963),
(1 282523.84),(2 962909.25),(3 1763257.3),(4 2445198.3),(5 2944277),(6 3190600.8),(7 3270208),(8 3291245.8),(9 3330986),(10 3395384.8),(11 3490909.5),(12 3631246.5),(13 3805356.8),(14 3957978.3),(15 4106859.5),(16 4242743.5),(17 4323193),(18 4457625),(19 4604476),(20 4713331),(21 4778244),(22 4762470.5),(23 4714464.5),(24 4676550.5),(25 4636895.5),(26 4609301),(27 4632259),(28 4680275),(29 4759454),(30 4864674.5),(31 4975149),(32 5054084.5),(33 5057348),(34 4966430.5),(35 4847643.5),(36 4698109.5),(37 4530034),(38 4454633.5),(39 4436352.5),(40 4480099),(41 4575742),(42 4665890.5),(43 4749403.5),(44 4793829.5),(45 4860990),(46 4953911.5),(47 5074837.5),(48 5197172),(49 5267562.5),(50 5268709),(51 5205878.5),(52 5121988),(53 5035007),(54 4981554),(55 4922194.5),(56 4848646),(57 4755740.5),(58 4626754),(59 4503692.5),(60 4369707),(61 4253099),(62 4159397.8),(63 4114299),(64 4096324.8),(65 4095606.5),(66 4108411.3),(67 4123802),(68 4145961.3),(69 4143744.8),(70 4114327),(71 4074362),(72 4015572.5),(73 3953615.3),(74 3866256.3),(75 3756329),(76 3635605),(77 3535164.3),(78 3476933.5),(79 3445696.3),
(1 267697.75),(2 873312.56),(3 1544821),(4 2077612.1),(5 2415925),(6 2536697),(7 2552992.3),(8 2561798.5),(9 2606542.3),(10 2675099.3),(11 2721958.3),(12 2793921.3),(13 2899937.3),(14 2995262),(15 3133209.3),(16 3260363.3),(17 3351229.8),(18 3487446.3),(19 3561107.3),(20 3621716.5),(21 3694970.8),(22 3745347.5),(23 3759209.5),(24 3716583),(25 3646408),(26 3597081.3),(27 3636044.8),(28 3735498.3),(29 3852637.8),(30 3965014.3),(31 4044287),(32 4125403.3),(33 4169451),(34 4153237.8),(35 4098091.3),(36 3981199),(37 3799464.3),(38 3658164.3),(39 3587243.3),(40 3626666.8),(41 3730622.5),(42 3819598.5),(43 3865240),(44 3859327.5),(45 3873204.8),(46 3932803),(47 4022233),(48 4129182.8),(49 4203666),(50 4235916),(51 4218908.5),(52 4189837),(53 4177639.8),(54 4160582),(55 4122778.8),(56 4062490),(57 3975354.8),(58 3903747.5),(59 3845665.8),(60 3823836.5),(61 3810187),(62 3797963.5),(63 3780131.3),(64 3737976.3),(65 3665355.8),(66 3587657),(67 3511225.3),(68 3465536.5),(69 3415912.3),(70 3354626.8),(71 3287553.3),(72 3201271.5),(73 3130643.3),(74 3060631),(75 2978539.5),(76 2902750.8),(77 2846933),(78 2812802.8),(79 2810382.5),
(1 254405.1),(2 828373.75),(3 1416272),(4 1828030.6),(5 2061471.4),(6 2134489.3),(7 2174027.3),(8 2268538.8),(9 2386222.5),(10 2467371),(11 2464180.3),(12 2441433.3),(13 2464183),(14 2497890.3),(15 2624711.5),(16 2807537.8),(17 2941632),(18 3099981),(19 3220142.8),(20 3342206.3),(21 3473843.5),(22 3561797.3),(23 3589126.5),(24 3570293.8),(25 3524320.5),(26 3497310.5),(27 3550966.8),(28 3644231.5),(29 3753958.8),(30 3886964),(31 4021645.3),(32 4147027.3),(33 4216860.5),(34 4195271.5),(35 4109379.3),(36 3947245.3),(37 3722493),(38 3545309),(39 3415401.8),(40 3351822.3),(41 3356418.8),(42 3374001),(43 3387266.3),(44 3407576.5),(45 3484436.5),(46 3609651.8),(47 3760449),(48 3904258.5),(49 3990268.8),(50 4016367.3),(51 4018173),(52 4005848.3),(53 4042203.3),(54 4072012.3),(55 4075429.5),(56 4047965.3),(57 3979109.3),(58 3908435.3),(59 3846970.8),(60 3780943.3),(61 3713896.3),(62 3646750.3),(63 3577773.8),(64 3490266.8),(65 3376863.5),(66 3276730.8),(67 3197755.5),(68 3169893.3),(69 3153960.5),(70 3158487.5),(71 3177714.8),(72 3181103.5),(73 3190670.5),(74 3177383.5),(75 3138096.3),(76 3077996.5),(77 3024993),(78 3000666.3),(79 2997849.8),
(1 249794.94),(2 775682.7),(3 1286556.4),(4 1616782.4),(5 1761206.3),(6 1776838.8),(7 1776459.1),(8 1865967.8),(9 2034338.5),(10 2181377),(11 2207102),(12 2145242.3),(13 2073884.6),(14 2011139.3),(15 2049075.6),(16 2205893.8),(17 2386071.5),(18 2580938.8),(19 2729049.3),(20 2832915.8),(21 2898427.8),(22 2917887.5),(23 2940977.3),(24 2954908.5),(25 2953547.5),(26 2932173.5),(27 2943488),(28 3005361),(29 3095855.5),(30 3220506),(31 3379867.8),(32 3541317.3),(33 3661665.3),(34 3724149),(35 3697116.5),(36 3556039.3),(37 3315034.8),(38 3107482),(39 2997361.8),(40 2994640.5),(41 3067314.3),(42 3154072.3),(43 3222667.8),(44 3254969.3),(45 3316310),(46 3424252.5),(47 3596800.3),(48 3794985.3),(49 3924574.5),(50 3986465.5),(51 4013510.5),(52 4018484.8),(53 4033970.3),(54 4036622),(55 4020753.5),(56 3989352.8),(57 3943296.8),(58 3867805),(59 3774249.8),(60 3669327),(61 3574172.8),(62 3513294.5),(63 3490134),(64 3485765),(65 3486679.5),(66 3482041),(67 3482887.5),(68 3480161.8),(69 3446861.3),(70 3427643.8),(71 3444581.3),(72 3461980.5),(73 3495857.5),(74 3485560.5),(75 3435502.5),(76 3364666.3),(77 3309519.8),(78 3283304),(79 3282533.3),
(1 231653.56),(2 701813.56),(3 1122130.1),(4 1358412.6),(5 1468398.3),(6 1498210.6),(7 1536800.5),(8 1647973.5),(9 1802049.8),(10 1921114.5),(11 1937252.4),(12 1906907.3),(13 1905820),(14 1930069.1),(15 2039267.6),(16 2210910.5),(17 2373465.8),(18 2533170.8),(19 2659289.3),(20 2732360.8),(21 2760162.5),(22 2784926),(23 2865063.8),(24 2940281.8),(25 2953068.8),(26 2897004),(27 2866315),(28 2878568.3),(29 2922190.5),(30 2996581.3),(31 3085868),(32 3184485.8),(33 3265170.8),(34 3316580.3),(35 3326241.8),(36 3250199.8),(37 3088577.5),(38 2926788.3),(39 2800282.3),(40 2755891.3),(41 2795433.8),(42 2861576.5),(43 2917209.3),(44 2946365.5),(45 3002944),(46 3093152.5),(47 3196538.3),(48 3282487),(49 3315173.5),(50 3307061.8),(51 3274474.5),(52 3241469.5),(53 3214404.8),(54 3169358.3),(55 3110202.5),(56 3066151.3),(57 3050956.5),(58 3045934.5),(59 3034801.8),(60 3018983.5),(61 2998658.3),(62 2978474.8),(63 2968116.8),(64 2966776.5),(65 2975533),(66 3015435.5),(67 3052320.8),(68 3103881.5),(69 3122937.5),(70 3108443),(71 3088392.8),(72 3072293.8),(73 3125068),(74 3211060.3),(75 3289135.8),(76 3320687.3),(77 3329790.5),(78 3313040),(79 3282594),
(1 247156.27),(2 723273),(3 1129257.8),(4 1359277.3),(5 1470566.8),(6 1519094.6),(7 1588562.3),(8 1719883),(9 1872617.3),(10 1966788.8),(11 1959337.6),(12 1931161.5),(13 1939121.4),(14 1948302.8),(15 2028627.5),(16 2164861),(17 2286436.8),(18 2422637),(19 2499405),(20 2530656),(21 2577271.5),(22 2650635.5),(23 2774982),(24 2904891.5),(25 2966524),(26 2961755.3),(27 2952390.5),(28 2932592),(29 2907851),(30 2932328),(31 3009280.8),(32 3111555.8),(33 3178749.5),(34 3179340.3),(35 3156388),(36 3082733.5),(37 2962063.3),(38 2838015.8),(39 2734427.5),(40 2696808),(41 2751724),(42 2854575),(43 2956287.5),(44 3017215.8),(45 3083525.8),(46 3159668.5),(47 3240256),(48 3307872),(49 3343214.5),(50 3356057.8),(51 3342560.8),(52 3300670),(53 3245187.8),(54 3170201.3),(55 3094331.5),(56 3032275.3),(57 3011624.3),(58 3017469.5),(59 3041289.5),(60 3034422.5),(61 3005068.8),(62 2957597.5),(63 2914741),(64 2876763.8),(65 2858612.8),(66 2882658.5),(67 2924198),(68 2989556.3),(69 3040130.5),(70 3065032.5),(71 3066720.5),(72 3052003.3),(73 3085762.3),(74 3147678.3),(75 3219158),(76 3262450.3),(77 3297057.5),(78 3305797),(79 3284002.5),
(1 232270.05),(2 692342.9),(3 1075754.3),(4 1258182.8),(5 1319518.8),(6 1339281.9),(7 1384292.6),(8 1502129.1),(9 1643205.3),(10 1736947.5),(11 1741224),(12 1721221.3),(13 1714785),(14 1697028.8),(15 1732900.1),(16 1826598.5),(17 1911766.8),(18 2009000.3),(19 2052203.3),(20 2074733),(21 2112278.8),(22 2148125.5),(23 2245152.3),(24 2398871.3),(25 2534253.5),(26 2592356.5),(27 2607498.8),(28 2600017.5),(29 2583743.8),(30 2601422.5),(31 2661418.8),(32 2743639.3),(33 2808997.8),(34 2844603.8),(35 2874327.8),(36 2850788.8),(37 2759488.5),(38 2645773),(39 2543965.8),(40 2519901),(41 2582079),(42 2667572.3),(43 2737942.5),(44 2781950.5),(45 2845239.5),(46 2901818.5),(47 2947993.8),(48 2997820.3),(49 3012568.5),(50 3018881.5),(51 2999207.3),(52 2954260.5),(53 2895528.5),(54 2818060.8),(55 2740462.8),(56 2694585.3),(57 2684461.5),(58 2684281.8),(59 2667890),(60 2633580.8),(61 2589509.5),(62 2543413.5),(63 2514461.8),(64 2495332.8),(65 2493727.5),(66 2511285.5),(67 2548820.8),(68 2612814.8),(69 2669649.3),(70 2731560.8),(71 2802724),(72 2865099),(73 2939360),(74 2994651),(75 3017413),(76 3007229),(77 2995788),(78 2982952),(79 2981938.5),
(1 235259.53),(2 698062.56),(3 1077682.1),(4 1247983.1),(5 1285809.3),(6 1282124.5),(7 1303624),(8 1378210.1),(9 1487678.1),(10 1581839.5),(11 1622084),(12 1644476.8),(13 1682912.9),(14 1704739),(15 1750763.5),(16 1821538.8),(17 1866422),(18 1935478.6),(19 2001840.6),(20 2046989.8),(21 2068362),(22 2063443.3),(23 2109910.8),(24 2203765.3),(25 2294972),(26 2360686.5),(27 2425490.8),(28 2460774),(29 2457771),(30 2464976.3),(31 2511812),(32 2579763.3),(33 2613725),(34 2623821.3),(35 2638279.5),(36 2663876.5),(37 2655394.3),(38 2601423),(39 2498923),(40 2440585.5),(41 2462629.8),(42 2507714.8),(43 2533726.8),(44 2544571.8),(45 2565989.8),(46 2573676.8),(47 2583216),(48 2618061),(49 2653204),(50 2680116.5),(51 2679018),(52 2626294.5),(53 2537952.3),(54 2431927.3),(55 2347998),(56 2304870.8),(57 2282788.8),(58 2253565),(59 2193694.8),(60 2128678.8),(61 2074784.5),(62 2029950.6),(63 1996710.4),(64 1974178),(65 1965579),(66 1991448.9),(67 2021904.5),(68 2064834.8),(69 2092344.5),(70 2112131.3),(71 2141047.8),(72 2169752.5),(73 2228876),(74 2309421.5),(75 2375972.5),(76 2405857),(77 2406073),(78 2381046.8),(79 2355989.5),
(1 223087.33),(2 665311.2),(3 1030144.56),(4 1192068.1),(5 1214483.5),(6 1199836.9),(7 1207475),(8 1266926.1),(9 1358939.5),(10 1452965),(11 1515746.9),(12 1551683.5),(13 1576775.5),(14 1589099),(15 1627994),(16 1688484.9),(17 1728154.5),(18 1765038.4),(19 1791925),(20 1805566.3),(21 1800437.5),(22 1789862.9),(23 1820761),(24 1877948.3),(25 1928518.3),(26 1981578.6),(27 2048280.9),(28 2101003.3),(29 2115421),(30 2126801.3),(31 2146737.8),(32 2171243.8),(33 2161737),(34 2152545),(35 2176770),(36 2239271),(37 2275442.3),(38 2249291),(39 2174632.3),(40 2149722.5),(41 2188065),(42 2249548.5),(43 2301108.8),(44 2327110.5),(45 2345263.8),(46 2347604.8),(47 2344652.8),(48 2353927),(49 2381521.5),(50 2422671.8),(51 2458454),(52 2444221),(53 2398299),(54 2322975),(55 2252113.3),(56 2206231.8),(57 2168058),(58 2125400.8),(59 2068346.3),(60 2004185.1),(61 1955164),(62 1921142.3),(63 1895975.5),(64 1877462.3),(65 1851916.5),(66 1827225.4),(67 1814604.3),(68 1814798),(69 1825641.8),(70 1823655.1),(71 1802157),(72 1775013.1),(73 1767684.8),(74 1800234.3),(75 1857386.5),(76 1906861.4),(77 1925461.5),(78 1900973.1),(79 1860627.5),
(1 206678.44),(2 611732.6),(3 922742.1),(4 1036967.44),(5 1044782.7),(6 1047570.25),(7 1077057.6),(8 1144328.9),(9 1219172.1),(10 1297301.6),(11 1368001.3),(12 1435655.8),(13 1485816.3),(14 1500748.6),(15 1513814.8),(16 1546831.3),(17 1577394.3),(18 1613428.6),(19 1632152.9),(20 1639876.3),(21 1644772.9),(22 1635418.4),(23 1638057.9),(24 1673679.3),(25 1727112),(26 1770976.4),(27 1808172.5),(28 1833093.6),(29 1848685.8),(30 1869486),(31 1902862.4),(32 1918509.8),(33 1897261.8),(34 1860001.6),(35 1858873.5),(36 1899229.3),(37 1936463.5),(38 1937298.6),(39 1910637.6),(40 1912403.9),(41 1949419.8),(42 2000412.5),(43 2042849.9),(44 2072992),(45 2102600.3),(46 2117366.5),(47 2124264),(48 2133756.5),(49 2146511.8),(50 2166049.8),(51 2168703),(52 2140177.5),(53 2097514.8),(54 2047392.4),(55 2005267.8),(56 1968646),(57 1924820.3),(58 1877873.5),(59 1824896.1),(60 1760684.6),(61 1699443.8),(62 1667317.3),(63 1655194.3),(64 1640809.5),(65 1611646.4),(66 1583234.4),(67 1558372.5),(68 1535848.8),(69 1528434.4),(70 1531200.8),(71 1521963.3),(72 1494353.1),(73 1465634.3),(74 1466585.5),(75 1492045.3),(76 1524125.6),(77 1541155.5),(78 1539945.9),(79 1527488.4),
(1 204113.4),(2 601890),(3 891808.2),(4 982073.7),(5 971043.2),(6 963091.6),(7 1000213.9),(8 1082877.1),(9 1174519.3),(10 1260742.3),(11 1332138),(12 1394404.4),(13 1442455.8),(14 1465684.4),(15 1486894.6),(16 1518248.9),(17 1555057.4),(18 1596089.1),(19 1621003.8),(20 1648951.6),(21 1654214.8),(22 1628574.3),(23 1618354.6),(24 1656902.4),(25 1708186.5),(26 1741147.9),(27 1772213.5),(28 1795136.8),(29 1796548.1),(30 1810033.4),(31 1851989.9),(32 1881022.3),(33 1852900.6),(34 1793904.5),(35 1769771.9),(36 1787899.8),(37 1787316.1),(38 1758119.9),(39 1725254),(40 1723270),(41 1753127.1),(42 1798284.6),(43 1836429.5),(44 1873258.6),(45 1921947.8),(46 1955138),(47 1971893.5),(48 1993685.4),(49 2028860.6),(50 2079565),(51 2106805.8),(52 2082929.1),(53 2027610.5),(54 1982550.6),(55 1960204.5),(56 1951023.1),(57 1933753.6),(58 1909285.5),(59 1873912.1),(60 1810854.6),(61 1739565),(62 1689069.4),(63 1665554.3),(64 1653667.5),(65 1631033.4),(66 1593971),(67 1559000.8),(68 1530539),(69 1512465.8),(70 1509551.1),(71 1512410.3),(72 1501808.5),(73 1476814.3),(74 1461259.1),(75 1465787.6),(76 1470124.1),(77 1463680.5),(78 1468739.1),(79 1471411.4),
(1 196761.2),(2 568458.2),(3 826045.6),(4 898474.3),(5 900249.7),(6 911348.8),(7 950700.06),(8 1015280.4),(9 1093307.3),(10 1166826.4),(11 1220002.3),(12 1266509.1),(13 1317619.3),(14 1349027.5),(15 1376761.4),(16 1399117.1),(17 1425085.8),(18 1458867.3),(19 1477328.5),(20 1505365.4),(21 1515961.8),(22 1494759.5),(23 1495792.9),(24 1516414.3),(25 1543913.6),(26 1575032.8),(27 1608099.4),(28 1621665.8),(29 1612271.5),(30 1615036.1),(31 1641376.4),(32 1668515.5),(33 1648173.5),(34 1590520),(35 1568045.5),(36 1584784),(37 1583332.3),(38 1552390),(39 1510492.6),(40 1501688.4),(41 1521505.6),(42 1556009.1),(43 1589732.5),(44 1627140.5),(45 1667475),(46 1689820.5),(47 1697334),(48 1703616.5),(49 1720634.6),(50 1754223.9),(51 1788386.6),(52 1804101.1),(53 1779525.9),(54 1746032.4),(55 1738246.9),(56 1757480.9),(57 1768427.5),(58 1756358.4),(59 1727066),(60 1696571.4),(61 1653175.1),(62 1601184.8),(63 1558536.5),(64 1536744.8),(65 1518380.1),(66 1497925.8),(67 1479866),(68 1478859.1),(69 1477239.5),(70 1474673.6),(71 1490537.3),(72 1502260.8),(73 1500282.9),(74 1487882.4),(75 1484498.1),(76 1476432.1),(77 1479592.1),(78 1482785.8),(79 1483806.4),
(1 191271.98),(2 548774.56),(3 773884.4),(4 819356.56),(5 811194.56),(6 824454.94),(7 865731.1),(8 935955.8),(9 1006702.56),(10 1059067.3),(11 1081802),(12 1110057.5),(13 1163115.3),(14 1199891),(15 1215219.9),(16 1228427.4),(17 1232112),(18 1245940.8),(19 1258677.6),(20 1258795.4),(21 1267270.1),(22 1268361.5),(23 1285700.6),(24 1310878.5),(25 1326407.6),(26 1340027),(27 1371704.1),(28 1399183.1),(29 1396106),(30 1390919.1),(31 1412131.6),(32 1439575.8),(33 1436071.9),(34 1395673.5),(35 1388360.8),(36 1423043.9),(37 1443558.3),(38 1427518.9),(39 1403247.4),(40 1399529.8),(41 1413884.4),(42 1434998.3),(43 1456649.5),(44 1495252.6),(45 1527920.6),(46 1541321.4),(47 1537752.8),(48 1527851.4),(49 1541939.4),(50 1583400.9),(51 1620490.9),(52 1626097.8),(53 1621078.1),(54 1611770.3),(55 1609263),(56 1617002.9),(57 1625073.9),(58 1620720.3),(59 1585101.1),(60 1548995.6),(61 1522848.1),(62 1494859.9),(63 1457171.5),(64 1430409.8),(65 1411359),(66 1409327.8),(67 1404515.8),(68 1408688),(69 1411493.4),(70 1408951.6),(71 1404911.8),(72 1400904.3),(73 1411798.1),(74 1409383),(75 1390973.8),(76 1368004.4),(77 1371617),(78 1386187.1),(79 1395534.4),
(1 185433.17),(2 511873.38),(3 698677.1),(4 716361.3),(5 721313.94),(6 743123.8),(7 767562.4),(8 820764.06),(9 899792.6),(10 966962.1),(11 990395.75),(12 1008077.3),(13 1054236.8),(14 1090500.5),(15 1107678),(16 1112051.3),(17 1109048.8),(18 1130095.8),(19 1154102.6),(20 1168909.3),(21 1190485.8),(22 1193709),(23 1200106.9),(24 1232265.1),(25 1258165.9),(26 1266207.3),(27 1281530.6),(28 1307004.3),(29 1304797.1),(30 1283272.3),(31 1271358.3),(32 1272445.1),(33 1258847.1),(34 1228877.5),(35 1225653.8),(36 1245183.9),(37 1252229.4),(38 1252319.3),(39 1252670.6),(40 1250594.3),(41 1243833.8),(42 1249443.9),(43 1273491),(44 1306453.8),(45 1333863.4),(46 1348158.9),(47 1350630),(48 1351152.6),(49 1376084.8),(50 1434125.9),(51 1487370.6),(52 1503835.8),(53 1508469),(54 1498427.8),(55 1480719.6),(56 1465066.8),(57 1467085.1),(58 1476925.8),(59 1468590.9),(60 1441189.4),(61 1418544.8),(62 1405810.9),(63 1394432.4),(64 1387212),(65 1382167.9),(66 1382164),(67 1391055.5),(68 1397092.3),(69 1390781),(70 1379404.9),(71 1369177),(72 1361501.1),(73 1363176.4),(74 1359050.4),(75 1348008.1),(76 1329186),(77 1310011),(78 1306470.6),(79 1312973.4),
