1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 125532.44),(2 330899.5),(3 533528.3),(4 671539.4),(5 781025.2),(6 826375.8),(7 848769.25),(8 849983.3),(9 864400),(10 870045.3),(11 945882.06),(12 1082322.9),(13 1293698),(14 1429689),(15 1480331.6),(16 1516328.9),(17 1531582.4),(18 1515638.9),(19 1508701),(20 1542109.5),(21 1668104.4),(22 1838491.1),(23 2044954.1),(24 2421650),(25 2610164.8),(26 2742784.5),(27 2869363.3),(28 2941926.8),(29 2950701.8),(30 3012155.3),(31 3114694.8),(32 3226548),(33 3281233.8),(34 3376559),(35 3563459.3),(36 3765285.8),(37 3907110.8),(38 3932464.3),(39 3800231.8),(40 3639756.3),(41 3476276),(42 3331852.3),(43 3293750),(44 3349802.8),(45 3343506),(46 3327054.8),(47 3204754),(48 3008387.8),(49 2764411.8),(50 2548973.8),(51 2412121),(52 2320958.8),(53 2282280.3),(54 2266401.3),(55 2312312.8),(56 2280229.5),(57 2212598.8),(58 2088765.6),(59 1894296.4),(60 1726698.4),(61 1622128.1),(62 1592589.4),(63 1639042),(64 1700575.1),(65 1840819.6),(66 1889828.4),(67 1864233.5),(68 1863196.1),(69 1924995.5),(70 1899298.5),(71 1857466.6),(72 1824599.1),(73 1863929.4),(74 1959504.9),(75 2206991.5),(76 2410387.3),(77 2694151),(78 2874172.8),(79 2964740),
(1 269.0236),(2 343.75473),(3 376.2698),(4 397.3305),(5 414.423),(6 420.24484),(7 421.6464),(8 430.28418),(9 431.12766),(10 437.6308),(11 439.3257),(12 439.5216),(13 444.86255),(14 446.21506),(15 450.95868),(16 446.7159),(17 451.78345),(18 448.59604),(19 450.0755),(20 449.9206),(21 454.40768),(22 455.7983),(23 458.71835),(24 451.27234),(25 450.75104),(26 451.03094),(27 453.6831),(28 455.8429),(29 462.3688),(30 464.7042),(31 465.1876),(32 468.60226),(33 461.57278),(34 461.92578),(35 457.26062),(36 457.10013),(37 457.2476),(38 458.93207),(39 464.16202),(40 466.82568),(41 464.68512),(42 468.222),(43 467.32056),(44 474.6145),(45 475.1257),(46 476.32678),(47 478.06888),(48 474.58582),(49 478.13773),(50 479.28693),(51 487.00558),(52 483.1351),(53 482.0201),(54 481.5755),(55 482.87524),(56 479.69293),(57 488.19507),(58 485.44717),(59 486.97952),(60 476.46872),(61 475.68646),(62 475.11716),(63 481.9564),(64 473.85016),(65 477.9617),(66 482.49033),(67 479.4174),(68 474.82507),(69 476.13043),(70 481.30612),(71 480.58392),(72 480.4101),(73 478.19913),(74 474.63193),(75 484.27036),(76 479.3916),(77 484.27097),(78 481.7366),(79 480.63498),
(1 264.73624),(2 342.72192),(3 379.82712),(4 398.31253),(5 409.01273),(6 415.77655),(7 418.51022),(8 422.19974),(9 427.52682),(10 427.62976),(11 430.3489),(12 433.53098),(13 436.72284),(14 442.05038),(15 452.5334),(16 453.77264),(17 448.0883),(18 451.63327),(19 454.39795),(20 451.38327),(21 455.41476),(22 457.44012),(23 461.64267),(24 457.14514),(25 463.32236),(26 456.33566),(27 465.0471),(28 458.17126),(29 464.0566),(30 469.7836),(31 474.02243),(32 476.25595),(33 470.1378),(34 477.24472),(35 475.3218),(36 471.39426),(37 466.49344),(38 473.4277),(39 470.82452),(40 479.8992),(41 474.43054),(42 477.13284),(43 483.30002),(44 477.5633),(45 481.29593),(46 482.36182),(47 478.61337),(48 476.39514),(49 476.8651),(50 475.78693),(51 479.6504),(52 478.95197),(53 478.23206),(54 476.65515),(55 479.426),(56 479.78488),(57 479.3591),(58 474.29764),(59 475.4596),(60 466.96924),(61 469.88065),(62 461.70935),(63 476.0518),(64 472.3596),(65 478.30075),(66 478.67),(67 481.93652),(68 484.37643),(69 481.36673),(70 480.77054),(71 477.12747),(72 479.81277),(73 481.78665),(74 480.10272),(75 487.18192),(76 483.57346),(77 482.3367),(78 488.16367),(79 486.44772),
(1 260.92084),(2 339.8028),(3 374.84515),(4 389.31253),(5 407.49408),(6 416.2649),(7 414.4467),(8 423.09808),(9 426.2496),(10 430.80023),(11 435.0028),(12 431.16983),(13 432.9494),(14 437.20108),(15 455.9919),(16 451.8132),(17 450.6219),(18 449.41602),(19 449.41763),(20 452.32135),(21 460.04196),(22 456.02478),(23 463.17307),(24 455.15552),(25 458.85486),(26 458.59842),(27 466.5193),(28 461.64365),(29 463.8142),(30 468.6017),(31 471.3633),(32 472.71783),(33 463.50876),(34 467.88596),(35 466.41534),(36 468.1253),(37 464.00916),(38 466.67892),(39 464.2964),(40 468.71774),(41 468.13077),(42 465.7628),(43 471.9631),(44 467.88287),(45 470.81604),(46 479.30243),(47 479.7136),(48 476.99054),(49 479.07336),(50 474.13025),(51 475.53003),(52 471.92538),(53 475.19336),(54 474.27197),(55 473.97742),(56 475.3055),(57 473.09235),(58 472.11642),(59 471.10703),(60 464.21512),(61 460.57922),(62 460.13828),(63 466.59738),(64 465.98346),(65 466.16663),(66 464.7212),(67 466.02258),(68 467.18588),(69 471.50198),(70 470.27695),(71 470.87466),(72 470.3215),(73 472.66736),(74 465.8905),(75 472.87094),(76 468.40433),(77 472.46136),(78 470.6158),(79 470.67654),
(1 257.87805),(2 335.2023),(3 372.93494),(4 389.41275),(5 398.92346),(6 400.78406),(7 397.98996),(8 404.49094),(9 403.58795),(10 407.85168),(11 417.62772),(12 421.3571),(13 425.3765),(14 421.85956),(15 432.59064),(16 427.27954),(17 431.06326),(18 431.67297),(19 435.83423),(20 430.2941),(21 433.0821),(22 432.63345),(23 436.09116),(24 435.65036),(25 435.45932),(26 436.9371),(27 445.57236),(28 440.28522),(29 445.68872),(30 445.33926),(31 447.27576),(32 446.39603),(33 444.43216),(34 450.11124),(35 443.91452),(36 447.4243),(37 447.44186),(38 449.31137),(39 449.3525),(40 452.64587),(41 451.78964),(42 451.16193),(43 452.4607),(44 453.416),(45 454.02704),(46 459.4875),(47 459.3791),(48 458.6615),(49 458.13504),(50 459.22217),(51 464.896),(52 468.76968),(53 471.18054),(54 468.8834),(55 463.25912),(56 457.04282),(57 459.81183),(58 456.88327),(59 453.2062),(60 453.31628),(61 456.82217),(62 451.24277),(63 454.0811),(64 450.26505),(65 450.59714),(66 453.27905),(67 458.18225),(68 460.32224),(69 460.978),(70 457.5224),(71 456.00027),(72 453.51337),(73 455.22403),(74 445.6619),(75 449.8294),(76 452.40604),(77 455.16928),(78 450.24603),(79 449.01553),
(1 253.52216),(2 328.01913),(3 364.87115),(4 379.13007),(5 391.58496),(6 400.4072),(7 402.44144),(8 403.03766),(9 407.9477),(10 408.97006),(11 414.3394),(12 414.61923),(13 418.29825),(14 422.68555),(15 438.08047),(16 429.8002),(17 432.78787),(18 435.06357),(19 434.011),(20 434.67822),(21 436.75153),(22 438.86197),(23 434.1086),(24 436.33893),(25 442.3639),(26 438.368),(27 445.495),(28 444.4647),(29 440.16248),(30 442.32965),(31 440.06686),(32 443.68353),(33 437.1702),(34 439.892),(35 438.59213),(36 444.12872),(37 446.3262),(38 447.00095),(39 445.3491),(40 446.69052),(41 447.20193),(42 443.7316),(43 439.59183),(44 448.31006),(45 445.23215),(46 454.27936),(47 451.58932),(48 450.8904),(49 444.36444),(50 454.09372),(51 451.47043),(52 454.96298),(53 450.51648),(54 453.8129),(55 455.3671),(56 454.17776),(57 455.0627),(58 455.58304),(59 451.30148),(60 449.57855),(61 447.86325),(62 449.21295),(63 451.6299),(64 445.2018),(65 445.30273),(66 446.96576),(67 453.1465),(68 454.05673),(69 457.30746),(70 455.90018),(71 457.85812),(72 456.10263),(73 449.08505),(74 453.28464),(75 454.32193),(76 453.7027),(77 454.3841),(78 455.69528),(79 451.93976),
(1 248.16179),(2 322.07736),(3 350.72394),(4 368.6509),(5 373.78693),(6 379.24182),(7 381.4409),(8 385.51578),(9 388.4059),(10 395.16983),(11 405.04883),(12 402.8742),(13 408.8516),(14 413.30362),(15 424.08932),(16 418.2311),(17 426.8503),(18 427.45462),(19 428.87466),(20 421.97162),(21 419.97095),(22 421.70935),(23 420.71622),(24 422.10358),(25 421.65073),(26 416.27145),(27 420.92566),(28 425.42133),(29 428.47638),(30 429.05026),(31 426.31818),(32 430.40845),(33 432.44156),(34 433.48636),(35 429.02475),(36 434.38788),(37 430.55127),(38 433.54327),(39 431.85153),(40 433.99396),(41 433.3839),(42 433.29703),(43 434.51987),(44 439.20956),(45 436.653),(46 443.15833),(47 445.4403),(48 438.9558),(49 435.75394),(50 440.08118),(51 439.23434),(52 442.57816),(53 441.08475),(54 443.5165),(55 440.7519),(56 439.17352),(57 438.83878),(58 435.9626),(59 436.44073),(60 433.85953),(61 437.3935),(62 439.83646),(63 447.02512),(64 439.41357),(65 433.39908),(66 433.34378),(67 435.93576),(68 436.13126),(69 438.04584),(70 432.00323),(71 433.67596),(72 432.58798),(73 430.78067),(74 429.1207),(75 433.46216),(76 434.22372),(77 438.57584),(78 438.10495),(79 436.70444),
(1 244.96506),(2 322.78064),(3 353.0915),(4 373.45587),(5 387.54678),(6 393.42828),(7 390.1082),(8 393.46262),(9 397.1606),(10 403.93527),(11 408.24524),(12 414.95883),(13 420.38522),(14 423.27505),(15 429.95258),(16 423.50592),(17 429.40457),(18 425.81357),(19 430.19778),(20 428.3223),(21 426.3783),(22 430.20068),(23 431.54758),(24 436.54697),(25 437.80118),(26 433.89917),(27 438.8136),(28 435.79388),(29 435.70737),(30 434.99997),(31 444.95642),(32 444.6554),(33 441.71066),(34 439.80603),(35 433.73798),(36 430.61218),(37 436.3299),(38 436.26056),(39 435.96555),(40 436.5597),(41 434.82077),(42 441.5862),(43 445.2102),(44 445.33133),(45 443.38803),(46 448.59503),(47 454.51602),(48 449.84918),(49 452.5),(50 456.5832),(51 456.88675),(52 457.03116),(53 453.58432),(54 450.39957),(55 449.33713),(56 447.197),(57 447.9897),(58 441.726),(59 449.83252),(60 445.4779),(61 442.42917),(62 446.38434),(63 448.153),(64 442.46515),(65 438.71698),(66 442.38196),(67 444.6502),(68 439.03793),(69 439.1997),(70 437.9768),(71 442.31396),(72 440.83786),(73 439.0192),(74 437.08658),(75 444.823),(76 443.8681),(77 447.14413),(78 443.967),(79 450.56717),
(1 237.43765),(2 307.1287),(3 338.5293),(4 357.35733),(5 363.9202),(6 369.69955),(7 372.7155),(8 380.63498),(9 384.50937),(10 388.43478),(11 389.03778),(12 389.21704),(13 394.57782),(14 400.1739),(15 407.8053),(16 407.53537),(17 405.29236),(18 405.41827),(19 410.96988),(20 409.31998),(21 413.40585),(22 416.9),(23 412.66348),(24 409.13126),(25 406.4094),(26 413.43192),(27 416.96127),(28 415.12918),(29 417.72318),(30 414.6352),(31 418.306),(32 418.05957),(33 411.4913),(34 416.05157),(35 417.34845),(36 421.40314),(37 420.5446),(38 421.47812),(39 420.07275),(40 420.10065),(41 422.04575),(42 421.73245),(43 429.4133),(44 432.0112),(45 423.76047),(46 429.47073),(47 428.18097),(48 428.93185),(49 427.8928),(50 429.327),(51 433.7596),(52 429.68948),(53 429.0749),(54 428.74484),(55 430.31683),(56 425.75818),(57 423.9468),(58 420.05743),(59 420.37186),(60 420.9511),(61 422.72113),(62 425.08966),(63 432.75085),(64 429.70206),(65 429.59604),(66 426.4075),(67 430.12982),(68 428.84366),(69 433.57166),(70 437.06796),(71 431.86044),(72 434.35245),(73 438.84058),(74 438.2024),(75 439.6504),(76 435.67563),(77 432.35684),(78 432.45764),(79 434.24887),
(1 235.91508),(2 306.24124),(3 335.1491),(4 354.32047),(5 367.52042),(6 374.01776),(7 374.72348),(8 377.7542),(9 378.68),(10 385.17853),(11 392.32446),(12 394.57965),(13 396.30884),(14 397.58466),(15 406.95035),(16 405.74283),(17 405.14905),(18 403.4141),(19 408.90198),(20 406.67346),(21 409.10596),(22 410.49365),(23 411.38547),(24 408.99646),(25 415.07874),(26 408.09344),(27 408.2527),(28 408.75235),(29 406.26797),(30 408.70102),(31 406.6116),(32 411.45355),(33 410.0597),(34 409.46985),(35 410.2043),(36 409.03442),(37 403.89972),(38 412.1368),(39 413.1178),(40 409.97012),(41 410.0232),(42 411.12872),(43 407.92078),(44 414.4219),(45 412.67163),(46 415.16568),(47 413.45966),(48 414.40924),(49 414.34485),(50 418.94202),(51 421.8382),(52 417.26486),(53 419.9479),(54 419.53305),(55 417.37753),(56 414.77267),(57 414.85092),(58 415.77194),(59 413.3126),(60 412.34448),(61 416.06354),(62 417.89737),(63 421.4217),(64 414.93674),(65 417.5917),(66 414.98685),(67 419.2439),(68 414.88745),(69 415.38177),(70 416.5736),(71 418.26434),(72 413.63367),(73 414.09332),(74 420.0077),(75 425.53198),(76 423.68546),(77 422.32745),(78 425.44476),(79 424.835),
(1 226.30354),(2 297.56705),(3 322.8799),(4 340.70523),(5 348.52097),(6 362.80963),(7 364.77945),(8 365.03857),(9 369.28336),(10 373.363),(11 378.96887),(12 381.2169),(13 386.05142),(14 389.73584),(15 392.719),(16 391.79202),(17 394.51172),(18 391.95557),(19 391.6566),(20 389.75934),(21 391.97333),(22 396.277),(23 397.93506),(24 402.29318),(25 408.5172),(26 406.39453),(27 404.77557),(28 403.2397),(29 407.96112),(30 403.23062),(31 411.35165),(32 414.07245),(33 408.8402),(34 414.09222),(35 414.13596),(36 410.03647),(37 411.78677),(38 414.75168),(39 413.7325),(40 418.77966),(41 415.68063),(42 414.5738),(43 415.93018),(44 420.40567),(45 417.55353),(46 422.36392),(47 419.12958),(48 420.6118),(49 416.4935),(50 420.42838),(51 422.20892),(52 420.27774),(53 423.1671),(54 424.0473),(55 419.2435),(56 418.0419),(57 421.68173),(58 426.38068),(59 423.3563),(60 416.99423),(61 416.39764),(62 417.19507),(63 418.6934),(64 415.62988),(65 412.0275),(66 409.0237),(67 410.60626),(68 412.04916),(69 413.25577),(70 414.43582),(71 416.6001),(72 414.26376),(73 419.61295),(74 419.44547),(75 429.63553),(76 425.95215),(77 426.95825),(78 426.29785),(79 421.50574),
(1 229.7804),(2 299.0055),(3 322.27264),(4 342.29965),(5 351.4194),(6 359.8656),(7 361.25122),(8 361.86053),(9 359.20386),(10 364.41058),(11 363.34732),(12 365.43597),(13 371.2238),(14 374.87488),(15 385.12067),(16 384.02127),(17 388.2567),(18 385.59207),(19 386.55426),(20 385.73883),(21 385.21796),(22 383.66028),(23 380.0174),(24 381.98816),(25 381.2482),(26 382.45898),(27 384.51956),(28 384.5016),(29 393.1839),(30 392.20786),(31 392.29556),(32 389.00623),(33 386.6764),(34 395.4147),(35 391.18298),(36 392.14078),(37 393.4507),(38 395.42307),(39 396.3143),(40 397.49118),(41 393.21454),(42 394.89526),(43 398.34586),(44 397.21072),(45 400.35544),(46 405.04486),(47 402.12656),(48 401.6101),(49 398.45123),(50 400.97928),(51 406.6032),(52 401.549),(53 398.38333),(54 396.59912),(55 397.05737),(56 397.04007),(57 398.21115),(58 402.74796),(59 399.44434),(60 389.20255),(61 393.10104),(62 395.50156),(63 401.27036),(64 399.77234),(65 406.46124),(66 402.9661),(67 405.69037),(68 404.39142),(69 408.39813),(70 404.46887),(71 402.78662),(72 403.32135),(73 403.7043),(74 404.6385),(75 404.3892),(76 405.22342),(77 405.53665),(78 406.36542),(79 405.0804),
(1 228.27448),(2 294.97626),(3 322.4731),(4 342.92236),(5 357.23846),(6 366.4113),(7 362.77136),(8 367.4942),(9 367.15503),(10 369.46356),(11 375.1807),(12 374.70804),(13 377.86127),(14 385.62524),(15 390.63815),(16 392.67715),(17 396.04074),(18 397.8977),(19 399.76178),(20 398.9603),(21 401.25876),(22 398.31476),(23 398.00278),(24 399.20822),(25 395.27982),(26 394.67435),(27 389.77393),(28 390.28403),(29 401.93082),(30 396.2238),(31 397.69656),(32 402.9069),(33 397.76883),(34 403.52124),(35 405.5557),(36 405.48886),(37 405.8422),(38 404.37195),(39 399.79346),(40 401.312),(41 399.15518),(42 397.10785),(43 400.60367),(44 404.24634),(45 405.14868),(46 404.94803),(47 404.27496),(48 406.95035),(49 408.35574),(50 409.64774),(51 408.8681),(52 408.34207),(53 410.56195),(54 408.9153),(55 409.47867),(56 411.5126),(57 413.65717),(58 409.69324),(59 406.10114),(60 408.095),(61 404.93),(62 400.9681),(63 409.4629),(64 408.78336),(65 405.4783),(66 404.30646),(67 402.668),(68 399.14157),(69 399.74292),(70 400.7377),(71 401.2773),(72 402.85855),(73 403.0956),(74 397.58386),(75 403.48813),(76 400.61847),(77 402.4932),(78 402.5988),(79 405.83572),
(1 223.57828),(2 288.6205),(3 319.05084),(4 331.40656),(5 336.24094),(6 343.45413),(7 347.50308),(8 352.2302),(9 350.4782),(10 352.95276),(11 359.17154),(12 358.2585),(13 358.94302),(14 366.22296),(15 369.9327),(16 373.45267),(17 378.39554),(18 378.02274),(19 378.07834),(20 372.77325),(21 372.2572),(22 370.01233),(23 375.26175),(24 371.81216),(25 379.33246),(26 376.91324),(27 381.83264),(28 377.6775),(29 382.27563),(30 384.30817),(31 384.44547),(32 382.7099),(33 385.5185),(34 386.4412),(35 384.2834),(36 383.35007),(37 386.61288),(38 391.56448),(39 399.23273),(40 400.2963),(41 399.74466),(42 399.691),(43 399.91336),(44 401.8908),(45 403.67816),(46 404.38474),(47 404.81418),(48 399.6189),(49 398.91013),(50 397.84433),(51 399.6474),(52 395.01825),(53 397.41602),(54 398.16092),(55 393.75357),(56 391.7799),(57 389.58887),(58 394.1362),(59 391.51205),(60 391.11594),(61 390.36615),(62 388.72598),(63 393.84708),(64 391.64795),(65 391.99753),(66 396.55896),(67 397.11627),(68 397.7776),(69 397.37076),(70 394.2513),(71 397.53842),(72 396.2417),(73 393.37045),(74 391.83563),(75 399.11185),(76 397.11832),(77 400.50842),(78 396.98758),(79 397.13452),
(1 214.05165),(2 281.64224),(3 312.48447),(4 327.53976),(5 331.94543),(6 341.07367),(7 343.8329),(8 346.10318),(9 349.0924),(10 350.09616),(11 355.12607),(12 358.81662),(13 358.23206),(14 363.34167),(15 369.88593),(16 371.86176),(17 378.0665),(18 375.3178),(19 375.4147),(20 365.89462),(21 372.5516),(22 370.76984),(23 372.53146),(24 374.95084),(25 372.34845),(26 370.5217),(27 374.72336),(28 375.5121),(29 378.58228),(30 377.69308),(31 378.28873),(32 379.5171),(33 373.08743),(34 376.8333),(35 374.93738),(36 376.08688),(37 382.27),(38 381.95047),(39 380.79086),(40 381.32138),(41 379.45798),(42 377.1886),(43 381.21713),(44 384.85),(45 388.3995),(46 389.4575),(47 387.96466),(48 389.9038),(49 384.48416),(50 390.6755),(51 393.49478),(52 398.12085),(53 396.20813),(54 393.47),(55 386.59048),(56 390.82462),(57 396.15787),(58 392.84784),(59 387.8249),(60 384.4136),(61 382.82538),(62 378.13916),(63 386.33405),(64 385.00064),(65 386.53745),(66 384.19318),(67 385.04578),(68 380.3275),(69 385.8315),(70 380.0378),(71 382.31467),(72 384.6309),(73 379.87442),(74 382.33063),(75 387.49963),(76 386.36188),(77 389.21426),(78 386.10788),(79 384.3572),
(1 216.79388),(2 281.73196),(3 309.19098),(4 322.03085),(5 331.195),(6 338.44452),(7 339.07816),(8 341.24908),(9 348.09842),(10 347.77194),(11 351.262),(12 354.46368),(13 359.05832),(14 367.1282),(15 368.7125),(16 367.63208),(17 369.04373),(18 369.74896),(19 369.85587),(20 365.29025),(21 364.83005),(22 368.28452),(23 369.1834),(24 370.80978),(25 373.6188),(26 374.85992),(27 374.9382),(28 377.79416),(29 381.30005),(30 382.9897),(31 385.28833),(32 387.18878),(33 380.63672),(34 382.47076),(35 382.56482),(36 387.28696),(37 388.81693),(38 386.5042),(39 382.37476),(40 386.44485),(41 384.6645),(42 386.40875),(43 389.13757),(44 391.8752),(45 395.39166),(46 398.86188),(47 395.5984),(48 396.66162),(49 395.99112),(50 397.16028),(51 398.37985),(52 397.47433),(53 394.70416),(54 399.74402),(55 397.4238),(56 396.69016),(57 398.00662),(58 394.3659),(59 394.75494),(60 387.50687),(61 390.66742),(62 384.51987),(63 394.4815),(64 391.34784),(65 394.04617),(66 388.14297),(67 396.10376),(68 390.22098),(69 386.93088),(70 385.64685),(71 386.39886),(72 388.8668),(73 389.179),(74 390.3235),(75 391.11215),(76 388.4522),(77 394.47464),(78 392.42502),(79 394.28314),
(1 208.83751),(2 269.14334),(3 299.97266),(4 318.84125),(5 325.39615),(6 328.40912),(7 329.00998),(8 331.62085),(9 332.56052),(10 335.55054),(11 338.35608),(12 339.44458),(13 344.5026),(14 350.29916),(15 355.4472),(16 356.3419),(17 358.18085),(18 360.25784),(19 355.8961),(20 355.90497),(21 352.62836),(22 355.7366),(23 356.8404),(24 357.7944),(25 360.96463),(26 356.25903),(27 361.58273),(28 361.05563),(29 365.52716),(30 366.6982),(31 368.4684),(32 372.3675),(33 370.37976),(34 366.87216),(35 365.88684),(36 366.97803),(37 367.75812),(38 369.7338),(39 364.30313),(40 367.8586),(41 368.86166),(42 371.92847),(43 373.867),(44 375.18784),(45 373.8507),(46 374.57864),(47 374.24),(48 369.81226),(49 371.33398),(50 372.16766),(51 372.6405),(52 373.63388),(53 372.6699),(54 370.2916),(55 369.0902),(56 371.7726),(57 369.67862),(58 369.54858),(59 376.6964),(60 373.27402),(61 377.4705),(62 375.81317),(63 376.69046),(64 375.1784),(65 369.43576),(66 371.01202),(67 366.47824),(68 369.32297),(69 371.6491),(70 370.0655),(71 366.68585),(72 367.93973),(73 370.07172),(74 371.6274),(75 370.48892),(76 378.74326),(77 379.9605),(78 379.9702),(79 378.90228),
(1 208.23412),(2 270.03513),(3 300.04214),(4 310.06467),(5 318.19965),(6 326.68616),(7 328.01355),(8 332.91873),(9 332.30307),(10 335.663),(11 337.79898),(12 338.8668),(13 343.1348),(14 345.3916),(15 349.0165),(16 348.80673),(17 354.72336),(18 353.60022),(19 356.51913),(20 351.97586),(21 355.58432),(22 352.35126),(23 355.76053),(24 357.21704),(25 358.36047),(26 359.39914),(27 361.13513),(28 360.99484),(29 366.177),(30 367.07156),(31 366.96823),(32 368.1749),(33 365.31876),(34 365.93915),(35 362.74783),(36 364.3938),(37 367.63348),(38 371.56796),(39 373.04535),(40 374.19614),(41 373.5036),(42 373.25287),(43 372.73972),(44 378.78705),(45 379.039),(46 380.0326),(47 382.32788),(48 382.34854),(49 378.68988),(50 377.75702),(51 374.24817),(52 379.81198),(53 379.25113),(54 376.45477),(55 374.72107),(56 376.27744),(57 376.98428),(58 373.81876),(59 375.47403),(60 374.27347),(61 373.9635),(62 371.60226),(63 367.76236),(64 368.5721),(65 364.98615),(66 366.42734),(67 370.8045),(68 367.03116),(69 366.0156),(70 365.69308),(71 364.18903),(72 367.8479),(73 371.8536),(74 369.4446),(75 369.85162),(76 370.3973),(77 375.98212),(78 373.33368),(79 374.66663),
