1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 15184.489),(2 49516.34),(3 104743.59),(4 174785.52),(5 254786.45),(6 340690.8),(7 445455.5),(8 555227.8),(9 675794.75),(10 794037.8),(11 922429),(12 1043991.8),(13 1168066.4),(14 1289225.1),(15 1425790),(16 1552298),(17 1675078.6),(18 1813613.4),(19 1952607.6),(20 2097910.3),(21 2231614),(22 2370081),(23 2507476.8),(24 2647443.8),(25 2800352.8),(26 2963609.3),(27 3153477.3),(28 3360526.8),(29 3587248),(30 3853213.8),(31 4135528.8),(32 4470403.5),(33 4831314.5),(34 5216211.5),(35 5642102),(36 6095358.5),(37 6554940.5),(38 7023285.5),(39 7546138.5),(40 8065984.5),(41 8545461),(42 9040191),(43 9572266),(44 10100306),(45 10639383),(46 11132751),(47 11628485),(48 12116483),(49 12605867),(50 13064083),(51 13488577),(52 13876093),(53 14202527),(54 14483595),(55 14717569),(56 14904161),(57 15064607),(58 15208395),(59 15346627),(60 15427712),(61 15533991),(62 15605635),(63 15700524),(64 15761721),(65 15801328),(66 15798115),(67 15786760),(68 15747887),(69 15742337),(70 15730951),(71 15749679),(72 15746397),(73 15806412),(74 15860488),(75 15980589),(76 16091680),(77 16202040),(78 16298624),(79 16386340),
(1 3382.9321),(2 8483.475),(3 11152.741),(4 11708.595),(5 11666.945),(6 12046.131),(7 12694.311),(8 12902.299),(9 12590.259),(10 12471.358),(11 12715.129),(12 12969.273),(13 13103.92),(14 13231.681),(15 13339.6875),(16 13412.195),(17 13392.075),(18 13398.721),(19 13315.6045),(20 13285.391),(21 13450.335),(22 13428.867),(23 13343.774),(24 13332.444),(25 13236.076),(26 13036.644),(27 13046.102),(28 13342.434),(29 13516.456),(30 13499.284),(31 13635.521),(32 13844.328),(33 14063.806),(34 14074.597),(35 13901.54),(36 13706.92),(37 13698.645),(38 13759.582),(39 13879.595),(40 14030.142),(41 14063.166),(42 13858.433),(43 13923.637),(44 14019.411),(45 14312.133),(46 14567.539),(47 14683.855),(48 14576.981),(49 14640.883),(50 14455.19),(51 14361.7),(52 14316.461),(53 14325.878),(54 14186.414),(55 14089.808),(56 14158.555),(57 14280.073),(58 14191.399),(59 13910.792),(60 13667.08),(61 13712.643),(62 13680.615),(63 13643.189),(64 13683.786),(65 13703.827),(66 13837.096),(67 13911.551),(68 13928.517),(69 13804.983),(70 13562.176),(71 13360.924),(72 13135.565),(73 13269.688),(74 13348.639),(75 13347.739),(76 13316.589),(77 13213.758),(78 13174.362),(79 13087.328),
(1 3297.2876),(2 8239.77),(3 10711.174),(4 10887.987),(5 10821.351),(6 11159.384),(7 11464.517),(8 11503.497),(9 11388.557),(10 11538.34),(11 11905.526),(12 11979.398),(13 11982.125),(14 12239.904),(15 12589.329),(16 12630.175),(17 12650.059),(18 12648.299),(19 12811.738),(20 12870.822),(21 12754.41),(22 12508.769),(23 12429.49),(24 12543.252),(25 12977.844),(26 13049.349),(27 13059.661),(28 13195.154),(29 13347.127),(30 13266.594),(31 13128.218),(32 13147.578),(33 13235.016),(34 13259.728),(35 13254.388),(36 13413.733),(37 13817.5205),(38 13910.374),(39 13844.28),(40 13704.188),(41 13569.066),(42 13426.66),(43 13451.464),(44 13613.6455),(45 13730.255),(46 13664.518),(47 13670.945),(48 13662.554),(49 13852.576),(50 13734.02),(51 13595.433),(52 13487.838),(53 13431.44),(54 13607.832),(55 13814.854),(56 13846.284),(57 13850.916),(58 13650.923),(59 13707.678),(60 13801.178),(61 13777.648),(62 13520.301),(63 13458.02),(64 13564.534),(65 13620.817),(66 13749.06),(67 13646.29),(68 13509.9),(69 13566.539),(70 13307.837),(71 13180.262),(72 13121.414),(73 13207.318),(74 13323.616),(75 13418.677),(76 13369.173),(77 13507.953),(78 13571.366),(79 13272.825),
(1 3169.7256),(2 7970.349),(3 10310.594),(4 10637.493),(5 10689.282),(6 11030.85),(7 11523.667),(8 11781.174),(9 11859.504),(10 11933.577),(11 11946.024),(12 11923.31),(13 12021.061),(14 12271.214),(15 12628.616),(16 12642.961),(17 12254.274),(18 11971.161),(19 12082.764),(20 12296.5205),(21 12444.192),(22 12416.538),(23 12603.774),(24 12801.888),(25 12796.292),(26 12493.782),(27 12383.136),(28 12645.9),(29 12915.793),(30 13045.502),(31 13030.924),(32 12981.615),(33 12963.046),(34 12846.938),(35 13046.716),(36 13368.202),(37 13588.941),(38 13658.418),(39 13590.402),(40 13504.445),(41 13238.015),(42 13194.809),(43 13433.357),(44 13751.32),(45 13740.823),(46 13593.024),(47 13489.315),(48 13518.18),(49 13770.106),(50 13613.118),(51 13585.509),(52 13554.444),(53 13515.539),(54 13585.261),(55 13724.2705),(56 13797.144),(57 13684.864),(58 13537.184),(59 13380.131),(60 13282.43),(61 13218.25),(62 13227.409),(63 13142.781),(64 13083.205),(65 13091.83),(66 12973.486),(67 13032.88),(68 13086.305),(69 13020.048),(70 12774.689),(71 12620.423),(72 12568.52),(73 12564.036),(74 12573.144),(75 12584.205),(76 12445.971),(77 12422.893),(78 12381.286),(79 12473.351),
(1 3029.8772),(2 7512.5923),(3 9753.684),(4 10040.833),(5 10073.771),(6 10627.085),(7 11064.186),(8 11149.126),(9 11162.809),(10 11576.707),(11 12114.891),(12 12111.188),(13 11920.037),(14 11843.801),(15 12056.868),(16 12234.297),(17 12219.721),(18 12109.423),(19 12093.452),(20 12194.085),(21 12295.394),(22 12313.572),(23 12417.933),(24 12398.852),(25 12304.798),(26 12100.744),(27 11923.027),(28 11881.803),(29 11970.16),(30 12048.801),(31 12251.961),(32 12292.294),(33 12267.043),(34 12230.923),(35 12378.636),(36 12461.142),(37 12390.262),(38 12373.298),(39 12512.342),(40 12682.209),(41 12573.762),(42 12615.309),(43 12706.229),(44 12868.707),(45 12843.323),(46 12783.969),(47 12917.401),(48 13122.246),(49 13409.662),(50 13301.641),(51 13277.054),(52 13255.163),(53 13224.735),(54 13265.648),(55 13209.346),(56 13072.442),(57 12833.908),(58 12672.36),(59 12743.777),(60 12724.567),(61 12570.96),(62 12496.362),(63 12403.168),(64 12380.733),(65 12471.433),(66 12463.184),(67 12485.479),(68 12449.237),(69 12346.192),(70 12266.135),(71 12200.578),(72 12081.122),(73 12089.201),(74 12328.987),(75 12483.272),(76 12430.4375),(77 12432.621),(78 12571.497),(79 12556.387),
(1 2992.2434),(2 7387.7793),(3 9440.29),(4 9552.387),(5 9479.204),(6 9824.709),(7 10042.15),(8 9884.406),(9 9733.759),(10 10107.712),(11 10705.418),(12 10856.1),(13 10855.945),(14 10920.253),(15 11097.945),(16 11062.269),(17 11118.997),(18 11007.695),(19 11051.354),(20 11054.769),(21 11263.402),(22 11360.981),(23 11651.941),(24 11610.18),(25 11446.17),(26 11337.581),(27 11383.986),(28 11408.008),(29 11308.236),(30 11435.265),(31 11616.454),(32 11628.397),(33 11727.273),(34 11670.978),(35 11574.663),(36 11459.193),(37 11530.531),(38 11660.47),(39 11882.163),(40 12110.987),(41 12084.56),(42 12154.606),(43 12269.889),(44 12021.886),(45 11813.247),(46 11823.897),(47 11908.926),(48 12179.016),(49 12333.24),(50 12290.397),(51 12321.575),(52 12325.305),(53 12255.631),(54 12208.094),(55 12341.28),(56 12302.693),(57 12407.728),(58 12441.535),(59 12509.754),(60 12424.163),(61 12192.612),(62 12177.122),(63 12088.489),(64 12022.914),(65 12169.941),(66 12184.128),(67 12012.185),(68 11821.381),(69 11663.464),(70 11443.551),(71 11476.78),(72 11541.813),(73 11577.02),(74 11680.221),(75 11710.481),(76 11687.013),(77 11911.51),(78 11922.04),(79 11700.353),
(1 2935.557),(2 7241.366),(3 9200.178),(4 9222.768),(5 9129.418),(6 9397.403),(7 9697.815),(8 9736.433),(9 9762.388),(10 10019.529),(11 10063.356),(12 10008.268),(13 10233.214),(14 10500.03),(15 10520.652),(16 10284.229),(17 10267.42),(18 10408.141),(19 10544.212),(20 10762.693),(21 10984.98),(22 11100.224),(23 11246.235),(24 11101.254),(25 10938.692),(26 10927.391),(27 11118.557),(28 11146.817),(29 11112.638),(30 11126.481),(31 11096.853),(32 11135.058),(33 11293.093),(34 11336.557),(35 11402.557),(36 11427.497),(37 11407.548),(38 11335.697),(39 11357.677),(40 11368.103),(41 11456.012),(42 11579.623),(43 11542.662),(44 11358.617),(45 11397.848),(46 11409.891),(47 11507.523),(48 11655.327),(49 11807.251),(50 12034.17),(51 12143.905),(52 12005.437),(53 11954.228),(54 11983.633),(55 12006.639),(56 11782.476),(57 11796.632),(58 11829.853),(59 11816.109),(60 11770.786),(61 11946.519),(62 11963.997),(63 12036.641),(64 11919.252),(65 12008.2),(66 12066.039),(67 11959.595),(68 11820.723),(69 11802.683),(70 11890.367),(71 11846.304),(72 11689.227),(73 11640.472),(74 11408.374),(75 11301.628),(76 11351.1045),(77 11435.903),(78 11484.047),(79 11515.847),
(1 3024.966),(2 7305.4775),(3 9289.083),(4 9645.714),(5 9553.617),(6 9657.826),(7 9859.762),(8 9727.1875),(9 9705.668),(10 9994.358),(11 10293.979),(12 10374.798),(13 10396.923),(14 10426.28),(15 10403.894),(16 10352.167),(17 10247.093),(18 10314.904),(19 10347.865),(20 10405.041),(21 10403.64),(22 10501.155),(23 10669.745),(24 10685.867),(25 10677.06),(26 10662.887),(27 10588.736),(28 10363.319),(29 10270.712),(30 10288.521),(31 10407.15),(32 10579.107),(33 10761.133),(34 10789.761),(35 10832.933),(36 10843.166),(37 10846.249),(38 10986.961),(39 11133.471),(40 11064.967),(41 11169.005),(42 11266.373),(43 11152.13),(44 11111.521),(45 11304.833),(46 11496.113),(47 11573.286),(48 11424.497),(49 11411.692),(50 11452.854),(51 11403.086),(52 11240.771),(53 11184.915),(54 11201.281),(55 11315.1),(56 11297.514),(57 11286.594),(58 11086.206),(59 10995.948),(60 10845.721),(61 10974.667),(62 11026.935),(63 11029.375),(64 10987.469),(65 10884.477),(66 10953.094),(67 11025.034),(68 10898.007),(69 10879.207),(70 10960.106),(71 11074.156),(72 11090.613),(73 11053.952),(74 10927.375),(75 10806.045),(76 10681.567),(77 10525.028),(78 10521.217),(79 10596.225),
(1 2956.2996),(2 7180.14),(3 9151.644),(4 9531.381),(5 9594.809),(6 9806.361),(7 10013.951),(8 10046.146),(9 10145.933),(10 10439.836),(11 10758.527),(12 10894.693),(13 10913.73),(14 10911.377),(15 10791.843),(16 10602.471),(17 10513.442),(18 10655.957),(19 10853.233),(20 10961.414),(21 10864.697),(22 10829.916),(23 10993.04),(24 11064.102),(25 11060.3545),(26 10919.789),(27 10838.436),(28 10700.253),(29 10653.782),(30 10698.804),(31 10850.423),(32 11026.374),(33 11033.689),(34 10943.192),(35 11024.549),(36 11194.851),(37 11343.964),(38 11467.086),(39 11429.045),(40 11338.142),(41 11517.617),(42 11796.555),(43 11813.997),(44 11887.51),(45 12073.223),(46 12177.385),(47 12047.645),(48 11737.263),(49 11683.728),(50 11677.408),(51 11642.814),(52 11627.284),(53 11618.03),(54 11721.124),(55 11644.812),(56 11518.292),(57 11340.308),(58 11261.798),(59 11272.134),(60 11298.31),(61 11424.255),(62 11405.049),(63 11297.985),(64 11184.607),(65 11037.507),(66 11142.234),(67 11300.644),(68 11162.609),(69 11122.753),(70 11232.767),(71 11315.693),(72 11240.577),(73 11293.539),(74 11261.907),(75 11015.676),(76 10661.456),(77 10567.352),(78 10633.753),(79 10657.369),
(1 2779.748),(2 6694.7734),(3 8496.064),(4 8807.694),(5 8756.943),(6 8896.938),(7 8914.963),(8 8994.016),(9 9211.915),(10 9451.707),(11 9574.959),(12 9689.12),(13 9873.112),(14 10004.58),(15 10020.394),(16 10001.703),(17 9936.27),(18 9980.071),(19 10110.897),(20 10183.328),(21 10217.24),(22 10225.426),(23 10274.839),(24 10293.84),(25 10214.402),(26 10065.979),(27 9952.222),(28 9930.023),(29 9903.578),(30 9809.718),(31 9739.416),(32 9827.731),(33 9919.651),(34 10125.626),(35 10370.816),(36 10488.031),(37 10556.032),(38 10536.758),(39 10310.84),(40 10198.507),(41 10384.309),(42 10515.591),(43 10390.682),(44 10436.787),(45 10606.297),(46 10722.032),(47 10673.627),(48 10608.017),(49 10676.397),(50 10597.528),(51 10556.561),(52 10511.887),(53 10460.136),(54 10495.095),(55 10517.241),(56 10492.903),(57 10493.225),(58 10462.821),(59 10425.673),(60 10422.848),(61 10364.824),(62 10483.253),(63 10555.821),(64 10410.578),(65 10291.1875),(66 10440.526),(67 10341.014),(68 10249.661),(69 10390.364),(70 10512.627),(71 10562.545),(72 10410.235),(73 10329.647),(74 10222.509),(75 10104.173),(76 9988.097),(77 9987.191),(78 10068.981),(79 10205.647),
(1 2638.012),(2 6320.953),(3 7986.9893),(4 8388.742),(5 8535.585),(6 8619.314),(7 8574.946),(8 8501.454),(9 8693.546),(10 8988.443),(11 9282.857),(12 9336.598),(13 9509.09),(14 9684.748),(15 9565.572),(16 9355.769),(17 9358.966),(18 9438.414),(19 9449.49),(20 9507.928),(21 9480.965),(22 9623.943),(23 9724.41),(24 9589.628),(25 9514.691),(26 9625.334),(27 9786.569),(28 9855.704),(29 9944.193),(30 10069.764),(31 9925.681),(32 9726.237),(33 9758.171),(34 9835.027),(35 9944.779),(36 9986.011),(37 9997.312),(38 10046.559),(39 9992.473),(40 10072.764),(41 10187.869),(42 10193.121),(43 10169.229),(44 10239.274),(45 10304.3955),(46 10352.598),(47 10278.252),(48 10133.969),(49 10078.277),(50 10027.102),(51 10269.374),(52 10349.442),(53 10485.596),(54 10398.5),(55 10245.888),(56 10158.211),(57 10208.494),(58 10174.053),(59 10082.807),(60 10015.791),(61 9999.279),(62 10028.55),(63 10092.487),(64 10027.068),(65 9982.672),(66 9981.961),(67 9906.862),(68 9755.163),(69 9664.646),(70 9571.979),(71 9499.779),(72 9498.423),(73 9751.106),(74 9927.204),(75 9907.051),(76 9659.423),(77 9475.445),(78 9451.811),(79 9441.063),
(1 2639.8628),(2 6264.3096),(3 7783.066),(4 7890.9136),(5 7896.5396),(6 8061.0693),(7 8181.327),(8 8299.333),(9 8532.896),(10 8842.71),(11 8938.786),(12 9111.084),(13 9391.213),(14 9354.696),(15 9140.292),(16 8969.042),(17 8971.329),(18 8992.674),(19 8980.78),(20 9209.892),(21 9450.807),(22 9547.69),(23 9502.025),(24 9367.9375),(25 9538.799),(26 9676.408),(27 9596.118),(28 9523.138),(29 9688.22),(30 9845.603),(31 9919.212),(32 9949.897),(33 9937.249),(34 9876.861),(35 9861.8125),(36 9901.309),(37 9956.663),(38 9963.412),(39 9934.194),(40 9928.406),(41 9936.8545),(42 9765.042),(43 9678.034),(44 9807.147),(45 9975.513),(46 10093.346),(47 10018.101),(48 9852.025),(49 9760.849),(50 9715.975),(51 9769.079),(52 9864.638),(53 9991.199),(54 9999.794),(55 9895.477),(56 9826.837),(57 9786.135),(58 9750.51),(59 9789.501),(60 9803.53),(61 9792.829),(62 9724.637),(63 9815.382),(64 9780.58),(65 9646.238),(66 9581.022),(67 9619.436),(68 9540.853),(69 9447.345),(70 9261.095),(71 9135.587),(72 9287.832),(73 9437.128),(74 9531.703),(75 9518.949),(76 9319.661),(77 9141.81),(78 9064.502),(79 9079.261),
(1 2545.281),(2 5942.99),(3 7271.7705),(4 7354.0884),(5 7373.275),(6 7482.294),(7 7525.1025),(8 7582.2026),(9 7796.7515),(10 7993.4146),(11 8162.883),(12 8060.8496),(13 8079.2725),(14 8328.908),(15 8419.904),(16 8568.392),(17 8739.076),(18 8788.386),(19 8882.383),(20 8927.353),(21 8939.954),(22 8899.968),(23 8898.771),(24 8899.948),(25 8934.702),(26 8974.686),(27 8922.013),(28 8838.392),(29 9080.495),(30 9387.07),(31 9392.79),(32 9307.067),(33 9358.607),(34 9451.53),(35 9442.48),(36 9563.33),(37 9696.064),(38 9795.673),(39 9784.832),(40 9760.51),(41 9680.1875),(42 9663.074),(43 9707.886),(44 9810.395),(45 9828.004),(46 9742.489),(47 9768.573),(48 9692.743),(49 9780.984),(50 9677.405),(51 9487.839),(52 9445.804),(53 9599.376),(54 9561.789),(55 9507.086),(56 9485.118),(57 9381.712),(58 9209.146),(59 9102.183),(60 9089.12),(61 9155.37),(62 9253.335),(63 9398.778),(64 9377.217),(65 9205.108),(66 9180.026),(67 9129.749),(68 8998.312),(69 8847.041),(70 8867.441),(71 8934.907),(72 8882.532),(73 8835.149),(74 8848.111),(75 8875.45),(76 8843.194),(77 8645.228),(78 8597.827),(79 8577.918),
(1 2519.523),(2 5831.5146),(3 7353.9766),(4 7573.885),(5 7634.6294),(6 7828.0596),(7 7969.0547),(8 7964.345),(9 8053.4917),(10 8169.596),(11 8188.2456),(12 8325.026),(13 8481.694),(14 8559.616),(15 8621.759),(16 8706.59),(17 8755.623),(18 8808.187),(19 8876.727),(20 8979.194),(21 9140.926),(22 9113.641),(23 8951.1455),(24 8914.357),(25 8920.958),(26 8972.012),(27 9060.564),(28 9195.154),(29 9409.88),(30 9352.114),(31 9203.748),(32 9155.006),(33 9267.957),(34 9306.178),(35 9412.339),(36 9583.918),(37 9629.327),(38 9713.73),(39 9781.154),(40 9755.991),(41 9644.586),(42 9443.397),(43 9391.703),(44 9433.807),(45 9479.25),(46 9585.926),(47 9747.536),(48 9756.097),(49 9711.353),(50 9615.918),(51 9755.568),(52 10034.943),(53 10202.69),(54 10255.474),(55 10147.623),(56 10042.929),(57 9820.128),(58 9608.141),(59 9490.753),(60 9525.418),(61 9526.103),(62 9526.896),(63 9575.891),(64 9631.363),(65 9430.408),(66 9186.096),(67 9071.561),(68 9087.712),(69 9154.092),(70 9085.12),(71 9062.383),(72 8953.6),(73 8873.015),(74 8960.34),(75 9082.571),(76 9147.8955),(77 9062.151),(78 9031.569),(79 8992.387),
(1 2432.8032),(2 5649.5884),(3 7027.636),(4 7184.1436),(5 7053.1484),(6 7094.9463),(7 7150.3027),(8 7298.6577),(9 7509.298),(10 7660.3135),(11 7762.1978),(12 7775.082),(13 7883.349),(14 7938.776),(15 7954.083),(16 8070.759),(17 7968.3843),(18 7910.3955),(19 7934.5337),(20 7952.4087),(21 8047.2773),(22 8190.44),(23 8256.076),(24 8167.054),(25 8156.034),(26 8070.885),(27 7982.6377),(28 8099.065),(29 8116.8813),(30 8270.828),(31 8321.698),(32 8325.48),(33 8241.085),(34 8149.5664),(35 8356.031),(36 8485.535),(37 8405.86),(38 8431.455),(39 8595.979),(40 8530.095),(41 8310.683),(42 8266.774),(43 8287.765),(44 8282.499),(45 8301.158),(46 8213.328),(47 8125.955),(48 8112.968),(49 8343.1045),(50 8594.751),(51 8743.305),(52 8734.136),(53 8644.1455),(54 8667.477),(55 8681.397),(56 8634.525),(57 8531.333),(58 8516.831),(59 8571.906),(60 8593.247),(61 8569.924),(62 8491.949),(63 8418.42),(64 8404.311),(65 8391.391),(66 8401.996),(67 8578.594),(68 8524.303),(69 8366.158),(70 8329.038),(71 8360.817),(72 8376.778),(73 8357.911),(74 8294.386),(75 8290.984),(76 8207.025),(77 8031.2734),(78 8042.307),(79 8111.9463),
(1 2380.341),(2 5467.5557),(3 6620.499),(4 6749.4424),(5 6705.4727),(6 6810.4185),(7 6788.197),(8 6801.5156),(9 7083.152),(10 7249.929),(11 7305.869),(12 7338.494),(13 7485.011),(14 7666.7314),(15 7855.448),(16 7946.964),(17 7892.095),(18 7941.881),(19 7995.039),(20 8059.553),(21 8101.2935),(22 8120.889),(23 8211.502),(24 8143.2383),(25 8138.7188),(26 8148.2056),(27 8237.831),(28 8344.554),(29 8334.628),(30 8377.849),(31 8250.752),(32 8150.9595),(33 8150.5205),(34 8167.7803),(35 8324.46),(36 8379.91),(37 8482.631),(38 8442.087),(39 8496.373),(40 8528.414),(41 8432.485),(42 8360.51),(43 8387.411),(44 8393.968),(45 8437.334),(46 8393.6875),(47 8465.529),(48 8558.861),(49 8766.926),(50 8789.2705),(51 8781.037),(52 8687.056),(53 8624.647),(54 8499.404),(55 8402.189),(56 8295.807),(57 8209.824),(58 8201.706),(59 8424.294),(60 8497.704),(61 8459.655),(62 8323.057),(63 8225.71),(64 8302.776),(65 8359.605),(66 8288.5205),(67 8290.206),(68 8343.432),(69 8355.006),(70 8299.203),(71 8335.595),(72 8308.649),(73 8471.511),(74 8541.149),(75 8532.116),(76 8387.098),(77 8234.864),(78 8196.1045),(79 8313.103),
(1 2218.7717),(2 5146.8315),(3 6410.951),(4 6663.3105),(5 6665.2856),(6 6740.736),(7 6842.0674),(8 6844.046),(9 6850.0283),(10 6948.4067),(11 7004.013),(12 7103.365),(13 7253.841),(14 7362.129),(15 7433.3335),(16 7616.06),(17 7723.471),(18 7733.1836),(19 7772.269),(20 7847.23),(21 7822.7676),(22 7755.162),(23 7822.173),(24 7849.102),(25 7931.4507),(26 7887.513),(27 7976.9307),(28 8121.4185),(29 8224.623),(30 8379.992),(31 8435.78),(32 8367.816),(33 8184.8936),(34 8126.3853),(35 8206.293),(36 8255.354),(37 8210.917),(38 8175.711),(39 8189.749),(40 8236.98),(41 8149.5747),(42 8102.747),(43 8161.76),(44 8157.6523),(45 8158.134),(46 8080.6196),(47 8047.506),(48 8040.682),(49 8160.7603),(50 8273.163),(51 8345.514),(52 8479.239),(53 8499.69),(54 8482.699),(55 8368.032),(56 8302.21),(57 8257.035),(58 8093.6436),(59 8087.452),(60 8193.206),(61 8242.3125),(62 8160.42),(63 7999.2676),(64 8007.231),(65 7994.944),(66 7871.4277),(67 7766.077),(68 7779.138),(69 7783.5015),(70 7714.631),(71 7636.5635),(72 7623.1597),(73 7746.295),(74 7805.0923),(75 7821.7573),(76 7772.7993),(77 7664.9717),(78 7717.605),(79 7852.731),
(1 2220.741),(2 5096.226),(3 6216.485),(4 6414.241),(5 6456.64),(6 6486.9497),(7 6466.967),(8 6524.7847),(9 6737.05),(10 6841.0522),(11 6904.967),(12 6836.406),(13 6855.8374),(14 6989.9683),(15 7145.8965),(16 7115.0547),(17 7047.387),(18 7008.283),(19 7080.529),(20 7225.5576),(21 7291.883),(22 7332.7773),(23 7442.1416),(24 7409.0874),(25 7230.521),(26 7054.0415),(27 7036.945),(28 7227.517),(29 7390.387),(30 7454.1055),(31 7445.951),(32 7461.4526),(33 7481.6416),(34 7530.776),(35 7570.8936),(36 7562.9043),(37 7530.5137),(38 7598.475),(39 7777.7544),(40 7705.5005),(41 7500.829),(42 7574.0596),(43 7735.779),(44 7887.078),(45 7874.177),(46 7895.9927),(47 7828.4907),(48 7644.0215),(49 7604.8174),(50 7680.0747),(51 7696.433),(52 7730.5093),(53 7738.639),(54 7769.1523),(55 7858.1436),(56 7740.2075),(57 7723.889),(58 7612.543),(59 7513.401),(60 7565.7485),(61 7776.0015),(62 7863.2314),(63 7908.46),(64 7896.861),(65 7765.93),(66 7657.0654),(67 7707.8633),(68 7745.596),(69 7646.5156),(70 7573.552),(71 7551.729),(72 7522.715),(73 7506.6826),(74 7308.128),(75 7326.451),(76 7097.256),(77 7086.342),(78 7156.842),(79 7257.7383),
